Let	NP	Let
regret	NN	regret
,	,	,
OK	UH	OK
,	,	,
so	IN	so
you	PP	you
'	POS	'
ve	JJ	<unknown>
sort	NN	sort
of	IN	of
treated	VBN	treat
yourself	PP	yourself
with	IN	with
kindness	NN	kindness
rather	RB	rather
than	IN	than
contempt	NN	contempt
.	SENT	.
You	PP	you
'	POS	'
ve	NN	ve
disclosed	VBD	disclose
it	PP	it
to	TO	to
all	PDT	all
these	DT	these
people	NNS	people
here	RB	here
.	SENT	.
You	PP	you
'	POS	'
ve	NN	ve
begun	VBN	begin
the	DT	the
sense-making	JJ	<unknown>
process	NN	process
by	IN	by
talking	VBG	talk
about	IN	about
it	PP	it
and	CC	and
writing	VBG	write
about	IN	about
it	PP	it
.	SENT	.
What	WP	what
'	POS	'
s	NNS	<unknown>
a	DT	a
lesson	NN	lesson
that	IN	that
you	PP	you
can	MD	can
extract	VB	extract
from	IN	from
this	DT	this
?	SENT	?
L	NP	L
:	:	:
I	PP	I
think	VBP	think
that	RB	that
.	SENT	.
.	SENT	.
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
not	RB	not
sure	JJ	sure
.	SENT	.
DHP	NN	DHP
:	:	:
Well	RB	well
,	,	,
then	RB	then
let	VB	let
me	PP	me
tell	VB	tell
you	PP	you
.	SENT	.
I	PP	I
think	VBP	think
that	IN	that
the	DT	the
lesson	NN	lesson
is	VBZ	be
to	TO	to
.	SENT	.
.	SENT	.
.	SENT	.
Next	JJ	next
time	NN	time
,	,	,
speak	VB	speak
up	RP	up
.	SENT	.
Next	JJ	next
time	NN	time
,	,	,
speak	VB	speak
up	RP	up
.	SENT	.
Next	JJ	next
time	NN	time
when	WRB	when
you	PP	you
are	VBP	be
at	IN	at
a	DT	a
juncture	NN	juncture
,	,	,
"	``	"
Should	MD	should
I	PP	I
speak	VB	speak
up	RB	up
or	CC	or
not	RB	not
,	,	,
"	''	"
think	VBP	think
about	IN	about
this	DT	this
.	SENT	.
Think	VB	think
about	IN	about
this	DT	this
and	CC	and
speak	VB	speak
up	RP	up
.	SENT	.
Do	VB	do
you	PP	you
have	VBP	have
any	DT	any
kind	NN	kind
of	IN	of
work	NN	work
meetings	NNS	meeting
or	CC	or
anything	NN	anything
coming	VBG	come
on	IN	on
where	WRB	where
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
be	VB	be
confronted	VBN	confront
with	IN	with
this	DT	this
?	SENT	?
L	NP	L
:	:	:
Yeah	RB	yeah
,	,	,
and	CC	and
I	PP	I
think	VBP	think
that	WDT	that
happens	VBZ	happen
all	PDT	all
the	DT	the
time	NN	time
.	SENT	.
Like	IN	like
,	,	,
you	PP	you
know	VBP	know
,	,	,
I	PP	I
have	VBP	have
an	DT	an
idea	NN	idea
.	SENT	.
Oh	UH	oh
,	,	,
but	CC	but
someone	NN	someone
starts	NNS	start
talking	VBG	talk
,	,	,
and	CC	and
then	RB	then
like	VB	like
,	,	,
you	PP	you
just	RB	just
sort	RB	sort
of	IN	of
fade	VB	fade
back	RB	back
into	IN	into
the	DT	the
background	NN	background
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	JJ	<unknown>
something	NN	something
I	PP	I
want	VBP	want
to	TO	to
counteract	VB	counteract
more	RBR	more
often	RB	often
.	SENT	.
Because	RB	because
,	,	,
more	RBR	more
often	RB	often
than	IN	than
not	RB	not
,	,	,
you	PP	you
know	VBP	know
that	IN	that
idea	NN	idea
is	VBZ	be
a	DT	a
contribution	NN	contribution
,	,	,
and	CC	and
why	WRB	why
am	VBP	be
I	PP	I
hesitating	VBG	hesitate
so	RB	so
much	RB	much
?	SENT	?
DHP	NN	DHP
:	:	:
Yeah	RB	yeah
.	SENT	.
So	RB	so
you	PP	you
have	VBP	have
a	DT	a
lesson	NN	lesson
.	SENT	.
The	DT	the
lesson	NN	lesson
is	VBZ	be
,	,	,
speak	VB	speak
up	RP	up
.	SENT	.
So	RB	so
why	WRB	why
don	NN	don
'	POS	'
t	NN	t
you	PP	you
--	:	--
So	RB	so
how	WRB	how
about	RB	about
the	DT	the
next	JJ	next
meeting	VBG	meet
you	PP	you
'	POS	'
re	NN	re
in	IN	in
,	,	,
when	WRB	when
you	PP	you
have	VBP	have
something	NN	something
to	TO	to
say	VB	say
,	,	,
don	NN	don
'	POS	'
t	NN	t
hesitate	VB	hesitate
and	CC	and
speak	VB	speak
up	RP	up
.	SENT	.
L	NP	L
:	:	:
Done	VBN	do
,	,	,
I	PP	I
'	POS	'
ll	NNS	<unknown>
do	VBP	do
it	PP	it
.	SENT	.
DHP	NP	DHP
:	:	:
OK	UH	OK
,	,	,
but	CC	but
here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
thing	NN	thing
,	,	,
what	WP	what
I	PP	I
like	VBP	like
about	RB	about
this	DT	this
is	VBZ	be
you	PP	you
'	POS	'
ve	NN	ve
just	RB	just
made	VBD	make
a	DT	a
promise	NN	promise
to	TO	to
300	CD	@card@
people	NNS	people
.	SENT	.
So	IN	so
you	PP	you
'	POS	'
re	NN	re
on	IN	on
the	DT	the
hook	NN	hook
.	SENT	.
L	NP	L
:	:	:
I	PP	I
'	POS	'
m	NN	m
on	IN	on
the	DT	the
hook	NN	hook
.	SENT	.
DHP	NN	DHP
:	:	:
So	RB	so
this	DT	this
is	VBZ	be
it	PP	it
.	SENT	.
So	RB	so
,	,	,
Lily	NP	Lily
has	VBZ	have
this	DT	this
regret	NN	regret
.	SENT	.
She	NN	she
'	POS	'
s	NNS	<unknown>
looking	VBG	look
backwards	RB	backwards
,	,	,
saying	VBG	say
,	,	,
"	``	"
Oh	UH	oh
,	,	,
if	IN	if
only	JJ	only
I	NP	I
'	POS	'
d	NN	d
spoken	VBN	speak
up	RP	up
,	,	,
"	''	"
and	CC	and
instead	RB	instead
of	IN	of
beating	VBG	beat
herself	PP	herself
up	RP	up
,	,	,
she	PP	she
is	VBZ	be
divulging	VBG	divulge
it	PP	it
,	,	,
she	PP	she
'	POS	'
s	NN	S
extracting	VBG	extract
a	DT	a
lesson	NN	lesson
from	IN	from
it	PP	it
,	,	,
and	CC	and
she	PP	she
'	POS	'
s	NN	S
taking	VBG	take
that	IN	that
and	CC	and
applying	VBG	apply
it	PP	it
to	TO	to
some	DT	some
next	JJ	next
interaction	NN	interaction
.	SENT	.
So	RB	so
this	DT	this
is	VBZ	be
what	WP	what
we	PP	we
do	VBP	do
.	SENT	.
This	DT	this
is	VBZ	be
how	WRB	how
,	,	,
again	RB	again
,	,	,
looking	VBG	look
backward	RB	backward
can	MD	can
move	VB	move
you	PP	you
forward	RB	forward
.	SENT	.
Lily	NP	Lily
,	,	,
that	WDT	that
'	POS	'
s	VBG	<unknown>
such	PDT	such
a	DT	a
fantastic	JJ	fantastic
--	:	--
People	NNS	people
in	IN	in
the	DT	the
chat	NN	chat
are	VBP	be
saying	VBG	say
,	,	,
"	``	"
We	PP	we
will	MD	will
hold	VB	hold
Lily	NP	Lily
accountable	JJ	accountable
,	,	,
"	''	"
which	WDT	which
I	PP	I
love	VBP	love
.	SENT	.
So	IN	so
Lily	NP	Lily
,	,	,
thanks	NNS	thanks
for	IN	for
that	DT	that
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
bring	VB	bring
--	:	--
I	PP	I
really	RB	really
,	,	,
really	RB	really
appreciate	VB	appreciate
your	PP$	your
sharing	NN	sharing
that	IN	that
with	IN	with
us	PP	us
,	,	,
and	CC	and
I	PP	I
want	VBP	want
you	PP	you
to	TO	to
report	VB	report
back	RB	back
that	IN	that
you	PP	you
did	VBD	do
speak	VB	speak
up	RP	up
.	SENT	.
L	NP	L
:	:	:
I	PP	I
will	MD	will
,	,	,
thank	VB	thank
you	PP	you
.	SENT	.
DHP	NN	DHP
:	:	:
Thanks	NNS	thanks
,	,	,
Lily	NP	Lily
.	SENT	.
WPR	NP	WPR
:	:	:
Well	UH	well
,	,	,
we	PP	we
have	VBP	have
a	DT	a
question	NN	question
here	RB	here
from	IN	from
Claudia	NP	Claudia
,	,	,
who	WP	who
asks	VBZ	ask
,	,	,
"	``	"
Can	MD	can
you	PP	you
speak	VB	speak
to	TO	to
the	DT	the
issue	NN	issue
of	IN	of
painful	JJ	painful
life	NN	life
regrets	NNS	regret
?	SENT	?
Major	JJ	major
opportunities	NNS	opportunity
lost	VBD	lose
?	SENT	?
Do	VB	do
you	PP	you
have	VBP	have
some	DT	some
advice	NN	advice
on	IN	on
how	WRB	how
to	TO	to
avoid	VB	avoid
being	VBG	be
paralyzed	VBN	paralyze
by	IN	by
fear	NN	fear
or	CC	or
further	JJR	further
regret	NN	regret
?	SENT	?
"	''	"
DHP	NN	DHP
:	:	:
Yeah	RB	yeah
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
interesting	JJ	interesting
that	IN	that
Claudia	NP	Claudia
said	VBD	say
"	``	"
opportunities	NNS	opportunity
lost	VBD	lose
,	,	,
"	``	"
and	CC	and
let	VB	let
me	PP	me
pick	VB	pick
up	RP	up
on	IN	on
that	DT	that
phrase	NN	phrase
right	RB	right
here	RB	here
.	SENT	.
Because	IN	because
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
I	PP	I
saw	VBD	see
in	IN	in
my	PP$	my
own	JJ	own
research	NN	research
,	,	,
because	IN	because
I	PP	I
also	RB	also
did	VBD	do
a	DT	a
huge	JJ	huge
survey	NN	survey
of	IN	of
the	DT	the
American	JJ	American
population	NN	population
where	WRB	where
we	PP	we
surveyed	VBD	survey
a	DT	a
representative	JJ	representative
sample	NN	sample
of	IN	of
4	CD	@card@
,	,	,
489	CD	@card@
Americans	NNS	American
about	RB	about
regret	VBP	regret
and	CC	and
how	WRB	how
it	PP	it
worked	VBD	work
.	SENT	.
But	CC	but
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
you	PP	you
see	VBP	see
widespread	JJ	widespread
is	VBZ	be
that	IN	that
there	EX	there
are	VBP	be
,	,	,
in	IN	in
the	DT	the
architecture	NN	architecture
of	IN	of
regret	NN	regret
,	,	,
there	EX	there
are	VBP	be
often	RB	often
two	CD	two
kinds	NNS	kind
of	IN	of
regrets	NNS	regret
.	SENT	.
One	PP	one
are	VBP	be
regrets	NNS	regret
of	IN	of
action	NN	action
and	CC	and
one	CD	one
are	VBP	be
regrets	NNS	regret
of	IN	of
inaction	NN	inaction
.	SENT	.
Regrets	NNS	regret
about	IN	about
what	WP	what
we	PP	we
did	VBD	do
.	SENT	.
Regrets	NNS	regret
about	IN	about
what	WP	what
we	PP	we
didn	NP	<unknown>
'	POS	'
t	NN	t
do	VBP	do
.	SENT	.
And	CC	and
overwhelmingly	RB	overwhelmingly
,	,	,
inaction	NN	inaction
regrets	NNS	regret
predominate	VBP	predominate
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	VBG	<unknown>
what	WP	what
an	DT	an
opportunity	NN	opportunity
lost	VBN	lose
is	VBZ	be
.	SENT	.
With	IN	with
action	NN	action
regrets	NNS	regret
,	,	,
we	PP	we
can	MD	can
try	VB	try
to	TO	to
undo	VB	undo
them	PP	them
.	SENT	.
We	PP	we
can	MD	can
make	VB	make
amends	NN	amends
.	SENT	.
We	PP	we
can	MD	can
look	VB	look
for	IN	for
the	DT	the
silver	JJ	silver
lining	NN	lining
,	,	,
and	CC	and
we	PP	we
can	MD	can
reduce	VB	reduce
the	DT	the
sting	NN	sting
.	SENT	.
For	IN	for
inaction	NN	inaction
regrets	NNS	regret
,	,	,
it	PP	it
is	VBZ	be
harder	JJR	hard
.	SENT	.
And	CC	and
so	RB	so
the	DT	the
key	NN	key
here	RB	here
on	IN	on
the	DT	the
opportunities	NNS	opportunity
lost	VBN	lose
is	VBZ	be
to	TO	to
think	VB	think
about	RB	about
,	,	,
you	PP	you
know	VBP	know
,	,	,
really	RB	really
like	JJ	like
,	,	,
what	WP	what
are	VBP	be
you	PP	you
going	VBG	go
to	TO	to
do	VB	do
?	SENT	?
You	PP	you
sort	RB	sort
of	IN	of
reduce	VB	reduce
the	DT	the
level	NN	level
of	IN	of
abstraction	NN	abstraction
and	CC	and
say	VB	say
,	,	,
"	``	"
What	WP	what
are	VBP	be
you	PP	you
going	VBG	go
to	TO	to
do	VB	do
next	JJ	next
time	NN	time
?	SENT	?
"	''	"
Not	RB	not
an	DT	an
abstraction	NN	abstraction
of	IN	of
like	IN	like
,	,	,
"	``	"
Oh	UH	oh
,	,	,
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
be	VB	be
more	RBR	more
bold	JJ	bold
.	SENT	.
"	``	"
It	PP	it
'	POS	'
s	NNS	<unknown>
like	VBP	like
,	,	,
what	WP	what
are	VBP	be
you	PP	you
going	VBG	go
to	TO	to
do	VB	do
next	JJ	next
time	NN	time
?	SENT	?
This	DT	this
is	VBZ	be
what	WP	what
we	PP	we
were	VBD	be
talking	VBG	talk
about	RB	about
with	IN	with
Lily	NP	Lily
.	SENT	.
What	WP	what
are	VBP	be
you	PP	you
going	VBG	go
to	TO	to
do	VB	do
next	JJ	next
time	NN	time
?	SENT	?
All	DT	all
regrets	NNS	regret
begin	VBP	begin
at	IN	at
the	DT	the
juncture	NN	juncture
.	SENT	.
You	PP	you
can	MD	can
go	VB	go
this	DT	this
way	NN	way
or	CC	or
you	PP	you
can	MD	can
go	VB	go
that	DT	that
way	NN	way
.	SENT	.
And	CC	and
so	RB	so
for	IN	for
Claudia	NP	Claudia
,	,	,
I	PP	I
would	MD	would
say	VB	say
,	,	,
the	DT	the
next	JJ	next
time	NN	time
you	PP	you
'	POS	'
re	NN	re
at	IN	at
this	DT	this
juncture	NN	juncture
,	,	,
take	VB	take
the	DT	the
opportunity	NN	opportunity
,	,	,
play	VB	play
it	PP	it
safe	JJ	safe
.	SENT	.
Stop	VB	stop
,	,	,
think	VBP	think
about	IN	about
your	PP$	your
regret	NN	regret
,	,	,
and	CC	and
make	VB	make
the	DT	the
decision	NN	decision
there	RB	there
.	SENT	.
Or	CC	or
another	DT	another
thing	NN	thing
that	IN	that
you	PP	you
could	MD	could
do	VB	do
.	SENT	.
I	NP	I
'	POS	'
ll	NNS	<unknown>
give	VBP	give
you	PP	you
another	DT	another
,	,	,
sort	VB	sort
of	IN	of
,	,	,
decision-making	NN	decision-making
heuristic	JJ	heuristic
.	SENT	.
Two	CD	two
of	IN	of
them	PP	them
,	,	,
in	IN	in
fact	NN	fact
.	SENT	.
When	WRB	when
you	PP	you
'	POS	'
re	NN	re
at	IN	at
that	DT	that
juncture	NN	juncture
,	,	,
Claudia	NP	Claudia
,	,	,
next	JJ	next
time	NN	time
,	,	,
go	VB	go
forward	RB	forward
five	CD	five
years	NNS	year
.	SENT	.
This	DT	this
is	VBZ	be
called	VBN	call
self-distancing	NN	self-distancing
.	SENT	.
Be	VB	be
Claudia	NP	Claudia
five	CD	five
years	NNS	year
from	IN	from
now	RB	now
,	,	,
look	VBP	look
back	RB	back
on	IN	on
Claudia	NP	Claudia
today	NN	today
.	SENT	.
What	WP	what
decision	NN	decision
do	VBP	do
you	PP	you
want	VBP	want
?	SENT	?
What	WP	what
decision	NN	decision
does	VBZ	do
Claudia	NP	Claudia
of	IN	of
2027	CD	@card@
want	VBP	want
Claudia	NP	Claudia
of	IN	of
2022	CD	@card@
to	TO	to
make	VB	make
?	SENT	?
It	PP	it
'	POS	'
s	NN	S
very	RB	very
clear	JJ	clear
.	SENT	.
Or	CC	or
the	DT	the
best	JJS	good
decision-making	NN	decision-making
heuristic	JJ	heuristic
there	RB	there
is	VBZ	be
:	:	:
You	PP	you
'	POS	'
re	NN	re
at	IN	at
a	DT	a
juncture	NN	juncture
,	,	,
what	WP	what
would	MD	would
you	PP	you
tell	VB	tell
your	PP$	your
best	JJS	good
friend	NN	friend
to	TO	to
do	VB	do
?	SENT	?
When	WRB	when
you	PP	you
ask	VBP	ask
people	NNS	people
that	IN	that
when	WRB	when
they	PP	they
'	POS	'
re	NN	re
trying	VBG	try
to	TO	to
make	VB	make
a	DT	a
decision	NN	decision
,	,	,
say	VBP	say
,	,	,
"	``	"
What	WP	what
would	MD	would
you	PP	you
tell	VB	tell
your	PP$	your
best	JJS	good
friend	NN	friend
to	TO	to
do	VB	do
?	SENT	?
"	''	"
Everybody	NN	everybody
always	RB	always
knows	VBZ	know
.	SENT	.
So	RB	so
,	,	,
I	PP	I
think	VBP	think
that	DT	that
'	''	'
s	VBG	<unknown>
it	PP	it
.	SENT	.
Remember	VB	remember
,	,	,
the	DT	the
main	JJ	main
thing	NN	thing
,	,	,
though	RB	though
,	,	,
is	VBZ	be
don	NN	don
'	POS	'
t	NN	t
let	VBD	let
it	PP	it
bog	NN	bog
you	PP	you
down	RB	down
.	SENT	.
Use	VB	use
it	PP	it
as	IN	as
a	DT	a
tool	NN	tool
for	IN	for
thinking	NN	thinking
--	:	--
not	RB	not
as	IN	as
a	DT	a
tool	NN	tool
for	IN	for
wallowing	VBG	wallow
,	,	,
not	RB	not
as	IN	as
a	DT	a
tool	NN	tool
for	IN	for
ignoring	VBG	ignore
--	:	--
but	CC	but
as	IN	as
a	DT	a
tool	NN	tool
for	IN	for
thinking	NN	thinking
.	SENT	.
WPR	NN	WPR
:	:	:
A	DT	a
question	NN	question
from	IN	from
Kim	NP	Kim
,	,	,
she	PP	she
'	POS	'
s	NN	S
asking	NN	asking
--	:	--
She	PP	she
says	VBZ	say
you	PP	you
'	''	'
re	IN	re
talking	VBG	talk
as	RB	as
if	IN	if
any	DT	any
bad	JJ	bad
decision	NN	decision
or	CC	or
mistake	NN	mistake
is	VBZ	be
also	RB	also
a	DT	a
regret	NN	regret
,	,	,
and	CC	and
I	PP	I
'	POS	'
m	NN	m
not	RB	not
sure	JJ	sure
that	IN	that
that	DT	that
'	''	'
s	NNS	<unknown>
always	RB	always
the	DT	the
case	NN	case
.	SENT	.
Can	MD	can
you	PP	you
share	VB	share
your	PP$	your
definition	NN	definition
of	IN	of
regret	NN	regret
?	SENT	?
Especially	RB	especially
after	IN	after
doing	VBG	do
this	DT	this
project	NN	project
.	SENT	.
What	WP	what
is	VBZ	be
your	PP$	your
definition	NN	definition
?	SENT	?
DHP	NN	DHP
:	:	:
There	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
difference	NN	difference
between	IN	between
a	DT	a
regret	NN	regret
and	CC	and
a	DT	a
mistake	NN	mistake
,	,	,
alright	RB	alright
?	SENT	?
So	RB	so
you	PP	you
can	MD	can
make	VB	make
a	DT	a
mistake	NN	mistake
and	CC	and
not	RB	not
regret	VB	regret
it	PP	it
because	IN	because
you	PP	you
say	VBP	say
,	,	,
you	PP	you
immediately	RB	immediately
learn	VBP	learn
something	NN	something
from	IN	from
it	PP	it
or	CC	or
it	PP	it
was	VBD	be
a	DT	a
worthy	JJ	worthy
mistake	NN	mistake
.	SENT	.
A	DT	a
regret	NN	regret
is	VBZ	be
something	NN	something
where	WRB	where
you	PP	you
look	VBP	look
backward	RB	backward
at	IN	at
something	NN	something
that	IN	that
where	WRB	where
you	PP	you
had	VBD	have
control	NN	control
,	,	,
where	WRB	where
you	PP	you
had	VBD	have
some	DT	some
agency	NN	agency
.	SENT	.
.	SENT	.
.	SENT	.
Where	WRB	where
you	PP	you
had	VBD	have
some	DT	some
agency	NN	agency
,	,	,
you	PP	you
did	VBD	do
something	NN	something
that	IN	that
,	,	,
well	RB	well
,	,	,
you	PP	you
did	VBD	do
something	NN	something
wrong	JJ	wrong
,	,	,
and	CC	and
it	PP	it
sticks	VBZ	stick
with	IN	with
you	PP	you
.	SENT	.
It	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
go	VB	go
away	RB	away
.	SENT	.
And	CC	and
it	PP	it
sticks	VBZ	stick
with	IN	with
you	PP	you
for	IN	for
a	DT	a
very	RB	very
long	JJ	long
time	NN	time
.	SENT	.
So	RB	so
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
big	JJ	big
difference	NN	difference
,	,	,
for	IN	for
instance	NN	instance
,	,	,
between	RB	between
.	SENT	.
.	SENT	.
.	SENT	.
I	PP	I
can	MD	can
make	VB	make
a	DT	a
mistake	NN	mistake
and	CC	and
actually	RB	actually
not	RB	not
regret	VB	regret
it	PP	it
because	IN	because
it	PP	it
'	POS	'
s	NN	S
not	RB	not
significant	JJ	significant
enough	RB	enough
to	TO	to
me	PP	me
to	TO	to
linger	VB	linger
,	,	,
right	RB	right
?	SENT	?
So	IN	so
that	DT	that
'	''	'
s	VBG	<unknown>
the	DT	the
difference	NN	difference
between	IN	between
a	DT	a
regret	NN	regret
and	CC	and
a	DT	a
mistake	NN	mistake
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
basically	RB	basically
the	DT	the
duration	NN	duration
,	,	,
essentially	RB	essentially
,	,	,
the	DT	the
half-life	NN	half-life
of	IN	of
the	DT	the
negative	JJ	negative
emotion	NN	emotion
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
huge	JJ	huge
difference	NN	difference
between	IN	between
regret	NN	regret
and	CC	and
disappointment	NN	disappointment
.	SENT	.
Huge	JJ	huge
difference	NN	difference
between	IN	between
regret	NN	regret
and	CC	and
disappointment	NN	disappointment
.	SENT	.
Because	IN	because
with	IN	with
disappointment	NN	disappointment
,	,	,
you	PP	you
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
any	DT	any
kind	NN	kind
of	IN	of
control	NN	control
.	SENT	.
The	DT	the
great	JJ	great
example	NN	example
of	IN	of
that	WDT	that
is	VBZ	be
from	IN	from
Janet	NP	Janet
Landman	NP	Landman
,	,	,
a	DT	a
former	JJ	former
professor	NN	professor
at	IN	at
the	DT	the
University	NP	University
of	IN	of
Michigan	NP	Michigan
who	WP	who
,	,	,
to	TO	to
me	PP	me
,	,	,
is	VBZ	be
like	JJ	like
,	,	,
she	PP	she
tells	VBZ	tell
the	DT	the
story	NN	story
of	IN	of
like	IN	like
,	,	,
OK	UH	OK
,	,	,
so	RB	so
a	DT	a
kid	NN	kid
loses	VBZ	lose
her	PP$	her
third	JJ	third
tooth	NN	tooth
.	SENT	.
A	DT	a
seven-year-old	JJ	seven-year-old
loses	VBZ	lose
her	PP$	her
third	JJ	third
tooth	NN	tooth
.	SENT	.
She	PP	she
loses	VBZ	lose
her	PP$	her
tooth	NN	tooth
,	,	,
she	PP	she
goes	VBZ	go
to	TO	to
sleep	VB	sleep
,	,	,
before	IN	before
she	PP	she
goes	VBZ	go
to	TO	to
sleep	VB	sleep
,	,	,
she	PP	she
puts	VBZ	put
the	DT	the
tooth	NN	tooth
under	IN	under
the	DT	the
pillow	NN	pillow
.	SENT	.
When	WRB	when
she	PP	she
wakes	VBZ	wake
up	RP	up
,	,	,
the	DT	the
tooth	NN	tooth
is	VBZ	be
still	RB	still
there	RB	there
.	SENT	.
The	DT	the
kid	NN	kid
is	VBZ	be
disappointed	VBN	disappoint
,	,	,
but	CC	but
the	DT	the
parents	NNS	parent
regret	VBP	regret
not	RB	not
leaving	VBG	leave
that	DT	that
--	:	--
So	RB	so
you	PP	you
have	VBP	have
to	TO	to
have	VB	have
some	DT	some
agency	NN	agency
and	CC	and
it	PP	it
has	VBZ	have
to	TO	to
have	VB	have
a	DT	a
.	SENT	.
.	SENT	.
.	SENT	.
It	PP	it
has	VBZ	have
to	TO	to
have	VB	have
enough	JJ	enough
significance	NN	significance
that	IN	that
it	PP	it
stays	VBZ	stay
with	IN	with
you	PP	you
.	SENT	.
And	CC	and
once	RB	once
again	RB	again
,	,	,
going	VBG	go
back	RB	back
to	TO	to
these	DT	these
four	CD	four
core	NN	core
regrets	NNS	regret
,	,	,
it	PP	it
ends	VBZ	end
up	RP	up
being	VBG	be
the	DT	the
same	JJ	same
kinds	NNS	kind
of	IN	of
.	SENT	.
.	SENT	.
.	SENT	.
it	PP	it
ends	VBZ	end
up	RP	up
being	VBG	be
the	DT	the
same	JJ	same
kinds	NNS	kind
of	IN	of
things	NNS	thing
.	SENT	.
If	IN	if
you	PP	you
said	VBD	say
,	,	,
"	``	"
Oh	UH	oh
,	,	,
I	PP	I
shouldn	NNS	<unknown>
'	''	'
t	NN	t
have	VBP	have
bought	VBN	buy
that	DT	that
kind	NN	kind
of	IN	of
car	NN	car
,	,	,
"	''	"
it	PP	it
might	MD	might
sting	VB	sting
for	IN	for
a	DT	a
little	JJ	little
bit	NN	bit
,	,	,
but	CC	but
the	DT	the
half-life	NN	half-life
is	VBZ	be
very	RB	very
,	,	,
very	RB	very
short	JJ	short
.	SENT	.
But	CC	but
other	JJ	other
kinds	NNS	kind
of	IN	of
things	NNS	thing
stick	VBP	stick
with	IN	with
us	PP	us
and	CC	and
stick	VB	stick
with	IN	with
us	PP	us
,	,	,
and	CC	and
those	DT	those
are	VBP	be
the	DT	the
things	NNS	thing
often	RB	often
of	IN	of
significance	NN	significance
.	SENT	.
WPR	NN	WPR
:	:	:
Thank	VB	thank
you	PP	you
so	RB	so
much	RB	much
,	,	,
Dan	NP	Dan
,	,	,
for	IN	for
chatting	VBG	chat
with	IN	with
us	PP	us
,	,	,
and	CC	and
I	PP	I
love	VBP	love
ending	VBG	end
there	RB	there
,	,	,
"	''	"
If	IN	if
not	RB	not
now	RB	now
when	WRB	when
?	SENT	?
"	``	"
And	CC	and
we	PP	we
'	POS	'
ll	NNS	<unknown>
see	VBP	see
you	PP	you
soon	RB	soon
.	SENT	.
Thank	VB	thank
you	PP	you
,	,	,
Dan	NP	Dan
.	SENT	.
DHP	NN	DHP
:	:	:
Thanks	NNS	thanks
a	DT	a
lot	NN	lot
,	,	,
what	WP	what
a	DT	a
pleasure	NN	pleasure
.	SENT	.
[	SYM	[
Get	VB	get
access	NN	access
to	TO	to
thought-provoking	JJ	thought-provoking
events	NNS	event
you	PP	you
won	VBD	win
'	''	'
t	NN	t
want	VBP	want
to	TO	to
miss	VB	miss
.	SENT	.
]	SYM	]
[	SYM	[
Become	VBN	become
a	DT	a
TED	VBP	ted
Member	NP	Member
at	IN	at
ted	VB	ted
.	SENT	.
com	NN	com
/	SYM	/
membership	NN	membership
]	SYM	]
