So	RB	so
people	NNS	people
that	WDT	that
are	VBP	be
kind	JJ	kind
of	IN	of
the	DT	the
looming	VBG	loom
heroes	NNS	hero
and	CC	and
heroines	NNS	heroine
in	IN	in
the	DT	the
universe	NN	universe
of	IN	of
Bill	NP	Bill
Clinton	NP	Clinton
.	SENT	.
So	RB	so
there	EX	there
'	''	'
s	VBZ	<unknown>
Bill	NP	Bill
Clinton	NP	Clinton
,	,	,
Hillary	NP	Hillary
,	,	,
Iraq	NP	Iraq
,	,	,
George	NP	George
Bush	NP	Bush
,	,	,
Barack	NP	<unknown>
Obama	NP	<unknown>
,	,	,
Scooter	NP	Scooter
Libby	NP	Libby
—	:	-
these	DT	these
are	VBP	be
kind	NN	kind
of	IN	of
the	DT	the
people	NNS	people
of	IN	of
Bill	NP	Bill
Clinton	NP	Clinton
.	SENT	.
We	PP	we
can	MD	can
also	RB	also
see	VB	see
a	DT	a
world	NN	world
map	NN	map
,	,	,
so	RB	so
this	DT	this
shows	VBZ	show
us	PP	us
the	DT	the
geographic	JJ	geographic
reach	NN	reach
of	IN	of
Bill	NP	Bill
Clinton	NP	Clinton
in	IN	in
the	DT	the
last	JJ	last
week	NN	week
or	CC	or
so	RB	so
.	SENT	.
We	PP	we
can	MD	can
see	VB	see
he	PP	he
'	POS	'
s	RB	<unknown>
been	VBN	be
focused	VBN	focus
in	IN	in
America	NP	America
because	IN	because
he	PP	he
'	POS	'
s	RB	<unknown>
been	VBN	be
campaigning	VBG	campaign
,	,	,
probably	RB	probably
,	,	,
but	CC	but
a	DT	a
little	JJ	little
bit	NN	bit
of	IN	of
action	NN	action
over	IN	over
here	RB	here
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
.	SENT	.
And	CC	and
then	RB	then
we	PP	we
can	MD	can
also	RB	also
see	VB	see
a	DT	a
timeline	NN	timeline
.	SENT	.
So	RB	so
we	PP	we
see	VBP	see
that	IN	that
he	PP	he
was	VBD	be
a	DT	a
bit	NN	bit
quiet	JJ	quiet
on	IN	on
Saturday	NP	Saturday
,	,	,
but	CC	but
he	PP	he
was	VBD	be
back	RB	back
to	TO	to
work	VB	work
on	IN	on
Sunday	NP	Sunday
morning	NN	morning
,	,	,
and	CC	and
actually	RB	actually
been	VBN	be
tapering	VBG	taper
off	RP	off
since	IN	since
then	RB	then
this	DT	this
week	NN	week
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
not	RB	not
limited	VBN	limit
to	TO	to
just	JJ	just
people	NNS	people
or	CC	or
dates	NNS	date
,	,	,
but	CC	but
we	PP	we
can	MD	can
actually	RB	actually
put	VB	put
in	IN	in
concepts	NNS	concept
also	RB	also
.	SENT	.
So	RB	so
if	IN	if
I	PP	I
put	VBD	put
in	IN	in
climate	NN	climate
change	NN	change
for	IN	for
all	DT	all
of	IN	of
2006	CD	@card@
,	,	,
we	PP	we
'	POS	'
ll	NNS	<unknown>
see	VBP	see
what	WP	what
that	DT	that
universe	NN	universe
looks	VBZ	look
like	IN	like
.	SENT	.
Here	RB	here
we	PP	we
have	VBP	have
our	PP$	our
star	NN	star
field	NN	field
.	SENT	.
Here	RB	here
we	PP	we
have	VBP	have
our	PP$	our
shapes	NNS	shape
.	SENT	.
Here	RB	here
we	PP	we
have	VBP	have
our	PP$	our
secrets	NNS	secret
.	SENT	.
So	RB	so
we	PP	we
see	VBP	see
again	RB	again
,	,	,
climate	NN	climate
change	NN	change
is	VBZ	be
large	JJ	large
:	:	:
Nairobi	NP	Nairobi
,	,	,
global	JJ	global
conference	NN	conference
,	,	,
environmental	JJ	environmental
.	SENT	.
And	CC	and
there	EX	there
are	VBP	be
also	RB	also
quotes	NNS	quote
that	IN	that
you	PP	you
can	MD	can
see	VB	see
,	,	,
if	IN	if
you	PP	you
'	POS	'
re	NN	re
interested	JJ	interested
in	IN	in
reading	VBG	read
about	IN	about
quotes	NNS	quote
on	IN	on
climate	NN	climate
change	NN	change
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
this	DT	this
is	VBZ	be
really	RB	really
an	DT	an
infinite	JJ	infinite
thing	NN	thing
.	SENT	.
The	DT	the
superstars	NNS	superstar
of	IN	of
climate	NN	climate
change	NN	change
in	IN	in
2006	CD	@card@
:	:	:
United	NP	United
States	NPS	States
,	,	,
Britain	NP	Britain
,	,	,
China	NP	China
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
these	DT	these
are	VBP	be
the	DT	the
towering	JJ	towering
countries	NNS	country
that	IN	that
kind	RB	kind
of	IN	of
define	VB	define
this	DT	this
concept	NN	concept
.	SENT	.
So	RB	so
this	DT	this
is	VBZ	be
a	DT	a
piece	NN	piece
that	WDT	that
demands	VBZ	demand
exploration	NN	exploration
.	SENT	.
This	DT	this
will	MD	will
be	VB	be
online	JJ	online
in	IN	in
several	JJ	several
days	NNS	day
,	,	,
probably	RB	probably
next	JJ	next
Tuesday	NP	Tuesday
.	SENT	.
And	CC	and
you	PP	you
'	POS	'
ll	NN	ll
all	RB	all
be	VB	be
able	JJ	able
to	TO	to
use	VB	use
it	PP	it
and	CC	and
kind	RB	kind
of	IN	of
explore	VB	explore
what	WP	what
your	PP$	your
own	JJ	own
personal	JJ	personal
mythology	NN	mythology
might	MD	might
be	VB	be
.	SENT	.
You	PP	you
'	POS	'
ll	NNS	<unknown>
notice	VBP	notice
that	IN	that
in	IN	in
Daylife	NP	<unknown>
—	:	-
rather	RB	rather
,	,	,
in	IN	in
Universe	NN	universe
—	:	-
it	PP	it
supports	VBZ	support
both	CC	both
the	DT	the
notion	NN	notion
of	IN	of
a	DT	a
global	JJ	global
mythology	NN	mythology
,	,	,
which	WDT	which
is	VBZ	be
represented	VBN	represent
by	IN	by
something	NN	something
as	IN	as
broad	JJ	broad
as	RB	as
,	,	,
say	VBP	say
,	,	,
2007	CD	@card@
,	,	,
and	CC	and
also	RB	also
a	DT	a
personal	JJ	personal
mythology	NN	mythology
.	SENT	.
As	IN	as
you	PP	you
search	VBP	search
for	IN	for
the	DT	the
things	NNS	thing
that	WDT	that
are	VBP	be
important	JJ	important
to	TO	to
you	PP	you
in	IN	in
your	PP$	your
world	NN	world
,	,	,
and	CC	and
then	RB	then
see	VB	see
what	WP	what
the	DT	the
constellations	NNS	constellation
of	IN	of
those	DT	those
might	MD	might
look	VB	look
like	IN	like
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
a	DT	a
pleasure	NN	pleasure
.	SENT	.
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
