Pat	NP	Pat
workers	NNS	worker
in	IN	in
Miami	NP	Miami
.	SENT	.
They	PP	they
'	''	'
re	IN	re
using	VBG	use
"	``	"
Lean	VB	lean
In	IN	in
"	''	"
to	TO	to
help	VB	help
people	NNS	people
make	VB	make
the	DT	the
transition	NN	transition
back	RB	back
to	TO	to
what	WP	what
would	MD	would
be	VB	be
a	DT	a
fair	JJ	fair
life	NN	life
,	,	,
really	RB	really
rescuing	VBG	rescue
them	PP	them
from	IN	from
their	PP$	their
pimps	NNS	pimp
,	,	,
and	CC	and
using	VBG	use
it	PP	it
.	SENT	.
There	EX	there
are	VBP	be
dress-for-	NN	<unknown>
success	NN	success
groups	NNS	group
in	IN	in
Texas	NP	Texas
which	WDT	which
are	VBP	be
using	VBG	use
the	DT	the
book	NN	book
,	,	,
for	IN	for
women	NNS	woman
who	WP	who
have	VBP	have
never	RB	never
been	VBN	be
to	TO	to
college	NN	college
.	SENT	.
And	CC	and
we	PP	we
know	VBP	know
there	EX	there
are	VBP	be
groups	NNS	group
all	RB	all
the	DT	the
way	NN	way
to	TO	to
Ethiopia	NP	Ethiopia
.	SENT	.
And	CC	and
so	RB	so
these	DT	these
messages	NNS	message
of	IN	of
equality	NN	equality
—	:	-
of	IN	of
how	WRB	how
women	NNS	woman
are	VBP	be
told	VBN	tell
they	PP	they
can	MD	can
'	''	'
t	NN	t
have	VBP	have
what	WP	what
men	NNS	man
can	MD	can
have	VB	have
—	:	-
how	WRB	how
we	PP	we
assume	VBP	assume
that	IN	that
leadership	NN	leadership
is	VBZ	be
for	IN	for
men	NNS	man
,	,	,
how	WRB	how
we	PP	we
assume	VBP	assume
that	IN	that
voice	NN	voice
is	VBZ	be
for	IN	for
men	NNS	man
,	,	,
these	DT	these
affect	NN	affect
all	RB	all
of	IN	of
us	PP	us
,	,	,
and	CC	and
I	PP	I
think	VBP	think
they	PP	they
are	VBP	be
very	RB	very
universal	JJ	universal
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	JJ	<unknown>
part	NN	part
of	IN	of
what	WP	what
TEDWomen	NP	TEDWomen
does	VBZ	do
.	SENT	.
It	PP	it
unites	VBZ	unite
all	DT	all
of	IN	of
us	PP	us
in	IN	in
a	DT	a
cause	NN	cause
we	PP	we
have	VBP	have
to	TO	to
believe	VB	believe
in	IN	in
,	,	,
which	WDT	which
is	VBZ	be
more	JJR	more
women	NNS	woman
,	,	,
more	JJR	more
voice	NN	voice
,	,	,
more	JJR	more
equality	NN	equality
.	SENT	.
PM	NN	pm
:	:	:
If	IN	if
you	PP	you
were	VBD	be
invited	VBN	invite
now	RB	now
to	TO	to
make	VB	make
another	DT	another
TEDWomen	NP	TEDWomen
talk	NN	talk
,	,	,
what	WP	what
would	MD	would
you	PP	you
say	VB	say
that	WDT	that
is	VBZ	be
a	DT	a
result	NN	result
of	IN	of
this	DT	this
experience	NN	experience
,	,	,
for	IN	for
you	PP	you
personally	RB	personally
,	,	,
and	CC	and
what	WP	what
you	PP	you
'	POS	'
ve	NN	ve
learned	VBD	learn
about	IN	about
women	NNS	woman
,	,	,
and	CC	and
men	NNS	man
,	,	,
as	IN	as
you	PP	you
'	POS	'
ve	NN	ve
made	VBD	make
this	DT	this
journey	NN	journey
?	SENT	?
SS	NP	SS
:	:	:
I	PP	I
think	VBP	think
I	PP	I
would	MD	would
say	VB	say
—	:	-
I	PP	I
tried	VBD	try
to	TO	to
say	VB	say
this	DT	this
strongly	RB	strongly
,	,	,
but	CC	but
I	PP	I
think	VBP	think
I	PP	I
can	MD	can
say	VB	say
it	PP	it
more	RBR	more
strongly	RB	strongly
—	:	-
I	PP	I
want	VBP	want
to	TO	to
say	VB	say
that	IN	that
the	DT	the
status	FW	status
quo	FW	quo
is	VBZ	be
not	RB	not
enough	JJ	enough
.	SENT	.
That	IN	that
it	PP	it
'	POS	'
s	NN	S
not	RB	not
good	JJ	good
enough	RB	enough
,	,	,
that	IN	that
it	PP	it
'	POS	'
s	NN	S
not	RB	not
changing	VBG	change
quickly	RB	quickly
enough	RB	enough
.	SENT	.
Since	IN	since
I	PP	I
gave	VBD	give
my	PP$	my
TED	VB	ted
Talk	NN	talk
and	CC	and
published	VBD	publish
my	PP$	my
book	NN	book
,	,	,
another	DT	another
year	NN	year
of	IN	of
data	NNS	datum
came	VBD	come
out	RP	out
from	IN	from
the	DT	the
U	NP	U
.	SENT	.
S	NP	S
.	SENT	.
Census	NP	Census
.	SENT	.
And	CC	and
you	PP	you
know	VBP	know
what	WP	what
we	PP	we
found	VBD	find
?	SENT	?
No	DT	no
movement	NN	movement
in	IN	in
the	DT	the
wage	NN	wage
gap	NN	gap
for	IN	for
women	NNS	woman
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
.	SENT	.
Seventy-seven	JJ	<unknown>
cents	NNS	cent
to	TO	to
the	DT	the
dollar	NN	dollar
.	SENT	.
If	IN	if
you	PP	you
are	VBP	be
a	DT	a
black	JJ	black
woman	NN	woman
,	,	,
64	CD	@card@
cents	NNS	cent
.	SENT	.
If	IN	if
you	PP	you
are	VBP	be
a	DT	a
Latina	NP	Latina
,	,	,
we	PP	we
'	POS	'
re	NN	re
at	IN	at
54	CD	@card@
cents	NNS	cent
.	SENT	.
Do	VB	do
you	PP	you
know	VB	know
when	WRB	when
the	DT	the
last	JJ	last
time	NN	time
those	DT	those
numbers	NNS	number
went	VBD	go
up	RP	up
?	SENT	?
2002	LS	@card@
.	SENT	.
We	PP	we
are	VBP	be
stagnating	VBG	stagnate
,	,	,
we	PP	we
are	VBP	be
stagnating	VBG	stagnate
in	IN	in
so	RB	so
many	JJ	many
ways	NNS	way
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
we	PP	we
are	VBP	be
not	RB	not
really	RB	really
being	VBG	be
honest	JJ	honest
about	IN	about
that	IN	that
,	,	,
for	IN	for
so	RB	so
many	JJ	many
reasons	NNS	reason
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
so	RB	so
hard	JJ	hard
to	TO	to
talk	VB	talk
about	IN	about
gender	NN	gender
.	SENT	.
We	PP	we
shy	VBP	shy
away	RB	away
from	IN	from
the	DT	the
word	NN	word
"	``	"
feminist	JJ	feminist
,	,	,
"	''	"
a	DT	a
word	NN	word
I	PP	I
really	RB	really
think	VBP	think
we	PP	we
need	VBP	need
to	TO	to
embrace	VB	embrace
.	SENT	.
We	PP	we
have	VBP	have
to	TO	to
get	VB	get
rid	JJ	rid
of	IN	of
the	DT	the
word	NN	word
bossy	NN	bossy
and	CC	and
bring	VB	bring
back	RB	back
—	:	-
I	PP	I
think	VBP	think
I	PP	I
would	MD	would
say	VB	say
in	IN	in
a	DT	a
louder	JJR	loud
voice	NN	voice
,	,	,
we	PP	we
need	VBP	need
to	TO	to
get	VB	get
rid	JJ	rid
of	IN	of
the	DT	the
word	NN	word
"	``	"
bossy	JJ	bossy
"	''	"
and	CC	and
bring	VB	bring
back	RB	back
the	DT	the
word	NN	word
"	``	"
feminist	JJ	feminist
,	,	,
"	''	"
because	IN	because
we	PP	we
need	VBP	need
it	PP	it
.	SENT	.
PM	NN	pm
:	:	:
And	CC	and
we	PP	we
all	RB	all
need	VBP	need
to	TO	to
do	VB	do
a	DT	a
lot	NN	lot
more	RBR	more
leaning	VBG	lean
in	IN	in
.	SENT	.
SS	NP	SS
:	:	:
A	DT	a
lot	NN	lot
more	RBR	more
leaning	VBG	lean
in	IN	in
.	SENT	.
PM	NN	pm
:	:	:
Thank	VB	thank
you	PP	you
,	,	,
Sheryl	NP	Sheryl
.	SENT	.
Thanks	NNS	thanks
for	IN	for
leaning	VBG	lean
in	RP	in
and	CC	and
saying	VBG	say
yes	UH	yes
.	SENT	.
SS	NP	SS
:	:	:
Thank	VB	thank
you	PP	you
.	SENT	.
