Kat	NP	Kat
,	,	,
non-Afghans	NNS	non-Afghan
from	IN	from
outside	IN	outside
the	DT	the
country	NN	country
,	,	,
supporting	VBG	support
us	PP	us
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
all	RB	all
we	PP	we
need	VBP	need
.	SENT	.
"	``	"
And	CC	and
they	PP	they
were	VBD	be
thanking	VBG	thank
me	PP	me
all	PDT	all
the	DT	the
time	NN	time
for	IN	for
doing	VBG	do
the	DT	the
interviews	NNS	interview
.	SENT	.
And	CC	and
they	PP	they
were	VBD	be
like	IN	like
,	,	,
"	``	"
You	PP	you
listen	VBP	listen
to	TO	to
us	PP	us
and	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
important	JJ	important
for	IN	for
us	PP	us
.	SENT	.
"	''	"
So	RB	so
there	EX	there
is	VBZ	be
a	DT	a
need	NN	need
to	TO	to
come	VB	come
together	RB	together
and	CC	and
support	VB	support
the	DT	the
woman	NN	woman
in	IN	in
Afghanistan	NP	Afghanistan
,	,	,
in	IN	in
Iran	NP	Iran
,	,	,
or	CC	or
any	DT	any
part	NN	part
of	IN	of
the	DT	the
world	NN	world
,	,	,
because	IN	because
all	RB	all
we	PP	we
fight	VB	fight
for	IN	for
is	VBZ	be
our	PP$	our
basic	JJ	basic
human	JJ	human
rights	NNS	right
.	SENT	.
I	PP	I
think	VBP	think
it	PP	it
'	''	'
s	NNS	<unknown>
really	RB	really
important	JJ	important
to	TO	to
support	VB	support
the	DT	the
woman	NN	woman
in	IN	in
Afghanistan	NP	Afghanistan
or	CC	or
any	DT	any
other	JJ	other
part	NN	part
of	IN	of
the	DT	the
world	NN	world
who	WP	who
are	VBP	be
fighting	VBG	fight
for	IN	for
their	PP$	their
basic	JJ	basic
rights	NNS	right
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
2022	CD	@card@
.	SENT	.
I	PP	I
know	VBP	know
that	IN	that
women	NNS	woman
,	,	,
we	PP	we
as	IN	as
women	NNS	woman
,	,	,
we	PP	we
are	VBP	be
political	JJ	political
.	SENT	.
Our	PP$	our
bodies	NNS	body
are	VBP	be
political	JJ	political
.	SENT	.
Our	PP$	our
opinions	NNS	opinion
,	,	,
whatever	WDT	whatever
we	PP	we
say	VBP	say
,	,	,
whatever	WDT	whatever
we	PP	we
do	VBP	do
is	VBZ	be
political	JJ	political
.	SENT	.
Women	NNS	woman
get	VBP	get
criticized	VBN	criticize
more	RBR	more
than	IN	than
men	NNS	man
,	,	,
and	CC	and
no	DT	no
matter	NN	matter
in	IN	in
which	WDT	which
field	NN	field
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
really	RB	really
important	JJ	important
for	IN	for
all	DT	all
of	IN	of
us	PP	us
,	,	,
no	DT	no
matter	NN	matter
where	WRB	where
in	IN	in
the	DT	the
world	NN	world
,	,	,
to	TO	to
support	VB	support
those	DT	those
women	NNS	woman
protesting	VBG	protest
on	IN	on
the	DT	the
streets	NNS	street
in	IN	in
Kabul	NP	Kabul
and	CC	and
other	JJ	other
provinces	NNS	province
of	IN	of
Afghanistan	NP	Afghanistan
.	SENT	.
And	CC	and
one	CD	one
of	IN	of
the	DT	the
ways	NNS	way
we	PP	we
can	MD	can
do	VB	do
this	DT	this
,	,	,
we	PP	we
can	MD	can
open	VB	open
a	DT	a
conversation	NN	conversation
about	IN	about
Afghanistan	NP	Afghanistan
,	,	,
so	IN	so
it	PP	it
'	POS	'
s	NN	S
on	IN	on
the	DT	the
news	NN	news
again	RB	again
.	SENT	.
So	IN	so
people	NNS	people
talk	VBP	talk
about	IN	about
it	PP	it
and	CC	and
we	PP	we
don	VBP	don
'	''	'
t	NN	t
forget	VB	forget
what	WP	what
'	POS	'
s	NNS	<unknown>
happening	VBG	happen
there	RB	there
.	SENT	.
I	PP	I
know	VBP	know
that	IN	that
I	PP	I
was	VBD	be
the	DT	the
lucky	JJ	lucky
one	CD	one
who	WP	who
is	VBZ	be
here	RB	here
now	RB	now
,	,	,
who	WP	who
is	VBZ	be
able	JJ	able
to	TO	to
work	VB	work
.	SENT	.
But	CC	but
I	PP	I
also	RB	also
know	VBP	know
that	IN	that
it	PP	it
was	VBD	be
painful	JJ	painful
to	TO	to
leave	VB	leave
.	SENT	.
But	CC	but
for	IN	for
them	PP	them
,	,	,
because	IN	because
they	PP	they
are	VBP	be
fighting	VBG	fight
,	,	,
they	PP	they
need	VBP	need
our	PP$	our
support	NN	support
,	,	,
solidarity	NN	solidarity
.	SENT	.
And	CC	and
we	PP	we
need	VBP	need
to	TO	to
put	VB	put
pressure	NN	pressure
on	IN	on
our	PP$	our
governments	NNS	government
,	,	,
no	DT	no
matter	NN	matter
where	WRB	where
in	IN	in
the	DT	the
world	NN	world
,	,	,
to	TO	to
change	VB	change
the	DT	the
policies	NNS	policy
,	,	,
to	TO	to
put	VB	put
pressure	NN	pressure
on	IN	on
the	DT	the
Taliban	NP	<unknown>
,	,	,
to	TO	to
change	VB	change
their	PP$	their
policies	NNS	policy
and	CC	and
make	VB	make
a	DT	a
change	NN	change
.	SENT	.
KC	NN	KC
:	:	:
I	PP	I
think	VBP	think
people	NNS	people
can	MD	can
start	VB	start
by	IN	by
watching	VBG	watch
"	''	"
In	IN	in
Her	PP$	her
Hands	NP	Hands
.	SENT	.
"	``	"
It	PP	it
really	RB	really
is	VBZ	be
a	DT	a
beautiful	JJ	beautiful
film	NN	film
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
incredibly	RB	incredibly
compelling	JJ	compelling
.	SENT	.
And	CC	and
for	IN	for
me	PP	me
I	PP	I
found	VBD	find
there	EX	there
were	VBD	be
threads	NNS	thread
of	IN	of
hope	NN	hope
in	IN	in
there	RB	there
.	SENT	.
So	RB	so
I	PP	I
think	VBP	think
watching	VBG	watch
the	DT	the
film	NN	film
,	,	,
understanding	VBG	understand
this	DT	this
incredible	JJ	incredible
strength	NN	strength
of	IN	of
the	DT	the
women	NNS	woman
of	IN	of
Afghanistan	NP	Afghanistan
,	,	,
will	MD	will
inspire	VB	inspire
many	JJ	many
,	,	,
many	JJ	many
people	NNS	people
.	SENT	.
And	CC	and
hopefully	RB	hopefully
they	PP	they
will	MD	will
step	VB	step
up	RP	up
and	CC	and
show	VB	show
that	DT	that
solidarity	NN	solidarity
and	CC	and
continue	VB	continue
to	TO	to
raise	VB	raise
awareness	NN	awareness
of	IN	of
the	DT	the
issue	NN	issue
.	SENT	.
You	PP	you
no	RB	no
doubt	VBP	doubt
will	MD	will
continue	VB	continue
to	TO	to
do	VB	do
so	RB	so
.	SENT	.
I	PP	I
know	VBP	know
you	PP	you
have	VBP	have
more	JJR	more
films	NNS	film
,	,	,
I	PP	I
think	VBP	think
,	,	,
that	IN	that
you	PP	you
'	POS	'
re	NN	re
hoping	VBG	hope
to	TO	to
make	VB	make
in	IN	in
the	DT	the
future	NN	future
.	SENT	.
And	CC	and
we	PP	we
'	POS	'
re	NN	re
just	RB	just
very	RB	very
,	,	,
very	RB	very
lucky	JJ	lucky
to	TO	to
have	VB	have
you	PP	you
,	,	,
such	PDT	such
a	DT	a
wonderful	JJ	wonderful
and	CC	and
compelling	JJ	compelling
storyteller	NN	storyteller
,	,	,
to	TO	to
shine	VB	shine
a	DT	a
light	NN	light
on	IN	on
this	DT	this
issue	NN	issue
and	CC	and
educate	VB	educate
us	PP	us
all	RB	all
so	RB	so
that	IN	that
we	PP	we
can	MD	can
stand	VB	stand
in	IN	in
solidarity	NN	solidarity
.	SENT	.
So	RB	so
thank	VB	thank
you	PP	you
.	SENT	.
It	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
wonderful	JJ	wonderful
listening	NN	listening
to	TO	to
you	PP	you
today	NN	today
.	SENT	.
Thank	VB	thank
you	PP	you
,	,	,
Tamana	NP	Tamana
.	SENT	.
TA	NP	TA
:	:	:
Thank	VB	thank
you	PP	you
.	SENT	.
