Every	DT	every
then	RB	then
something	NN	something
zaps	VBZ	zap
them	PP	them
on	IN	on
the	DT	the
neck	NN	neck
because	IN	because
they	PP	they
'	POS	'
ve	NN	ve
hit	VBD	hit
an	DT	an
invisible	JJ	invisible
fence	NN	fence
,	,	,
say	VBP	say
,	,	,
they	PP	they
might	MD	might
learn	VB	learn
to	TO	to
avoid	VB	avoid
that	DT	that
whole	JJ	whole
area	NN	area
of	IN	of
the	DT	the
property	NN	property
,	,	,
they	PP	they
might	MD	might
learn	VB	learn
to	TO	to
stop	VB	stop
walking	VBG	walk
,	,	,
they	PP	they
might	MD	might
learn	VB	learn
that	IN	that
the	DT	the
bird	NN	bird
they	PP	they
saw	VBD	see
right	RB	right
at	IN	at
that	DT	that
moment	NN	moment
,	,	,
coincidentally	RB	coincidentally
,	,	,
is	VBZ	be
something	NN	something
to	TO	to
be	VB	be
feared	VBN	fear
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
they	PP	they
don	VBP	don
'	''	'
t	NN	t
associate	VBP	associate
it	PP	it
with	IN	with
the	DT	the
thing	NN	thing
we	PP	we
want	VBP	want
them	PP	them
to	TO	to
,	,	,
which	WDT	which
is	VBZ	be
,	,	,
"	``	"
oh	UH	oh
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
property	NN	property
line	NN	line
around	IN	around
your	PP$	your
property	NN	property
,	,	,
"	''	"
or	CC	or
,	,	,
"	``	"
oh	UH	oh
,	,	,
you	PP	you
'	POS	'
ve	NN	ve
just	RB	just
barked	VBN	bark
,	,	,
so	RB	so
stop	VB	stop
barking	VBG	bark
,	,	,
"	''	"
right	NN	right
?	SENT	?
So	IN	so
it	PP	it
'	POS	'
s	NN	S
a	DT	a
very	RB	very
poor	JJ	poor
learning	VBG	learn
device	NN	device
and	CC	and
it	PP	it
can	MD	can
also	RB	also
be	VB	be
harmful	JJ	harmful
.	SENT	.
WPR	NN	WPR
:	:	:
And	CC	and
we	PP	we
actually	RB	actually
even	RB	even
have	VB	have
a	DT	a
question	NN	question
from	IN	from
TED	VB	ted
Member	NP	Member
Dimitris	NP	<unknown>
,	,	,
about	RB	about
whether	IN	whether
or	CC	or
not	RB	not
you	PP	you
can	MD	can
teach	VB	teach
an	DT	an
old	JJ	old
dog	NN	dog
new	JJ	new
tricks	NNS	trick
and	CC	and
really	RB	really
,	,	,
how	WRB	how
old	NN	old
is	VBZ	be
old	JJ	old
?	SENT	?
But	CC	but
maybe	RB	maybe
,	,	,
could	MD	could
you	PP	you
share	VB	share
a	DT	a
little	JJ	little
bit	NN	bit
more	JJR	more
about	IN	about
what	WP	what
development	NN	development
looks	VBZ	look
like	IN	like
after	IN	after
that	DT	that
first	JJ	first
year	NN	year
?	SENT	?
We	PP	we
'	POS	'
re	NN	re
not	RB	not
seeing	VBG	see
a	DT	a
complete	JJ	complete
plateau	NN	plateau
,	,	,
of	IN	of
course	NN	course
,	,	,
but	CC	but
what	WP	what
do	VBP	do
we	PP	we
see	VBP	see
?	SENT	?
AH	UH	ah
:	:	:
Well	UH	well
,	,	,
so	IN	so
most	JJS	most
dogs	NNS	dog
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
different	JJ	different
by	IN	by
breed	NN	breed
or	CC	or
mix	NN	mix
,	,	,
but	CC	but
most	JJS	most
dogs	NNS	dog
will	MD	will
still	RB	still
be	VB	be
in	IN	in
adolescence	NN	adolescence
till	IN	till
about	RB	about
two	CD	two
years	NNS	year
old	JJ	old
.	SENT	.
So	RB	so
you	PP	you
can	MD	can
expect	VB	expect
that	IN	that
they	PP	they
will	MD	will
have	VB	have
kind	NN	kind
of	IN	of
reached	VBN	reach
their	PP$	their
full	JJ	full
size	NN	size
more	RBR	more
or	CC	or
less	RBR	less
,	,	,
maybe	RB	maybe
by	IN	by
about	IN	about
a	DT	a
year	NN	year
,	,	,
maybe	RB	maybe
will	MD	will
grow	VB	grow
a	DT	a
little	JJ	little
bit	NN	bit
more	RBR	more
.	SENT	.
But	CC	but
they	PP	they
'	POS	'
re	NN	re
still	RB	still
kind	NN	kind
of	IN	of
teenagers	NNS	teenager
and	CC	and
they	PP	they
'	POS	'
re	NN	re
really	RB	really
big	JJ	big
,	,	,
strong	JJ	strong
teenagers	NNS	teenager
with	IN	with
a	DT	a
lot	NN	lot
of	IN	of
energy	NN	energy
.	SENT	.
And	CC	and
so	RB	so
in	IN	in
that	DT	that
second	JJ	second
year	NN	year
of	IN	of
life	NN	life
,	,	,
often	RB	often
they	PP	they
'	POS	'
re	NN	re
still	RB	still
sometimes	RB	sometimes
really	RB	really
disobedient	JJ	disobedient
,	,	,
not	RB	not
cooperative	JJ	cooperative
and	CC	and
impulsive	JJ	impulsive
and	CC	and
clingy	JJ	clingy
at	IN	at
one	CD	one
moment	NN	moment
and	CC	and
then	RB	then
the	DT	the
next	JJ	next
moment	NN	moment
,	,	,
like	VB	like
,	,	,
don	NN	don
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
have	VB	have
anything	NN	anything
to	TO	to
do	VB	do
with	IN	with
you	PP	you
,	,	,
right	RB	right
?	SENT	?
So	RB	so
that	DT	that
continues	VBZ	continue
.	SENT	.
There	RB	there
continue	VB	continue
to	TO	to
be	VB	be
socialization	NN	socialization
opportunities	NNS	opportunity
.	SENT	.
I	PP	I
said	VBD	say
there	EX	there
was	VBD	be
a	DT	a
strong	JJ	strong
socialization	NN	socialization
period	NN	period
where	WRB	where
you	PP	you
want	VBP	want
to	TO	to
expose	VB	expose
them	PP	them
to	TO	to
things	NNS	thing
that	IN	that
they	PP	they
might	MD	might
encounter	VB	encounter
later	RBR	later
in	IN	in
life	NN	life
so	IN	so
that	WDT	that
they	PP	they
have	VBP	have
the	DT	the
best	JJS	good
interaction	NN	interaction
with	IN	with
them	PP	them
.	SENT	.
That	IN	that
still	RB	still
is	VBZ	be
the	DT	the
case	NN	case
,	,	,
just	RB	just
to	TO	to
a	DT	a
lesser	JJR	lesser
degree	NN	degree
,	,	,
through	IN	through
their	PP$	their
second	JJ	second
year	NN	year
where	WRB	where
their	PP$	their
brains	NNS	brain
are	VBP	be
still	RB	still
changing	VBG	change
,	,	,
right	RB	right
?	SENT	?
Just	RB	just
like	IN	like
the	DT	the
adolescent	JJ	adolescent
brain	NN	brain
of	IN	of
a	DT	a
human	JJ	human
,	,	,
the	DT	the
adolescent	JJ	adolescent
brain	NN	brain
of	IN	of
a	DT	a
dog	NN	dog
is	VBZ	be
still	RB	still
in	IN	in
development	NN	development
until	IN	until
that	DT	that
time	NN	time
.	SENT	.
After	IN	after
that	DT	that
time	NN	time
,	,	,
they	PP	they
'	POS	'
re	NN	re
adults	NNS	adult
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
here	RB	here
the	DT	the
analogy	NN	analogy
to	TO	to
humans	NNS	human
is	VBZ	be
apt	JJ	apt
,	,	,
right	RB	right
?	SENT	?
They	PP	they
can	MD	can
absolutely	RB	absolutely
learn	VB	learn
new	JJ	new
things	NNS	thing
,	,	,
but	CC	but
sometimes	RB	sometimes
they	PP	they
'	''	'
re	IN	re
slower	JJR	slow
to	TO	to
learn	VB	learn
new	JJ	new
things	NNS	thing
.	SENT	.
Exposure	NN	exposure
to	TO	to
a	DT	a
new	JJ	new
environment	NN	environment
might	MD	might
take	VB	take
multiple	JJ	multiple
stages	NNS	stage
if	IN	if
they	PP	they
'	''	'
re	IN	re
a	DT	a
little	JJ	little
bit	NN	bit
fearful	JJ	fearful
or	CC	or
a	DT	a
little	JJ	little
bit	NN	bit
anxious	JJ	anxious
,	,	,
rather	RB	rather
than	IN	than
just	RB	just
being	VBG	be
able	JJ	able
to	TO	to
waltz	VB	waltz
into	IN	into
a	DT	a
new	JJ	new
environment	NN	environment
and	CC	and
accept	VB	accept
it	PP	it
,	,	,
right	RB	right
,	,	,
because	IN	because
that	WDT	that
'	POS	'
s	NN	S
just	RB	just
the	DT	the
way	NN	way
the	DT	the
world	NN	world
is	VBZ	be
.	SENT	.
So	RB	so
.	SENT	.
.	SENT	.
.	SENT	.
learning	NN	learning
happens	VBZ	happen
maybe	RB	maybe
at	IN	at
a	DT	a
much	RB	much
slower	JJR	slow
pace	NN	pace
,	,	,
but	CC	but
absolutely	RB	absolutely
happens	VBZ	happen
.	SENT	.
And	CC	and
learning	NN	learning
can	MD	can
happen	VB	happen
up	RP	up
till	IN	till
the	DT	the
end	NN	end
of	IN	of
their	PP$	their
life	NN	life
,	,	,
you	PP	you
know	VBP	know
.	SENT	.
I	PP	I
think	VBP	think
it	PP	it
was	VBD	be
in	IN	in
the	DT	the
last	JJ	last
few	JJ	few
months	NNS	month
of	IN	of
our	PP$	our
dog	NN	dog
Finnegan	NP	Finnegan
'	POS	'
s	NN	S
life	NN	life
,	,	,
who	WP	who
lived	VBD	live
to	TO	to
14	CD	@card@
.	SENT	.
5	CD	@card@
,	,	,
that	WDT	that
he	PP	he
suddenly	RB	suddenly
started	VBD	start
really	RB	really
getting	VBG	get
interested	JJ	interested
in	IN	in
puzzle	NN	puzzle
toys	NNS	toy
,	,	,
where	WRB	where
food	NN	food
is	VBZ	be
hidden	VBN	hide
under	IN	under
little	JJ	little
compartments	NNS	compartment
and	CC	and
you	PP	you
sort	VBP	sort
of	IN	of
have	VBP	have
to	TO	to
turn	VB	turn
a	DT	a
lever	NN	lever
to	TO	to
unlock	VB	unlock
the	DT	the
compartment	NN	compartment
and	CC	and
open	VB	open
up	RP	up
the	DT	the
compartment	NN	compartment
.	SENT	.
And	CC	and
he	PP	he
encountered	VBD	encounter
that	IN	that
at	IN	at
age	NN	age
14	CD	@card@
,	,	,
right	RB	right
?	SENT	?
He	PP	he
wasn	NP	<unknown>
'	POS	'
t	NN	t
as	IN	as
quick	JJ	quick
at	IN	at
it	PP	it
as	IN	as
he	PP	he
would	MD	would
have	VB	have
been	VBN	be
as	IN	as
a	DT	a
puppy	NN	puppy
,	,	,
but	CC	but
he	PP	he
could	MD	could
learn	VB	learn
that	IN	that
without	IN	without
a	DT	a
problem	NN	problem
.	SENT	.
He	PP	he
took	VBD	take
up	RP	up
nose	NN	nose
work	NN	work
,	,	,
which	WDT	which
is	VBZ	be
a	DT	a
kind	NN	kind
of	IN	of
game	NN	game
of	IN	of
sniffing	VBG	sniff
and	CC	and
finding	VBG	find
things	NNS	thing
by	IN	by
smell	NN	smell
alone	RB	alone
,	,	,
when	WRB	when
he	PP	he
was	VBD	be
about	RB	about
seven	CD	seven
.	SENT	.
And	CC	and
he	PP	he
took	VBD	take
it	PP	it
up	RP	up
,	,	,
you	PP	you
know	VBP	know
,	,	,
with	IN	with
alacrity	NN	alacrity
.	SENT	.
So	RB	so
absolutely	RB	absolutely
keep	VB	keep
stimulating	VBG	stimulate
them	PP	them
.	SENT	.
There	EX	there
is	VBZ	be
research	NN	research
now	RB	now
happening	VBG	happen
on	IN	on
the	DT	the
aging	VBG	age
canine	JJ	canine
brain	NN	brain
.	SENT	.
And	CC	and
like	IN	like
the	DT	the
aging	VBG	age
human	JJ	human
brain	NN	brain
,	,	,
it	PP	it
needs	VBZ	need
a	DT	a
stimulation	NN	stimulation
to	TO	to
continue	VB	continue
growth	NN	growth
versus	CC	versus
atrophy	NN	atrophy
.	SENT	.
WPR	NN	WPR
:	:	:
It	PP	it
sounds	VBZ	sound
like	IN	like
also	RB	also
some	DT	some
of	IN	of
the	DT	the
reasons	NNS	reason
dogs	NNS	dog
maybe	RB	maybe
have	VBP	have
been	VBN	be
returned	VBN	return
has	VBZ	have
to	TO	to
do	VB	do
with	IN	with
this	DT	this
misunderstanding	NN	misunderstanding
about	IN	about
misbehavior	NN	misbehavior
or	CC	or
the	DT	the
things	NNS	thing
you	PP	you
'	POS	'
re	NN	re
suggesting	VBG	suggest
here	RB	here
that	IN	that
we	PP	we
just	RB	just
don	VBP	don
'	POS	'
t	NN	t
really	RB	really
understand	VB	understand
why	WRB	why
dogs	NNS	dog
are	VBP	be
behaving	VBG	behave
the	DT	the
way	NN	way
they	PP	they
are	VBP	be
and	CC	and
see	VB	see
it	PP	it
as	IN	as
perhaps	RB	perhaps
an	DT	an
inconvenience	NN	inconvenience
or	CC	or
challenge	VB	challenge
instead	RB	instead
of	IN	of
an	DT	an
opportunity	NN	opportunity
to	TO	to
interact	VB	interact
with	IN	with
your	PP$	your
dog	NN	dog
differently	RB	differently
,	,	,
right	RB	right
?	SENT	?
AH	UH	ah
:	:	:
Yeah	RB	yeah
,	,	,
I	PP	I
mean	VBP	mean
,	,	,
you	PP	you
say	VBP	say
challenge	NN	challenge
,	,	,
it	PP	it
'	POS	'
s	VBG	<unknown>
such	PDT	such
a	DT	a
great	JJ	great
word	NN	word
to	TO	to
use	VB	use
,	,	,
right	RB	right
?	SENT	?
There	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
huge	JJ	huge
amount	NN	amount
that	RB	that
'	POS	'
s	NNS	<unknown>
challenging	VBG	challenge
about	IN	about
asking	VBG	ask
an	DT	an
animal	NN	animal
to	TO	to
come	VB	come
and	CC	and
live	VB	live
cooperatively	RB	cooperatively
and	CC	and
neatly	RB	neatly
and	CC	and
tidily	RB	tidily
and	CC	and
with	IN	with
full	JJ	full
understanding	NN	understanding
,	,	,
in	IN	in
your	PP$	your
home	NN	home
.	SENT	.
And	CC	and
the	DT	the
fact	NN	fact
of	IN	of
that	DT	that
shouldn	NN	<unknown>
'	POS	'
t	NN	t
be	VB	be
so	RB	so
amazing	JJ	amazing
.	SENT	.
But	CC	but
I	PP	I
think	VBP	think
it	PP	it
'	''	'
s	NNS	<unknown>
still	RB	still
often	RB	often
overlooked	VBN	overlook
.	SENT	.
And	CC	and
yeah	RB	yeah
,	,	,
in	IN	in
particular	JJ	particular
,	,	,
adolescence	NN	adolescence
,	,	,
this	DT	this
time	NN	time
when	WRB	when
,	,	,
oh	UH	oh
,	,	,
you	PP	you
thought	VBD	think
you	PP	you
taught	VBD	teach
your	PP$	your
dog	NN	dog
,	,	,
you	PP	you
know	VBP	know
,	,	,
the	DT	the
rules	NNS	rule
of	IN	of
the	DT	the
house	NN	house
or	CC	or
everything	NN	everything
they	PP	they
need	VBP	need
to	TO	to
know	VB	know
for	IN	for
a	DT	a
little	JJ	little
bit	NN	bit
of	IN	of
that	DT	that
cooperative	JJ	cooperative
cohabitation	NN	cohabitation
to	TO	to
happen	VB	happen
suddenly	RB	suddenly
seem	VB	seem
out	RP	out
the	DT	the
window	NN	window
and	CC	and
your	PP$	your
dog	NN	dog
is	VBZ	be
just	RB	just
running	VBG	run
amok	RB	amok
and	CC	and
being	VBG	be
disobedient	JJ	disobedient
and	CC	and
so	RB	so
forth	RB	forth
.	SENT	.
That	DT	that
is	VBZ	be
when	WRB	when
most	JJS	most
dogs	NNS	dog
are	VBP	be
relinquished	VBN	relinquish
to	TO	to
shelters	NNS	shelter
.	SENT	.
The	DT	the
authors	NNS	author
of	IN	of
a	DT	a
great	JJ	great
book	NN	book
on	IN	on
adolescence	NN	adolescence
called	VBN	call
"	``	"
Wildhood	NP	<unknown>
"	''	"
say	VBP	say
like	IN	like
,	,	,
essentially	RB	essentially
,	,	,
you	PP	you
know	VBP	know
,	,	,
in	IN	in
that	DT	that
case	NN	case
,	,	,
with	IN	with
the	DT	the
case	NN	case
of	IN	of
dogs	NNS	dog
,	,	,
often	RB	often
adolescence	NN	adolescence
is	VBZ	be
a	DT	a
death	NN	death
sentence	NN	sentence
because	IN	because
if	IN	if
the	DT	the
dog	NN	dog
misbehaves	VBZ	misbehave
and	CC	and
the	DT	the
person	NN	person
gives	VBZ	give
up	RP	up
the	DT	the
dog	NN	dog
,	,	,
then	RB	then
they	PP	they
might	MD	might
wind	VB	wind
up	RP	up
being	VBG	be
euthanized	VBN	<unknown>
through	IN	through
no	DT	no
fault	NN	fault
of	IN	of
their	PP$	their
own	JJ	own
,	,	,
because	IN	because
simply	RB	simply
we	PP	we
have	VBP	have
too	RB	too
many	JJ	many
dogs	NNS	dog
,	,	,
right	RB	right
?	SENT	?
I	PP	I
think	VBP	think
it	PP	it
really	RB	really
behooves	VBZ	behoove
us	PP	us
as	IN	as
a	DT	a
society	NN	society
to	TO	to
know	VB	know
a	DT	a
little	JJ	little
bit	NN	bit
more	RBR	more
of	IN	of
this	DT	this
going	VBG	go
in	IN	in
,	,	,
right	RB	right
?	SENT	?
I	PP	I
don	VBP	don
'	''	'
t	NN	t
want	VBP	want
to	TO	to
de-romanticize	VB	de-romanticize
the	DT	the
pleasure	NN	pleasure
of	IN	of
living	VBG	live
with	IN	with
dogs	NNS	dog
,	,	,
but	CC	but
I	PP	I
want	VBP	want
people	NNS	people
to	TO	to
come	VB	come
in	IN	in
with	IN	with
their	PP$	their
eyes	NNS	eye
open	JJ	open
,	,	,
realizing	VBG	realize
that	IN	that
these	DT	these
challenges	NNS	challenge
are	VBP	be
ahead	RB	ahead
and	CC	and
on	IN	on
the	DT	the
other	JJ	other
side	NN	side
of	IN	of
that	DT	that
,	,	,
and	CC	and
even	RB	even
through	IN	through
the	DT	the
challenges	NNS	challenge
,	,	,
is	VBZ	be
that	IN	that
satisfying	JJ	satisfying
relationship	NN	relationship
that	IN	that
they	PP	they
'	POS	'
re	NN	re
looking	VBG	look
for	IN	for
.	SENT	.
WPR	NN	WPR
:	:	:
TED	VB	ted
Member	NP	Member
Gloria	NP	Gloria
is	VBZ	be
curious	JJ	curious
if	IN	if
dogs	NNS	dog
perceive	VBP	perceive
color	NN	color
.	SENT	.
AH	UH	ah
:	:	:
Right	RB	right
,	,	,
absolutely	RB	absolutely
,	,	,
good	JJ	good
question	NN	question
,	,	,
Gloria	NP	Gloria
,	,	,
because	IN	because
for	IN	for
a	DT	a
long	JJ	long
time	NN	time
it	PP	it
was	VBD	be
assumed	VBN	assume
that	IN	that
they	PP	they
did	VBD	do
not	RB	not
.	SENT	.
And	CC	and
that	WDT	that
was	VBD	be
based	VBN	base
on	IN	on
poor	JJ	poor
science	NN	science
,	,	,
essentially	RB	essentially
.	SENT	.
But	CC	but
they	PP	they
can	MD	can
see	VB	see
in	IN	in
colors	NNS	color
,	,	,
they	PP	they
have	VBP	have
two-color	JJ	two-color
vision	NN	vision
versus	IN	versus
our	PP$	our
three-color	NN	three-color
vision	NN	vision
.	SENT	.
So	RB	so
we	PP	we
have	VBP	have
cones	NNS	cone
for	IN	for
three	CD	three
different	JJ	different
hues	NNS	hue
and	CC	and
they	PP	they
have	VBP	have
cones	NNS	cone
for	IN	for
two	CD	two
different	JJ	different
hues	NNS	hue
.	SENT	.
So	RB	so
they	PP	they
won	VBD	win
'	''	'
t	NN	t
distinguish	VB	distinguish
clearly	RB	clearly
reds	NNS	red
and	CC	and
oranges	NNS	orange
and	CC	and
yellows	NNS	yellow
.	SENT	.
And	CC	and
we	PP	we
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
exactly	RB	exactly
what	WP	what
they	PP	they
'	POS	'
d	NN	d
look	NN	look
like	IN	like
,	,	,
probably	RB	probably
a	DT	a
little	JJ	little
bit	NN	bit
like	IN	like
adjoining	JJ	adjoining
colors	NNS	color
.	SENT	.
So	RB	so
for	IN	for
instance	NN	instance
,	,	,
if	IN	if
you	PP	you
ever	RB	ever
go	VBP	go
outside	IN	outside
when	WRB	when
it	PP	it
'	POS	'
s	NN	S
dusk	NN	dusk
and	CC	and
you	PP	you
notice	VBP	notice
that	IN	that
,	,	,
like	IN	like
,	,	,
the	DT	the
colors	NNS	color
seem	VBP	seem
muted	VBN	mute
a	DT	a
little	JJ	little
bit	NN	bit
,	,	,
our	PP$	our
guess	NN	guess
is	VBZ	be
that	IN	that
that	DT	that
'	''	'
s	NN	S
more	RBR	more
or	CC	or
less	RBR	less
what	WP	what
their	PP$	their
color	NN	color
vision	NN	vision
is	VBZ	be
like	JJ	like
.	SENT	.
But	CC	but
they	PP	they
'	POS	'
re	NN	re
perfectly	RB	perfectly
able	JJ	able
to	TO	to
see	VB	see
color	NN	color
.	SENT	.
They	PP	they
also	RB	also
have	VBP	have
great	JJ	great
other	JJ	other
visual	JJ	visual
abilities	NNS	ability
,	,	,
like	VB	like
,	,	,
they	PP	they
see	VBP	see
motion	NN	motion
much	RB	much
more	RBR	more
quickly	RB	quickly
and	CC	and
readily	RB	readily
than	IN	than
we	PP	we
do	VBP	do
.	SENT	.
And	CC	and
they	PP	they
see	VBP	see
well	RB	well
in	IN	in
low	JJ	low
light	NN	light
and	CC	and
they	PP	they
see	VBP	see
well	RB	well
at	IN	at
night	NN	night
.	SENT	.
So	IN	so
their	PP$	their
eyes	NNS	eye
are	VBP	be
really	RB	really
adapted	VBN	adapt
to	TO	to
do	VB	do
something	NN	something
a	DT	a
little	JJ	little
bit	NN	bit
different	JJ	different
than	IN	than
our	PP$	our
three-color	JJ	three-color
vision	NN	vision
eyes	NNS	eye
are	VBP	be
.	SENT	.
WPR	NN	WPR
:	:	:
And	CC	and
then	RB	then
TED	VB	ted
Member	NP	Member
Aria	NN	aria
is	VBZ	be
curious	JJ	curious
why	WRB	why
do	VBP	do
our	PP$	our
dogs	NNS	dog
smell	VBP	smell
our	PP$	our
breath	NN	breath
?	SENT	?
AH	UH	ah
:	:	:
Oh	UH	oh
,	,	,
it	PP	it
'	POS	'
s	JJ	<unknown>
great	JJ	great
information	NN	information
about	IN	about
us	PP	us
.	SENT	.
And	CC	and
in	IN	in
fact	NN	fact
.	SENT	.
.	SENT	.
.	SENT	.
there	EX	there
are	VBP	be
now	RB	now
studies	NNS	study
using	VBG	use
exhaled	VBN	exhale
breath	NN	breath
to	TO	to
ask	VB	ask
dogs	NNS	dog
whether	IN	whether
they	PP	they
can	MD	can
determine	VB	determine
which	WDT	which
exhale	VBP	exhale
includes	VBZ	include
cancerous	JJ	cancerous
notes	NNS	note
to	TO	to
distinguish	VB	distinguish
subjects	NNS	subject
who	WP	who
have	VBP	have
lung	NN	lung
cancer	NN	cancer
from	IN	from
those	DT	those
who	WP	who
do	VBP	do
not	RB	not
.	SENT	.
But	CC	but
there	EX	there
is	VBZ	be
a	DT	a
lot	NN	lot
of	IN	of
information	NN	information
in	IN	in
your	PP$	your
breath	NN	breath
,	,	,
not	RB	not
just	RB	just
about	RB	about
.	SENT	.
.	SENT	.
.	SENT	.
what	WP	what
you	PP	you
'	POS	'
ve	NNS	<unknown>
eaten	VBN	eat
recently	RB	recently
,	,	,
but	CC	but
also	RB	also
about	IN	about
your	PP$	your
health	NN	health
especially	RB	especially
,	,	,
right	RB	right
?	SENT	?
So	RB	so
you	PP	you
know	VBP	know
,	,	,
in	IN	in
fact	NN	fact
,	,	,
doctors	NNS	doctor
,	,	,
human	JJ	human
doctors	NNS	doctor
used	VBN	use
to	TO	to
use	VB	use
smell	NN	smell
as	IN	as
a	DT	a
diagnostic	JJ	diagnostic
material	NN	material
much	RB	much
more	RBR	more
until	IN	until
about	RB	about
the	DT	the
early	JJ	early
20th	JJ	20th
century	NN	century
.	SENT	.
And	CC	and
you	PP	you
know	VBP	know
,	,	,
the	DT	the
smell	NN	smell
of	IN	of
a	DT	a
diabetic	NN	diabetic
is	VBZ	be
especially	RB	especially
sweet	JJ	sweet
,	,	,
for	IN	for
instance	NN	instance
.	SENT	.
And	CC	and
so	RB	so
just	RB	just
by	IN	by
smelling	VBG	smell
the	DT	the
breath	NN	breath
of	IN	of
a	DT	a
patient	NN	patient
,	,	,
could	MD	could
potentially	RB	potentially
get	VB	get
some	DT	some
more	JJR	more
information	NN	information
about	IN	about
whatever	WDT	whatever
was	VBD	be
concerning	VBG	concern
their	PP$	their
patient	NN	patient
and	CC	and
dogs	NNS	dog
can	MD	can
smell	VB	smell
that	DT	that
.	SENT	.
Do	VB	do
they	PP	they
know	VB	know
that	RB	that
'	''	'
s	VBG	<unknown>
a	DT	a
diabetic	NN	diabetic
?	SENT	?
No	UH	no
.	SENT	.
But	CC	but
do	VBP	do
they	PP	they
know	VBP	know
if	IN	if
something	NN	something
'	POS	'
s	NNS	<unknown>
different	JJ	different
than	IN	than
before	RB	before
,	,	,
you	PP	you
ate	VBD	eat
something	NN	something
different	JJ	different
or	CC	or
maybe	RB	maybe
you	PP	you
'	POS	'
re	NN	re
sick	JJ	sick
,	,	,
you	PP	you
maybe	RB	maybe
have	VBP	have
a	DT	a
cold	NN	cold
,	,	,
they	PP	they
might	MD	might
be	VB	be
more	RBR	more
interested	JJ	interested
in	IN	in
your	PP$	your
breath	NN	breath
.	SENT	.
I	PP	I
always	RB	always
pay	VBP	pay
attention	NN	attention
if	IN	if
my	PP$	my
dog	NN	dog
is	VBZ	be
particularly	RB	particularly
interested	JJ	interested
in	IN	in
my	PP$	my
even	JJ	even
morning	NN	morning
breath	NN	breath
.	SENT	.
WPR	NN	WPR
:	:	:
Interesting	JJ	interesting
,	,	,
wow	NN	wow
.	SENT	.
It	PP	it
'	''	'
s	VBG	<unknown>
their	PP$	their
way	NN	way
of	IN	of
helping	VBG	help
out	RP	out
.	SENT	.
AH	UH	ah
:	:	:
Yeah	RB	yeah
.	SENT	.
If	IN	if
you	PP	you
listen	VBP	listen
to	TO	to
them	PP	them
,	,	,
they	PP	they
'	POS	'
re	NN	re
probably	RB	probably
saying	VBG	say
something	NN	something
,	,	,
even	RB	even
without	IN	without
the	DT	the
overarching	JJ	overarching
knowledge	NN	knowledge
of	IN	of
what	WP	what
'	POS	'
s	NN	S
behind	IN	behind
it	PP	it
.	SENT	.
WPR	NP	WPR
:	:	:
Well	UH	well
,	,	,
sort	NN	sort
of	IN	of
along	IN	along
those	DT	those
same	JJ	same
lines	NNS	line
,	,	,
we	PP	we
have	VBP	have
an	DT	an
anonymous	JJ	anonymous
attendee	NN	attendee
who	WP	who
also	RB	also
asks	VBZ	ask
why	WRB	why
does	VBZ	do
their	PP$	their
dog	NN	dog
eat	VB	eat
their	PP$	their
own	JJ	own
poop	NN	poop
?	SENT	?
Is	VBZ	be
this	DT	this
out	NN	out
of	IN	of
curiosity	NN	curiosity
,	,	,
are	VBP	be
they	PP	they
doing	VBG	do
it	PP	it
to	TO	to
get	VB	get
a	DT	a
reaction	NN	reaction
or	CC	or
is	VBZ	be
there	RB	there
something	NN	something
bigger	JJR	big
happening	NN	happening
?	SENT	?
AH	UH	ah
:	:	:
There	EX	there
are	VBP	be
lots	NNS	lot
of	IN	of
theories	NNS	theory
about	IN	about
this	DT	this
.	SENT	.
This	DT	this
is	VBZ	be
called	VBN	call
coprofagia	NN	<unknown>
and	CC	and
it	PP	it
'	POS	'
s	NN	S
not	RB	not
uncommon	JJ	uncommon
.	SENT	.
So	IN	so
your	PP$	your
dog	NN	dog
is	VBZ	be
not	RB	not
doing	VBG	do
something	NN	something
wildly	RB	wildly
abnormal	JJ	abnormal
.	SENT	.
Sometimes	RB	sometimes
dogs	NNS	dog
will	MD	will
eat	VB	eat
feces	NN	feces
,	,	,
their	PP$	their
own	JJ	own
or	CC	or
others	NNS	other
'	POS	'
,	,	,
because	IN	because
there	EX	there
is	VBZ	be
a	DT	a
nutrient	JJ	nutrient
deficiency	NN	deficiency
in	IN	in
their	PP$	their
diet	NN	diet
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
it	PP	it
is	VBZ	be
actually	RB	actually
full	JJ	full
of	IN	of
nutrients	NNS	nutrient
still	RB	still
because	IN	because
we	PP	we
and	CC	and
dogs	NNS	dog
pass	VBP	pass
a	DT	a
lot	NN	lot
of	IN	of
nutrients	NNS	nutrient
that	IN	that
we	PP	we
just	RB	just
haven	NN	haven
'	POS	'
t	NN	t
digested	VBD	digest
.	SENT	.
So	RB	so
there	EX	there
might	MD	might
be	VB	be
something	RB	something
deficient	JJ	deficient
.	SENT	.
Some	DT	some
dogs	NNS	dog
will	MD	will
do	VB	do
it	PP	it
to	TO	to
