Today	NP	Today
make	VB	make
fairer	JJR	fair
moral	JJ	moral
judgments	NNS	judgment
?	SENT	?
RS	NP	RS
:	:	:
That	WDT	that
'	POS	'
s	NN	S
one	CD	one
of	IN	of
the	DT	the
idealistic	JJ	idealistic
hopes	NNS	hope
.	SENT	.
The	DT	the
whole	JJ	whole
research	NN	research
program	NN	program
here	RB	here
of	IN	of
studying	VBG	study
the	DT	the
distinctive	JJ	distinctive
parts	NNS	part
of	IN	of
the	DT	the
human	JJ	human
brain	NN	brain
is	VBZ	be
brand	NN	brand
new	JJ	new
.	SENT	.
Until	IN	until
recently	RB	recently
,	,	,
what	WP	what
we	PP	we
knew	VBD	know
about	IN	about
the	DT	the
brain	NN	brain
were	VBD	be
the	DT	the
things	NNS	thing
that	IN	that
any	DT	any
other	JJ	other
animal	NN	animal
'	POS	'
s	NN	S
brain	NN	brain
could	MD	could
do	VB	do
too	RB	too
,	,	,
so	RB	so
we	PP	we
could	MD	could
study	VB	study
it	PP	it
in	IN	in
animal	JJ	animal
models	NNS	model
.	SENT	.
We	PP	we
knew	VBD	know
how	WRB	how
brains	NNS	brain
see	VBP	see
,	,	,
and	CC	and
how	WRB	how
they	PP	they
control	VBP	control
the	DT	the
body	NN	body
and	CC	and
how	WRB	how
they	PP	they
hear	VBP	hear
and	CC	and
sense	VBP	sense
.	SENT	.
And	CC	and
the	DT	the
whole	JJ	whole
project	NN	project
of	IN	of
understanding	NN	understanding
how	WRB	how
brains	NNS	brain
do	VBP	do
the	DT	the
uniquely	RB	uniquely
human	JJ	human
things	NNS	thing
—	:	-
learn	VB	learn
language	NN	language
and	CC	and
abstract	JJ	abstract
concepts	NNS	concept
,	,	,
and	CC	and
thinking	VBG	think
about	IN	about
other	JJ	other
people	NNS	people
'	POS	'
s	NN	S
thoughts	NNS	thought
—	:	-
that	WDT	that
'	POS	'
s	NN	S
brand	NN	brand
new	JJ	new
.	SENT	.
And	CC	and
we	PP	we
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
yet	RB	yet
what	WP	what
the	DT	the
implications	NNS	implication
will	MD	will
be	VB	be
of	IN	of
understanding	VBG	understand
it	PP	it
.	SENT	.
CA	MD	ca
:	:	:
So	IN	so
I	PP	I
'	POS	'
ve	NN	ve
got	VBD	get
one	CD	one
last	JJ	last
question	NN	question
.	SENT	.
There	EX	there
is	VBZ	be
this	DT	this
thing	NN	thing
called	VBD	call
the	DT	the
hard	JJ	hard
problem	NN	problem
of	IN	of
consciousness	NN	consciousness
,	,	,
that	WDT	that
puzzles	VBZ	puzzle
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
.	SENT	.
The	DT	the
notion	NN	notion
that	IN	that
you	PP	you
can	MD	can
understand	VB	understand
why	WRB	why
a	DT	a
brain	NN	brain
works	VBZ	work
,	,	,
perhaps	RB	perhaps
.	SENT	.
But	CC	but
why	WRB	why
does	VBZ	do
anyone	NN	anyone
have	VBP	have
to	TO	to
feel	VB	feel
anything	NN	anything
?	SENT	?
Why	WRB	why
does	VBZ	do
it	PP	it
seem	VBP	seem
to	TO	to
require	VB	require
these	DT	these
beings	NNS	being
who	WP	who
sense	VBP	sense
things	NNS	thing
for	IN	for
us	PP	us
to	TO	to
operate	VB	operate
?	SENT	?
You	PP	you
'	''	'
re	IN	re
a	DT	a
brilliant	JJ	brilliant
young	JJ	young
neuroscientist	NN	neuroscientist
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
what	WDT	what
chances	NNS	chance
do	VBP	do
you	PP	you
think	VBP	think
there	EX	there
are	VBP	be
that	DT	that
at	IN	at
some	DT	some
time	NN	time
in	IN	in
your	PP$	your
career	NN	career
,	,	,
someone	NN	someone
,	,	,
you	PP	you
or	CC	or
someone	NN	someone
else	RB	else
,	,	,
is	VBZ	be
going	VBG	go
to	TO	to
come	VB	come
up	RP	up
with	IN	with
some	DT	some
paradigm	NN	paradigm
shift	NN	shift
in	IN	in
understanding	NN	understanding
what	WP	what
seems	VBZ	seem
an	DT	an
impossible	JJ	impossible
problem	NN	problem
?	SENT	?
RS	NP	RS
:	:	:
I	PP	I
hope	VBP	hope
they	PP	they
do	VBP	do
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
they	PP	they
probably	RB	probably
won	VBD	win
'	''	'
t	NN	t
.	SENT	.
CA	MD	ca
:	:	:
Why	WRB	why
?	SENT	?
RS	NP	RS
:	:	:
It	PP	it
'	POS	'
s	NN	S
not	RB	not
called	VBD	call
the	DT	the
hard	JJ	hard
problem	NN	problem
of	IN	of
consciousness	NN	consciousness
for	IN	for
nothing	NN	nothing
.	SENT	.
CA	MD	ca
:	:	:
That	DT	that
'	''	'
s	VBG	<unknown>
a	DT	a
great	JJ	great
answer	NN	answer
.	SENT	.
Rebecca	NP	Rebecca
Saxe	NP	Saxe
,	,	,
thank	VBP	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
That	DT	that
was	VBD	be
fantastic	JJ	fantastic
.	SENT	.
