As	IN	as
tap	VB	tap
the	DT	the
teacup	NN	teacup
around	IN	around
the	DT	the
rim	NN	rim
and	CC	and
listen	VB	listen
,	,	,
and	CC	and
you	PP	you
will	MD	will
hear	VB	hear
something	NN	something
strange	JJ	strange
.	SENT	.
And	CC	and
the	DT	the
other	JJ	other
thing	NN	thing
is	VBZ	be
,	,	,
push	VB	push
your	PP$	your
toast	NN	toast
off	IN	off
the	DT	the
table	NN	table
because	IN	because
you	PP	you
can	MD	can
,	,	,
and	CC	and
you	PP	you
'	POS	'
ll	NNS	<unknown>
learn	VBP	learn
stuff	NN	stuff
from	IN	from
it	PP	it
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
'	POS	'
re	NN	re
feeling	NN	feeling
really	RB	really
ambitious	JJ	ambitious
,	,	,
try	VB	try
and	CC	and
push	VB	push
it	PP	it
off	RP	off
in	IN	in
such	PDT	such
a	DT	a
way	NN	way
that	IN	that
it	PP	it
doesn	NNS	<unknown>
'	POS	'
t	NN	t
fall	NN	fall
butter-side	NN	<unknown>
down	RB	down
,	,	,
which	WDT	which
is	VBZ	be
possible	JJ	possible
.	SENT	.
The	DT	the
point	NN	point
of	IN	of
all	DT	all
of	IN	of
this	DT	this
is	VBZ	be
that	IN	that
,	,	,
first	JJ	first
of	IN	of
all	DT	all
,	,	,
we	PP	we
should	MD	should
all	RB	all
play	VB	play
with	IN	with
toys	NNS	toy
.	SENT	.
We	PP	we
shouldn	NNS	<unknown>
'	''	'
t	NN	t
be	VB	be
afraid	JJ	afraid
to	TO	to
investigate	VB	investigate
the	DT	the
physical	JJ	physical
world	NN	world
for	IN	for
ourselves	PP	ourselves
with	IN	with
the	DT	the
tools	NNS	tool
around	IN	around
us	PP	us
,	,	,
because	IN	because
we	PP	we
all	RB	all
have	VBP	have
access	NN	access
to	TO	to
them	PP	them
.	SENT	.
It	PP	it
matters	VBZ	matter
,	,	,
because	IN	because
if	IN	if
we	PP	we
want	VBP	want
to	TO	to
understand	VB	understand
society	NN	society
,	,	,
if	IN	if
we	PP	we
want	VBP	want
to	TO	to
be	VB	be
good	JJ	good
citizens	NNS	citizen
,	,	,
we	PP	we
need	VBP	need
to	TO	to
understand	VB	understand
the	DT	the
framework	NN	framework
on	IN	on
which	WDT	which
everything	NN	everything
else	RB	else
must	MD	must
be	VB	be
based	VBN	base
.	SENT	.
Playing	VBG	play
with	IN	with
toys	NNS	toy
is	VBZ	be
great	JJ	great
.	SENT	.
Understanding	VBG	understand
how	WRB	how
to	TO	to
keep	VB	keep
our	PP$	our
life-support	NN	life-support
systems	NNS	system
going	VBG	go
is	VBZ	be
great	JJ	great
.	SENT	.
But	CC	but
fundamentally	RB	fundamentally
,	,	,
the	DT	the
thing	NN	thing
that	IN	that
we	PP	we
need	VBP	need
to	TO	to
change	VB	change
in	IN	in
the	DT	the
way	NN	way
that	IN	that
we	PP	we
talk	VBP	talk
about	IN	about
physics	NN	physics
,	,	,
is	VBZ	be
we	PP	we
need	VBP	need
to	TO	to
understand	VB	understand
that	DT	that
physics	NN	physics
isn	NN	isn
'	POS	'
t	NN	t
out	RB	out
there	RB	there
with	IN	with
weird	JJ	weird
people	NNS	people
and	CC	and
strange	JJ	strange
hieroglyphics	NNS	hieroglyphic
for	IN	for
somebody	NN	somebody
else	RB	else
in	IN	in
a	DT	a
posh	JJ	posh
lab	NN	lab
.	SENT	.
Physics	NN	physics
is	VBZ	be
right	RB	right
here	RB	here
;	:	;
it	PP	it
'	POS	'
s	NN	S
for	IN	for
us	PP	us
,	,	,
and	CC	and
we	PP	we
can	MD	can
all	RB	all
play	VB	play
with	IN	with
it	PP	it
.	SENT	.
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
