Simone	NP	Simone
very	RB	very
modestly	RB	modestly
for	IN	for
several	JJ	several
decades	NNS	decade
to	TO	to
build	VB	build
up	RP	up
this	DT	this
organization	NN	organization
and	CC	and
stay	VB	stay
focused	VBN	focus
on	IN	on
our	PP$	our
purpose	NN	purpose
.	SENT	.
So	IN	so
my	PP$	my
suggestion	NN	suggestion
is	VBZ	be
,	,	,
find	VB	find
something	NN	something
that	IN	that
you	PP	you
really	RB	really
love	VBP	love
,	,	,
that	IN	that
you	PP	you
really	RB	really
can	MD	can
contribute	VB	contribute
to	TO	to
,	,	,
that	WDT	that
really	RB	really
supports	VBZ	support
your	PP$	your
idealism	NN	idealism
,	,	,
and	CC	and
don	NN	don
'	POS	'
t	NN	t
sell	VB	sell
out	RP	out
for	IN	for
money	NN	money
or	CC	or
venture	NN	venture
capital	NN	capital
or	CC	or
borrow	VB	borrow
money	NN	money
,	,	,
none	NN	none
of	IN	of
that	WDT	that
actually	RB	actually
winds	VBZ	wind
up	RP	up
in	IN	in
being	VBG	be
able	JJ	able
to	TO	to
retain	VB	retain
your	PP$	your
idealism	NN	idealism
.	SENT	.
SR	NN	SR
:	:	:
So	RB	so
I	PP	I
think	VBP	think
there	EX	there
is	VBZ	be
so	RB	so
much	RB	much
happening	VBG	happen
on	IN	on
the	DT	the
intersection	NN	intersection
of	IN	of
tech	NN	tech
and	CC	and
life	NN	life
science	NN	science
right	RB	right
now	RB	now
that	DT	that
is	VBZ	be
so	RB	so
exciting	JJ	exciting
,	,	,
but	CC	but
also	RB	also
at	IN	at
this	DT	this
intersection	NN	intersection
that	IN	that
you	PP	you
'	POS	'
re	NN	re
talking	VBG	talk
about	RB	about
as	RB	as
well	RB	well
,	,	,
and	CC	and
very	RB	very
much	RB	much
,	,	,
I	PP	I
think	VBP	think
,	,	,
will	MD	will
be	VB	be
part	NN	part
of	IN	of
the	DT	the
solutions	NNS	solution
for	IN	for
us	PP	us
going	VBG	go
forward	RB	forward
.	SENT	.
JD	NN	JD
:	:	:
I	PP	I
think	VBP	think
that	IN	that
this	DT	this
big	JJ	big
step	NN	step
of	IN	of
Web	NP	Web
GIS	NP	GIS
that	IN	that
we	PP	we
'	POS	'
re	NN	re
into	IN	into
right	NN	right
now	RB	now
will	MD	will
happen	VB	happen
over	IN	over
the	DT	the
next	JJ	next
few	JJ	few
years	NNS	year
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
,	,	,
in	IN	in
some	DT	some
ways	NNS	way
,	,	,
just	RB	just
in	IN	in
time	NN	time
.	SENT	.
Like	IN	like
the	DT	the
UN	NP	UN
has	VBZ	have
organized	VBN	organize
their	PP$	their
SDGs	NP	<unknown>
,	,	,
these	DT	these
global	JJ	global
sustainability	NN	sustainability
issues	NNS	issue
,	,	,
into	IN	into
this	DT	this
Web	NP	Web
GIS	NP	GIS
platform	NN	platform
.	SENT	.
We	PP	we
'	''	'
re	IN	re
building	VBG	build
a	DT	a
system	NN	system
which	WDT	which
is	VBZ	be
bottom-up	JJ	bottom-up
and	CC	and
country	NN	country
by	IN	by
country	NN	country
,	,	,
that	WDT	that
allows	VBZ	allow
all	PDT	all
the	DT	the
SDG	NP	SDG
reporting	NN	reporting
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
tell	VB	tell
the	DT	the
world	NN	world
,	,	,
like	IN	like
they	PP	they
did	VBD	do
with	IN	with
COVID	NP	<unknown>
,	,	,
what	WP	what
'	POS	'
s	NNS	<unknown>
happening	VBG	happen
with	IN	with
the	DT	the
other	JJ	other
290	CD	@card@
indicators	NNS	indicator
.	SENT	.
Whether	IN	whether
it	PP	it
'	POS	'
s	NN	S
,	,	,
you	PP	you
know	VBP	know
,	,	,
women	NNS	woman
in	IN	in
politics	NNS	politics
or	CC	or
whether	IN	whether
it	PP	it
'	POS	'
s	JJ	<unknown>
loss	NN	loss
of	IN	of
forests	NNS	forest
or	CC	or
water	NN	water
quality	NN	quality
,	,	,
this	DT	this
is	VBZ	be
a	DT	a
big	JJ	big
deal	NN	deal
.	SENT	.
So	IN	so
it	PP	it
isn	NN	isn
'	POS	'
t	NN	t
just	RB	just
organizations	NNS	organization
anymore	RB	anymore
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
starting	VBG	start
to	TO	to
see	VB	see
unifiers	NNS	unifier
,	,	,
integrators	NNS	integrator
of	IN	of
the	DT	the
individual	JJ	individual
systems	NNS	system
into	IN	into
this	DT	this
system	NN	system
of	IN	of
systems	NNS	system
,	,	,
which	WDT	which
I	PP	I
think	VBP	think
can	MD	can
talk	VB	talk
to	TO	to
the	DT	the
world	NN	world
and	CC	and
transform	VB	transform
the	DT	the
world	NN	world
.	SENT	.
This	DT	this
is	VBZ	be
essential	JJ	essential
if	IN	if
we	PP	we
are	VBP	be
going	VBG	go
to	TO	to
evolve	VB	evolve
to	TO	to
a	DT	a
society	NN	society
that	RB	that
'	POS	'
s	NNS	<unknown>
sustainable	JJ	sustainable
.	SENT	.
SR	NN	SR
:	:	:
Great	JJ	great
.	SENT	.
I	PP	I
think	VBP	think
that	DT	that
is	VBZ	be
a	DT	a
perfect	JJ	perfect
place	NN	place
to	TO	to
stop	VB	stop
.	SENT	.
Thank	VB	thank
you	PP	you
so	RB	so
much	RB	much
.	SENT	.
This	DT	this
was	VBD	be
really	RB	really
wonderful	JJ	wonderful
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
really	RB	really
,	,	,
really	RB	really
glad	JJ	glad
that	IN	that
we	PP	we
got	VBD	get
to	TO	to
do	VB	do
this	DT	this
.	SENT	.
