So	IN	so
a	DT	a
little	JJ	little
bit	NN	bit
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
think	NN	think
that	WDT	that
means	VBZ	mean
that	DT	that
,	,	,
oh	UH	oh
,	,	,
yeah	RB	yeah
,	,	,
then	RB	then
we	PP	we
should	MD	should
just	RB	just
relax	VB	relax
and	CC	and
just	RB	just
hope	VBP	hope
for	IN	for
the	DT	the
best	JJS	good
.	SENT	.
That	DT	that
might	MD	might
not	RB	not
happen	VB	happen
either	RB	either
.	SENT	.
I	PP	I
think	VBP	think
all	DT	all
of	IN	of
us	PP	us
together	RB	together
have	VB	have
to	TO	to
fight	VB	fight
like	IN	like
hell	NN	hell
to	TO	to
make	VB	make
sure	JJ	sure
that	IN	that
we	PP	we
put	VBD	put
the	DT	the
guardrails	NNS	guardrail
,	,	,
we	PP	we
put	VBD	put
in	RP	in
--	:	--
when	WRB	when
the	DT	the
problems	NNS	problem
arise	VBP	arise
--	:	--
reasonable	JJ	reasonable
regulations	NNS	regulation
.	SENT	.
But	CC	but
we	PP	we
fight	VBP	fight
like	IN	like
hell	NN	hell
for	IN	for
the	DT	the
positive	JJ	positive
use	NN	use
cases	NNS	case
.	SENT	.
Because	IN	because
very	RB	very
close	JJ	close
to	TO	to
my	PP$	my
heart	NN	heart
,	,	,
and	CC	and
obviously	RB	obviously
there	EX	there
'	''	'
s	VBG	<unknown>
many	JJ	many
potential	JJ	potential
positive	JJ	positive
use	NN	use
cases	NNS	case
,	,	,
but	CC	but
perhaps	RB	perhaps
the	DT	the
most	RBS	most
powerful	JJ	powerful
use	NN	use
case	NN	case
and	CC	and
perhaps	RB	perhaps
the	DT	the
most	RBS	most
poetic	JJ	poetic
use	NN	use
case	NN	case
is	VBZ	be
if	IN	if
AI	NN	ai
,	,	,
artificial	JJ	artificial
intelligence	NN	intelligence
,	,	,
can	MD	can
be	VB	be
used	VBN	use
to	TO	to
enhance	VB	enhance
HI	NP	HI
,	,	,
human	JJ	human
intelligence	NN	intelligence
,	,	,
human	JJ	human
potential	JJ	potential
and	CC	and
human	JJ	human
purpose	NN	purpose
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
