Most	JJS	most
"	''	"
a	DT	a
lot	NN	lot
of	IN	of
press	NN	press
is	VBZ	be
a	DT	a
bit	NN	bit
about	RB	about
,	,	,
"	''	"
They	PP	they
didn	NNS	<unknown>
'	POS	'
t	NN	t
make	VB	make
it	PP	it
,	,	,
it	PP	it
'	POS	'
s	NN	S
188	CD	@card@
dollars	NNS	dollar
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
100	CD	@card@
.	SENT	.
"	``	"
It	PP	it
will	MD	will
be	VB	be
100	CD	@card@
in	IN	in
two	CD	two
years	NNS	year
.	SENT	.
It	PP	it
will	MD	will
go	VB	go
below	IN	below
100	CD	@card@
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
pledged	VBD	pledge
not	RB	not
to	TO	to
add	VB	add
features	NNS	feature
,	,	,
but	CC	but
to	TO	to
bring	VB	bring
that	DT	that
price	NN	price
down	RB	down
.	SENT	.
But	CC	but
it	PP	it
was	VBD	be
the	DT	the
countries	NNS	country
that	WDT	that
wanted	VBD	want
it	PP	it
to	TO	to
go	VB	go
up	RP	up
,	,	,
and	CC	and
we	PP	we
let	VBP	let
them	PP	them
push	VB	push
it	PP	it
up	RP	up
for	IN	for
all	DT	all
sorts	NNS	sort
of	IN	of
reasons	NNS	reason
.	SENT	.
So	RB	so
what	WP	what
you	PP	you
can	MD	can
do	VB	do
â	NP	<unknown>
I	NP	I
'	POS	'
ve	NN	ve
just	RB	just
said	VBD	say
it	PP	it
.	SENT	.
Don	NP	Don
'	POS	'
t	NN	t
just	RB	just
give	VB	give
one	PP	one
,	,	,
get	VB	get
one	PP	one
.	SENT	.
I	PP	I
just	RB	just
want	VBP	want
to	TO	to
end	VB	end
with	IN	with
one	CD	one
last	JJ	last
one	CD	one
.	SENT	.
This	DT	this
one	CD	one
is	VBZ	be
not	RB	not
even	RB	even
24-hours	JJ	<unknown>
old	JJ	old
,	,	,
or	CC	or
maybe	RB	maybe
it	PP	it
'	POS	'
s	NN	S
24-hours	NNS	24-hour
.	SENT	.
The	DT	the
first	JJ	first
kids	NNS	kid
got	VBD	get
their	PP$	their
laptops	NNS	laptop
.	SENT	.
They	PP	they
got	VBD	get
them	PP	them
by	IN	by
ship	NN	ship
,	,	,
and	CC	and
I	PP	I
'	POS	'
m	NN	m
talking	VBG	talk
now	RB	now
about	IN	about
7	CD	@card@
,	,	,
000	CD	@card@
,	,	,
8	CD	@card@
,	,	,
000	CD	@card@
at	IN	at
a	DT	a
time	NN	time
went	VBD	go
out	RP	out
this	DT	this
week	NN	week
.	SENT	.
They	PP	they
went	VBD	go
to	TO	to
Uruguay	NP	Uruguay
,	,	,
Peru	NP	Peru
,	,	,
Mexico	NP	Mexico
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
slow	JJ	slow
coming	VBG	come
,	,	,
and	CC	and
we	PP	we
'	POS	'
re	NN	re
only	RB	only
making	VBG	make
about	IN	about
5	CD	@card@
,	,	,
000	CD	@card@
a	DT	a
week	NN	week
,	,	,
but	CC	but
we	PP	we
hope	VBP	hope
,	,	,
we	PP	we
hope	VBP	hope
,	,	,
sometime	RB	sometime
in	IN	in
next	JJ	next
year	NN	year
,	,	,
maybe	RB	maybe
by	IN	by
the	DT	the
middle	NN	middle
of	IN	of
the	DT	the
year	NN	year
,	,	,
to	TO	to
hit	VB	hit
a	DT	a
million	CD	million
a	DT	a
month	NN	month
.	SENT	.
Now	RB	now
put	VB	put
that	DT	that
number	NN	number
,	,	,
and	CC	and
a	DT	a
million	CD	million
isn	NN	isn
'	POS	'
t	NN	t
so	RB	so
much	RB	much
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
a	DT	a
big	JJ	big
number	NN	number
.	SENT	.
We	PP	we
'	''	'
re	IN	re
selling	VBG	sell
a	DT	a
billion	NN	billion
cell	NN	cell
phones	VBZ	phone
worldwide	RB	worldwide
this	DT	this
year	NN	year
.	SENT	.
But	CC	but
a	DT	a
million	CD	million
a	DT	a
month	NN	month
in	IN	in
laptop-land	NN	<unknown>
is	VBZ	be
a	DT	a
big	JJ	big
number	NN	number
.	SENT	.
And	CC	and
the	DT	the
world	NN	world
production	NN	production
today	NN	today
,	,	,
everybody	NN	everybody
combined	VBD	combine
,	,	,
making	VBG	make
laptops	NNS	laptop
,	,	,
is	VBZ	be
five	CD	five
million	CD	million
a	DT	a
month	NN	month
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
m	NN	m
standing	NN	standing
here	RB	here
telling	VBG	tell
you	PP	you
that	DT	that
sometime	RB	sometime
next	JJ	next
year	NN	year
,	,	,
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
make	VB	make
20	CD	@card@
percent	NN	percent
of	IN	of
the	DT	the
world	NN	world
production	NN	production
.	SENT	.
And	CC	and
if	IN	if
we	PP	we
do	VBP	do
that	IN	that
,	,	,
there	EX	there
are	VBP	be
going	VBG	go
to	TO	to
be	VB	be
a	DT	a
lot	NN	lot
of	IN	of
lucky	JJ	lucky
kids	NNS	kid
out	IN	out
there	RB	there
.	SENT	.
And	CC	and
we	PP	we
hope	VBP	hope
if	IN	if
you	PP	you
have	VBP	have
EG	NN	EG
two	CD	two
years	NNS	year
from	IN	from
now	RB	now
,	,	,
or	CC	or
whenever	WRB	whenever
you	PP	you
have	VB	have
it	PP	it
again	RB	again
,	,	,
I	PP	I
won	VBD	win
'	''	'
t	NN	t
have	VBP	have
bad	JJ	bad
breath	NN	breath
,	,	,
and	CC	and
I	PP	I
will	MD	will
be	VB	be
invited	VBN	invite
back	RB	back
,	,	,
and	CC	and
will	MD	will
have	VB	have
,	,	,
hopefully	RB	hopefully
by	IN	by
then	RB	then
,	,	,
maybe	RB	maybe
100	CD	@card@
million	CD	million
out	IN	out
there	RB	there
to	TO	to
children	NNS	child
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
