So	RB	so
for	IN	for
the	DT	the
deterioration	NN	deterioration
of	IN	of
information	NN	information
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
can	MD	can
do	VB	do
that	IN	that
,	,	,
then	RB	then
you	PP	you
have	VBP	have
life	NN	life
.	SENT	.
So	IN	so
the	DT	the
first	JJ	first
thing	NN	thing
that	IN	that
we	PP	we
learn	VBP	learn
is	VBZ	be
that	IN	that
it	PP	it
is	VBZ	be
possible	JJ	possible
to	TO	to
define	VB	define
life	NN	life
in	IN	in
terms	NNS	term
of	IN	of
processes	NNS	process
alone	RB	alone
,	,	,
without	IN	without
referring	VBG	refer
at	IN	at
all	RB	all
to	TO	to
the	DT	the
type	NN	type
of	IN	of
things	NNS	thing
that	IN	that
we	PP	we
hold	VBP	hold
dear	RB	dear
,	,	,
as	RB	as
far	RB	far
as	IN	as
the	DT	the
type	NN	type
of	IN	of
life	NN	life
on	IN	on
Earth	NP	Earth
is	VBZ	be
.	SENT	.
And	CC	and
that	IN	that
,	,	,
in	IN	in
a	DT	a
sense	NN	sense
,	,	,
removes	VBZ	remove
us	PP	us
again	RB	again
,	,	,
like	IN	like
all	DT	all
of	IN	of
our	PP$	our
scientific	JJ	scientific
discoveries	NNS	discovery
,	,	,
or	CC	or
many	JJ	many
of	IN	of
them	PP	them
—	:	-
it	PP	it
'	POS	'
s	NN	S
this	DT	this
continuous	JJ	continuous
dethroning	VBG	dethrone
of	IN	of
man	NN	man
—	:	-
of	IN	of
how	WRB	how
we	PP	we
think	VBP	think
we	PP	we
'	''	'
re	IN	re
special	JJ	special
because	IN	because
we	PP	we
'	POS	'
re	NN	re
alive	JJ	alive
.	SENT	.
Well	RB	well
,	,	,
we	PP	we
can	MD	can
make	VB	make
life	NN	life
;	:	;
we	PP	we
can	MD	can
make	VB	make
life	NN	life
in	IN	in
the	DT	the
computer	NN	computer
.	SENT	.
Granted	VBN	grant
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
limited	JJ	limited
,	,	,
but	CC	but
we	PP	we
have	VBP	have
learned	VBN	learn
what	WP	what
it	PP	it
takes	VBZ	take
in	IN	in
order	NN	order
to	TO	to
actually	RB	actually
construct	VB	construct
it	PP	it
.	SENT	.
And	CC	and
once	RB	once
we	PP	we
have	VBP	have
that	DT	that
,	,	,
then	RB	then
it	PP	it
is	VBZ	be
not	RB	not
such	PDT	such
a	DT	a
difficult	JJ	difficult
task	NN	task
anymore	RB	anymore
to	TO	to
say	VB	say
,	,	,
if	IN	if
we	PP	we
understand	VBP	understand
the	DT	the
fundamental	JJ	fundamental
processes	NNS	process
that	WDT	that
do	VBP	do
not	RB	not
refer	VB	refer
to	TO	to
any	DT	any
particular	JJ	particular
substrate	NN	substrate
,	,	,
then	RB	then
we	PP	we
can	MD	can
go	VB	go
out	RP	out
and	CC	and
try	VB	try
other	JJ	other
worlds	NNS	world
,	,	,
figure	VB	figure
out	RP	out
what	WP	what
kind	NN	kind
of	IN	of
chemical	NN	chemical
alphabets	NNS	alphabet
might	MD	might
there	RB	there
be	VB	be
,	,	,
figure	VB	figure
enough	RB	enough
about	IN	about
the	DT	the
normal	JJ	normal
chemistry	NN	chemistry
,	,	,
the	DT	the
geochemistry	NN	geochemistry
of	IN	of
the	DT	the
planet	NN	planet
,	,	,
so	IN	so
that	WDT	that
we	PP	we
know	VBP	know
what	WP	what
this	DT	this
distribution	NN	distribution
would	MD	would
look	VB	look
like	IN	like
in	IN	in
the	DT	the
absence	NN	absence
of	IN	of
life	NN	life
,	,	,
and	CC	and
then	RB	then
look	VB	look
for	IN	for
large	JJ	large
deviations	NNS	deviation
from	IN	from
this	DT	this
—	:	-
this	DT	this
thing	NN	thing
sticking	VBG	stick
out	RP	out
,	,	,
which	WDT	which
says	VBZ	say
,	,	,
"	``	"
This	DT	this
chemical	NN	chemical
really	RB	really
shouldn	NN	<unknown>
'	''	'
t	NN	t
be	VB	be
there	RB	there
.	SENT	.
"	``	"
Now	RB	now
we	PP	we
don	VB	don
'	''	'
t	NN	t
know	VBP	know
that	IN	that
there	EX	there
'	''	'
s	NN	S
life	NN	life
then	RB	then
,	,	,
but	CC	but
we	PP	we
could	MD	could
say	VB	say
,	,	,
"	``	"
Well	UH	well
at	IN	at
least	JJS	least
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
have	VB	have
to	TO	to
take	VB	take
a	DT	a
look	NN	look
very	RB	very
precisely	RB	precisely
at	IN	at
this	DT	this
chemical	NN	chemical
and	CC	and
see	VB	see
where	WRB	where
it	PP	it
comes	VBZ	come
from	IN	from
.	SENT	.
"	''	"
And	CC	and
that	IN	that
might	MD	might
be	VB	be
our	PP$	our
chance	NN	chance
of	IN	of
actually	RB	actually
discovering	VBG	discover
life	NN	life
when	WRB	when
we	PP	we
cannot	MD	can
visibly	RB	visibly
see	VB	see
it	PP	it
.	SENT	.
And	CC	and
so	RB	so
that	RB	that
'	''	'
s	NNS	<unknown>
really	RB	really
the	DT	the
only	JJ	only
take-home	JJ	take-home
message	NN	message
that	IN	that
I	PP	I
have	VBP	have
for	IN	for
you	PP	you
.	SENT	.
Life	NN	life
can	MD	can
be	VB	be
less	RBR	less
mysterious	JJ	mysterious
than	IN	than
we	PP	we
make	VBP	make
it	PP	it
out	RP	out
to	TO	to
be	VB	be
when	WRB	when
we	PP	we
try	VBP	try
to	TO	to
think	VB	think
about	RB	about
how	WRB	how
it	PP	it
would	MD	would
be	VB	be
on	IN	on
other	JJ	other
planets	NNS	planet
.	SENT	.
And	CC	and
if	IN	if
we	PP	we
remove	VB	remove
the	DT	the
mystery	NN	mystery
of	IN	of
life	NN	life
,	,	,
then	RB	then
I	PP	I
think	VBP	think
it	PP	it
is	VBZ	be
a	DT	a
little	JJ	little
bit	NN	bit
easier	JJR	easy
for	IN	for
us	PP	us
to	TO	to
think	VB	think
about	RB	about
how	WRB	how
we	PP	we
live	VBP	live
,	,	,
and	CC	and
how	WRB	how
perhaps	RB	perhaps
we	PP	we
'	POS	'
re	NN	re
not	RB	not
as	RB	as
special	JJ	special
as	IN	as
we	PP	we
always	RB	always
think	VBP	think
we	PP	we
are	VBP	be
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
leave	VB	leave
you	PP	you
with	IN	with
that	DT	that
.	SENT	.
And	CC	and
thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
