Today	NN	today
something	NN	something
like	IN	like
this	DT	this
:	:	:
"	``	"
It	PP	it
'	POS	'
s	NN	S
all	RB	all
very	RB	very
well	RB	well
to	TO	to
talk	VB	talk
about	IN	about
saving	VBG	save
lives	NNS	life
and	CC	and
empowering	VBG	empower
women	NNS	woman
and	CC	and
so	RB	so
on	IN	on
.	SENT	.
But	CC	but
,	,	,
sex	NN	sex
is	VBZ	be
sacred	JJ	sacred
.	SENT	.
What	WP	what
you	PP	you
'	POS	'
re	NN	re
proposing	VBG	propose
is	VBZ	be
going	VBG	go
to	TO	to
increase	VB	increase
the	DT	the
likelihood	NN	likelihood
that	IN	that
lots	NNS	lot
of	IN	of
sex	NN	sex
happens	VBZ	happen
outside	JJ	outside
marriage	NN	marriage
.	SENT	.
And	CC	and
that	DT	that
is	VBZ	be
wrong	JJ	wrong
.	SENT	.
"	``	"
What	WP	what
would	MD	would
you	PP	you
say	VB	say
to	TO	to
them	PP	them
?	SENT	?
MG	NN	mg
:	:	:
I	PP	I
would	MD	would
say	VB	say
that	DT	that
sex	NN	sex
is	VBZ	be
absolutely	RB	absolutely
sacred	JJ	sacred
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
sacred	JJ	sacred
in	IN	in
Germany	NP	Germany
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
sacred	JJ	sacred
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
sacred	JJ	sacred
in	IN	in
France	NP	France
and	CC	and
so	RB	so
many	JJ	many
places	NNS	place
around	IN	around
the	DT	the
world	NN	world
.	SENT	.
And	CC	and
the	DT	the
fact	NN	fact
that	IN	that
98	CD	@card@
percent	NN	percent
of	IN	of
women	NNS	woman
in	IN	in
my	PP$	my
country	NN	country
who	WP	who
are	VBP	be
sexually	RB	sexually
experienced	VBN	experience
say	VBP	say
they	PP	they
use	VB	use
birth	NN	birth
control	NN	control
doesn	NN	<unknown>
'	POS	'
t	NN	t
make	VBP	make
sex	NN	sex
any	DT	any
less	RBR	less
sacred	JJ	sacred
.	SENT	.
It	PP	it
just	RB	just
means	VBZ	mean
that	IN	that
they	PP	they
'	POS	'
re	NN	re
getting	VBG	get
to	TO	to
make	VB	make
choices	NNS	choice
about	IN	about
their	PP$	their
lives	NNS	life
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
in	IN	in
that	DT	that
choice	NN	choice
,	,	,
we	PP	we
'	POS	'
re	NN	re
also	RB	also
honoring	VBG	honor
the	DT	the
sacredness	NN	sacredness
of	IN	of
the	DT	the
family	NN	family
and	CC	and
the	DT	the
sacredness	NN	sacredness
of	IN	of
the	DT	the
mother	NN	mother
'	POS	'
s	NN	S
life	NN	life
and	CC	and
the	DT	the
childrens	NNS	<unknown>
'	POS	'
lives	NNS	life
by	IN	by
saving	VBG	save
their	PP$	their
lives	NNS	life
.	SENT	.
To	TO	to
me	PP	me
,	,	,
that	WDT	that
'	POS	'
s	NN	S
incredibly	RB	incredibly
sacred	JJ	sacred
,	,	,
too	RB	too
.	SENT	.
CA	MD	ca
:	:	:
So	RB	so
what	WP	what
is	VBZ	be
your	PP$	your
foundation	NN	foundation
doing	VBG	do
to	TO	to
promote	VB	promote
this	DT	this
issue	NN	issue
?	SENT	?
And	CC	and
what	WP	what
could	MD	could
people	NNS	people
here	RB	here
and	CC	and
people	NNS	people
listening	VBG	listen
on	IN	on
the	DT	the
web	NN	web
—	:	-
what	WP	what
would	MD	would
you	PP	you
like	VB	like
them	PP	them
to	TO	to
do	VB	do
?	SENT	?
MG	NN	mg
:	:	:
I	PP	I
would	MD	would
say	VB	say
this	DT	this
—	:	-
join	VB	join
the	DT	the
conversation	NN	conversation
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
listed	VBD	list
the	DT	the
website	NN	website
up	RB	up
here	RB	here
.	SENT	.
Join	VB	join
the	DT	the
conversation	NN	conversation
.	SENT	.
Tell	VB	tell
your	PP$	your
story	NN	story
about	IN	about
how	WRB	how
contraception	NN	contraception
has	VBZ	have
either	RB	either
changed	VBN	change
your	PP$	your
life	NN	life
or	CC	or
somebody	NN	somebody
'	POS	'
s	JJ	<unknown>
life	NN	life
that	IN	that
you	PP	you
know	VBP	know
.	SENT	.
And	CC	and
say	VBP	say
that	IN	that
you	PP	you
'	POS	'
re	NN	re
for	IN	for
this	DT	this
.	SENT	.
We	PP	we
need	VBP	need
a	DT	a
groundswell	NN	groundswell
of	IN	of
people	NNS	people
saying	VBG	say
,	,	,
"	``	"
This	DT	this
makes	VBZ	make
sense	NN	sense
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
to	TO	to
give	VB	give
all	DT	all
women	NNS	woman
access	NN	access
—	:	-
no	DT	no
matter	NN	matter
where	WRB	where
they	PP	they
live	VBP	live
.	SENT	.
"	''	"
And	CC	and
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
that	IN	that
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
do	VB	do
is	VBZ	be
do	VB	do
a	DT	a
large	JJ	large
event	NN	event
July	NP	July
11	CD	@card@
in	IN	in
London	NP	London
,	,	,
with	IN	with
a	DT	a
whole	JJ	whole
host	NN	host
of	IN	of
countries	NNS	country
,	,	,
a	DT	a
whole	JJ	whole
host	NN	host
of	IN	of
African	JJ	African
nations	NNS	nation
,	,	,
to	TO	to
all	DT	all
say	VBP	say
we	PP	we
'	''	'
re	IN	re
putting	VBG	put
this	DT	this
back	NN	back
on	IN	on
the	DT	the
global	JJ	global
health	NN	health
agenda	NN	agenda
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
commit	VB	commit
resources	NNS	resource
to	TO	to
it	PP	it
,	,	,
and	CC	and
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
do	VB	do
planning	NN	planning
from	IN	from
the	DT	the
bottom	NN	bottom
up	RB	up
with	IN	with
governments	NNS	government
to	TO	to
make	VB	make
sure	JJ	sure
that	IN	that
women	NNS	woman
are	VBP	be
educated	VBN	educate
—	:	-
so	RB	so
that	DT	that
if	IN	if
they	PP	they
want	VBP	want
the	DT	the
tool	NN	tool
,	,	,
they	PP	they
have	VBP	have
it	PP	it
,	,	,
and	CC	and
that	IN	that
they	PP	they
have	VBP	have
lots	NNS	lot
of	IN	of
options	NNS	option
available	JJ	available
either	CC	either
through	IN	through
their	PP$	their
local	JJ	local
healthcare	NN	<unknown>
worker	NN	worker
or	CC	or
their	PP$	their
local	JJ	local
community	NN	community
rural	JJ	rural
clinic	NN	clinic
.	SENT	.
CA	MD	ca
:	:	:
Melinda	NP	Melinda
,	,	,
I	NP	I
'	POS	'
m	NN	m
guessing	VBG	guess
that	IN	that
some	DT	some
of	IN	of
those	DT	those
nuns	NNS	nun
who	WP	who
taught	VBD	teach
you	PP	you
at	IN	at
school	NN	school
are	VBP	be
going	VBG	go
to	TO	to
see	VB	see
this	DT	this
TED	VBP	ted
Talk	NN	talk
at	IN	at
some	DT	some
point	NN	point
.	SENT	.
Are	VBP	be
they	PP	they
going	VBG	go
to	TO	to
be	VB	be
horrified	VBN	horrify
,	,	,
or	CC	or
are	VBP	be
they	PP	they
cheering	VBG	cheer
you	PP	you
on	RP	on
?	SENT	?
MG	NN	mg
:	:	:
I	PP	I
know	VBP	know
they	PP	they
'	''	'
re	IN	re
going	VBG	go
to	TO	to
see	VB	see
the	DT	the
TED	VBP	ted
Talk	NN	talk
because	IN	because
they	PP	they
know	VBP	know
that	IN	that
I	NP	I
'	POS	'
m	NN	m
doing	VBG	do
it	PP	it
and	CC	and
I	PP	I
plan	VBP	plan
to	TO	to
send	VB	send
it	PP	it
to	TO	to
them	PP	them
.	SENT	.
And	CC	and
,	,	,
you	PP	you
know	VBP	know
,	,	,
the	DT	the
nuns	NNS	nun
who	WP	who
taught	VBD	teach
me	PP	me
were	VBD	be
incredibly	RB	incredibly
progressive	JJ	progressive
.	SENT	.
I	PP	I
hope	VBP	hope
that	IN	that
they	PP	they
'	''	'
ll	NN	ll
be	VB	be
very	RB	very
proud	JJ	proud
of	IN	of
me	PP	me
for	IN	for
living	VBG	live
out	RP	out
what	WP	what
they	PP	they
taught	VBD	teach
us	PP	us
about	IN	about
social	JJ	social
justice	NN	justice
and	CC	and
service	NN	service
.	SENT	.
I	PP	I
have	VBP	have
come	VBN	come
to	TO	to
feel	VB	feel
incredibly	RB	incredibly
passionate	JJ	passionate
about	IN	about
this	DT	this
issue	NN	issue
because	IN	because
of	IN	of
what	WP	what
I	PP	I
'	POS	'
ve	NNS	<unknown>
seen	VBN	see
in	IN	in
the	DT	the
developing	VBG	develop
world	NN	world
.	SENT	.
And	CC	and
for	IN	for
me	PP	me
,	,	,
this	DT	this
topic	NN	topic
has	VBZ	have
become	VBN	become
very	RB	very
close	JJ	close
to	TO	to
heart	NN	heart
because	IN	because
you	PP	you
meet	VBP	meet
these	DT	these
women	NNS	woman
and	CC	and
they	PP	they
are	VBP	be
so	RB	so
often	RB	often
voiceless	JJ	voiceless
.	SENT	.
And	CC	and
yet	RB	yet
they	PP	they
shouldn	JJ	<unknown>
'	''	'
t	NN	t
be	VB	be
—	:	-
they	PP	they
should	MD	should
have	VB	have
a	DT	a
voice	NN	voice
,	,	,
they	PP	they
should	MD	should
have	VB	have
access	NN	access
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
hope	VBP	hope
they	PP	they
'	''	'
ll	NNS	<unknown>
feel	VBP	feel
that	IN	that
I	NP	I
'	POS	'
m	NN	m
living	VBG	live
out	RP	out
what	WP	what
I	PP	I
'	POS	'
ve	NN	ve
learned	VBD	learn
from	IN	from
them	PP	them
and	CC	and
from	IN	from
the	DT	the
decades	NNS	decade
of	IN	of
work	NN	work
that	IN	that
I	NP	I
'	POS	'
ve	NN	ve
already	RB	already
done	VBN	do
at	IN	at
the	DT	the
foundation	NN	foundation
.	SENT	.
CA	MD	ca
:	:	:
So	RB	so
,	,	,
you	PP	you
and	CC	and
your	PP$	your
team	NN	team
brought	VBD	bring
together	RB	together
today	NN	today
an	DT	an
amazing	JJ	amazing
group	NN	group
of	IN	of
speakers	NNS	speaker
to	TO	to
whom	WP	whom
we	PP	we
'	''	'
re	IN	re
all	DT	all
grateful	JJ	grateful
.	SENT	.
Did	VBD	do
you	PP	you
learn	VBP	learn
anything	NN	anything
?	SENT	?
MG	NP	MG
:	:	:
Oh	UH	oh
my	PP$	my
gosh	NN	gosh
,	,	,
I	PP	I
learned	VBD	learn
so	RB	so
many	JJ	many
things	NNS	thing
.	SENT	.
I	PP	I
have	VBP	have
so	RB	so
many	JJ	many
follow-up	NN	follow-up
questions	NNS	question
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
a	DT	a
lot	NN	lot
of	IN	of
this	DT	this
work	NN	work
is	VBZ	be
a	DT	a
journey	NN	journey
.	SENT	.
You	PP	you
heard	VBD	hear
the	DT	the
discussion	NN	discussion
about	IN	about
the	DT	the
journey	NN	journey
through	IN	through
energy	NN	energy
,	,	,
or	CC	or
the	DT	the
journey	NN	journey
through	IN	through
social	JJ	social
design	NN	design
,	,	,
or	CC	or
the	DT	the
journey	NN	journey
in	IN	in
the	DT	the
coming	VBG	come
and	CC	and
saying	VBG	say
,	,	,
"	''	"
Why	WRB	why
aren	NNS	<unknown>
'	POS	'
t	NN	t
there	RB	there
any	DT	any
women	NNS	woman
on	IN	on
this	DT	this
platform	NN	platform
?	SENT	?
"	``	"
And	CC	and
I	PP	I
think	VBP	think
for	IN	for
all	DT	all
of	IN	of
us	PP	us
who	WP	who
work	NN	work
on	IN	on
these	DT	these
development	NN	development
issues	NNS	issue
,	,	,
you	PP	you
learn	VBP	learn
by	IN	by
talking	VBG	talk
to	TO	to
other	JJ	other
people	NNS	people
.	SENT	.
You	PP	you
learn	VBP	learn
by	IN	by
doing	VBG	do
.	SENT	.
You	PP	you
learn	VBP	learn
by	IN	by
trying	VBG	try
and	CC	and
making	VBG	make
mistakes	NNS	mistake
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
the	DT	the
questions	NNS	question
you	PP	you
ask	VBP	ask
.	SENT	.
Sometimes	RB	sometimes
it	PP	it
'	POS	'
s	NN	S
the	DT	the
questions	NNS	question
you	PP	you
ask	VBP	ask
that	IN	that
helps	NNS	help
lead	VB	lead
to	TO	to
the	DT	the
answer	NN	answer
the	DT	the
next	JJ	next
person	NN	person
that	WDT	that
can	MD	can
help	VB	help
you	PP	you
answer	VB	answer
it	PP	it
.	SENT	.
So	RB	so
I	PP	I
have	VBP	have
lots	NNS	lot
of	IN	of
questions	NNS	question
for	IN	for
the	DT	the
panelists	NNS	panelist
from	IN	from
today	NN	today
.	SENT	.
And	CC	and
I	PP	I
thought	VBD	think
it	PP	it
was	VBD	be
just	RB	just
an	DT	an
amazing	JJ	amazing
day	NN	day
.	SENT	.
CA	MD	ca
:	:	:
Melinda	NP	Melinda
,	,	,
thank	VBP	thank
you	PP	you
for	IN	for
inviting	VBG	invite
all	DT	all
of	IN	of
us	PP	us
on	IN	on
this	DT	this
journey	NN	journey
with	IN	with
you	PP	you
.	SENT	.
Thank	VB	thank
you	PP	you
so	RB	so
much	RB	much
.	SENT	.
MG	NN	mg
:	:	:
Great	JJ	great
.	SENT	.
Thanks	NNS	thanks
,	,	,
Chris	NP	Chris
.	SENT	.
