My	PP$	my
,	,	,
very	RB	very
,	,	,
very	RB	very
big	JJ	big
corporation	NN	corporation
they	PP	they
actually	RB	actually
keep	VB	keep
their	PP$	their
graphics	NNS	graphics
very	RB	very
nice	JJ	nice
.	SENT	.
I	PP	I
drew	VBD	draw
the	DT	the
logo	NN	logo
for	IN	for
Citibank	NP	Citibank
on	IN	on
a	DT	a
napkin	NN	napkin
in	IN	in
the	DT	the
first	JJ	first
meeting	NN	meeting
.	SENT	.
That	DT	that
was	VBD	be
the	DT	the
play	NN	play
part	NN	part
of	IN	of
the	DT	the
job	NN	job
.	SENT	.
And	CC	and
then	RB	then
I	PP	I
spent	VBD	spend
a	DT	a
year	NN	year
going	VBG	go
to	TO	to
long	JJ	long
,	,	,
tedious	JJ	tedious
,	,	,
boring	JJ	boring
meetings	NNS	meeting
,	,	,
trying	VBG	try
to	TO	to
sell	VB	sell
this	DT	this
logo	NN	logo
through	IN	through
to	TO	to
a	DT	a
huge	JJ	huge
corporation	NN	corporation
to	TO	to
the	DT	the
point	NN	point
of	IN	of
tears	NNS	tear
.	SENT	.
I	PP	I
thought	VBD	think
I	PP	I
was	VBD	be
going	VBG	go
to	TO	to
go	VB	go
crazy	JJ	crazy
at	IN	at
the	DT	the
end	NN	end
of	IN	of
this	DT	this
year	NN	year
.	SENT	.
We	PP	we
made	VBD	make
idiotic	JJ	idiotic
presentations	NNS	presentation
showing	VBG	show
how	WRB	how
the	DT	the
Citi	NP	Citi
logo	NN	logo
made	VBD	make
sense	NN	sense
,	,	,
and	CC	and
how	WRB	how
it	PP	it
was	VBD	be
really	RB	really
derived	VBN	derive
from	IN	from
an	DT	an
umbrella	NN	umbrella
,	,	,
and	CC	and
we	PP	we
made	VBD	make
animations	NNS	animation
of	IN	of
these	DT	these
things	NNS	thing
,	,	,
and	CC	and
we	PP	we
came	VBD	come
back	RB	back
and	CC	and
forth	RB	forth
and	CC	and
back	RB	back
and	CC	and
forth	RB	forth
and	CC	and
back	RB	back
and	CC	and
forth	RB	forth
.	SENT	.
And	CC	and
it	PP	it
was	VBD	be
worth	JJ	worth
it	PP	it
,	,	,
because	IN	because
they	PP	they
bought	VBD	buy
this	DT	this
thing	NN	thing
,	,	,
and	CC	and
it	PP	it
played	VBD	play
out	RP	out
on	IN	on
such	PDT	such
a	DT	a
grand	JJ	grand
scale	NN	scale
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
so	RB	so
internationally	RB	internationally
recognizable	JJ	recognizable
,	,	,
but	CC	but
for	IN	for
me	PP	me
it	PP	it
was	VBD	be
actually	RB	actually
a	DT	a
very	JJ	very
,	,	,
very	RB	very
depressing	VBG	depress
year	NN	year
.	SENT	.
As	IN	as
a	DT	a
matter	NN	matter
of	IN	of
fact	NN	fact
,	,	,
they	PP	they
actually	RB	actually
never	RB	never
bought	VBN	buy
onto	IN	onto
the	DT	the
logo	NN	logo
until	IN	until
Fallon	NP	Fallon
put	VBD	put
it	PP	it
on	IN	on
its	PP$	its
very	RB	very
good	JJ	good
"	''	"
Live	VB	live
Richly	RB	richly
"	''	"
campaign	NN	campaign
,	,	,
and	CC	and
then	RB	then
everybody	NN	everybody
accepted	VBD	accept
it	PP	it
all	DT	all
over	RP	over
the	DT	the
world	NN	world
.	SENT	.
So	RB	so
during	IN	during
this	DT	this
time	NN	time
I	PP	I
needed	VBD	need
some	DT	some
kind	NN	kind
of	IN	of
counterbalance	NN	counterbalance
for	IN	for
this	DT	this
crazy	JJ	crazy
,	,	,
crazy	JJ	crazy
existence	NN	existence
of	IN	of
going	VBG	go
to	TO	to
these	DT	these
long	JJ	long
,	,	,
idiotic	JJ	idiotic
meetings	NNS	meeting
.	SENT	.
And	CC	and
I	PP	I
was	VBD	be
up	RP	up
in	IN	in
my	PP$	my
country	NN	country
house	NN	house
,	,	,
and	CC	and
for	IN	for
some	DT	some
reason	NN	reason
,	,	,
I	PP	I
began	VBD	begin
painting	VBG	paint
these	DT	these
very	RB	very
big	JJ	big
,	,	,
very	RB	very
involved	VBN	involve
,	,	,
laborious	JJ	laborious
,	,	,
complicated	JJ	complicated
maps	NNS	map
of	IN	of
the	DT	the
entire	JJ	entire
world	NN	world
,	,	,
and	CC	and
listing	VBG	list
every	DT	every
place	NN	place
on	IN	on
the	DT	the
planet	NN	planet
,	,	,
and	CC	and
putting	VBG	put
them	PP	them
in	RP	in
,	,	,
and	CC	and
misspelling	VBG	misspell
them	PP	them
,	,	,
and	CC	and
putting	VBG	put
things	NNS	thing
in	IN	in
the	DT	the
wrong	JJ	wrong
spot	NN	spot
,	,	,
and	CC	and
completely	RB	completely
controlling	VBG	control
the	DT	the
information	NN	information
,	,	,
and	CC	and
going	VBG	go
totally	RB	totally
and	CC	and
completely	RB	completely
nuts	NNS	nut
with	IN	with
it	PP	it
.	SENT	.
They	PP	they
would	MD	would
take	VB	take
me	PP	me
about	IN	about
six	CD	six
months	NNS	month
initially	RB	initially
,	,	,
but	CC	but
then	RB	then
I	PP	I
started	VBD	start
getting	VBG	get
faster	RBR	faster
at	IN	at
it	PP	it
.	SENT	.
Here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
United	NP	United
States	NPS	States
.	SENT	.
Every	DT	every
single	JJ	single
city	NN	city
of	IN	of
the	DT	the
United	NP	United
States	NPS	States
is	VBZ	be
on	RB	on
here	RB	here
.	SENT	.
And	CC	and
it	PP	it
hung	VBD	hang
for	IN	for
about	RB	about
eight	CD	eight
months	NNS	month
at	IN	at
the	DT	the
Cooper-Hewitt	NP	Cooper-Hewitt
,	,	,
and	CC	and
people	NNS	people
walked	VBD	walk
up	RP	up
to	TO	to
it	PP	it
,	,	,
and	CC	and
they	PP	they
would	MD	would
point	VB	point
to	TO	to
a	DT	a
part	NN	part
of	IN	of
the	DT	the
map	NN	map
and	CC	and
they	PP	they
'	POS	'
d	NN	d
say	VBP	say
,	,	,
"	``	"
Oh	UH	oh
,	,	,
I	PP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
here	RB	here
.	SENT	.
"	''	"
And	CC	and
,	,	,
of	IN	of
course	NN	course
,	,	,
they	PP	they
couldn	NNS	<unknown>
'	''	'
t	NN	t
have	VBP	have
been	VBN	be
because	IN	because
it	PP	it
'	POS	'
s	NN	S
in	IN	in
the	DT	the
wrong	JJ	wrong
spot	NN	spot
.	SENT	.
But	CC	but
what	WP	what
I	PP	I
liked	VBD	like
about	IN	about
it	PP	it
was	VBD	be
,	,	,
I	PP	I
was	VBD	be
controlling	VBG	control
my	PP$	my
own	JJ	own
idiotic	JJ	idiotic
information	NN	information
,	,	,
and	CC	and
I	PP	I
was	VBD	be
creating	VBG	create
my	PP$	my
own	JJ	own
palette	NN	palette
of	IN	of
information	NN	information
,	,	,
and	CC	and
I	PP	I
was	VBD	be
totally	RB	totally
and	CC	and
completely	RB	completely
at	IN	at
play	NN	play
.	SENT	.
One	CD	one
of	IN	of
my	PP$	my
favorites	NNS	favorite
was	VBD	be
this	DT	this
painting	NN	painting
I	PP	I
did	VBD	do
of	IN	of
Florida	NP	Florida
after	IN	after
the	DT	the
2000	CD	@card@
election	NN	election
that	WDT	that
has	VBZ	have
the	DT	the
election	NN	election
results	NNS	result
rolling	VBG	roll
around	RP	around
in	IN	in
the	DT	the
water	NN	water
.	SENT	.
I	PP	I
keep	VBP	keep
that	IN	that
for	IN	for
evidence	NN	evidence
.	SENT	.
Somebody	NN	somebody
was	VBD	be
up	RB	up
at	IN	at
my	PP$	my
house	NN	house
and	CC	and
saw	VBD	see
the	DT	the
paintings	NNS	painting
and	CC	and
recommended	VBD	recommend
them	PP	them
to	TO	to
a	DT	a
gallery	NN	gallery
,	,	,
and	CC	and
I	PP	I
had	VBD	have
a	DT	a
first	JJ	first
show	NN	show
about	IN	about
two-and-a-half	JJ	two-and-a-half
years	NNS	year
ago	RB	ago
,	,	,
and	CC	and
I	PP	I
showed	VBD	show
these	DT	these
paintings	NNS	painting
that	IN	that
I	NP	I
'	POS	'
m	NN	m
showing	VBG	show
you	PP	you
now	RB	now
.	SENT	.
And	CC	and
then	RB	then
a	DT	a
funny	JJ	funny
thing	NN	thing
happened	VBD	happen
—	:	-
they	PP	they
sold	VBD	sell
.	SENT	.
And	CC	and
they	PP	they
sold	VBD	sell
quickly	RB	quickly
,	,	,
and	CC	and
became	VBD	become
rather	RB	rather
popular	JJ	popular
.	SENT	.
We	PP	we
started	VBD	start
making	VBG	make
prints	NNS	print
from	IN	from
them	PP	them
.	SENT	.
This	DT	this
is	VBZ	be
Manhattan	NP	Manhattan
,	,	,
one	CD	one
from	IN	from
the	DT	the
series	NN	series
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
print	NN	print
from	IN	from
the	DT	the
United	NP	United
States	NP	States
which	WDT	which
we	PP	we
did	VBD	do
in	IN	in
red	JJ	red
,	,	,
white	JJ	white
and	CC	and
blue	JJ	blue
.	SENT	.
We	PP	we
began	VBD	begin
doing	VBG	do
these	DT	these
big	JJ	big
silkscreen	NN	silkscreen
prints	NNS	print
,	,	,
and	CC	and
they	PP	they
started	VBD	start
selling	VBG	sell
,	,	,
too	RB	too
.	SENT	.
So	RB	so
,	,	,
the	DT	the
gallery	NN	gallery
wanted	VBD	want
me	PP	me
to	TO	to
have	VB	have
another	DT	another
show	NN	show
in	IN	in
two	CD	two
years	NNS	year
,	,	,
which	WDT	which
meant	VBD	mean
that	IN	that
I	PP	I
really	RB	really
had	VBD	have
to	TO	to
paint	VB	paint
these	DT	these
paintings	NNS	painting
much	RB	much
faster	RBR	faster
than	IN	than
I	PP	I
had	VBD	have
ever	RB	ever
done	VBN	do
them	PP	them
.	SENT	.
And	CC	and
I	PP	I
—	:	-
they	PP	they
started	VBD	start
to	TO	to
become	VB	become
more	RBR	more
political	JJ	political
,	,	,
and	CC	and
I	PP	I
picked	VBD	pick
areas	NNS	area
that	IN	that
sort	NN	sort
of	IN	of
were	VBD	be
in	IN	in
the	DT	the
news	NN	news
or	CC	or
that	IN	that
I	PP	I
had	VBD	have
some	DT	some
feeling	NN	feeling
about	RB	about
,	,	,
and	CC	and
I	PP	I
began	VBD	begin
doing	VBG	do
these	DT	these
things	NNS	thing
.	SENT	.
And	CC	and
then	RB	then
this	DT	this
funny	JJ	funny
thing	NN	thing
happened	VBD	happen
.	SENT	.
I	PP	I
found	VBD	find
that	IN	that
I	PP	I
was	VBD	be
no	RB	no
longer	RBR	longer
at	IN	at
play	VB	play
.	SENT	.
I	PP	I
was	VBD	be
actually	RB	actually
in	IN	in
this	DT	this
solemn	JJ	solemn
landscape	NN	landscape
of	IN	of
fulfilling	VBG	fulfill
an	DT	an
expectation	NN	expectation
for	IN	for
a	DT	a
show	NN	show
,	,	,
which	WDT	which
is	VBZ	be
not	RB	not
where	WRB	where
I	PP	I
started	VBD	start
with	IN	with
these	DT	these
things	NNS	thing
.	SENT	.
So	RB	so
,	,	,
while	IN	while
they	PP	they
became	VBD	become
successful	JJ	successful
,	,	,
I	PP	I
know	VBP	know
how	WRB	how
to	TO	to
make	VB	make
them	PP	them
,	,	,
so	IN	so
I	PP	I
'	POS	'
m	NN	m
not	RB	not
a	DT	a
neophyte	NN	neophyte
,	,	,
and	CC	and
they	PP	they
'	POS	'
re	NN	re
no	RB	no
longer	RBR	longer
serious	JJ	serious
—	:	-
they	PP	they
have	VBP	have
become	VBN	become
solemn	JJ	solemn
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
a	DT	a
terrifying	JJ	terrifying
factor	NN	factor
—	:	-
when	WRB	when
you	PP	you
start	VBP	start
something	NN	something
and	CC	and
it	PP	it
turns	VBZ	turn
that	DT	that
way	NN	way
—	:	-
because	IN	because
it	PP	it
means	VBZ	mean
that	IN	that
all	PDT	all
that	DT	that
'	''	'
s	NNS	<unknown>
left	VBN	leave
for	IN	for
you	PP	you
is	VBZ	be
to	TO	to
go	VB	go
back	RB	back
and	CC	and
to	TO	to
find	VB	find
out	RP	out
what	WP	what
the	DT	the
next	JJ	next
thing	NN	thing
is	VBZ	be
that	IN	that
you	PP	you
can	MD	can
push	VB	push
,	,	,
that	IN	that
you	PP	you
can	MD	can
invent	VB	invent
,	,	,
that	IN	that
you	PP	you
can	MD	can
be	VB	be
ignorant	JJ	ignorant
about	RB	about
,	,	,
that	IN	that
you	PP	you
can	MD	can
be	VB	be
arrogant	JJ	arrogant
about	RB	about
,	,	,
that	IN	that
you	PP	you
can	MD	can
fail	VB	fail
with	IN	with
,	,	,
and	CC	and
that	IN	that
you	PP	you
can	MD	can
be	VB	be
a	DT	a
fool	NN	fool
with	IN	with
.	SENT	.
Because	IN	because
in	IN	in
the	DT	the
end	NN	end
,	,	,
that	WDT	that
'	POS	'
s	NN	S
how	WRB	how
you	PP	you
grow	VBP	grow
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	VBG	<unknown>
all	PDT	all
that	DT	that
matters	NNS	matter
.	SENT	.
So	RB	so
,	,	,
I	PP	I
'	POS	'
m	NN	m
plugging	VBG	plug
along	RP	along
here	RB	here
—	:	-
and	CC	and
I	PP	I
'	POS	'
m	NN	m
just	RB	just
going	VBG	go
to	TO	to
have	VB	have
to	TO	to
blow	VB	blow
up	RP	up
the	DT	the
staircase	NN	staircase
.	SENT	.
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
