As	IN	as
per	IN	per
kilogram	NN	kilogram
nickel-	NN	<unknown>
cadmium	NN	cadmium
,	,	,
40	CD	@card@
watt-hours	NNS	watt-hour
per	IN	per
kilogram	NN	kilogram
in	IN	in
nickel-metal	JJ	<unknown>
hydride	NN	hydride
,	,	,
60	CD	@card@
watt-hours	NNS	watt-hour
per	IN	per
kilogram	NN	kilogram
in	IN	in
lithium	NN	lithium
,	,	,
8	CD	@card@
,	,	,
750	CD	@card@
watt-hours	NNS	watt-hour
of	IN	of
energy	NN	energy
in	IN	in
every	DT	every
kilogram	NN	kilogram
of	IN	of
propane	NN	propane
or	CC	or
gasoline	NN	gasoline
—	:	-
which	WDT	which
is	VBZ	be
why	WRB	why
nobody	NN	nobody
drives	VBZ	drive
electric	JJ	electric
cars	NNS	car
.	SENT	.
But	CC	but
,	,	,
in	IN	in
any	DT	any
event	NN	event
,	,	,
if	IN	if
you	PP	you
can	MD	can
burn	VB	burn
it	PP	it
with	IN	with
the	DT	the
same	JJ	same
efficiency	NN	efficiency
—	:	-
because	IN	because
it	PP	it
'	POS	'
s	JJ	<unknown>
external	JJ	external
combustion	NN	combustion
—	:	-
as	IN	as
your	PP$	your
kitchen	NN	kitchen
stove	NN	stove
,	,	,
if	IN	if
you	PP	you
can	MD	can
burn	VB	burn
any	DT	any
fuel	NN	fuel
,	,	,
it	PP	it
turns	VBZ	turn
out	RP	out
to	TO	to
be	VB	be
pretty	RB	pretty
neat	JJ	neat
.	SENT	.
It	PP	it
makes	VBZ	make
just	RB	just
enough	JJ	enough
electricity	NN	electricity
to	TO	to
,	,	,
for	IN	for
instance	NN	instance
,	,	,
do	VBP	do
this	DT	this
,	,	,
which	WDT	which
at	IN	at
night	NN	night
is	VBZ	be
enough	JJ	enough
electricity	NN	electricity
,	,	,
in	IN	in
the	DT	the
rest	NN	rest
of	IN	of
the	DT	the
world	NN	world
,	,	,
as	IN	as
Mr	NP	Mr
.	SENT	.
Holly	NP	Holly
—	:	-
Dr	NP	Dr
.	SENT	.
Holly	NP	Holly
—	:	-
pointed	VBD	point
out	RP	out
,	,	,
can	MD	can
run	VB	run
computers	NNS	computer
and	CC	and
a	DT	a
light	JJ	light
bulb	NN	bulb
.	SENT	.
But	CC	but
more	RBR	more
interestingly	RB	interestingly
,	,	,
the	DT	the
thermodynamics	NN	thermodynamics
of	IN	of
this	DT	this
say	NN	say
,	,	,
you	PP	you
'	POS	'
re	NN	re
never	RB	never
going	VBG	go
to	TO	to
get	VB	get
more	JJR	more
than	IN	than
20	CD	@card@
percent	NN	percent
efficiency	NN	efficiency
.	SENT	.
It	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
matter	NN	matter
much	RB	much
—	:	-
it	PP	it
says	VBZ	say
if	IN	if
you	PP	you
get	VBP	get
200	CD	@card@
watts	NNS	watt
of	IN	of
electricity	NN	electricity
,	,	,
you	PP	you
'	POS	'
ll	NNS	<unknown>
get	VBP	get
700	CD	@card@
or	CC	or
800	CD	@card@
watts	NNS	watt
of	IN	of
heat	NN	heat
.	SENT	.
If	IN	if
you	PP	you
wanted	VBD	want
to	TO	to
boil	VB	boil
water	NN	water
and	CC	and
re-condense	VB	re-condense
it	PP	it
at	IN	at
a	DT	a
rate	NN	rate
of	IN	of
10	CD	@card@
gallons	NNS	gallon
an	DT	an
hour	NN	hour
,	,	,
it	PP	it
takes	VBZ	take
about	RB	about
25	CD	@card@
,	,	,
a	DT	a
little	JJ	little
over	IN	over
25	CD	@card@
.	SENT	.
3	CD	@card@
kilowatt	NN	kilowatt
—	:	-
25	CD	@card@
,	,	,
000	CD	@card@
watts	NNS	watt
of	IN	of
continuous	JJ	continuous
power	NN	power
—	:	-
to	TO	to
do	VB	do
it	PP	it
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
so	IN	so
much	JJ	much
energy	NN	energy
,	,	,
you	PP	you
couldn	NNS	<unknown>
'	POS	'
t	NN	t
afford	VB	afford
to	TO	to
desalinate	VB	desalinate
or	CC	or
clean	VB	clean
water	NN	water
in	IN	in
this	DT	this
country	NN	country
that	DT	that
way	NN	way
.	SENT	.
Certainly	RB	certainly
,	,	,
in	IN	in
the	DT	the
rest	NN	rest
of	IN	of
the	DT	the
world	NN	world
,	,	,
your	PP$	your
choice	NN	choice
is	VBZ	be
to	TO	to
devastate	VB	devastate
the	DT	the
place	NN	place
,	,	,
turning	VBG	turn
everything	NN	everything
that	WDT	that
will	MD	will
burn	VB	burn
into	IN	into
heat	NN	heat
,	,	,
or	CC	or
drink	VBP	drink
the	DT	the
water	NN	water
that	RB	that
'	POS	'
s	NNS	<unknown>
available	JJ	available
.	SENT	.
The	DT	the
number	NN	number
one	CD	one
cause	NN	cause
of	IN	of
death	NN	death
on	IN	on
this	DT	this
planet	NN	planet
among	IN	among
humans	NNS	human
is	VBZ	be
bad	JJ	bad
water	NN	water
.	SENT	.
Depending	VBG	depend
on	IN	on
whose	WP$	whose
numbers	NNS	number
you	PP	you
believe	VBP	believe
,	,	,
it	PP	it
'	POS	'
s	NN	S
between	IN	between
60	CD	@card@
and	CC	and
85	CD	@card@
,	,	,
000	CD	@card@
people	NNS	people
per	IN	per
day	NN	day
.	SENT	.
We	PP	we
don	VBP	don
'	''	'
t	NN	t
need	VBP	need
sophisticated	JJ	sophisticated
heart	NN	heart
transplants	NNS	transplant
around	IN	around
the	DT	the
world	NN	world
.	SENT	.
We	PP	we
need	VBP	need
water	NN	water
.	SENT	.
And	CC	and
women	NNS	woman
shouldn	NNS	<unknown>
'	''	'
t	NN	t
have	VBP	have
to	TO	to
spend	VB	spend
four	CD	four
hours	NNS	hour
a	DT	a
day	NN	day
looking	VBG	look
for	IN	for
it	PP	it
,	,	,
or	CC	or
watching	VBG	watch
their	PP$	their
kids	NNS	kid
die	VBP	die
.	SENT	.
We	PP	we
figured	VBD	figure
out	IN	out
how	WRB	how
to	TO	to
put	VB	put
a	DT	a
vapor-	NN	<unknown>
compression	NN	compression
distiller	NN	distiller
on	IN	on
this	DT	this
thing	NN	thing
,	,	,
with	IN	with
a	DT	a
counter-flow	JJ	<unknown>
heat	NN	heat
exchanger	NN	exchanger
to	TO	to
take	VB	take
the	DT	the
waste	NN	waste
heat	NN	heat
,	,	,
then	RB	then
using	VBG	use
a	DT	a
little	JJ	little
bit	NN	bit
of	IN	of
the	DT	the
electricity	NN	electricity
control	NN	control
that	DT	that
process	NN	process
,	,	,
and	CC	and
for	IN	for
450	CD	@card@
watts	NNS	watt
,	,	,
which	WDT	which
is	VBZ	be
a	DT	a
little	RB	little
more	JJR	more
than	IN	than
half	NN	half
of	IN	of
its	PP$	its
waste	NN	waste
heat	NN	heat
,	,	,
it	PP	it
will	MD	will
make	VB	make
10	CD	@card@
gallons	NNS	gallon
an	DT	an
hour	NN	hour
of	IN	of
distilled	JJ	distilled
water	NN	water
from	IN	from
anything	NN	anything
that	WDT	that
comes	VBZ	come
into	IN	into
it	PP	it
to	TO	to
cool	VB	cool
it	PP	it
.	SENT	.
So	RB	so
if	IN	if
we	PP	we
put	VBD	put
this	DT	this
box	NN	box
on	IN	on
here	RB	here
in	IN	in
a	DT	a
few	JJ	few
years	NNS	year
,	,	,
could	MD	could
we	PP	we
have	VB	have
a	DT	a
solution	NN	solution
to	TO	to
transportation	NN	transportation
,	,	,
electricity	NN	electricity
,	,	,
and	CC	and
communication	NN	communication
,	,	,
and	CC	and
maybe	RB	maybe
drinkable	JJ	drinkable
water	NN	water
in	IN	in
a	DT	a
sustainable	JJ	sustainable
package	NN	package
that	WDT	that
weighs	VBZ	weigh
60	CD	@card@
pounds	NNS	pound
?	SENT	?
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
,	,	,
but	CC	but
we	PP	we
'	POS	'
ll	NNS	<unknown>
try	VBP	try
it	PP	it
.	SENT	.
I	PP	I
better	RBR	well
shut	VBD	shut
up	RP	up
.	SENT	.
