Well	RB	well
convicted	VBN	convict
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
trying	VBG	try
to	TO	to
confront	VB	confront
bias	NN	bias
and	CC	and
discrimination	NN	discrimination
in	IN	in
the	DT	the
administration	NN	administration
of	IN	of
criminal	JJ	criminal
justice	NN	justice
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
trying	VBG	try
to	TO	to
end	VB	end
life	NN	life
without	IN	without
parole	NN	parole
sentences	NNS	sentence
for	IN	for
children	NNS	child
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
trying	VBG	try
to	TO	to
do	VB	do
something	NN	something
about	IN	about
the	DT	the
death	NN	death
penalty	NN	penalty
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
trying	VBG	try
to	TO	to
reduce	VB	reduce
the	DT	the
prison	NN	prison
population	NN	population
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
trying	VBG	try
to	TO	to
end	VB	end
mass	JJ	mass
incarceration	NN	incarceration
.	SENT	.
"	''	"
I	PP	I
gave	VBD	give
her	PP$	her
my	PP$	my
whole	JJ	whole
rap	NN	rap
,	,	,
and	CC	and
when	WRB	when
I	PP	I
finished	VBD	finish
she	PP	she
looked	VBD	look
at	IN	at
me	PP	me
and	CC	and
she	PP	she
said	VBD	say
,	,	,
"	``	"
Mmm	NP	Mmm
mmm	NP	mmm
mmm	NP	mmm
.	SENT	.
"	``	"
She	PP	she
said	VBD	say
,	,	,
"	''	"
That	DT	that
'	''	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
make	VB	make
you	PP	you
tired	JJ	tired
,	,	,
tired	JJ	tired
,	,	,
tired	JJ	tired
.	SENT	.
"	''	"
And	CC	and
that	IN	that
'	POS	'
s	NN	S
when	WRB	when
Ms	NN	Ms
.	SENT	.
Carr	NP	Carr
leaned	VBD	lean
forward	RB	forward
,	,	,
she	PP	she
put	VBD	put
her	PP$	her
finger	NN	finger
in	IN	in
my	PP$	my
face	NN	face
,	,	,
she	PP	she
said	VBD	say
,	,	,
"	''	"
That	DT	that
'	''	'
s	NN	S
why	WRB	why
you	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
to	TO	to
be	VB	be
brave	JJ	brave
,	,	,
brave	JJ	brave
,	,	,
brave	JJ	brave
.	SENT	.
"	``	"
And	CC	and
I	PP	I
actually	RB	actually
believe	VBP	believe
that	IN	that
the	DT	the
TED	VBP	ted
community	NN	community
needs	VBZ	need
to	TO	to
be	VB	be
more	RBR	more
courageous	JJ	courageous
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
find	VB	find
ways	NNS	way
to	TO	to
embrace	VB	embrace
these	DT	these
challenges	NNS	challenge
,	,	,
these	DT	these
problems	NNS	problem
,	,	,
the	DT	the
suffering	NN	suffering
.	SENT	.
Because	IN	because
ultimately	RB	ultimately
,	,	,
our	PP$	our
humanity	NN	humanity
depends	VBZ	depend
on	IN	on
everyone	NN	everyone
'	POS	'
s	NN	S
humanity	NN	humanity
.	SENT	.
I	NP	I
'	POS	'
ve	NN	ve
learned	VBD	learn
very	RB	very
simple	JJ	simple
things	NNS	thing
doing	VBG	do
the	DT	the
work	NN	work
that	IN	that
I	PP	I
do	VBP	do
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
just	RB	just
taught	VBD	teach
me	PP	me
very	RB	very
simple	JJ	simple
things	NNS	thing
.	SENT	.
I	NP	I
'	POS	'
ve	NNS	<unknown>
come	VBP	come
to	TO	to
understand	VB	understand
and	CC	and
to	TO	to
believe	VB	believe
that	IN	that
each	DT	each
of	IN	of
us	PP	us
is	VBZ	be
more	JJR	more
than	IN	than
the	DT	the
worst	JJS	bad
thing	NN	thing
we	PP	we
'	POS	'
ve	NN	ve
ever	RB	ever
done	VBN	do
.	SENT	.
I	PP	I
believe	VBP	believe
that	IN	that
for	IN	for
every	DT	every
person	NN	person
on	IN	on
the	DT	the
planet	NN	planet
.	SENT	.
I	PP	I
think	VBP	think
if	IN	if
somebody	NN	somebody
tells	VBZ	tell
a	DT	a
lie	NN	lie
,	,	,
they	PP	they
'	POS	'
re	NN	re
not	RB	not
just	RB	just
a	DT	a
liar	NN	liar
.	SENT	.
I	PP	I
think	VBP	think
if	IN	if
somebody	NN	somebody
takes	VBZ	take
something	NN	something
that	IN	that
doesn	NP	<unknown>
'	POS	'
t	NN	t
belong	VBP	belong
to	TO	to
them	PP	them
,	,	,
they	PP	they
'	POS	'
re	NN	re
not	RB	not
just	RB	just
a	DT	a
thief	NN	thief
.	SENT	.
I	PP	I
think	VBP	think
even	RB	even
if	IN	if
you	PP	you
kill	VBP	kill
someone	NN	someone
,	,	,
you	PP	you
'	POS	'
re	NN	re
not	RB	not
just	RB	just
a	DT	a
killer	NN	killer
.	SENT	.
And	CC	and
because	RB	because
of	IN	of
that	IN	that
there	EX	there
'	''	'
s	VBG	<unknown>
this	DT	this
basic	JJ	basic
human	JJ	human
dignity	NN	dignity
that	WDT	that
must	MD	must
be	VB	be
respected	VBN	respect
by	IN	by
law	NN	law
.	SENT	.
I	PP	I
also	RB	also
believe	VBP	believe
that	IN	that
in	IN	in
many	JJ	many
parts	NNS	part
of	IN	of
this	DT	this
country	NN	country
,	,	,
and	CC	and
certainly	RB	certainly
in	IN	in
many	JJ	many
parts	NNS	part
of	IN	of
this	DT	this
globe	NN	globe
,	,	,
that	IN	that
the	DT	the
opposite	NN	opposite
of	IN	of
poverty	NN	poverty
is	VBZ	be
not	RB	not
wealth	NN	wealth
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
believe	VBP	believe
that	DT	that
.	SENT	.
I	PP	I
actually	RB	actually
think	VBP	think
,	,	,
in	IN	in
too	RB	too
many	JJ	many
places	NNS	place
,	,	,
the	DT	the
opposite	NN	opposite
of	IN	of
poverty	NN	poverty
is	VBZ	be
justice	NN	justice
.	SENT	.
And	CC	and
finally	RB	finally
,	,	,
I	PP	I
believe	VBP	believe
that	IN	that
,	,	,
despite	IN	despite
the	DT	the
fact	NN	fact
that	IN	that
it	PP	it
is	VBZ	be
so	RB	so
dramatic	JJ	dramatic
and	CC	and
so	RB	so
beautiful	JJ	beautiful
and	CC	and
so	RB	so
inspiring	JJ	inspiring
and	CC	and
so	RB	so
stimulating	JJ	stimulating
,	,	,
we	PP	we
will	MD	will
ultimately	RB	ultimately
not	RB	not
be	VB	be
judged	VBN	judge
by	IN	by
our	PP$	our
technology	NN	technology
,	,	,
we	PP	we
won	VBD	win
'	''	'
t	NN	t
be	VB	be
judged	VBN	judge
by	IN	by
our	PP$	our
design	NN	design
,	,	,
we	PP	we
won	VBD	win
'	''	'
t	NN	t
be	VB	be
judged	VBN	judge
by	IN	by
our	PP$	our
intellect	NN	intellect
and	CC	and
reason	NN	reason
.	SENT	.
Ultimately	RB	ultimately
,	,	,
you	PP	you
judge	VBP	judge
the	DT	the
character	NN	character
of	IN	of
a	DT	a
society	NN	society
,	,	,
not	RB	not
by	IN	by
how	WRB	how
they	PP	they
treat	VBP	treat
their	PP$	their
rich	JJ	rich
and	CC	and
the	DT	the
powerful	JJ	powerful
and	CC	and
the	DT	the
privileged	JJ	privileged
,	,	,
but	CC	but
by	IN	by
how	WRB	how
they	PP	they
treat	VBP	treat
the	DT	the
poor	JJ	poor
,	,	,
the	DT	the
condemned	VBN	condemn
,	,	,
the	DT	the
incarcerated	VBD	incarcerate
.	SENT	.
Because	IN	because
it	PP	it
'	POS	'
s	NN	S
in	IN	in
that	DT	that
nexus	NN	nexus
that	IN	that
we	PP	we
actually	RB	actually
begin	VBP	begin
to	TO	to
understand	VB	understand
truly	RB	truly
profound	JJ	profound
things	NNS	thing
about	IN	about
who	WP	who
we	PP	we
are	VBP	be
.	SENT	.
I	PP	I
sometimes	RB	sometimes
get	VBP	get
out	RP	out
of	IN	of
balance	NN	balance
.	SENT	.
I	NP	I
'	POS	'
ll	JJ	<unknown>
end	NN	end
with	IN	with
this	DT	this
story	NN	story
.	SENT	.
I	PP	I
sometimes	RB	sometimes
push	VBP	push
too	RB	too
hard	JJ	hard
.	SENT	.
I	PP	I
do	VBP	do
get	VB	get
tired	JJ	tired
,	,	,
as	IN	as
we	PP	we
all	RB	all
do	VBP	do
.	SENT	.
Sometimes	RB	sometimes
those	DT	those
ideas	NNS	idea
get	VBP	get
ahead	RB	ahead
of	IN	of
our	PP$	our
thinking	NN	thinking
in	IN	in
ways	NNS	way
that	WDT	that
are	VBP	be
important	JJ	important
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
representing	VBG	represent
these	DT	these
kids	NNS	kid
who	WP	who
have	VBP	have
been	VBN	be
sentenced	VBN	sentence
to	TO	to
do	VB	do
these	DT	these
very	RB	very
harsh	JJ	harsh
sentences	NNS	sentence
.	SENT	.
And	CC	and
I	PP	I
go	VBP	go
to	TO	to
the	DT	the
jail	NN	jail
and	CC	and
I	PP	I
see	VBP	see
my	PP$	my
client	NN	client
who	WP	who
'	POS	'
s	NN	S
13	CD	@card@
and	CC	and
14	CD	@card@
,	,	,
and	CC	and
he	PP	he
'	POS	'
s	RB	<unknown>
been	VBN	be
certified	VBN	certify
to	TO	to
stand	VB	stand
trial	NN	trial
as	IN	as
an	DT	an
adult	NN	adult
.	SENT	.
I	PP	I
start	VBP	start
thinking	NN	thinking
,	,	,
well	RB	well
,	,	,
how	WRB	how
did	VBD	do
that	RB	that
happen	VB	happen
?	SENT	?
How	WRB	how
can	MD	can
a	DT	a
judge	NN	judge
turn	VB	turn
you	PP	you
into	IN	into
something	NN	something
that	IN	that
you	PP	you
'	POS	'
re	NN	re
not	RB	not
?	SENT	?
And	CC	and
the	DT	the
judge	NN	judge
has	VBZ	have
certified	VBN	certify
him	PP	him
as	IN	as
an	DT	an
adult	NN	adult
,	,	,
but	CC	but
I	PP	I
see	VBP	see
this	DT	this
kid	NN	kid
.	SENT	.
And	CC	and
I	PP	I
was	VBD	be
up	RB	up
too	RB	too
late	RB	late
one	CD	one
night	NN	night
and	CC	and
I	PP	I
starting	VBG	start
thinking	NN	thinking
,	,	,
well	RB	well
gosh	NP	gosh
,	,	,
if	IN	if
the	DT	the
judge	NN	judge
can	MD	can
turn	VB	turn
you	PP	you
into	IN	into
something	NN	something
that	IN	that
you	PP	you
'	POS	'
re	NN	re
not	RB	not
,	,	,
the	DT	the
judge	NN	judge
must	MD	must
have	VB	have
magic	JJ	magic
power	NN	power
.	SENT	.
Yeah	RB	yeah
,	,	,
Bryan	NP	Bryan
,	,	,
the	DT	the
judge	NN	judge
has	VBZ	have
some	DT	some
magic	JJ	magic
power	NN	power
.	SENT	.
You	PP	you
should	MD	should
ask	VB	ask
for	IN	for
some	DT	some
of	IN	of
that	DT	that
.	SENT	.
And	CC	and
because	IN	because
I	PP	I
was	VBD	be
up	RB	up
too	RB	too
late	RB	late
,	,	,
wasn	NP	<unknown>
'	POS	'
t	NN	t
thinking	VBG	think
real	JJ	real
straight	RB	straight
,	,	,
I	PP	I
started	VBD	start
working	VBG	work
on	IN	on
a	DT	a
motion	NN	motion
.	SENT	.
And	CC	and
I	PP	I
had	VBD	have
a	DT	a
client	NN	client
who	WP	who
was	VBD	be
14	CD	@card@
years	NNS	year
old	JJ	old
,	,	,
a	DT	a
young	JJ	young
,	,	,
poor	JJ	poor
black	JJ	black
kid	NN	kid
.	SENT	.
And	CC	and
I	PP	I
started	VBD	start
working	VBG	work
on	IN	on
this	DT	this
motion	NN	motion
,	,	,
and	CC	and
the	DT	the
head	NN	head
of	IN	of
the	DT	the
motion	NN	motion
was	VBD	be
:	:	:
"	``	"
Motion	NN	motion
to	TO	to
try	VB	try
my	PP$	my
poor	JJ	poor
,	,	,
14-year-old	JJ	14-year-old
black	JJ	black
male	JJ	male
client	NN	client
like	IN	like
a	DT	a
privileged	JJ	privileged
,	,	,
white	JJ	white
75-year-old	JJ	75-year-old
corporate	JJ	corporate
executive	NN	executive
.	SENT	.
"	``	"
And	CC	and
I	PP	I
put	VBD	put
in	IN	in
my	PP$	my
motion	NN	motion
that	IN	that
there	EX	there
was	VBD	be
prosecutorial	JJ	prosecutorial
misconduct	NN	misconduct
and	CC	and
police	NN	police
misconduct	NN	misconduct
and	CC	and
judicial	JJ	judicial
misconduct	NN	misconduct
.	SENT	.
There	EX	there
was	VBD	be
a	DT	a
crazy	JJ	crazy
line	NN	line
in	IN	in
there	RB	there
about	RB	about
how	WRB	how
there	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
conduct	NN	conduct
in	IN	in
this	DT	this
county	NN	county
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
all	DT	all
misconduct	NN	misconduct
.	SENT	.
And	CC	and
the	DT	the
next	JJ	next
morning	NN	morning
,	,	,
I	PP	I
woke	VBD	wake
up	RP	up
and	CC	and
I	PP	I
thought	VBD	think
,	,	,
now	RB	now
did	VBD	do
I	PP	I
dream	VBP	dream
that	IN	that
crazy	JJ	crazy
motion	NN	motion
,	,	,
or	CC	or
did	VBD	do
I	PP	I
actually	RB	actually
write	VB	write
it	PP	it
?	SENT	?
And	CC	and
to	TO	to
my	PP$	my
horror	NN	horror
,	,	,
not	RB	not
only	RB	only
had	VBD	have
I	PP	I
written	VBN	write
it	PP	it
,	,	,
but	CC	but
I	PP	I
had	VBD	have
sent	VBN	send
it	PP	it
to	TO	to
court	NN	court
.	SENT	.
A	DT	a
couple	NN	couple
months	NNS	month
went	VBD	go
by	IN	by
,	,	,
and	CC	and
I	PP	I
had	VBD	have
just	RB	just
forgotten	VBN	forget
all	RB	all
about	IN	about
it	PP	it
.	SENT	.
And	CC	and
I	PP	I
finally	RB	finally
decided	VBD	decide
,	,	,
oh	UH	oh
gosh	NN	gosh
,	,	,
I	PP	I
'	POS	'
ve	NN	ve
got	VBD	get
to	TO	to
go	VB	go
to	TO	to
the	DT	the
court	NN	court
and	CC	and
do	VB	do
this	DT	this
crazy	JJ	crazy
case	NN	case
.	SENT	.
And	CC	and
I	PP	I
got	VBD	get
into	IN	into
my	PP$	my
car	NN	car
and	CC	and
I	PP	I
was	VBD	be
feeling	VBG	feel
really	RB	really
overwhelmed	JJ	overwhelmed
—	:	-
overwhelmed	VBD	overwhelm
.	SENT	.
And	CC	and
I	PP	I
got	VBD	get
in	IN	in
my	PP$	my
car	NN	car
and	CC	and
I	PP	I
went	VBD	go
to	TO	to
this	DT	this
courthouse	NN	courthouse
.	SENT	.
And	CC	and
I	PP	I
was	VBD	be
thinking	VBG	think
,	,	,
this	DT	this
is	VBZ	be
going	VBG	go
to	TO	to
be	VB	be
so	RB	so
difficult	JJ	difficult
,	,	,
so	RB	so
painful	JJ	painful
.	SENT	.
And	CC	and
I	PP	I
finally	RB	finally
got	VBD	get
out	RP	out
of	IN	of
the	DT	the
car	NN	car
and	CC	and
I	PP	I
started	VBD	start
walking	VBG	walk
up	RP	up
to	TO	to
the	DT	the
courthouse	NN	courthouse
.	SENT	.
And	CC	and
as	IN	as
I	PP	I
was	VBD	be
walking	VBG	walk
up	RP	up
the	DT	the
steps	NNS	step
of	IN	of
this	DT	this
courthouse	NN	courthouse
,	,	,
there	EX	there
was	VBD	be
an	DT	an
older	JJR	old
black	JJ	black
man	NN	man
who	WP	who
was	VBD	be
the	DT	the
janitor	NN	janitor
in	IN	in
this	DT	this
courthouse	NN	courthouse
.	SENT	.
When	WRB	when
this	DT	this
man	NN	man
saw	VBD	see
me	PP	me
,	,	,
he	PP	he
came	VBD	come
over	RP	over
to	TO	to
me	PP	me
and	CC	and
he	PP	he
said	VBD	say
,	,	,
"	``	"
Who	WP	who
are	VBP	be
you	PP	you
?	SENT	?
"	''	"
I	PP	I
said	VBD	say
,	,	,
"	``	"
I	PP	I
'	POS	'
m	NN	m
a	DT	a
lawyer	NN	lawyer
.	SENT	.
"	''	"
He	PP	he
said	VBD	say
,	,	,
"	``	"
You	PP	you
'	''	'
re	IN	re
a	DT	a
lawyer	NN	lawyer
?	SENT	?
"	''	"
I	PP	I
said	VBD	say
,	,	,
"	``	"
Yes	UH	yes
,	,	,
sir	NN	sir
.	SENT	.
"	''	"
And	CC	and
this	DT	this
man	NN	man
came	VBD	come
over	RP	over
to	TO	to
me	PP	me
and	CC	and
he	PP	he
hugged	VBD	hug
me	PP	me
.	SENT	.
And	CC	and
he	PP	he
whispered	VBD	whisper
in	IN	in
my	PP$	my
ear	NN	ear
.	SENT	.
He	PP	he
said	VBD	say
,	,	,
"	``	"
I	PP	I
'	POS	'
m	NN	m
so	RB	so
proud	JJ	proud
of	IN	of
you	PP	you
.	SENT	.
"	``	"
And	CC	and
I	PP	I
have	VBP	have
to	TO	to
tell	VB	tell
you	PP	you
,	,	,
it	PP	it
was	VBD	be
energizing	VBG	energize
.	SENT	.
It	PP	it
connected	VBD	connect
deeply	RB	deeply
with	IN	with
something	NN	something
in	IN	in
me	PP	me
about	IN	about
identity	NN	identity
,	,	,
about	IN	about
the	DT	the
capacity	NN	capacity
of	IN	of
every	DT	every
person	NN	person
to	TO	to
contribute	VB	contribute
to	TO	to
a	DT	a
community	NN	community
,	,	,
to	TO	to
a	DT	a
perspective	NN	perspective
that	WDT	that
is	VBZ	be
hopeful	JJ	hopeful
.	SENT	.
Well	RB	well
I	PP	I
went	VBD	go
into	IN	into
the	DT	the
courtroom	NN	courtroom
.	SENT	.
And	CC	and
as	RB	as
soon	RB	soon
as	IN	as
I	PP	I
walked	VBD	walk
inside	RB	inside
,	,	,
the	DT	the
judge	NN	judge
saw	VBD	see
me	PP	me
coming	VBG	come
in	IN	in
.	SENT	.
He	PP	he
said	VBD	say
,	,	,
"	``	"
Mr	NP	Mr
.	SENT	.
Stevenson	NP	Stevenson
,	,	,
did	VBD	do
you	PP	you
write	VB	write
this	DT	this
crazy	JJ	crazy
motion	NN	motion
?	SENT	?
"	''	"
I	PP	I
said	VBD	say
,	,	,
"	``	"
Yes	UH	yes
,	,	,
sir	NN	sir
.	SENT	.
I	PP	I
did	VBD	do
.	SENT	.
"	``	"
And	CC	and
we	PP	we
started	VBD	start
arguing	VBG	argue
.	SENT	.
And	CC	and
people	NNS	people
started	VBD	start
coming	VBG	come
in	IN	in
because	IN	because
they	PP	they
were	VBD	be
just	RB	just
outraged	VBN	outrage
.	SENT	.
I	PP	I
had	VBD	have
written	VBN	write
these	DT	these
crazy	JJ	crazy
things	NNS	thing
.	SENT	.
And	CC	and
police	NN	police
officers	NNS	officer
were	VBD	be
coming	VBG	come
in	IN	in
and	CC	and
assistant	JJ	assistant
prosecutors	NNS	prosecutor
and	CC	and
clerk	NN	clerk
workers	NNS	worker
.	SENT	.
And	CC	and
before	IN	before
I	PP	I
knew	VBD	know
it	PP	it
,	,	,
the	DT	the
courtroom	NN	courtroom
was	VBD	be
filled	VBN	fill
with	IN	with
people	NNS	people
angry	JJ	angry
that	IN	that
we	PP	we
were	VBD	be
talking	VBG	talk
about	IN	about
race	NN	race
,	,	,
that	IN	that
we	PP	we
were	VBD	be
talking	VBG	talk
about	IN	about
poverty	NN	poverty
,	,	,
that	IN	that
we	PP	we
were	VBD	be
talking	VBG	talk
about	IN	about
inequality	NN	inequality
.	SENT	.
And	CC	and
out	RB	out
of	IN	of
the	DT	the
corner	NN	corner
of	IN	of
my	PP$	my
eye	NN	eye
,	,	,
I	PP	I
could	MD	could
see	VB	see
this	DT	this
janitor	NN	janitor
pacing	VBG	pace
back	RB	back
and	CC	and
forth	RB	forth
.	SENT	.
And	CC	and
he	PP	he
kept	VBD	keep
looking	VBG	look
through	IN	through
the	DT	the
window	NN	window
,	,	,
and	CC	and
he	PP	he
could	MD	could
hear	VB	hear
all	DT	all
of	IN	of
this	DT	this
holler	NN	holler
.	SENT	.
He	PP	he
kept	VBD	keep
pacing	VBG	pace
back	RB	back
and	CC	and
forth	RB	forth
.	SENT	.
And	CC	and
finally	RB	finally
,	,	,
this	DT	this
older	JJR	old
black	JJ	black
man	NN	man
with	IN	with
this	DT	this
very	RB	very
worried	VBN	worry
look	NN	look
on	IN	on
his	PP$	his
face	NN	face
came	VBD	come
into	IN	into
the	DT	the
courtroom	NN	courtroom
and	CC	and
sat	VBD	sit
down	RP	down
behind	IN	behind
me	PP	me
,	,	,
almost	RB	almost
at	IN	at
counsel	NN	counsel
table	NN	table
.	SENT	.
About	RB	about
10	CD	@card@
minutes	NNS	minute
later	RBR	later
the	DT	the
judge	NN	judge
said	VBD	say
we	PP	we
would	MD	would
take	VB	take
a	DT	a
break	NN	break
.	SENT	.
And	CC	and
during	IN	during
the	DT	the
break	NN	break
there	EX	there
was	VBD	be
a	DT	a
deputy	JJ	deputy
sheriff	NN	sheriff
who	WP	who
was	VBD	be
offended	VBN	offend
that	IN	that
the	DT	the
janitor	NN	janitor
had	VBD	have
come	VBN	come
into	IN	into
court	NN	court
.	SENT	.
And	CC	and
this	DT	this
deputy	NN	deputy
jumped	VBD	jump
up	RP	up
and	CC	and
he	PP	he
ran	VBD	run
over	RP	over
to	TO	to
this	DT	this
older	JJR	old
black	JJ	black
man	NN	man
.	SENT	.
He	PP	he
said	VBD	say
,	,	,
"	``	"
Jimmy	NP	Jimmy
,	,	,
what	WP	what
are	VBP	be
you	PP	you
doing	VBG	do
in	IN	in
this	DT	this
courtroom	NN	courtroom
?	SENT	?
"	''	"
And	CC	and
this	DT	this
older	JJR	old
black	JJ	black
man	NN	man
stood	VBD	stand
up	RP	up
and	CC	and
he	PP	he
looked	VBD	look
at	IN	at
that	DT	that
deputy	JJ	deputy
and	CC	and
he	PP	he
looked	VBD	look
at	IN	at
me	PP	me
and	CC	and
he	PP	he
said	VBD	say
,	,	,
"	``	"
I	PP	I
came	VBD	come
into	IN	into
this	DT	this
courtroom	NN	courtroom
to	TO	to
tell	VB	tell
this	DT	this
young	JJ	young
man	NN	man
,	,	,
keep	VB	keep
your	PP$	your
eyes	NNS	eye
on	IN	on
the	DT	the
prize	NN	prize
,	,	,
hold	VB	hold
on	RP	on
.	SENT	.
"	''	"
I	NP	I
'	POS	'
ve	NNS	<unknown>
come	VBP	come
to	TO	to
TED	VB	ted
because	IN	because
I	PP	I
believe	VBP	believe
that	IN	that
many	JJ	many
of	IN	of
you	PP	you
understand	VBP	understand
that	IN	that
the	DT	the
moral	JJ	moral
arc	NN	arc
of	IN	of
the	DT	the
universe	NN	universe
is	VBZ	be
long	JJ	long
,	,	,
but	CC	but
it	PP	it
bends	VBZ	bend
toward	IN	toward
justice	NN	justice
.	SENT	.
That	IN	that
we	PP	we
cannot	MD	can
be	VB	be
full	JJ	full
evolved	VBN	evolve
human	JJ	human
beings	NNS	being
until	IN	until
we	PP	we
care	VBP	care
about	IN	about
human	JJ	human
rights	NNS	right
and	CC	and
basic	JJ	basic
dignity	NN	dignity
.	SENT	.
That	IN	that
all	DT	all
of	IN	of
our	PP$	our
survival	NN	survival
is	VBZ	be
tied	VBN	tie
to	TO	to
the	DT	the
survival	NN	survival
of	IN	of
everyone	NN	everyone
.	SENT	.
That	IN	that
our	PP$	our
visions	NNS	vision
of	IN	of
technology	NN	technology
and	CC	and
design	NN	design
and	CC	and
entertainment	NN	entertainment
and	CC	and
creativity	NN	creativity
have	VB	have
to	TO	to
be	VB	be
married	VBN	marry
with	IN	with
visions	NNS	vision
of	IN	of
humanity	NN	humanity
,	,	,
compassion	NN	compassion
and	CC	and
justice	NN	justice
.	SENT	.
And	CC	and
more	RBR	more
than	IN	than
anything	NN	anything
,	,	,
for	IN	for
those	DT	those
of	IN	of
you	PP	you
who	WP	who
share	NN	share
that	WDT	that
,	,	,
I	PP	I
'	POS	'
ve	NNS	<unknown>
simply	RB	simply
come	VBP	come
to	TO	to
tell	VB	tell
you	PP	you
to	TO	to
keep	VB	keep
your	PP$	your
eyes	NNS	eye
on	IN	on
the	DT	the
prize	NN	prize
,	,	,
hold	VB	hold
on	RP	on
.	SENT	.
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
Chris	NP	Chris
Anderson	NP	Anderson
:	:	:
So	RB	so
you	PP	you
heard	VBD	hear
and	CC	and
saw	VBD	see
an	DT	an
obvious	JJ	obvious
desire	NN	desire
by	IN	by
this	DT	this
audience	NN	audience
,	,	,
this	DT	this
community	NN	community
,	,	,
to	TO	to
help	VB	help
you	PP	you
on	IN	on
your	PP$	your
way	NN	way
and	CC	and
to	TO	to
do	VB	do
something	NN	something
on	IN	on
this	DT	this
issue	NN	issue
.	SENT	.
Other	JJ	other
than	IN	than
writing	VBG	write
a	DT	a
check	NN	check
,	,	,
what	WP	what
could	MD	could
we	PP	we
do	VB	do
?	SENT	?
BS	NP	BS
:	:	:
Well	RB	well
there	EX	there
are	VBP	be
opportunities	NNS	opportunity
all	RB	all
around	IN	around
us	PP	us
.	SENT	.
If	IN	if
you	PP	you
live	VBP	live
in	IN	in
the	DT	the
state	NN	state
of	IN	of
California	NP	California
,	,	,
for	IN	for
example	NN	example
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
referendum	NN	referendum
coming	VBG	come
up	RP	up
this	DT	this
spring	NN	spring
where	WRB	where
actually	RB	actually
there	EX	there
'	''	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
be	VB	be
an	DT	an
effort	NN	effort
to	TO	to
redirect	VB	redirect
some	DT	some
of	IN	of
the	DT	the
money	NN	money
we	PP	we
spend	VBP	spend
on	IN	on
the	DT	the
politics	NNS	politics
of	IN	of
punishment	NN	punishment
.	SENT	.
For	IN	for
example	NN	example
,	,	,
here	RB	here
in	IN	in
California	NP	California
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
spend	VB	spend
one	CD	one
billion	NN	billion
dollars	NNS	dollar
on	IN	on
the	DT	the
death	NN	death
penalty	NN	penalty
in	IN	in
the	DT	the
next	JJ	next
five	CD	five
years	NNS	year
—	:	-
one	CD	one
billion	NN	billion
dollars	NNS	dollar
.	SENT	.
And	CC	and
yet	RB	yet
,	,	,
46	CD	@card@
percent	NN	percent
of	IN	of
all	DT	all
homicide	NN	homicide
cases	NNS	case
don	NN	don
'	POS	'
t	NN	t
result	NN	result
in	IN	in
arrest	NN	arrest
.	SENT	.
56	CD	@card@
percent	NN	percent
of	IN	of
all	DT	all
rape	NN	rape
cases	NNS	case
don	NN	don
'	POS	'
t	NN	t
result	NN	result
.	SENT	.
So	RB	so
there	EX	there
'	''	'
s	VBG	<unknown>
an	DT	an
opportunity	NN	opportunity
to	TO	to
change	VB	change
that	DT	that
.	SENT	.
And	CC	and
this	DT	this
referendum	NN	referendum
would	MD	would
propose	VB	propose
having	VBG	have
those	DT	those
dollars	NNS	dollar
go	VBP	go
to	TO	to
law	NN	law
enforcement	NN	enforcement
and	CC	and
safety	NN	safety
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
that	IN	that
opportunity	NN	opportunity
exists	VBZ	exist
all	DT	all
around	IN	around
us	PP	us
.	SENT	.
CA	MD	ca
:	:	:
There	EX	there
'	''	'
s	RB	<unknown>
been	VBN	be
this	DT	this
huge	JJ	huge
decline	NN	decline
in	IN	in
crime	NN	crime
in	IN	in
America	NP	America
over	IN	over
the	DT	the
last	JJ	last
three	CD	three
decades	NNS	decade
.	SENT	.
And	CC	and
part	NN	part
of	IN	of
the	DT	the
narrative	NN	narrative
of	IN	of
that	WDT	that
is	VBZ	be
sometimes	RB	sometimes
that	IN	that
it	PP	it
'	POS	'
s	NN	S
about	RB	about
increased	VBD	increase
incarceration	NN	incarceration
rates	NNS	rate
.	SENT	.
What	WP	what
would	MD	would
you	PP	you
say	VB	say
to	TO	to
someone	NN	someone
who	WP	who
believed	VBD	believe
that	RB	that
?	SENT	?
BS	NP	BS
:	:	:
Well	RB	well
actually	RB	actually
the	DT	the
violent	JJ	violent
crime	NN	crime
rate	NN	rate
has	VBZ	have
