file_id	link	speaker	wordcount	title	duration	tags	views	year	talk	video	event	ted_id
002504	https://www.ted.com/talks/doug_levinson_what_gives_a_dollar_bill_its_value/transcript?language=en	Doug Levinson	622	What gives a dollar bill its value?	216.0	ted-ed,money,economics,united states,animation,democracy,history	2283110	2014	doug_levinson_what_gives_a_dollar_bill_its_value	https://pc.tedcdn.com/talk/stream/2014E/Blank/DougLevinson_Dollar_2014E-180k.mp4	TED-Ed	2748
002505	https://www.ted.com/talks/ge_wang_the_diy_orchestra_of_the_future/transcript?language=en	Ge Wang	2303	The DIY orchestra of the future	1056.0	tedx,music,technology,live music,entertainment	1214359	2014	ge_wang_the_diy_orchestra_of_the_future	https://pc.tedcdn.com/talk/stream/2014X/Blank/GeWang_2014X-180k.mp4	TEDxStanford	2033
002506	https://www.ted.com/talks/george_takei_why_i_love_a_country_that_once_betrayed_me/transcript?language=en	George Takei	1772	Why I love a country that once betrayed me	958.0	tedx,children,democracy,history,politics,storytelling,war,personal growth	3110255	2014	george_takei_why_i_love_a_country_that_once_betrayed_me	https://pc.tedcdn.com/talk/stream/2014X/Blank/GeorgeTakei_2014X-180k.mp4	TEDxKyoto	2038
002507	https://www.ted.com/talks/heather_barnett_what_humans_can_learn_from_semi_intelligent_slime_1/transcript?language=en	Heather Barnett	1738	What humans can learn from semi-intelligent slime	731.0	art,biology,science,microbiology,microbes,biomimicry,visualizations,science and art,collaboration,3d printing,biotech,bacteria,crowdsourcing	1118636	2014	heather_barnett_what_humans_can_learn_from_semi_intelligent_slime_1	https://pc.tedcdn.com/talk/stream/2014S/Blank/HeatherBarnett_2014S-180k.mp4	TEDSalon Berlin 2014	2048
002508	https://www.ted.com/talks/hubertus_knabe_the_dark_secrets_of_a_surveillance_state/transcript?language=en	Hubertus Knabe	2468	The dark secrets of a surveillance state	1174.0	europe,government,history,intelligence,surveillance	1225071	2014	hubertus_knabe_the_dark_secrets_of_a_surveillance_state	https://pc.tedcdn.com/talk/stream/2014S/Blank/HubertusKnabe_2014S-180k.mp4	TEDSalon Berlin 2014	2053
002509	https://www.ted.com/talks/jamila_lyiscott_3_ways_to_speak_english/transcript?language=en	Jamila Lyiscott	664	3 ways to speak English	269.0	culture,language,race,spoken word	4458846	2014	jamila_lyiscott_3_ways_to_speak_english	https://pc.tedcdn.com/talk/stream/2014S/Blank/JamilaLyiscott_2014S-180k.mp4	TEDSalon NY2014	2028
002510	https://www.ted.com/talks/janet_iwasa_how_animations_can_help_scientists_test_a_hypothesis/transcript?language=en	Janet Iwasa	828	How animations can help scientists test a hypothesis	306.0	ted fellows,biology,science,technology,visualizations,open-source,molecular biology,science and art,crowdsourcing,medical research,communication,software,animation	894394	2014	janet_iwasa_how_animations_can_help_scientists_test_a_hypothesis	https://pc.tedcdn.com/talk/stream/2014U/Blank/JanetIwasa_2014U-180k.mp4	TED2014	2052
002511	https://www.ted.com/talks/joi_ito_want_to_innovate_become_a_now_ist/transcript?language=en	Joi Ito	2259	Want to innovate? Become a &quot;now-ist&quot;	751.0	creativity,innovation,investment,science,technology,telecom,natural disaster,nuclear energy,engineering,design,product design,business,entrepreneur	2290290	2014	joi_ito_want_to_innovate_become_a_now_ist	https://pc.tedcdn.com/talk/stream/2014/Blank/JoiIto_2014-180k.mp4	TED2014	2041
002512	https://www.ted.com/talks/julian_treasure_how_to_speak_so_that_people_want_to_listen/transcript?language=en	Julian Treasure	1667	How to speak so that people want to listen	598.0	culture,sound,speech	37447279	2013	julian_treasure_how_to_speak_so_that_people_want_to_listen	https://pc.tedcdn.com/talk/stream/2013G/Blank/JulianTreasure_2013G-180k.mp4	TEDGlobal 2013	2034
002513	https://www.ted.com/talks/karima_bennoune_the_side_of_terrorism_that_doesn_t_make_headlines/transcript?language=en	Karima Bennoune	3099	When people of Muslim heritage challenge fundamentalism	1205.0	history,religion,storytelling,terrorism,war	1497651	2014	karima_bennoune_the_side_of_terrorism_that_doesn_t_make_headlines	https://pc.tedcdn.com/talk/stream/2014X/Blank/KarimaBennoune_2014X-180k.mp4	TEDxExeter	2042
002514	https://www.ted.com/talks/kwame_anthony_appiah_is_religion_good_or_bad_this_is_a_trick_question/transcript?language=en	Kwame Anthony Appiah	2613	Is religion good or bad? (This is a trick question)	880.0	atheism,faith,global issues,philosophy,religion	1782690	2014	kwame_anthony_appiah_is_religion_good_or_bad_this_is_a_trick_question	https://pc.tedcdn.com/talk/stream/2014S/Blank/KwameAnthonyAppiah_2014S-180k.mp4	TEDSalon NY2014	2011
002515	https://www.ted.com/talks/lieven_scheire_how_quantum_mechanics_explains_global_warming/transcript?language=en	Lieven Scheire	762	How quantum mechanics explains global warming	285.0	global issues,climate change,physics,ted-ed,science,nature,animation,natural resources	413614	2014	lieven_scheire_how_quantum_mechanics_explains_global_warming	https://pc.tedcdn.com/talk/stream/2014E/Blank/LievenScheire_Quantum_2014E-180k.mp4	TED-Ed	24095
002516	https://www.ted.com/talks/lorrie_faith_cranor_what_s_wrong_with_your_pa_w0rd/transcript?language=en	Lorrie Faith Cranor	3076	What’s wrong with your pa$$w0rd?	1061.0	tedx,business,communication,hack,privacy,security,technology	1549621	2014	lorrie_faith_cranor_what_s_wrong_with_your_pa_w0rd	https://pc.tedcdn.com/talk/stream/2014X/Blank/LorrieCranor_2014X-180k.mp4	TEDxCMU	2030
002517	https://www.ted.com/talks/margaret_gould_stewart_how_giant_websites_design_for_you_and_a_billion_others_too/transcript?language=en	Margaret Gould Stewart	2153	How giant websites design for you (and a billion others, too)	776.0	business,culture,design,technology,graphic design	1723057	2014	margaret_gould_stewart_how_giant_websites_design_for_you_and_a_billion_others_too	https://pc.tedcdn.com/talk/stream/2014/Blank/MargaretStewart_2014-180k.mp4	TED2014	2039
002518	https://www.ted.com/talks/megan_washington_why_i_live_in_mortal_dread_of_public_speaking/transcript?language=en	Megan Washington	1177	Why I live in mortal dread of public speaking	778.0	tedx,disability,live music,media,music,speech	1891840	2014	megan_washington_why_i_live_in_mortal_dread_of_public_speaking	https://pc.tedcdn.com/talk/stream/2014X/Blank/MeganWashington_2014X-180k.mp4	TEDxSydney	2054
002519	https://www.ted.com/talks/naomi_oreskes_why_we_should_believe_in_science/transcript?language=en	Naomi Oreskes	3249	Why we should trust scientists	1154.0	climate change,history,science,religion,astronomy,philosophy	1287372	2014	naomi_oreskes_why_we_should_believe_in_science	https://pc.tedcdn.com/talk/stream/2014S/Blank/NaomiOreskes_2014S-180k.mp4	TEDSalon NY2014	2032
002520	https://www.ted.com/talks/nicholas_negroponte_a_30_year_history_of_the_future/transcript?language=en	Nicholas Negroponte	2913	A 30-year history of the future	1183.0	computers,future,innovation,intelligence,interface design,prediction,technology	2016520	2014	nicholas_negroponte_a_30_year_history_of_the_future	https://pc.tedcdn.com/talk/stream/2014/Blank/NicholasNegroponte_2014-180k.mp4	TED2014	2043
002521	https://www.ted.com/talks/nikolai_begg_a_tool_to_fix_one_of_the_most_dangerous_moments_in_surgery/transcript?language=en	Nikolai Begg	1612	A tool to fix one of the most dangerous moments in surgery	561.0	surgery,engineering,invention,medicine,product design	1369903	2013	nikolai_begg_a_tool_to_fix_one_of_the_most_dangerous_moments_in_surgery	https://pc.tedcdn.com/talk/stream/2013X/Blank/NikolaiBegg_2013X-180k.mp4	TEDxBeaconStreet	2046
002522	https://www.ted.com/talks/paul_bloom_can_prejudice_ever_be_a_good_thing/transcript?language=en	Paul Bloom	2999	Can prejudice ever be a good thing?	983.0	behavioral economics,mind,psychology	1211562	2014	paul_bloom_can_prejudice_ever_be_a_good_thing	https://pc.tedcdn.com/talk/stream/2014S/Blank/PaulBloom_2014S-180k.mp4	TEDSalon NY2014	2037
002523	https://www.ted.com/talks/renata_salecl_our_unhealthy_obsession_with_choice/transcript?language=en	Renata Salecl	1955	Our unhealthy obsession with choice	902.0	choice,culture,social change	1566661	2013	renata_salecl_our_unhealthy_obsession_with_choice	https://pc.tedcdn.com/talk/stream/2013G/Blank/RenataSalecl_2013G-180k.mp4	TEDGlobal 2013	2044
002524	https://www.ted.com/talks/ruth_chang_how_to_make_hard_choices/transcript?language=en	Ruth Chang	2095	How to make hard choices	881.0	choice,decision-making,philosophy	7696343	2014	ruth_chang_how_to_make_hard_choices	https://pc.tedcdn.com/talk/stream/2014S/Blank/RuthChang_2014S-180k.mp4	TEDSalon NY2014	2023
002525	https://www.ted.com/talks/sara_lewis_the_loves_and_lies_of_fireflies/transcript?language=en	Sara Lewis	1746	The loves and lies of fireflies	831.0	biology,evolution,insects	1021168	2014	sara_lewis_the_loves_and_lies_of_fireflies	https://pc.tedcdn.com/talk/stream/2014/Blank/SaraLewis_2014-180k.mp4	TED2014	2001
002526	https://www.ted.com/talks/shai_reshef_a_tuition_free_college_degree/transcript?language=en	Shai Reshef	1282	An ultra-low-cost college degree	648.0	business,computers,education,open-source,technology,code	6273271	2014	shai_reshef_a_tuition_free_college_degree	https://pc.tedcdn.com/talk/stream/2014/Blank/ShaiReshef_2014-180k.mp4	TED2014	2050
002527	https://www.ted.com/talks/shaka_senghor_why_your_worst_deeds_don_t_define_you/transcript?language=en	Shaka Senghor	1682	Why your worst deeds don’t define you	720.0	crime,culture,prison	1590778	2014	shaka_senghor_why_your_worst_deeds_don_t_define_you	https://pc.tedcdn.com/talk/stream/2014/Blank/ShakaSenghor_2014-180k.mp4	TED2014	2029
002528	https://www.ted.com/talks/shih_chieh_huang_sculptures_that_d_be_at_home_at_the_bottom_of_the_ocean/transcript?language=en	Shih Chieh Huang	625	Sculptures that’d be at home in the deep sea	314.0	ted fellows,art,oceans	856208	2014	shih_chieh_huang_sculptures_that_d_be_at_home_at_the_bottom_of_the_ocean	https://pc.tedcdn.com/talk/stream/2014U/Blank/ShihChiehHuang_2014U-180k.mp4	TED2014	2047
002529	https://www.ted.com/talks/simon_anholt_which_country_does_the_most_good_for_the_world/transcript?language=en	Simon Anholt	3158	Which country does the most good for the world?	1074.0	foreign policy,global issues,government,policy,statistics,business	6026009	2014	simon_anholt_which_country_does_the_most_good_for_the_world	https://pc.tedcdn.com/talk/stream/2014S/Blank/SimonAnholt_2014S-180k.mp4	TEDSalon Berlin 2014	2036
002530	https://www.ted.com/talks/ze_frank_are_you_human/transcript?language=en	Ze Frank	508	Are you human?	274.0	comedy,community,entertainment,humanity,humor,performance	4653410	2014	ze_frank_are_you_human	https://pc.tedcdn.com/talk/stream/2014/Blank/ZeFrank_2014-180k.mp4	TED2014	2049
002531	https://www.ted.com/talks/andrew_pontzen_and_tom_whyntie_the_fundamentals_of_space_time_part_2/transcript?language=en	Andrew Pontzen and Tom Whyntie	720	The fundamentals of space-time	275.0	ted-ed,animation,universe,space,time,physics	672817	2014	andrew_pontzen_and_tom_whyntie_the_fundamentals_of_space_time_part_2	https://pc.tedcdn.com/talk/stream/2014E/Blank/AndrewPontzen_SpaceTime2_2014E-180k.mp4	TED-Ed	24064
002532	https://www.ted.com/talks/andrew_solomon_how_the_worst_moments_in_our_lives_make_us_who_we_are/transcript?language=en	Andrew Solomon	2769	How the worst moments in our lives make us who we are	1227.0	lgbt,culture,depression,identity,pain,gender equality	6214657	2014	andrew_solomon_how_the_worst_moments_in_our_lives_make_us_who_we_are	https://pc.tedcdn.com/talk/stream/2014/Blank/AndrewSolomon_2014-180k.mp4	TED2014	2005
002533	https://www.ted.com/talks/chris_kluwe_how_augmented_reality_will_change_sports_and_build_empathy/transcript?language=en	Chris Kluwe	1576	How augmented reality will change sports ... and build empathy	551.0	sports,technology,virtual reality	1298179	2014	chris_kluwe_how_augmented_reality_will_change_sports_and_build_empathy	https://pc.tedcdn.com/talk/stream/2014/Blank/ChrisKluwe_2014-180k.mp4	TED2014	2007
002534	https://www.ted.com/talks/colm_kelleher_the_science_of_symmetry/transcript?language=en	Colm Kelleher	841	The science of symmetry	293.0	ted-ed,animation,science,animals,evolution	483588	2014	colm_kelleher_the_science_of_symmetry	https://pc.tedcdn.com/talk/stream/2014E/Blank/ColmKelleher_Symmetry_2014E-180k.mp4	TED-Ed	24069
002535	https://www.ted.com/talks/dan_gilbert_you_are_always_changing/transcript?language=en	Dan Gilbert	1140	The psychology of your future self	409.0	culture,humanity,psychology,personality	4332006	2014	dan_gilbert_you_are_always_changing	https://pc.tedcdn.com/talk/stream/2014U/Blank/DanGilbert_2014U-180k.mp4	TED2014	2012
002536	https://www.ted.com/talks/dawn_maslar_the_science_of_attraction/transcript?language=en	Dawn Maslar	676	The science of attraction	259.0	health,psychology,science,self,relationships,sex,ted-ed,chemistry,animation,humanity,brain,human body,physiology	4226818	2014	dawn_maslar_the_science_of_attraction	https://pc.tedcdn.com/talk/stream/2014E/Blank/DawnMaslar_ScienceofAttraction_2014E-180k.mp4	TED-Ed	24067
002537	https://www.ted.com/talks/deborah_gordon_what_ants_teach_us_about_the_brain_cancer_and_the_internet/transcript?language=en	Deborah Gordon	2283	What ants teach us about the brain, cancer and the Internet	849.0	ants,insects,nature,science,biomimicry,internet,evolution,cancer,animals,algorithm,computers	1472343	2014	deborah_gordon_what_ants_teach_us_about_the_brain_cancer_and_the_internet	https://pc.tedcdn.com/talk/stream/2014/Blank/DeborahGordon_2014-180k.mp4	TED2014	1995
002538	https://www.ted.com/talks/edmond_hui_how_the_heart_actually_pumps_blood/transcript?language=en	Edmond Hui	681	How the heart actually pumps blood	252.0	healthcare,heart health,health,health care,public health,biology,science,human body,physiology,ted-ed,animation	2296965	2014	edmond_hui_how_the_heart_actually_pumps_blood	https://pc.tedcdn.com/talk/stream/2014E/Blank/EdmondHui_Heart_2014E-180k.mp4	TED-Ed	24072
002539	https://www.ted.com/talks/gavin_schmidt_the_emergent_patterns_of_climate_change/transcript?language=en	Gavin Schmidt	1836	The emergent patterns of climate change	730.0	climate change,environment,science,visualizations,pollution,weather,future,prediction,data,math,algorithm,computers,code,botany,water,green,ecology	1251073	2014	gavin_schmidt_the_emergent_patterns_of_climate_change	https://pc.tedcdn.com/talk/stream/2014/Blank/GavinSchmidt_2014-180k.mp4	TED2014	1988
002540	https://www.ted.com/talks/jackie_savitz_save_the_oceans_feed_the_world/transcript?language=en	Jackie Savitz	2049	Save the oceans, feed the world!	670.0	tedx,oceans,sustainability	1250006	2013	jackie_savitz_save_the_oceans_feed_the_world	https://pc.tedcdn.com/talk/stream/2013X/Blank/JackieSavitz_2013X-180k.mp4	TEDxMidAtlantic 2013	2003
002541	https://www.ted.com/talks/jon_mooallem_the_strange_story_of_the_teddy_bear_and_what_it_reveals_about_our_relationship_to_animals/transcript?language=en	Jon Mooallem	2607	How the teddy bear taught us compassion	856.0	environment,nature	1142879	2014	jon_mooallem_the_strange_story_of_the_teddy_bear_and_what_it_reveals_about_our_relationship_to_animals	https://pc.tedcdn.com/talk/stream/2014/Blank/JonMooallem_2014-180k.mp4	TED2014	2006
002542	https://www.ted.com/talks/karen_d_davis_how_does_your_brain_respond_to_pain/transcript?language=en	Karen D. Davis	715	How does your brain respond to pain?	283.0	health,brain,ted-ed,science,animation,biology,pain,human body	1909068	2014	karen_d_davis_how_does_your_brain_respond_to_pain	https://pc.tedcdn.com/talk/stream/2014E/Blank/KarenDavis_BrainonPain_2014E-180k.mp4	TED-Ed	24076
002543	https://www.ted.com/talks/keren_elazari_hackers_the_internet_s_immune_system/transcript?language=en	Keren Elazari	2179	Hackers	999.0	internet,activism,crime,hack,terrorism,encryption	2540998	2014	keren_elazari_hackers_the_internet_s_immune_system	https://pc.tedcdn.com/talk/stream/2014/Blank/KerenElazari_2014-180k.mp4	TED2014	2019
002544	https://www.ted.com/talks/kevin_briggs_the_bridge_between_suicide_and_life/transcript?language=en	Kevin Briggs	1770	The bridge between suicide and life	853.0	culture,depression,mental health,suicide	5077994	2014	kevin_briggs_the_bridge_between_suicide_and_life	https://pc.tedcdn.com/talk/stream/2014/Blank/KevinBriggs_2014-180k.mp4	TED2014	1997
002545	https://www.ted.com/talks/kitra_cahana_stories_of_the_homeless_and_hidden/transcript?language=en	Kitra Cahana	696	A glimpse of life on the road	300.0	ted fellows,art,global issues,journalism,photography,travel,youth	1560519	2014	kitra_cahana_stories_of_the_homeless_and_hidden	https://pc.tedcdn.com/talk/stream/2014U/Blank/KitraCahana_2014U-180k.mp4	TED2014	2009
002546	https://www.ted.com/talks/marco_tempest_maybe_the_best_robot_demo_ever/transcript?language=en	Marco Tempest	698	And for my next trick, a robot	378.0	entertainment,magic,robots,technology	2885037	2014	marco_tempest_maybe_the_best_robot_demo_ever	https://pc.tedcdn.com/talk/stream/2014/Blank/MarcoTempest_2014-180k.mp4	TED2014	1991
002547	https://www.ted.com/talks/mark_ronson_how_sampling_transformed_music/transcript?language=en	Mark Ronson	2258	How sampling transformed music	1010.0	music,performance,live music,entertainment	4488246	2014	mark_ronson_how_sampling_transformed_music	https://pc.tedcdn.com/talk/stream/2014/Blank/MarkRonson_2014-180k.mp4	TED2014	1994
002548	https://www.ted.com/talks/mellody_hobson_color_blind_or_color_brave/transcript?language=en	Mellody Hobson	2296	Color blind or color brave?	854.0	business,communication,inequality,race,women in business,diversity	3771141	2014	mellody_hobson_color_blind_or_color_brave	https://pc.tedcdn.com/talk/stream/2014/Blank/MellodyHobson_2014-180k.mp4	TED2014	1990
002549	https://www.ted.com/talks/randall_munroe_comics_that_ask_what_if/transcript?language=en	Randall Munroe	1717	Comics that ask &quot;what if?&quot;	569.0	art,humor,math,physics,science,science and art,computers,google,data,comedy	3334034	2014	randall_munroe_comics_that_ask_what_if	https://pc.tedcdn.com/talk/stream/2014/Blank/RandallMunroe_2014-180k.mp4	TED2014	1993
002550	https://www.ted.com/talks/ray_kurzweil_get_ready_for_hybrid_thinking/transcript?language=en	Ray Kurzweil	1643	Get ready for hybrid thinking	592.0	ai,brain,cloud,evolution,future,technology	3423921	2014	ray_kurzweil_get_ready_for_hybrid_thinking	https://pc.tedcdn.com/talk/stream/2014/Blank/RayKurzweil_2014-180k.mp4	TED2014	2015
002551	https://www.ted.com/talks/rives_a_museum_of_4_o_clock_in_the_morning/transcript?language=en	Rives	2444	The Museum of Four in the Morning	844.0	entertainment,humor,online video,spoken word,storytelling	2029538	2014	rives_a_museum_of_4_o_clock_in_the_morning	https://pc.tedcdn.com/talk/stream/2014A/Blank/Rives_2014A-180k.mp4	TEDActive 2014	2000
002552	https://www.ted.com/talks/robert_full_the_secrets_of_nature_s_grossest_creatures_channeled_into_robots/transcript?language=en	Robert Full	733	The secrets of nature&#39;s grossest creatures, channeled into robots	307.0	animals,design,robots,science,technology,insects,biomimicry,invention,biology,demo	1281108	2014	robert_full_the_secrets_of_nature_s_grossest_creatures_channeled_into_robots	https://pc.tedcdn.com/talk/stream/2014U/Blank/RobertFull_2014U-180k.mp4	TED2014	2014
002553	https://www.ted.com/talks/sarah_jones_what_does_the_future_hold_11_characters_offer_quirky_answers/transcript?language=en	Sarah Jones	2946	What does the future hold? 11 characters offer quirky answers	1116.0	future,humor,performance,theater	1674871	2014	sarah_jones_what_does_the_future_hold_11_characters_offer_quirky_answers	https://pc.tedcdn.com/talk/stream/2014/Blank/SarahJones_2014-180k.mp4	TED2014	1989
002554	https://www.ted.com/talks/sebastian_junger_why_veterans_miss_war/transcript?language=en	Sebastian Junger	1999	Why veterans miss war	788.0	film,global issues,journalism,peace,war,ptsd	3615876	2014	sebastian_junger_why_veterans_miss_war	https://pc.tedcdn.com/talk/stream/2014S/Blank/SebastianJunger_2014S-180k.mp4	TEDSalon NY2014	1999
002555	https://www.ted.com/talks/simon_sinek_why_good_leaders_make_you_feel_safe/transcript?language=en	Simon Sinek	1971	Why good leaders make you feel safe	719.0	business,leadership,military,work	11218857	2014	simon_sinek_why_good_leaders_make_you_feel_safe	https://pc.tedcdn.com/talk/stream/2014/Blank/SimonSinek_2014-180k.mp4	TED2014	1998
002556	https://www.ted.com/talks/stanley_mcchrystal_the_military_case_for_sharing_knowledge/transcript?language=en	Stanley McChrystal	1028	The military case for sharing knowledge	404.0	collaboration,iraq,military,war,surveillance	1051384	2014	stanley_mcchrystal_the_military_case_for_sharing_knowledge	https://pc.tedcdn.com/talk/stream/2014U/Blank/StanleyMcChrystal_2014U-180k.mp4	TED2014	1992
002557	https://www.ted.com/talks/stella_young_i_m_not_your_inspiration_thank_you_very_much/transcript?language=en	Stella Young	1333	I&#39;m not your inspiration, thank you very much	556.0	tedx,activism,disability,humor,motivation,comedy	3090752	2014	stella_young_i_m_not_your_inspiration_thank_you_very_much	https://pc.tedcdn.com/talk/stream/2014X/Blank/StellaYoung_2014X-180k.mp4	TEDxSydney	2017
002558	https://www.ted.com/talks/stephen_burt_why_people_need_poetry/transcript?language=en	Stephen Burt	1915	Why people need poetry	792.0	culture,language,poetry	1297989	2013	stephen_burt_why_people_need_poetry	https://pc.tedcdn.com/talk/stream/2013G/Blank/StephenBurt_2013G-180k.mp4	TEDGlobal 2013	2013
002559	https://www.ted.com/talks/stephen_friend_the_hunt_for_unexpected_genetic_heroes/transcript?language=en	Stephen Friend	1635	The hunt for &quot;unexpected genetic heroes&quot;	639.0	biology,data,disease,genetics,health,privacy,alzheimer's	1008784	2014	stephen_friend_the_hunt_for_unexpected_genetic_heroes	https://pc.tedcdn.com/talk/stream/2014/Blank/StephenFriend_2014-180k.mp4	TED2014	2004
002560	https://www.ted.com/talks/sting_how_i_started_writing_songs_again/transcript?language=en	Sting	3274	How I started writing songs again	1395.0	creativity,live music,music,performance,entertainment	2426986	2014	sting_how_i_started_writing_songs_again	https://pc.tedcdn.com/talk/stream/2014/Blank/Sting_2014-180k.mp4	TED2014	2010
002561	https://www.ted.com/talks/tristram_wyatt_the_smelly_mystery_of_the_human_pheromone/transcript?language=en	Tristram Wyatt	2258	The smelly mystery of the human pheromone	893.0	tedx,animals,biology,smell	1377437	2013	tristram_wyatt_the_smelly_mystery_of_the_human_pheromone	https://pc.tedcdn.com/talk/stream/2013X/Blank/TristramWyatt_2013X-180k.mp4	TEDxLeuvenSalon	2002
002562	https://www.ted.com/talks/uri_alon_why_truly_innovative_science_demands_a_leap_into_the_unknown/transcript?language=en	Uri Alon	2442	Why science demands a leap into the unknown	952.0	creativity,science,theater,science and art,teaching,social change,medical research	1111800	2013	uri_alon_why_truly_innovative_science_demands_a_leap_into_the_unknown	https://pc.tedcdn.com/talk/stream/2013G/Blank/UriAlon_2013G-180k.mp4	TEDGlobal 2013	2020
002563	https://www.ted.com/talks/wes_moore_how_to_talk_to_veterans_about_the_war/transcript?language=en	Wes Moore	2524	How to talk to veterans about war	867.0	peace,war,ptsd,communication,military	1924708	2014	wes_moore_how_to_talk_to_veterans_about_the_war	https://pc.tedcdn.com/talk/stream/2014S/Blank/WesMoore_2014S-180k.mp4	TEDSalon NY2014	2008
002564	https://www.ted.com/talks/will_potter_the_shocking_move_to_criminalize_non_violent_protest/transcript?language=en	Will Potter	674	The shocking move to criminalize nonviolent protest	273.0	ted fellows,activism,animals,environment,journalism,politics,terrorism,nonviolence	1121349	2014	will_potter_the_shocking_move_to_criminalize_non_violent_protest	https://pc.tedcdn.com/talk/stream/2014U/Blank/WillPotter_2014U-180k.mp4	TED2014	2018
002565	https://www.ted.com/talks/william_black_how_to_rob_a_bank_from_the_inside_that_is/transcript?language=en	William Black	2488	How to rob a bank (from the inside, that is)	1128.0	tedx,business,crime,finance,law	1584503	2013	william_black_how_to_rob_a_bank_from_the_inside_that_is	https://pc.tedcdn.com/talk/stream/2013X/Blank/WilliamBlack_2013X-180k.mp4	TEDxUMKC	1996
002566	https://www.ted.com/talks/yoruba_richen_what_the_gay_rights_movement_learned_from_the_civil_rights_movement/transcript?language=en	Yoruba Richen	2501	What the gay rights movement learned from the civil rights movement	1062.0	lgbt,activism,film,inequality,race,gender equality	769527	2014	yoruba_richen_what_the_gay_rights_movement_learned_from_the_civil_rights_movement	https://pc.tedcdn.com/talk/stream/2014/Blank/YorubaRichen_2014-180k.mp4	TED2014	2016
002567	https://www.ted.com/talks/alex_gendler_how_tsunamis_work/transcript?language=en	Alex Gendler	540	How tsunamis work	201.0	oceans,weather,ted-ed,animation,science,climate change,marine biology,prediction,water,nature,natural disaster	5562274	2014	alex_gendler_how_tsunamis_work	https://pc.tedcdn.com/talk/stream/2014E/Blank/AlexGendler_Tsunamis_2014E-180k.mp4	TED-Ed	24060
002568	https://www.ted.com/talks/alex_rosenthal_and_george_zaidan_the_case_of_the_missing_fractals/transcript?language=en	Alex Rosenthal and George Zaidan	689	The case of the missing fractals	277.0	animation,ted-ed,math,education,design	624226	2014	alex_rosenthal_and_george_zaidan_the_case_of_the_missing_fractals	https://pc.tedcdn.com/talk/stream/2013E/Blank/GeorgeZaidan_Fractals_2013E-180k.mp4	TED-Ed	24063
002569	https://www.ted.com/talks/allan_adams_the_discovery_that_could_rewrite_physics/transcript?language=en	Allan Adams	747	The discovery that could rewrite physics	282.0	astronomy,big bang,physics,space,time,universe	1855691	2014	allan_adams_the_discovery_that_could_rewrite_physics	https://pc.tedcdn.com/talk/stream/2014/Blank/AllanAdams_2014-180k.mp4	TED2014	1963
002570	https://www.ted.com/talks/amanda_burden_how_public_spaces_make_cities_work/transcript?language=en	Amanda Burden	2662	How public spaces make cities work	1108.0	architecture,cities	1322239	2014	amanda_burden_how_public_spaces_make_cities_work	https://pc.tedcdn.com/talk/stream/2014/Blank/AmandaBurden_2014-180k.mp4	TED2014	1966
002571	https://www.ted.com/talks/andrew_bastawrous_get_your_next_eye_exam_on_a_smartphone/transcript?language=en	Andrew Bastawrous	997	Get your next eye exam on a smartphone	393.0	ted fellows,health,invention,public health,sight,blindness	1171111	2014	andrew_bastawrous_get_your_next_eye_exam_on_a_smartphone	https://pc.tedcdn.com/talk/stream/2014U/Blank/AndrewBastawrous_2014U-180k.mp4	TED2014	1987
002572	https://www.ted.com/talks/bill_and_melinda_gates_why_giving_away_our_wealth_has_been_the_most_satisfying_thing_we_ve_done/transcript?language=en	Bill and Melinda Gates	4467	Why giving away our wealth has been the most satisfying thing we&#39;ve done	1500.0	activism,business,money,philanthropy	4148697	2014	bill_and_melinda_gates_why_giving_away_our_wealth_has_been_the_most_satisfying_thing_we_ve_done	https://pc.tedcdn.com/talk/stream/2014/Blank/BillGates_2014-180k.mp4	TED2014	1964
002573	https://www.ted.com/talks/bran_ferren_to_create_for_the_ages_let_s_combine_art_and_engineering/transcript?language=en	Bran Ferren	2914	To create for the ages, let&#39;s combine art and engineering	1212.0	ancient world,architecture,design,engineering	1068045	2014	bran_ferren_to_create_for_the_ages_let_s_combine_art_and_engineering	https://pc.tedcdn.com/talk/stream/2014/Blank/BranFerren_2014-180k.mp4	TED2014	1956
002574	https://www.ted.com/talks/christopher_emdin_teach_teachers_how_to_create_magic/transcript?language=en	Christopher Emdin	1109	Teach teachers how to create magic	414.0	education,science,teaching,social change,religion,presentation,storytelling,magic,innovation	2343573	2013	christopher_emdin_teach_teachers_how_to_create_magic	https://pc.tedcdn.com/talk/stream/2013S/Blank/ChrisEmdin_2013S-180k.mp4	TED@NYC	1965
002575	https://www.ted.com/talks/daffodil_hudson_is_this_the_cure_for_stage_fright/transcript?language=en	TED staff	518	It&#39;s TED, the Musical	277.0	dance,genetics,music,humor,live music,entertainment	797135	2014	daffodil_hudson_is_this_the_cure_for_stage_fright	https://pc.tedcdn.com/talk/stream/2014/Blank/TEDMusical_2014-180k.mp4	TED Studio	1962
002576	https://www.ted.com/talks/david_brooks_should_you_live_for_your_resume_or_your_eulogy/transcript?language=en	David Brooks	824	Should you live for your résumé ... or your eulogy?	301.0	philosophy,psychology,self,success,introvert	2654764	2014	david_brooks_should_you_live_for_your_resume_or_your_eulogy	https://pc.tedcdn.com/talk/stream/2014U/Blank/DavidBrooks_2014U-180k.mp4	TED2014	1973
