Hello hello
whether whether
they they
can can
still still
be be
infectious infectious
? ?
They they
can can
be be
the the
unintended unintended
carriers carrier
of of
it it
. .
Or or
actually actually
, ,
is be
there there
evidence evidence
that that
school school
closures closure
may may
not not
be be
as as
important important
in in
this this
instance instance
as as
it it
is be
in in
others other
? ?
AK ak
: :
So so
that that
point point
on on
what what
role role
children child
play play
is be
a a
crucial crucial
one one
, ,
and and
there there
' '
s s
still still
not not
a a
good good
evidence evidence
base base
there there
. .
From from
following follow
up up
of of
contacts contact
of of
cases case
, ,
there there
' '
s s
now now
evidence evidence
that that
children child
are be
getting get
infected infected
, ,
so so
when when
you you
' '
re re
testing testing
, ,
they they
are be
getting get
exposed expose
, ,
it it
' '
s s
not not
that that
somehow somehow
they they
' '
re re
just just
not not
getting get
the the
infection infection
at at
all all
, ,
but but
as as
you you
said say
, ,
they they
' '
re re
not not
showing show
symptoms symptom
in in
the the
same same
way way
. .
And and
particularly particularly
for for
flu flu
, ,
when when
we we
see see
the the
implications implication
of of
school school
closures closure
, ,
even even
in in
the the
UK uk
in in
2009 @card@
during during
swine swine
flu flu
, ,
there there
was be
a a
dip dip
in in
the the
outbreak outbreak
during during
the the
school school
holidays holiday
, ,
you you
could could
see see
it it
on on
the the
epidemic epidemic
curve curve
, ,
it it
kind kind
of of
comes come
back back
down down
in in
the the
summer summer
and and
goes go
back back
up up
in in
the the
autumn autumn
. .
But but
of of
course course
, ,
in in
2009 @card@
, ,
there there
was be
some some
immunity immunity
in in
older old
groups group
. .
That that
kind kind
of of
shifted shift
more more
the the
transmission transmission
into into
the the
younger young
ones one
. .
So so
I i
think think
it it
' '
s s
really really
something something
we we
' '
re re
trying try
to to
work work
to to
understand understand
. .
Obviously obviously
, ,
it it
will will
reduce reduce
interactions interaction
, ,
with with
school school
closures closure
, ,
but but
then then
there there
' '
s s
knock-on knock-on
social social
effects effect
, ,
there there
' '
s s
potential potential
knock-on knock-on
changes change
in in
mixing mix
, ,
maybe maybe
grandparents grandparent
and and
their their
role role
, ,
in in
terms term
of of
alternative alternative
carers carers
if if
parents parent
have have
to to
work work
. .
So so
I i
think think
there there
' '
s s
a a
lot lot
of of
pieces piece
that that
need need
to to
be be
considered consider
. .
CA ca
: :
I i
mean mean
, ,
based base
on on
all all
of of
the the
different different
pieces piece
of of
evidence evidence
you you
' '
ve ve
seen see
, ,
if if
it it
were be
down down
to to
you you
, ,
would would
you you
be be
recommending recommend
that that
most most
countries country
at at
this this
point point
do do
look look
hard hard
at at
extensive extensive
school school
closures closure
as as
a a
precautionary precautionary
measure measure
, ,
that that
it it
' '
s s
just just
worth worth
it it
to to
do do
that that
as as
a a
sort sort
of of
painful painful
two two
, ,
three three
, ,
four four
, ,
five-month five-month
strategy strategy
? ?
What what
would would
you you
recommend recommend
? ?
AK ak
: :
I i
think think
the the
key key
thing thing
, ,
given give
the the
age age
distribution distribution
of of
risk risk
and and
the the
severity severity
in in
older old
groups group
is be
reduce reduce
interactions interaction
that that
bring bring
the the
infection infection
into into
those those
groups group
. .
And and
then then
amongst amongst
everyone everyone
else else
, ,
reduce reduce
interactions interaction
as as
much much
as as
possible possible
. .
I i
think think
the the
key key
thing thing
is be
we we
' '
ve ve
got get
so so
much much
of of
the the
disease disease
burden burden
in in
the the
kind kind
of of
60-plus 60-plus
group group
that that
it it
' '
s s
not not
just just
about about
everyone everyone
trying try
to to
avoid avoid
everyone everyone
' '
s s
interactions interaction
, ,
but but
it it
' '
s s
the the
kind kind
of of
behaviors behavior
that that
would would
drive drive
infections infection
into into
those those
groups group
. .
CA ca
: :
Does do
that that
mean mean
that that
people people
should should
think think
twice twice
before before
, ,
I i
don don
' '
t t
know know
, ,
visiting visit
a a
loved love
one one
in in
an an
old old
people people
' '
s s
home home
or or
in in
a a
residential residential
facility facility
? ?
Like like
that that
, ,
we we
should should
just just
pay pay
super super
special special
attention attention
to to
that that
, ,
should should
all all
these these
facilities facility
be be
taking take
great great
care care
about about
who who
they they
admit admit
, ,
taking take
temperature temperature
and and
checking checking
for for
symptoms symptom
or or
something something
like like
that that
? ?
AK ak
: :
I i
think think
those those
measures measure
definitely definitely
need need
to to
be be
considered consider
. .
In in
the the
UK uk
, ,
we we
' '
re re
getting get
plans plan
for for
potentially potentially
what what
' '
s s
known know
as as
a a
cocooning cocoon
strategy strategy
for for
these these
older old
groups group
that that
we we
can can
really really
try try
and and
seal seal
off off
interactions interaction
as as
much much
as as
possible possible
from from
people people
who who
might might
be be
bringing bring
infection infection
in in
. .
And and
ultimately ultimately
, ,
because because
as as
you you
said say
, ,
we we
can can
' '
t t
target target
these these
other other
aspects aspect
of of
transmission transmission
, ,
it it
is be
just just
reducing reduce
the the
risk risk
of of
exposure exposure
in in
these these
groups group
, ,
and and
so so
I i
think think
anything anything
at at
the the
individual individual
level level
you you
can can
do do
to to
get get
people people
reducing reduce
their their
risk risk
, ,
if if
either either
they they
' '
re re
elderly elderly
or or
in in
other other
risk risk
groups group
, ,
I i
think think
is be
crucial crucial
. .
And and
I i
think think
more more
at at
the the
general general
level level
those those
kind kind
of of
more more
large-scale large-scale
measures measure
can can
help help
reduce reduce
interactions interaction
overall overall
, ,
but but
I i
think think
if if
those those
reductions reduction
are be
happening happen
and and
not not
reducing reduce
the the
risk risk
for for
people people
who who
are be
going go
to to
get get
severe severe
disease disease
, ,
then then
you you
' '
re re
still still
going go
to to
get get
this this
really really
remarkably remarkably
severe severe
burden burden
. .
CA ca
: :
I i
mean mean
, ,
do do
people people
have have
to to
almost almost
apply apply
this this
double double
lens lens
as as
they they
think think
about about
this this
stuff stuff
? ?
There there
' '
s s
the the
risk risk
to to
you you
as as
you you
go go
about about
your your
life life
, ,
of of
you you
catching catch
this this
bug bug
. .
But but
there there
' '
s s
also also
the the
risk risk
of of
you you
being be
, ,
unintentionally unintentionally
, ,
a a
carrier carrier
to to
someone someone
who who
would would
suffer suffer
much much
more more
than than
you you
might might
. .
And and
that that
both both
those those
things thing
have have
to to
be be
top top
of of
mind mind
right right
now now
. .
AK ak
: :
Yeah yeah
, ,
and and
it it
' '
s s
not not
just just
whose whose
hand hand
you you
shake shake
, ,
it it
' '
s s
whose whose
hand hand
that that
person person
goes go
on on
to to
shake shake
. .
And and
I i
think think
we we
need need
to to
think think
about about
these these
second-degree second-degree
steps step
, ,
that that
you you
might might
think think
you you
have have
low low
risk risk
and and
you you
' '
re re
in in
a a
younger young
group group
, ,
but but
you you
' '
re re
often often
going go
to to
be be
a a
very very
short short
step step
away away
from from
someone someone
who who
is be
going go
to to
get get
hit hit
very very
hard hard
by by
this this
. .
And and
I i
think think
we we
really really
need need
to to
be be
socially socially
minded mind
and and
think think
this this
could could
be be
quite quite
dramatic dramatic
in in
terms term
of of
change change
of of
behavior behavior
, ,
but but
it it
needs need
to to
be be
to to
reduce reduce
the the
impact impact
that that
we we
' '
re re
potentially potentially
facing face
. .
CA ca
: :
So so
the the
opportunity opportunity
number number
, ,
we we
bring bring
down down
by by
just just
reducing reduce
the the
number number
of of
physical physical
contacts contact
we we
have have
with with
other other
people people
. .
And and
I i
guess guess
the the
transmission transmission
probability probability
number number
, ,
how how
do do
we we
bring bring
that that
down down
? ?
That that
impacts impact
how how
we we
interact interact
. .
You you
mentioned mention
hand-shaking hand-shake
, ,
I i
' '
m m
guessing guess
you you
' '
re re
going go
to to
say say
no no
handshaking handshaking
. .
AK ak
: :
Yeah yeah
, ,
so so
changes change
like like
that that
. .
I i
mean mean
, ,
another another
one one
, ,
I i
think think
, ,
handwashing handwashing
operates operate
in in
a a
way way
that that
we we
might might
be be
still still
be be
doing do
activities activity
that that
we we
' '
ve ve
previously previously
done do
, ,
but but
handwashing handwashing
reduces reduce
the the
chance chance
that that
from from
one one
interaction interaction
to to
another another
, ,
we we
might might
be be
spreading spread
infection infection
, ,
so so
it it
' '
s s
all all
of of
these these
measures measure
that that
mean mean
that that
even even
if if
we we
' '
re re
having have
these these
exposures exposure
, ,
we we
' '
re re
taking take
additional additional
steps step
to to
avoid avoid
any any
transmission transmission
happening happening
. .
CA ca
: :
I i
still still
think think
most most
people people
don don
' '
t t
fully fully
understand understand
or or
don don
' '
t t
have have
a a
clear clear
model model
of of
the the
pathway pathway
by by
which which
this this
thing thing
spreads spread
. .
So so
you you
think think
definitely definitely
people people
understand understand
that that
you you
don don
' '
t t
breathe breathe
in in
the the
water water
droplets droplet
of of
someone someone
who who
has have
just just
coughed cough
or or
sneezed sneeze
. .
So so
how how
does do
it it
spread spread
? ?
It it
gets get
onto onto
surfaces surface
. .
How how
? ?
Do do
people people
just just
breathe breathe
out out
and and
it it
goes go
on on
from from
people people
who who
are be
sick sick
, ,
they they
touch touch
their their
mouth mouth
or or
something something
like like
that that
, ,
and and
then then
touch touch
a a
surface surface
and and
it it
gets get
on on
that that
way way
? ?
How how
does do
it it
actually actually
get get
onto onto
surfaces surface
? ?
AK ak
: :
I i
think think
a a
lot lot
of of
it it
would would
be be
that that
you you
cough cough
in in
your your
hand hand
and and
it it
ends end
up up
on on
a a
surface surface
. .
But but
I i
think think
the the
challenge challenge
, ,
obviously obviously
, ,
is be
untangling untangle
these these
questions question
of of
how how
transmission transmission
happens happen
. .
You you
have have
transmission transmission
in in
a a
household household
, ,
and and
is be
it it
that that
someone someone
coughed cough
and and
it it
got get
on on
a a
surface surface
, ,
is be
it it
direct direct
contact contact
, ,
is be
it it
a a
handshake handshake
, ,
and and
even even
for for
things thing
like like
flu flu
, ,
that that
' '
s s
something something
that that
we we
work work
quite quite
hard hard
to to
try try
and and
unpick unpick
, ,
how how
does do
social social
behavior behavior
correspond correspond
to to
infection infection
risk risk
. .
Because because
it it
' '
s s
clearly clearly
important important
, ,
but but
pinning pin
it it
down down
is be
really really
tough tough
. .
CA ca
: :
It it
' '
s s
almost almost
like like
embracing embrace
the the
fact fact
that that
for for
a a
lot lot
of of
these these
things thing
, ,
we we
actually actually
don don
' '
t t
know know
and and
that that
we we
' '
re re
all all
in in
this this
game game
of of
probabilities probability
. .
Which which
, ,
in in
a a
way way
, ,
is be
why why
I i
think think
the the
math math
is be
so so
important important
here here
. .
That that
you you
have have
to to
think think
of of
this this
as as
these these
multiple multiple
numbers number
working work
together together
on on
each each
other other
, ,
they they
all all
have have
their their
part part
to to
play play
. .
And and
any any
of of
them them
that that
you you
can can
take take
down down
by by
a a
percentage percentage
is be
likely likely
contributing contribute
, ,
not not
just just
to to
you you
but but
to to
everyone everyone
. .
And and
people people
don don
' '
t t
actually actually
know know
in in
detail detail
how how
the the
numbers number
go go
together together
, ,
but but
they they
know know
that that
they they
probably probably
all all
matter matter
. .
We we
almost almost
need need
people people
to to
, ,
somehow somehow
, ,
you you
know know
, ,
embrace embrace
that that
uncertainty uncertainty
and and
then then
try try
to to
get get
some some
satisfaction satisfaction
by by
acting act
on on
every every
single single
part part
of of
it it
. .
AK ak
: :
I i
think think
it it
' '
s s
this this
idea idea
that that
if if
on on
average average
, ,
you you
' '
re re
infecting infect
, ,
say say
, ,
three three
people people
, ,
what what
' '
s s
driving drive
that that
and and
how how
can can
you you
chip chip
away away
at at
that that
value value
? ?
If if
you you
' '
re re
washing wash
your your
hands hand
, ,
how how
much much
might might
that that
chip chip
away away
in in
terms term
of of
the the
handshakes handshake
, ,
you you
know know
, ,
you you
may may
have have
had have
virus virus
and and
you you
no no
longer longer
do do
, ,
or or
if if
you you
are be
changing change
your your
social social
behavior behavior
in in
a a
certain certain
way way
, ,
is be
that that
taking take
away away
a a
couple couple
of of
interactions interaction
, ,
is be
that that
taking take
away away
half half
? ?
How how
can can
you you
really really
chip chip
into into
that that
number number
as as
much much
as as
you you
possibly possibly
can can
? ?
CA ca
: :
Is be
there there
anything anything
else else
to to
say say
about about
how how
we we
could could
reduce reduce
that that
transmission transmission
probability probability
in in
our our
interactions interaction
? ?
Like like
, ,
what what
is be
the the
physical physical
distance distance
that that
it it
' '
s s
wise wise
to to
stay stay
away away
from from
other other
people people
if if
we we
can can
? ?
AK ak
: :
I i
think think
it it
' '
s s
hard hard
to to
pin pin
down down
exactly exactly
, ,
but but
I i
think think
one one
thing thing
to to
bear bear
in in
mind mind
is be
that that
there there
' '
s s
not not
so so
much much
evidence evidence
that that
this this
is be
a a
kind kind
of of
aerosol aerosol
and and
it it
goes go
really really
far far
-- --
it it
' '
s s
reasonably reasonably
short short
distances distance
. .
I i
don don
' '
t t
think think
it it
' '
s s
the the
case case
that that
you you
' '
re re
sitting sit
a a
few few
meters meter
away away
from from
someone someone
and and
the the
virus virus
is be
somehow somehow
going go
to to
get get
across across
. .
It it
' '
s s
in in
closer close
interactions interaction
, ,
and and
it it
' '
s s
why why
we we
' '
re re
seeing see
so so
many many
transmission transmission
events event
occur occur
in in
things thing
like like
meals meal
and and
really really
tight-knit tight-knit
groups group
. .
Because because
if if
you you
imagine imagine
that that
' '
s s
where where
you you
can can
get get
a a
virus virus
out out
and and
onto onto
surfaces surface
and and
onto onto
hands hand
and and
onto onto
faces face
, ,
and and
it it
' '
s s
really really
situations situation
like like
that that
we we
' '
ve ve
got get
to to
think think
more more
about about
. .
CA ca
: :
So so
in in
a a
way way
, ,
some some
of of
the the
fears fear
that that
people people
have have
may may
actually actually
be be
overstated overstate
, ,
like like
, ,
if if
you you
' '
re re
in in
the the
middle middle
of of
an an
airplane airplane
and and
someone someone
at at
the the
front front
sneezes sneeze
, ,
I i
mean mean
, ,
that that
' '
s s
annoying annoy
, ,
but but
it it
' '
s s
actually actually
not not
the the
thing thing
you you
should should
be be
most most
freaked freak
out out
about about
. .
There there
are be
much much
smarter smart
ways way
to to
pay pay
attention attention
to to
your your
well-being well-being
. .
AK ak
: :
Yeah yeah
, ,
if if
it it
was be
measles measles
and and
the the
plane plane
was be
susceptible susceptible
people people
, ,
you you
would would
see see
a a
lot lot
of of
infections infection
after after
that that
. .
I i
think think
it it
is be
, ,
bear bear
in in
mind mind
, ,
that that
this this
is be
, ,
on on
average average
, ,
people people
infecting infect
two two
or or
three three
others other
, ,
so so
it it
' '
s s
not not
the the
case case
of of
your your
maybe maybe
50 @card@
interactions interaction
over over
a a
week week
, ,
all all
of of
those those
people people
are be
at at
risk risk
. .
But but
it it
' '
s s
going go
to to
be be
some some
of of
them them
, ,
particularly particularly
those those
close close
contacts contact
, ,
that that
are be
going go
to to
be be
where where
transmission transmission
' '
s s
occurring occur
. .
CA ca
: :
So so
talk talk
about about
, ,
from from
a a
sort sort
of of
national national
strategy strategy
point point
of of
view view
. .
There there
' '
s s
a a
lot lot
of of
talk talk
about about
the the
need need
to to
" "
flatten flatten
the the
curve curve
. .
" "
What what
does do
that that
mean mean
? ?
AK ak
: :
I i
think think
it it
refers refer
to to
this this
idea idea
that that
for for
your your
health health
systems system
, ,
you you
don don
' '
t t
want want
all all
your your
cases case
to to
appear appear
at at
the the
same same
time time
. .
So so
if if
we we
sat sit
back back
and and
did do
nothing nothing
and and
just just
let let
the the
epidemic epidemic
grow grow
, ,
and and
you you
had have
this this
growth growth
rate rate
that that
, ,
at at
the the
moment moment
, ,
in in
some some
places place
is be
looking look
like like
maybe maybe
three three
to to
four four
days day
, ,
you you
' '
re re
getting get
doubling doubling
. .
So so
every every
three three
or or
four four
days day
, ,
the the
epidemic epidemic
is be
doubling double
. .
It it
will will
skyrocket skyrocket
and and
you you
' '
ll ll
end end
up up
with with
a a
whole whole
bunch bunch
of of
really really
severely severely
ill ill
people people
needing need
hospital hospital
care care
all all
at at
the the
same same
time time
, ,
and and
you you
just just
won win
' '
t t
have have
capacity capacity
for for
it it
. .
So so
the the
idea idea
of of
flattening flatten
the the
curve curve
is be
if if
we we
can can
slow slow
transmission transmission
, ,
if if
we we
can can
get get
that that
reproduction reproduction
number number
down down
, ,
then then
there there
may may
still still
be be
an an
outbreak outbreak
, ,
but but
it it
will will
be be
much much
flatter flat
, ,
it it
will will
be be
longer longer
and and
there there
will will
be be
fewer few
severe severe
cases case
showing show
up up
, ,
which which
means mean
that that
they they
can can
get get
the the
health health
care care
they they
need need
. .
CA ca
: :
Does do
it it
imply imply
that that
there there
will will
be be
fewer few
cases case
overall overall
, ,
or or
-- --
When when
you you
look look
at at
the the
actual actual
images image
of of
people people
showing show
what what
flattening flatten
the the
curve curve
looks look
like like
, ,
it it
almost almost
looks look
as as
if if
you you
' '
ve ve
got get
the the
same same
area area
still still
under under
the the
graph graph
, ,
i i
. .
e e
. .
that that
the the
same same
number number
of of
people people
, ,
ultimately ultimately
, ,
are be
infected infect
but but
over over
a a
longer long
period period
. .
Is be
that that
typically typically
what what
happens happen
, ,
and and
even even
if if
you you
adopt adopt
all all
these these
strategies strategy
of of
social social
distancing distancing
and and
washing washing
hands hand
and and
etc etc
. .
that that
the the
best good
you you
can can
hope hope
for for
is be
that that
you you
slow slow
the the
thing thing
down down
, ,
you you
actually actually
will will
get get
as as
many many
people people
infected infect
in in
the the
end end
? ?
AK ak
: :
Not not
necessarily necessarily
-- --
it it
depends depend
on on
the the
measures measure
that that
go go
in in
. .
There there
are be
some some
measures measure
like like
, ,
shutting shut
down down
travel travel
, ,
which which
typically typically
delay delay
the the
spread spread
rather rather
than than
reduce reduce
it it
. .
So so
you you
' '
re re
still still
going go
to to
get get
the the
same same
outbreaks outbreak
, ,
but but
you you
' '
re re
stretching stretch
out out
the the
outbreaks outbreak
. .
But but
there there
are be
other other
measures measure
. .
If if
we we
talk talk
about about
reducing reduce
interactions interaction
, ,
if if
your your
reproduction reproduction
number number
' '
s s
lower lower
, ,
you you
would would
expect expect
fewer few
cases case
overall overall
. .
And and
eventually eventually
, ,
in in
your your
population population
, ,
you you
will will
get get
some some
buildup buildup
of of
immunity immunity
, ,
which which
would would
help help
you you
out out
if if
you you
think think
about about
the the
components component
, ,
reducing reduce
susceptibility susceptibility
, ,
alongside alongside
what what
' '
s s
going go
on on
elsewhere elsewhere
. .
So so
the the
hope hope
is be
that that
the the
two two
things thing
will will
work work
together together
. .
CA ca
: :
So so
help help
me me
understand understand
what what
the the
endgame endgame
is be
here here
. .
So so
, ,
take take
China china
, ,
for for
example example
. .
Whatever whatever
you you
make make
of of
the the
early early
suppression suppression
of of
data datum
and and
so so
forth forth
that that
seems seem
pretty pretty
troubling troubling
there there
. .
The the
intensity intensity
of of
the the
response response
come come
January january
time time
or or
whatever whatever
, ,
with with
the the
shutdown shutdown
of of
this this
huge huge
area area
of of
the the
country country
, ,
seems seem
to to
have have
actually actually
been be
effective effective
. .
The the
number number
of of
cases case
there there
are be
falling fall
at at
a a
shockingly shockingly
high high
rate rate
in in
some some
ways way
. .
Falling fall
to to
almost almost
nothing nothing
. .
And and
I i
can can
' '
t t
understand understand
that that
. .
You you
are be
talking talk
about about
a a
country country
of of
, ,
whatever whatever
, ,
1 @card@
. .
4 @card@
billion billion
people people
. .
There there
have have
been be
a a
huge huge
number number
of of
cases case
there there
, ,
but but
it it
was be
a a
tiny tiny
fraction fraction
of of
the the
population population
have have
actually actually
got get
sick sick
. .
And and
yet yet
, ,
they they
' '
ve ve
got get
the the
number number
way way
down down
. .
It it
' '
s s
not not
like like
every every
other other
person person
in in
China china
has have
somehow somehow
developed develop
immunity immunity
. .
Is be
it it
that that
they they
have have
been be
absolutely absolutely
disciplined discipline
about about
shutting shut
down down
travel travel
from from
the the
infected infected
regions region
and and
somehow somehow
really really
dialed dial
up up
, ,
massively massively
dialed dial
up up
testing test
at at
any any
sign sign
of of
any any
problem problem
, ,
so so
that that
literally literally
, ,
they they
are be
back back
in in
containment containment
mode mode
in in
most most
parts part
of of
China china
? ?
I i
can can
' '
t t
get get
my my
head head
around around
it it
, ,
help help
me me
understand understand
it it
. .
AK ak
: :
So so
we we
estimated estimate
, ,
in in
the the
last last
two two
weeks week
of of
January january
, ,
when when
these these
measures measure
went go
in in
, ,
the the
reproduction reproduction
number number
went go
from from
about about
2 @card@
. .
4 @card@
to to
1 @card@
. .
1 @card@
. .
So so
about about
60 @card@
percent percent
decline decline
in in
transmission transmission
in in
the the
space space
of of
a a
week week
or or
two two
. .
Which which
is be
remarkable remarkable
and and
really really
, ,
a a
lot lot
of of
it it
is be
likely likely
to to
be be
driven drive
by by
just just
fundamental fundamental
change change
in in
social social
behavior behavior
, ,
huge huge
social social
distancing distancing
, ,
really really
intensive intensive
follow-up follow-up
, ,
intensive intensive
testing testing
. .
And and
it it
got get
to to
the the
point point
where where
it it
took take
enough enough
off off
the the
reproduction reproduction
number number
to to
cause cause
the the
decline decline
, ,
and and
now now
, ,
of of
course course
, ,
we we
' '
re re
seeing see
, ,
in in
many many
areas area
, ,
a a
transition transition
back back
to to
more more
of of
this this
kind kind
of of
containment containment
, ,
because because
there there
' '
s s
few few
cases case
, ,
it it
' '
s s
more more
manageable manageable
. .
But but
we we
' '
re re
also also
seeing see
them them
face face
a a
challenge challenge
, ,
because because
a a
lot lot
of of
these these
cities city
have have
basically basically
been be
locked lock
down down
for for
six six
weeks week
and and
there there
' '
s s
a a
limit limit
to to
how how
long long
you you
can can
do do
that that
for for
. .
And and
so so
some some
of of
these these
measures measure
are be
gradually gradually
starting start
to to
be be
lifted lift
, ,
which which
of of
course course
creates create
the the
risk risk
that that
cases case
that that
are be
appearing appear
from from
other other
countries country
may may
subsequently subsequently
go go
in in
and and
reintroduce reintroduce
transmission transmission
. .
CA ca
: :
But but
given give
how how
infectious infectious
the the
bug bug
is be
, ,
and and
how how
many many
theoretical theoretical
pathways pathway
and and
connection connection
points point
there there
are be
between between
people people
in in
Wuhan wuhan
, ,
even even
in in
shutdown shutdown
, ,
or or
relatively relatively
shut shut
down down
, ,
or or
the the
other other
places place
where where
there there
' '
s s
been be
some some
infection infection
and and
the the
rest rest
of of
the the
country country
, ,
does do
it it
surprise surprise
you you
how how
quickly quickly
that that
curve curve
has have
gone go
down down
to to
nearly nearly
zero zero
? ?
AK ak
: :
Yes yes
. .
Early early
on on
when when
we we
saw see
that that
flattening flatten
off off
in in
cases case
in in
those those
first first
few few
days day
, ,
we we
did do
wonder wonder
whether whether
it it
was be
just just
they they
hit hit
a a
limit limit
in in
testing test
capacity capacity
and and
they they
were be
reporting report
1 @card@
, ,
000 @card@
a a
day day
, ,
because because
that that
' '
s s
all all
the the
kits kit
they they
had have
. .
But but
it it
continued continue
, ,
thankfully thankfully
, ,
and and
it it
shows show
that that
it it
is be
possible possible
to to
turn turn
this this
over over
with with
that that
level level
of of
intervention intervention
. .
I i
think think
the the
key key
thing thing
now now
is be
seeing see
how how
it it
works work
in in
other other
settings setting
. .
Italy italy
now now
are be
putting put
in in
really really
dramatic dramatic
interventions intervention
. .
But but
of of
course course
, ,
because because
of of
this this
delay delay
effect effect
, ,
if if
you you
put put
them them
in in
today today
, ,
you you
won win
' '
t t
necessarily necessarily
see see
the the
effects effect
on on
cases case
for for
another another
week week
or or
two two
. .
So so
I i
think think
working work
out out
what what
impact impact
that that
' '
s s
had have
is be
going go
to to
be be
key key
for for
helping help
other other
countries country
work work
on on
how how
to to
contain contain
this this
. .
CA ca
: :
To to
have have
a a
picture picture
, ,
Adam adam
, ,
of of
how how
this this
is be
likely likely
to to
play play
out out
over over
the the
next next
month month
or or
two two
, ,
give give
us us
a a
couple couple
of of
scenarios scenario
that that
are be
in in
your your
head head
. .
AK ak
: :
I i
think think
the the
optimistic optimistic
scenario scenario
is be
that that
we we
' '
re re
going go
to to
learn learn
a a
lot lot
from from
places place
like like
Italy italy
that that
have have
unfortunately unfortunately
been be
hit hit
very very
hard hard
. .
And and
that that
countries country
are be
going go
to to
take take
this this
very very
seriously seriously
and and
that that
we we
' '
re re
not not
going go
to to
get get
this this
continued continued
growth growth
that that
' '
s s
going go
to to
overwhelm overwhelm
totally totally
, ,
that that
we we
' '
re re
going go
to to
be be
able able
to to
sufficiently sufficiently
slow slow
it it
down down
, ,
that that
we we
are be
going go
to to
get get
large large
numbers number
of of
cases case
, ,
we we
' '
re re
probably probably
going go
to to
get get
a a
lot lot
of of
severe severe
cases case
, ,
but but
that that
will will
be be
more more
manageable manageable
, ,
that that
' '
s s
the the
kind kind
of of
optimistic optimistic
scenario scenario
. .
I i
think think
if if
we we
have have
a a
point point
where where
countries country
either either
don don
' '
t t
take take
this this
seriously seriously
or or
populations population
don don
' '
t t
respond respond
well well
to to
control control
measures measure
or or
it it
' '
s s
not not
detected detect
, ,
we we
could could
get get
situations situation
-- --
I i
think think
Iran iran
is be
probably probably
the the
closest close
one one
at at
the the
moment moment
-- --
where where
there there
' '
s s
been be
extensive extensive
widespread widespread
transmission transmission
, ,
and and
by by
the the
time time
it it
' '
s s
being be
responded respond
to to
, ,
those those
infections infection
are be
already already
in in
the the
system system
and and
they they
are be
going go
to to
turn turn
up up
as as
cases case
and and
severe severe
illness illness
. .
So so
I i
' '
m m
hoping hope
we we
' '
re re
not not
at at
that that
point point
, ,
but but
we we
' '
ve ve
certainly certainly
got get
, ,
at at
the the
moment moment
, ,
potentially potentially
about about
10 @card@
countries country
on on
that that
trajectory trajectory
to to
have have
the the
same same
outlook outlook
as as
Italy italy
. .
So so
it it
' '
s s
really really
crucial crucial
what what
happens happen
in in
the the
next next
couple couple
of of
weeks week
. .
CA ca
: :
Is be
there there
a a
real real
chance chance
that that
quite quite
a a
few few
countries country
end end
up up
having have
, ,
this this
year year
, ,
substantially substantially
more more
deaths death
from from
this this
virus virus
than than
from from
seasonal seasonal
flu flu
? ?
AK ak
: :
I i
think think
for for
some some
countries country
that that
is be
likely likely
, ,
yeah yeah
. .
I i
think think
if if
control control
is be
not not
possible possible
, ,
and and
we we
' '
ve ve
seen see
it it
happen happen
in in
China china
, ,
but but
that that
was be
really really
just just
an an
unprecedented unprecedented
level level
of of
intervention intervention
. .
It it
was be
really really
just just
changing change
the the
social social
fabric fabric
. .
I i
think think
people people
, ,
many many
of of
us us
, ,
don don
' '
t t
really really
appreciate appreciate
, ,
at at
a a
glance glance
, ,
just just
what what
that that
means means
, ,
to to
reduce reduce
your your
interactions interaction
to to
that that
extent extent
. .
I i
think think
many many
countries country
just just
simply simply
won win
' '
t t
be be
able able
to to
manage manage
that that
. .
CA ca
: :
It it
' '
s s
almost almost
a a
challenge challenge
to to
democracies democracy
, ,
isn isn
' '
t t
it it
-- --
" "
OK ok
, ,
show show
us us
what what
you you
can can
do do
without without
that that
kind kind
of of
draconian draconian
control control
. .
If if
you you
don don
' '
t t
like like
the the
thought thought
of of
that that
, ,
come come
on on
, ,
citizens citizen
, ,
step step
up up
, ,
show show
us us
what what
you you
' '
re re
capable capable
of of
, ,
show show
that that
you you
can can
be be
wise wise
about about
this this
and and
smart smart
and and
self-disciplined self-disciplined
, ,
and and
get get
ahead ahead
of of
the the
damn damn
bug bug
. .
" "
AK ak
: :
Yeah yeah
. .
CA ca
: :
I i
mean mean
, ,
I i
' '
m m
not not
personally personally
superoptimistic superoptimistic
about about
that that
, ,
because because
there there
' '
s s
such such
conflicting conflicting
messaging message
coming come
out out
in in
so so
many many
different different
places place
, ,
and and
people people
don don
' '
t t
like like
to to
short-term short-term
sacrifice sacrifice
. .
I i
mean mean
, ,
is be
there there
almost almost
a a
case case
that that
-- --
I i
mean mean
, ,
what what
' '
s s
your your
view view
on on
whether whether
the the
media media
has have
played play
a a
helpful helpful
role role
here here
or or
an an
unhelpful unhelpful
role role
? ?
Is be
it it
actually actually
, ,
in in
some some
ways way
, ,
helpful helpful
to to
, ,
if if
anything anything
, ,
overstate overstate
the the
concern concern
, ,
the the
fear fear
, ,
and and
actually actually
make make
people people
panic panic
a a
little little
bit bit
? ?
AK ak
: :
I i
think think
it it
' '
s s
a a
really really
tough tough
balance balance
to to
strike strike
, ,
because because
of of
course course
, ,
early early
on on
, ,
if if
you you
don don
' '
t t
have have
cases case
, ,
if if
you you
don don
' '
t t
have have
any any
evidence evidence
of of
potential potential
