Chris chris
understand understand
more more
what what
goes go
on on
in in
this this
brain brain
of of
yours yours
, ,
because because
it it
is be
a a
pretty pretty
unique unique
one one
. .
I i
want want
to to
play play
, ,
with with
your your
permission permission
, ,
this this
very very
funny funny
opening opening
from from
SNL snl
, ,
Saturday saturday
Night night
Live live
. .
Thank thank
you you
. .
Thank thank
you you
very very
much much
. .
It it
' '
s s
an an
honor honor
to to
be be
hosting host
Saturday saturday
Night night
Live live
. .
I i
mean mean
that that
. .
Sometimes sometimes
after after
I i
say say
something something
, ,
I i
have have
to to
say say
, ,
" "
I i
mean mean
that that
. .
" "
So so
people people
really really
know know
that that
I i
mean mean
it it
. .
That that
' '
s s
because because
I i
don don
' '
t t
always always
have have
a a
lot lot
of of
intonational intonational
variation variation
in in
how how
I i
speak speak
. .
Which which
, ,
I i
' '
m m
told tell
, ,
makes make
for for
great great
comedy comedy
. .
I i
' '
m m
actually actually
making make
history history
tonight tonight
as as
the the
first first
person person
with with
Asperger asperger
' '
s s
to to
host host
SNL snl
. .
CA ca
: :
And and
I i
think think
you you
followed follow
that that
up up
with with
-- --
EM em
: :
At at
least least
the the
first first
person person
to to
admit admit
it it
. .
CA ca
: :
The the
first first
person person
to to
admit admit
it it
. .
So so
this this
was be
a a
brave brave
thing thing
to to
say say
. .
But but
I i
would would
love love
to to
understand understand
you you
know know
, ,
how how
you you
think think
of of
Asperger asperger
' '
s s
, ,
like like
, ,
whether whether
you you
can can
give give
us us
any any
sense sense
of of
, ,
even even
you you
as as
a a
boy boy
, ,
what what
the the
experience experience
was be
or or
as as
you you
now now
understand understand
, ,
with with
the the
benefit benefit
of of
hindsight hindsight
. .
Can can
you you
talk talk
about about
that that
a a
bit bit
? ?
EM em
: :
Well well
, ,
I i
think think
everyone everyone
' '
s s
experience experience
is be
going go
to to
be be
somewhat somewhat
different different
. .
But but
I i
guess guess
for for
me me
, ,
the the
social social
cues cue
were be
not not
intuitive intuitive
. .
So so
I i
was be
just just
very very
bookish bookish
, ,
and and
I i
didn didn
' '
t t
understand understand
. .
. .
. .
I i
guess guess
others other
could could
sort sort
of of
, ,
intuitively intuitively
understand understand
. .
. .
. .
What what
was be
meant mean
by by
something something
. .
I i
would would
just just
tend tend
to to
take take
things thing
very very
literally literally
, ,
like like
, ,
the the
words word
, ,
as as
spoken speak
, ,
were be
exactly exactly
what what
they they
meant mean
. .
But but
then then
that that
turned turn
out out
to to
be be
wrong wrong
. .
They they
' '
re re
not not
simply simply
saying say
exactly exactly
what what
they they
mean mean
. .
There there
' '
s s
all all
sorts sort
of of
other other
things thing
that that
are be
meant mean
. .
It it
took take
me me
a a
while while
to to
figure figure
that that
out out
. .
I i
was be
, ,
you you
know know
, ,
bullied bully
quite quite
a a
lot lot
. .
So so
. .
. .
. .
I i
did do
not not
have have
a a
sort sort
of of
, ,
happy happy
childhood childhood
, ,
to to
be be
frank frank
. .
It it
was be
quite quite
, ,
quite quite
rough rough
. .
But but
I i
read read
a a
lot lot
of of
books book
. .
I i
read read
lots lot
and and
lots lot
of of
books book
. .
And and
, ,
you you
know know
, ,
sort sort
of of
, ,
gradually gradually
understood understand
more more
from from
the the
books book
that that
I i
was be
reading read
and and
watched watch
a a
lot lot
of of
movies movie
and and
. .
. .
. .
You you
know know
, ,
just just
. .
. .
. .
But but
it it
took take
me me
a a
while while
to to
understand understand
things thing
that that
most most
people people
intuitively intuitively
understand understand
. .
CA ca
: :
So so
I i
' '
ve ve
wondered wonder
whether whether
it it
' '
s s
possible possible
that that
that that
was be
, ,
in in
a a
strange strange
way way
, ,
an an
incredible incredible
gift gift
to to
you you
and and
indirectly indirectly
to to
many many
other other
people people
. .
Inasmuch inasmuch
as as
. .
. .
. .
Brain brain
' '
s s
, ,
you you
know know
, ,
are be
plastic plastic
. .
And and
they they
go go
where where
the the
action action
is be
. .
And and
if if
for for
some some
reason reason
the the
external external
world world
and and
social social
cues cue
, ,
which which
so so
many many
people people
spend spend
so so
much much
time time
and and
mental mental
energy energy
obsessing obsess
over over
, ,
if if
that that
is be
partly partly
cut cut
off off
, ,
isn isn
' '
t t
it it
possible possible
that that
that that
is be
partly partly
what what
gave give
you you
the the
ability ability
to to
understand understand
inwardly inwardly
the the
world world
at at
a a
much much
deeper deep
level level
than than
most most
people people
do do
? ?
EM em
: :
I i
suppose suppose
that that
' '
s s
certainly certainly
possible possible
. .
I i
think think
there there
' '
s s
maybe maybe
some some
value value
also also
from from
a a
technology technology
standpoint standpoint
, ,
because because
I i
found find
it it
rewarding rewarding
to to
spend spend
all all
night night
programming programming
computers computer
just just
by by
myself myself
. .
And and
I i
think think
most most
people people
, ,
most most
people people
don don
' '
t t
enjoy enjoy
typing type
strange strange
symbols symbol
into into
a a
computer computer
by by
themselves themselves
all all
night night
. .
They they
think think
that that
' '
s s
not not
fun fun
. .
But but
I i
thought think
it it
was be
, ,
I i
really really
liked like
it it
. .
So so
I i
would would
just just
program program
all all
night night
by by
myself myself
. .
And and
I i
found find
that that
to to
be be
quite quite
enjoyable enjoyable
. .
But but
I i
think think
that that
is be
not not
normal normal
. .
CA ca
: :
I i
' '
ve ve
thought think
a a
lot lot
about about
. .
. .
. .
It it
' '
s s
a a
riddle riddle
to to
a a
lot lot
of of
people people
of of
how how
you you
' '
ve ve
done do
this this
, ,
how how
you you
' '
ve ve
repeatedly repeatedly
innovated innovate
in in
these these
different different
industries industry
. .
And and
you you
know know
, ,
every every
entrepreneur entrepreneur
sees see
possibility possibility
in in
the the
future future
and and
then then
acts act
to to
make make
that that
real real
. .
It it
feels feel
to to
me me
like like
you you
see see
possibility possibility
just just
more more
broadly broadly
than than
almost almost
anyone anyone
and and
can can
connect connect
the the
dots dot
. .
So so
you you
see see
scientific scientific
possibility possibility
based base
on on
a a
deep deep
understanding understanding
of of
physics physic
and and
knowing know
what what
the the
fundamental fundamental
equations equation
are be
, ,
what what
the the
technologies technology
are be
that that
are be
based base
on on
that that
science science
and and
where where
they they
could could
go go
, ,
you you
see see
technological technological
possibility possibility
. .
And and
then then
really really
unusually unusually
, ,
you you
combine combine
that that
with with
economic economic
possibility possibility
, ,
of of
like like
what what
it it
actually actually
would would
cost cost
, ,
is be
there there
a a
system system
you you
can can
imagine imagine
where where
you you
could could
affordably affordably
make make
that that
thing thing
, ,
and and
that that
. .
. .
. .
sometimes sometimes
you you
then then
get get
conviction conviction
that that
there there
is be
an an
opportunity opportunity
here here
. .
Put put
those those
pieces piece
together together
and and
you you
could could
do do
something something
amazing amazing
. .
EM em
: :
Yeah yeah
, ,
I i
think think
one one
aspect aspect
of of
whatever whatever
condition condition
I i
had have
was be
I i
was be
just just
absolutely absolutely
obsessed obsess
with with
truth truth
. .
Just just
obsessed obsess
with with
truth truth
. .
And and
so so
the the
obsession obsession
with with
truth truth
is be
why why
I i
studied study
physics physic
, ,
because because
physics physics
attempts attempt
to to
understand understand
the the
truth truth
, ,
the the
truth truth
of of
the the
universe universe
. .
Physics physics
is be
just just
, ,
what what
are be
the the
provable provable
truths truth
of of
the the
universe universe
. .
And and
truths truth
that that
have have
predictive predictive
power power
. .
So so
for for
me me
, ,
physics physic
was be
sort sort
of of
, ,
a a
very very
natural natural
thing thing
to to
study study
. .
Nobody nobody
made make
me me
study study
it it
. .
I i
was be
intrinsically intrinsically
interested interested
to to
understand understand
the the
nature nature
of of
the the
universe universe
. .
And and
then then
computer computer
science science
or or
information information
theory theory
also also
to to
just just
understand understand
logic logic
. .
And and
, ,
you you
know know
, ,
there there
' '
s s
an an
argument argument
that that
. .
. .
. .
That that
information information
theory theory
is be
actually actually
operating operate
at at
a a
more more
fundamental fundamental
level level
, ,
more more
fundamental fundamental
level level
than than
even even
physics physic
. .
So so
just just
yeah yeah
. .
. .
. .
Physics physic
and and
information information
theory theory
were be
really really
interesting interesting
to to
me me
. .
CA ca
: :
So so
when when
you you
say say
truth truth
, ,
I i
mean mean
, ,
like like
, ,
some some
people people
. .
. .
. .
What what
you you
' '
re re
talking talk
about about
is be
the the
truth truth
of of
the the
universe universe
. .
The the
fundamental fundamental
truths truth
that that
drive drive
the the
universe universe
, ,
it it
' '
s s
like like
, ,
a a
deep deep
curiosity curiosity
about about
what what
this this
universe universe
is be
, ,
why why
we we
' '
re re
here here
, ,
simulation simulation
, ,
we we
don don
' '
t t
have have
time time
to to
go go
into into
that that
. .
But but
I i
mean mean
, ,
you you
' '
re re
just just
deeply deeply
, ,
deeply deeply
curious curious
about about
, ,
what what
this this
is be
for for
, ,
what what
this this
is be
, ,
this this
whole whole
thing thing
. .
EM em
: :
Yes yes
, ,
I i
think think
the the
why why
of of
things thing
is be
very very
important important
. .
When when
I i
was be
in in
young young
teens teen
, ,
I i
got get
quite quite
depressed depress
about about
the the
meaning meaning
of of
life life
. .
And and
I i
was be
trying try
to to
sort sort
of of
, ,
understand understand
the the
meaning meaning
of of
life life
. .
I i
' '
m m
looking look
at at
, ,
reading read
religious religious
texts text
and and
reading read
books book
on on
philosophy philosophy
. .
And and
I i
got get
into into
the the
German german
philosophers philosopher
, ,
which which
is be
definitely definitely
not not
wise wise
if if
you you
' '
re re
a a
young young
teenager teenager
, ,
I i
have have
to to
say say
. .
It it
can can
be be
a a
bit bit
dark dark
. .
Much much
better well
read read
as as
an an
adult adult
. .
And and
then then
actually actually
, ,
I i
ended end
up up
reading read
" "
The the
Hitchhiker hitchhiker
' '
s s
Guide guide
to to
the the
Galaxy galaxy
, ,
" "
which which
is be
actually actually
a a
book book
on on
philosophy philosophy
just just
sort sort
of of
disguised disguise
as as
a a
silly silly
humor humor
book book
. .
But but
it it
' '
s s
actually actually
a a
philosophy philosophy
book book
. .
And and
Adams adams
makes make
the the
point point
that that
it it
' '
s s
actually actually
the the
question question
that that
is be
harder hard
than than
the the
answer answer
. .
You you
know know
, ,
he he
sort sort
of of
makes make
a a
joke joke
that that
the the
answer answer
is be
42 @card@
. .
That that
number number
does do
pop pop
up up
a a
lot lot
. .
And and
420 @card@
is be
just just
10 @card@
times time
42 @card@
. .
CA ca
: :
Ten ten
times time
more more
significant significant
than than
42 @card@
. .
EM em
: :
But but
, ,
you you
know know
, ,
you you
can can
make make
a a
triangle triangle
with with
42 @card@
degrees degree
and and
two two
69s 69s
. .
So so
there there
' '
s s
no no
such such
thing thing
as as
a a
perfect perfect
triangle triangle
, ,
or or
is be
there there
? ?
CA ca
: :
But but
even even
more more
important important
than than
the the
answer answer
is be
the the
question question
. .
That that
was be
the the
whole whole
theme theme
of of
that that
book book
. .
I i
mean mean
, ,
is be
that that
basically basically
how how
you you
see see
meaning mean
then then
, ,
that that
it it
' '
s s
the the
pursuit pursuit
of of
questions question
? ?
EM em
: :
So so
I i
have have
a a
sort sort
of of
, ,
a a
proposal proposal
for for
a a
worldview worldview
or or
a a
motivating motivate
philosophy philosophy
, ,
which which
is be
to to
understand understand
what what
questions question
to to
ask ask
about about
the the
answer answer
that that
is be
the the
universe universe
. .
And and
to to
the the
degree degree
that that
we we
expand expand
the the
scope scope
and and
scale scale
of of
consciousness consciousness
, ,
biological biological
and and
digital digital
, ,
we we
will will
be be
better well
able able
to to
ask ask
these these
questions question
, ,
to to
frame frame
these these
questions question
and and
to to
understand understand
why why
we we
' '
re re
here here
, ,
how how
we we
got get
here here
, ,
what what
the the
heck heck
is be
going go
on on
. .
And and
so so
that that
is be
my my
driving drive
philosophy philosophy
, ,
is be
to to
expand expand
the the
scope scope
and and
scale scale
of of
consciousness consciousness
that that
we we
may may
better well
understand understand
the the
nature nature
of of
the the
universe universe
. .
CA ca
: :
Elon elon
, ,
one one
of of
the the
things thing
that that
was be
most most
touching touching
last last
week week
-- --
was be
seeing see
you you
hang hang
out out
with with
your your
kids kid
. .
Here here
' '
s s
, ,
if if
I i
may may
. .
. .
. .
EM em
: :
He he
looks look
vaguely vaguely
like like
a a
ventriloquist ventriloquist
dummy dummy
there there
. .
I i
mean mean
, ,
how how
do do
you you
know know
that that
' '
s s
real real
? ?
CA ca
: :
So so
that that
' '
s s
X x
, ,
and and
it it
was be
just just
a a
delight delight
seeing see
you you
hang hang
out out
with with
him him
. .
What what
' '
s s
his his
future future
going go
to to
be be
? ?
I i
mean mean
, ,
I i
don don
' '
t t
mean mean
him him
personally personally
, ,
but but
the the
world world
he he
' '
s s
going go
to to
grow grow
up up
in in
. .
What what
future future
do do
you you
believe believe
he he
will will
grow grow
up up
in in
? ?
EM em
: :
Well well
, ,
I i
mean mean
, ,
a a
very very
digital digital
future future
. .
A a
very very
different different
world world
than than
I i
grew grow
up up
in in
, ,
that that
' '
s s
for for
sure sure
. .
But but
I i
think think
we we
want want
to to
obviously obviously
do do
our our
absolute absolute
best good
to to
ensure ensure
that that
the the
future future
is be
good good
for for
everyone everyone
' '
s s
children child
. .
And and
that that
, ,
you you
know know
, ,
that that
the the
future future
is be
something something
that that
you you
can can
look look
forward forward
to to
and and
not not
feel feel
sad sad
about about
. .
You you
know know
, ,
you you
want want
to to
get get
up up
in in
the the
morning morning
and and
be be
excited excite
about about
the the
future future
. .
And and
we we
should should
fight fight
for for
the the
things thing
that that
make make
us us
excited excite
about about
the the
future future
. .
You you
know know
, ,
the the
future future
cannot can
just just
be be
about about
one one
miserable miserable
thing thing
after after
another another
, ,
solving solve
one one
sad sad
problem problem
after after
another another
. .
There there
have have
got get
to to
be be
things thing
that that
get get
you you
excited excited
. .
Like like
, ,
you you
want want
to to
live live
. .
These these
things thing
are be
very very
important important
. .
You you
should should
have have
more more
of of
it it
. .
CA ca
: :
And and
it it
' '
s s
not not
as as
if if
it it
' '
s s
a a
done do
deal deal
, ,
like like
it it
' '
s s
all all
to to
play play
for for
. .
Like like
, ,
the the
future future
may may
be be
horrible horrible
. .
Still still
, ,
there there
are be
scenarios scenario
where where
it it
is be
horrible horrible
, ,
but but
you you
see see
a a
pathway pathway
to to
an an
exciting exciting
future future
both both
on on
Earth earth
and and
on on
Mars mars
and and
in in
our our
minds mind
through through
artificial artificial
intelligence intelligence
and and
so so
forth forth
. .
I i
mean mean
, ,
in in
your your
heart heart
of of
hearts heart
, ,
do do
you you
really really
believe believe
that that
you you
are be
helping help
deliver deliver
that that
exciting exciting
future future
for for
X x
and and
for for
others other
? ?
EM em
: :
I i
mean mean
, ,
I i
' '
m m
trying try
my my
hardest hard
to to
do do
so so
. .
I i
, ,
you you
know know
, ,
I i
love love
humanity humanity
, ,
and and
I i
think think
that that
we we
should should
fight fight
for for
a a
good good
future future
for for
humanity humanity
. .
And and
I i
think think
we we
should should
be be
optimistic optimistic
about about
the the
future future
and and
fight fight
to to
make make
that that
optimistic optimistic
future future
happen happen
. .
CA ca
: :
Elon elon
, ,
I i
think think
that that
' '
s s
the the
perfect perfect
place place
to to
close close
this this
. .
Thank thank
you you
so so
much much
for for
spending spend
time time
coming come
here here
and and
for for
the the
work work
that that
you you
' '
re re
doing do
. .
And and
good good
luck luck
with with
finding find
a a
wise wise
course course
through through
on on
Twitter twitter
and and
everything everything
else else
. .
EM em
: :
Alright alright
, ,
thank thank
you you
. .
