Chris chris
five-year five-year
setback setback
in in
terms term
of of
these these
countries country
moving move
forward forward
, ,
and and
in in
a a
few few
cases case
, ,
it it
' '
s s
tough tough
enough enough
that that
the the
very very
stability stability
of of
the the
country country
is be
in in
question question
. .
CA ca
: :
Well well
, ,
Bill bill
, ,
I i
' '
m m
in in
awe awe
of of
what what
you you
and and
Melinda melinda
have have
done do
. .
You you
walk walk
this this
narrow narrow
path path
of of
trying try
to to
juggle juggle
so so
many many
different different
things thing
, ,
and and
the the
amount amount
of of
time time
that that
you you
dedicate dedicate
to to
the the
betterment betterment
of of
the the
world world
at at
large large
, ,
and and
definitely definitely
the the
amount amount
of of
money money
and and
the the
amount amount
of of
passion passion
you you
put put
into into
it it
-- --
I i
mean mean
, ,
it it
' '
s s
pretty pretty
awesome awesome
, ,
and and
I i
' '
m m
really really
grateful grateful
to to
you you
for for
spending spend
this this
time time
with with
us us
now now
. .
Thank thank
you you
so so
much much
, ,
and and
honestly honestly
, ,
the the
rest rest
of of
this this
year year
, ,
your your
skills skill
and and
resources resource
are be
going go
to to
be be
needed need
more more
than than
ever ever
, ,
so so
good good
luck luck
. .
BG bg
: :
Well well
, ,
thanks thanks
. .
It it
' '
s s
fun fun
work work
and and
I i
' '
m m
optimistic optimistic
, ,
so so
thanks thanks
, ,
Chris chris
. .
