Chris chris
yeah yeah
, ,
we we
need need
to to
save save
humanity humanity
and and
have have
a a
backup backup
plan plan
, ,
but but
also also
we we
need need
to to
inspire inspire
humanity humanity
, ,
and and
this this
is be
a a
way way
to to
inspire inspire
. .
EM em
: :
I i
think think
the the
value value
of of
beauty beauty
and and
inspiration inspiration
is be
very very
much much
underrated underrate
, ,
no no
question question
. .
But but
I i
want want
to to
be be
clear clear
. .
I i
' '
m m
not not
trying try
to to
be be
anyone anyone
' '
s s
savior savior
. .
That that
is be
not not
the the
— -
I i
' '
m m
just just
trying try
to to
think think
about about
the the
future future
and and
not not
be be
sad sad
. .
CA ca
: :
Beautiful beautiful
statement statement
. .
I i
think think
everyone everyone
here here
would would
agree agree
that that
it it
is be
not not
— -
None none
of of
this this
is be
going go
to to
happen happen
inevitably inevitably
. .
The the
fact fact
that that
in in
your your
mind mind
, ,
you you
dream dream
this this
stuff stuff
, ,
you you
dream dream
stuff stuff
that that
no no
one one
else else
would would
dare dare
dream dream
, ,
or or
no no
one one
else else
would would
be be
capable capable
of of
dreaming dream
at at
the the
level level
of of
complexity complexity
that that
you you
do do
. .
The the
fact fact
that that
you you
do do
that that
, ,
Elon elon
Musk musk
, ,
is be
a a
really really
remarkable remarkable
thing thing
. .
Thank thank
you you
for for
helping help
us us
all all
to to
dream dream
a a
bit bit
bigger big
. .
EM em
: :
But but
you you
' '
ll ll
tell tell
me me
if if
it it
ever ever
starts start
getting get
genuinely genuinely
insane insane
, ,
right right
? ?
CA ca
: :
Thank thank
you you
, ,
Elon elon
Musk musk
. .
That that
was be
really really
, ,
really really
fantastic fantastic
. .
That that
was be
really really
fantastic fantastic
. .
