Bruno bruno
the the
Putin putin
war war
machine machine
, ,
because because
this this
is be
what what
Russia russia
has have
, ,
oil oil
and and
gas gas
. .
That that
' '
s s
it it
. .
When when
was be
the the
last last
time time
you you
bought buy
anything anything
made make
in in
Russia russia
? ?
They they
have have
oil oil
and and
gas gas
, ,
and and
we we
know know
, ,
you you
know know
, ,
the the
curse curse
of of
oil oil
. .
That that
oil oil
is be
a a
source source
of of
riches rich
, ,
but but
it it
' '
s s
also also
very very
often often
a a
support support
for for
dictatorships dictatorship
. .
Because because
to to
enjoy enjoy
the the
benefits benefit
of of
oil oil
, ,
you you
don don
' '
t t
need need
to to
share share
it it
with with
your your
citizens citizen
. .
You you
don don
' '
t t
need need
an an
open open
society society
, ,
you you
don don
' '
t t
need need
education education
, ,
you you
just just
need need
to to
drill drill
. .
So so
we we
see see
in in
many many
places place
that that
oil oil
and and
gas gas
are be
actually actually
the the
basis basis
for for
dictatorships dictatorship
. .
If if
oil oil
and and
gas gas
, ,
if if
the the
price price
drops drop
, ,
if if
they they
become become
irrelevant irrelevant
, ,
it it
will will
not not
only only
undercut undercut
the the
finance finance
, ,
the the
power power
of of
the the
Russian russian
military military
machine machine
, ,
it it
will will
also also
force force
Russia russia
, ,
force force
Putin putin
or or
the the
Russians russians
to to
change change
their their
regime regime
. .
BG bg
: :
OK ok
, ,
let let
me me
bring bring
up up
a a
character character
that that
everybody everybody
here here
in in
the the
chat chat
seems seem
to to
find find
quite quite
heroic heroic
, ,
and and
that that
' '
s s
the the
Ukrainian ukrainian
president president
. .
So so
Ukraine ukraine
kind kind
of of
finds find
itself itself
with with
a a
comedian comedian
who who
turned turn
almost almost
accidental accidental
president president
, ,
who who
turned turn
now now
war war
president president
. .
But but
he he
has have
shown show
an an
impressive impressive
conduct conduct
in in
the the
last last
few few
weeks week
, ,
especially especially
in in
the the
last last
few few
days day
, ,
which which
can can
be be
summarized summarize
in in
that that
response response
he he
gave give
to to
the the
US us
when when
they they
offered offer
to to
kind kind
of of
exfiltrate exfiltrate
him him
so so
he he
could could
lead lead
a a
government government
in in
exile exile
, ,
he he
said say
, ,
" "
I i
need need
ammunition ammunition
. .
I i
don don
' '
t t
need need
a a
ride ride
. .
" "
How how
would would
you you
look look
at at
President president
Zelenskyy zelenskyy
? ?
YNH ynh
: :
His his
conduct conduct
has have
indeed indeed
been be
admirable admirable
, ,
and and
he he
gives give
courage courage
and and
inspiration inspiration
not not
just just
to to
the the
Ukrainian ukrainian
people people
, ,
but but
I i
think think
to to
everybody everybody
around around
the the
world world
. .
I i
think think
to to
a a
large large
extent extent
the the
swift swift
and and
united united
reaction reaction
of of
Europe europe
with with
the the
sanctions sanction
and and
sending send
arms arm
and and
so so
forth forth
, ,
to to
a a
large large
extent extent
, ,
this this
is be
also also
to to
the the
credit credit
of of
Zelenskyy zelenskyy
. .
That that
, ,
you you
know know
, ,
when when
politicians politician
are be
also also
human human
beings being
. .
And and
his his
direct direct
appeal appeal
to to
them them
, ,
and and
you you
know know
, ,
they they
met meet
him him
many many
times time
in in
person person
and and
to to
see see
where where
he he
is be
now now
and and
the the
threat threat
that that
not not
only only
him him
, ,
but but
his his
family family
is be
also also
in in
. .
And and
you you
know know
, ,
they they
talk talk
with with
him him
, ,
and and
he he
says say
, ,
and and
they they
know know
, ,
that that
this this
may may
be be
the the
last last
time time
they they
speak speak
. .
He he
may may
be be
dead dead
, ,
murdered murder
or or
bombed bomb
in in
an an
hour hour
or or
in in
a a
day day
. .
It it
really really
changes change
something something
. .
So so
in in
this this
sense sense
, ,
I i
think think
he he
made make
a a
huge huge
personal personal
contribution contribution
, ,
to to
not not
just just
the the
reaction reaction
in in
Ukraine ukraine
, ,
but but
around around
the the
world world
. .
BG bg
: :
So so
Sam sam
, ,
who who
' '
s s
listening listening
, ,
asked ask
this this
question question
: :
" "
Can can
you you
provide provide
some some
historical historical
context context
for for
the the
force force
and and
the the
meaning meaning
of of
economic economic
and and
trade trade
sanctions sanction
at at
the the
level level
where where
they they
are be
currently currently
imposed impose
. .
How how
have have
previous previous
would-be would-be
empires empire
, ,
would-be would-be
aggressors aggressor
, ,
or or
aggressors aggressor
, ,
been be
constrained constrain
by by
such such
isolations isolation
and and
such such
sanctions sanction
? ?
" "
YNH ynh
: :
You you
know know
, ,
what what
we we
need need
, ,
again again
, ,
to to
realize realize
about about
Putin putin
' '
s s
Russia russia
is be
that that
it it
' '
s s
not not
the the
Soviet soviet
Union union
. .
It it
' '
s s
a a
much much
smaller small
and and
weaker weak
country country
. .
It it
' '
s s
not not
like like
in in
the the
1960s 1960s
, ,
that that
in in
addition addition
to to
the the
Soviet soviet
Union union
, ,
you you
had have
the the
entire entire
Soviet soviet
bloc bloc
around around
it it
. .
So so
it it
' '
s s
easier easier
in in
this this
sense sense
to to
isolate isolate
it it
. .
It it
' '
s s
much much
more more
vulnerable vulnerable
. .
Again again
, ,
does do
it it
mean mean
that that
sanctions sanction
would would
work work
like like
a a
miracle miracle
and and
stop stop
the the
tanks tank
? ?
No no
. .
It it
takes take
time time
. .
But but
I i
think think
that that
the the
West west
is be
in in
a a
position position
to to
impact impact
Russia russia
with with
these these
kinds kind
of of
sanctions sanction
and and
isolation isolation
much much
more more
than than
, ,
let let
' '
s s
say say
, ,
with with
the the
Soviet soviet
Union union
. .
And and
also also
the the
Russian russian
people people
are be
different different
. .
The the
Russian russian
people people
don don
' '
t t
really really
want want
this this
war war
, ,
even even
the the
people people
in in
the the
immediate immediate
circle circle
around around
Putin putin
. .
You you
know know
, ,
again again
, ,
I i
don don
' '
t t
know know
them them
personally personally
, ,
from from
what what
it it
seems seem
, ,
it it
' '
s s
that that
these these
people people
, ,
they they
like like
life life
. .
They they
have have
their their
yachts yacht
and and
they they
have have
their their
private private
airplanes airplane
and and
they they
have have
their their
house house
in in
London london
and and
they they
have have
their their
chateau chateau
in in
France france
. .
And and
they they
like like
the the
good good
life life
, ,
and and
they they
want want
to to
keep keep
enjoying enjoy
it it
. .
So so
I i
think think
that that
the the
sanctions sanction
can can
be be
really really
effective effective
. .
What what
' '
s s
the the
timetable timetable
? ?
That that
' '
s s
ultimately ultimately
in in
the the
hands hand
of of
Putin putin
. .
BG bg
: :
So so
Gabriella gabriella
asks ask
: :
" "
I i
remember remember
the the
war war
in in
former former
Yugoslavia yugoslavia
and and
the the
atrocities atrocity
there there
. .
Is be
there there
any any
possibility possibility
that that
this this
war war
would would
escalate escalate
into into
such such
a a
situation situation
? ?
" "
I i
think think
an an
extension extension
to to
that that
is be
: :
Is be
this this
war war
kind kind
of of
stirring stir
dormant dormant
conflicts conflict
like like
in in
the the
Balkans balkans
, ,
for for
example example
, ,
or or
in in
the the
former former
Central central
Asian asian
republic republic
? ?
YNH ynh
: :
Unfortunately unfortunately
, ,
it it
can can
get get
to to
that that
level level
and and
even even
worse bad
. .
If if
you you
want want
an an
analogy analogy
, ,
go go
to to
Syria syria
. .
You you
look look
at at
what what
happened happen
in in
Homs homs
. .
At at
what what
happened happen
in in
Aleppo aleppo
. .
And and
this this
was be
done do
by by
Putin putin
and and
his his
airplanes airplane
and and
his his
minions minion
in in
Syria syria
. .
It it
' '
s s
the the
same same
person person
behind behind
it it
. .
And and
to to
think think
that that
, ,
" "
No no
, ,
no no
, ,
no no
, ,
this this
happened happen
in in
the the
Middle middle
East east
. .
It it
can can
' '
t t
happen happen
in in
Europe europe
. .
" "
No no
. .
We we
could could
see see
Kyiv kyiv
in in
the the
same same
situation situation
as as
Homs homs
, ,
as as
the the
same same
situation situation
as as
Aleppo aleppo
, ,
which which
would would
be be
catastrophic catastrophic
, ,
and and
, ,
again again
, ,
would would
plant plant
terrible terrible
seeds seed
of of
hatred hatred
for for
years year
and and
decades decade
. .
So so
far far
, ,
we we
' '
ve ve
seen see
hundreds hundred
of of
people people
being be
killed kill
, ,
Ukrainian ukrainian
citizens citizen
being be
killed kill
. .
It it
could could
reach reach
tens ten
of of
thousands thousand
, ,
hundreds hundred
of of
thousands thousand
. .
So so
in in
this this
sense sense
, ,
it it
' '
s s
extremely extremely
painful painful
to to
contemplate contemplate
. .
And and
this this
is be
why why
we we
need need
again again
and and
again again
to to
urge urge
the the
leaders leader
to to
stop stop
this this
war war
, ,
and and
especially especially
, ,
again again
and and
again again
, ,
tell tell
Putin putin
, ,
" "
You you
will will
not not
be be
able able
to to
absorb absorb
Ukraine ukraine
into into
Russia russia
. .
They they
don don
' '
t t
want want
it it
, ,
they they
don don
' '
t t
want want
you you
. .
If if
you you
continue continue
, ,
the the
only only
thing thing
you you
will will
achieve achieve
is be
to to
create create
terrible terrible
hatred hatred
between between
Ukrainians ukrainians
and and
Russians russians
for for
generations generation
. .
It it
doesn doesn
' '
t t
have have
to to
be be
like like
that that
. .
" "
BG bg
: :
Yuval yuval
, ,
let let
me me
finish finish
with with
one one
question question
about about
your your
county county
. .
You you
are be
in in
Israel israel
. .
Israel israel
has have
close close
ties tie
with with
both both
Russia russia
and and
Ukraine ukraine
. .
It it
' '
s s
actually actually
home home
of of
many many
Russian-born russian-born
and and
many many
Ukrainian-born ukrainian-born
Jews jew
. .
How how
is be
the the
country country
reacting react
to to
this this
conflict conflict
, ,
I i
' '
m m
talking talk
about about
the the
government government
, ,
but but
also also
about about
the the
population population
? ?
YNH ynh
: :
Actually actually
, ,
I i
' '
m m
not not
the the
best good
person person
to to
ask ask
. .
I i
' '
ve ve
been be
so so
, ,
kind kind
of of
, ,
following follow
what what
' '
s s
happening happen
around around
the the
world world
, ,
I i
didn didn
' '
t t
pay pay
so so
much much
attention attention
to to
what what
is be
happening happen
right right
here here
. .
And and
even even
though though
I i
live live
here here
, ,
I i
' '
m m
not not
an an
expert expert
on on
Israeli israeli
society society
or or
Israeli israeli
politics politics
. .
Definitely definitely
, ,
the the
sentiment sentiment
in in
the the
street street
, ,
in in
the the
social social
media media
is be
with with
Ukraine ukraine
. .
You you
see see
Ukrainian ukrainian
flags flag
, ,
you you
see see
on on
social social
media medium
people people
putting put
Ukrainian ukrainian
flags flag
on on
their their
accounts account
. .
And and
another another
thing thing
, ,
so so
many many
people people
in in
Israel israel
, ,
they they
came come
from from
the the
former former
Soviet soviet
Union union
. .
And and
until until
now now
, ,
everybody everybody
was be
simply simply
known know
as as
Russians russians
. .
You you
know know
, ,
even even
if if
you you
came come
from from
Azerbaijan azerbaijan
or or
you you
came come
from from
Bukhara bukhara
, ,
you you
were be
a a
Russian russian
. .
And and
suddenly suddenly
, ,
" "
No no
, ,
no no
, ,
no no
, ,
no no
, ,
no no
. .
I i
' '
m m
not not
Russian russian
. .
I i
' '
m m
Ukrainian ukrainian
. .
" "
And and
again again
, ,
these these
seeds seed
of of
hatred hatred
that that
Putin putin
is be
planting plant
, ,
it it
' '
s s
reaching reach
also also
here here
. .
That that
suddenly suddenly
people people
are be
saying say
no no
, ,
Russian russian
, ,
Ukrainian ukrainian
, ,
until until
a a
very very
short short
time time
ago ago
, ,
it it
' '
s s
the the
same same
thing thing
. .
No no
, ,
it it
' '
s s
not not
the the
same same
thing thing
. .
So so
the the
shock shock
waves wave
are be
spreading spread
. .
BG bg
: :
Yuval yuval
, ,
thank thank
you you
for for
taking take
the the
time time
and and
being be
with with
us us
today today
and and
sharing share
your your
knowledge knowledge
and and
your your
views view
on on
the the
situation situation
. .
Thank thank
you you
very very
much much
. .
YNH ynh
: :
Thank thank
you you
and and
I i
hope hope
for for
peace peace
quickly quickly
. .
BG bg
: :
We we
all all
do do
. .
Thank thank
you you
. .
[ [
Get get
access access
to to
thought-provoking thought-provoking
events event
you you
won win
' '
t t
want want
to to
miss miss
. .
] ]
[ [
Become become
a a
TED ted
Member member
at at
ted ted
. .
com com
/ /
membership membership
] ]
