So	IN	so
bubbles	NNS	bubble
and	CC	and
sticky	JJ	sticky
fingers	NNS	finger
and	CC	and
dinners	NNS	dinner
with	IN	with
friends	NNS	friend
.	SENT	.
I	PP	I
am	VBP	be
that	DT	that
hum	NN	hum
.	SENT	.
Life	NP	Life
'	POS	'
s	NN	S
hum	NN	hum
.	SENT	.
Love	NP	Love
'	POS	'
s	NN	S
hum	NN	hum
.	SENT	.
Work	NN	work
'	POS	'
s	NN	S
hum	NN	hum
is	VBZ	be
still	RB	still
a	DT	a
piece	NN	piece
of	IN	of
me	PP	me
,	,	,
it	PP	it
is	VBZ	be
just	RB	just
no	RB	no
longer	RBR	longer
all	RB	all
of	IN	of
me	PP	me
,	,	,
and	CC	and
I	PP	I
am	VBP	be
so	RB	so
grateful	JJ	grateful
.	SENT	.
And	CC	and
I	PP	I
don	VBP	don
'	''	'
t	NN	t
give	VB	give
a	DT	a
crap	NN	crap
about	IN	about
being	VBG	be
a	DT	a
titan	NN	titan
,	,	,
because	IN	because
I	PP	I
have	VBP	have
never	RB	never
once	RB	once
seen	VBN	see
a	DT	a
titan	NN	titan
play	NN	play
Red	NP	Red
Rover	NP	Rover
,	,	,
Red	NP	Red
Rover	NP	Rover
.	SENT	.
I	PP	I
said	VBD	say
yes	UH	yes
to	TO	to
less	JJR	less
work	NN	work
and	CC	and
more	JJR	more
play	NN	play
,	,	,
and	CC	and
somehow	RB	somehow
I	PP	I
still	RB	still
run	VBP	run
my	PP$	my
world	NN	world
.	SENT	.
My	PP$	my
brain	NN	brain
is	VBZ	be
still	RB	still
global	JJ	global
.	SENT	.
My	PP$	my
campfires	NNS	campfire
still	RB	still
burn	VBP	burn
.	SENT	.
The	DT	the
more	JJR	more
I	PP	I
play	VBP	play
,	,	,
the	DT	the
happier	JJR	happy
I	PP	I
am	VBP	be
,	,	,
and	CC	and
the	DT	the
happier	JJR	happy
my	PP$	my
kids	NNS	kid
are	VBP	be
.	SENT	.
The	DT	the
more	JJR	more
I	PP	I
play	VBP	play
,	,	,
the	DT	the
more	RBR	more
I	PP	I
feel	VBP	feel
like	IN	like
a	DT	a
good	JJ	good
mother	NN	mother
.	SENT	.
The	DT	the
more	JJR	more
I	PP	I
play	VBP	play
,	,	,
the	DT	the
freer	JJR	free
my	PP$	my
mind	NN	mind
becomes	VBZ	become
.	SENT	.
The	DT	the
more	JJR	more
I	PP	I
play	VBP	play
,	,	,
the	DT	the
better	RBR	well
I	PP	I
work	VBP	work
.	SENT	.
The	DT	the
more	JJR	more
I	PP	I
play	VBP	play
,	,	,
the	DT	the
more	RBR	more
I	PP	I
feel	VBP	feel
the	DT	the
hum	NN	hum
,	,	,
the	DT	the
nation	NN	nation
I	PP	I
'	POS	'
m	NN	m
building	NN	building
,	,	,
the	DT	the
marathon	NN	marathon
I	PP	I
'	POS	'
m	NN	m
running	NN	running
,	,	,
the	DT	the
troops	NNS	troop
,	,	,
the	DT	the
canvas	NN	canvas
,	,	,
the	DT	the
high	JJ	high
note	NN	note
,	,	,
the	DT	the
hum	NN	hum
,	,	,
the	DT	the
hum	NN	hum
,	,	,
the	DT	the
other	JJ	other
hum	NN	hum
,	,	,
the	DT	the
real	JJ	real
hum	NN	hum
,	,	,
life	NN	life
'	POS	'
s	NN	S
hum	NN	hum
.	SENT	.
The	DT	the
more	JJR	more
I	PP	I
feel	VBP	feel
that	DT	that
hum	NN	hum
,	,	,
the	DT	the
more	JJR	more
this	DT	this
strange	JJ	strange
,	,	,
quivering	VBG	quiver
,	,	,
uncocooned	JJ	<unknown>
,	,	,
awkward	JJ	awkward
,	,	,
brand	NN	brand
new	JJ	new
,	,	,
alive	JJ	alive
non-titan	NN	non-titan
feels	VBZ	feel
like	IN	like
me	PP	me
.	SENT	.
The	DT	the
more	JJR	more
I	PP	I
feel	VBP	feel
that	DT	that
hum	NN	hum
,	,	,
the	DT	the
more	RBR	more
I	PP	I
know	VBP	know
who	WP	who
I	PP	I
am	VBP	be
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
a	DT	a
writer	NN	writer
,	,	,
I	PP	I
make	VBP	make
stuff	NN	stuff
up	RB	up
,	,	,
I	PP	I
imagine	VBP	imagine
.	SENT	.
That	DT	that
part	NN	part
of	IN	of
the	DT	the
job	NN	job
,	,	,
that	WDT	that
'	POS	'
s	NN	S
living	VBG	live
the	DT	the
dream	NN	dream
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
the	DT	the
dream	NN	dream
of	IN	of
the	DT	the
job	NN	job
.	SENT	.
Because	IN	because
a	DT	a
dream	NN	dream
job	NN	job
should	MD	should
be	VB	be
a	DT	a
little	JJ	little
bit	NN	bit
dreamy	JJ	dreamy
.	SENT	.
I	PP	I
said	VBD	say
yes	UH	yes
to	TO	to
less	JJR	less
work	NN	work
and	CC	and
more	JJR	more
play	NN	play
.	SENT	.
Titans	NNS	titan
need	VBP	need
not	RB	not
apply	VB	apply
.	SENT	.
Wanna	VB	wanna
play	VB	play
?	SENT	?
Thank	VB	thank
you	PP	you
.	SENT	.
