Welcome	JJ	welcome
water	NN	water
,	,	,
they	PP	they
grab	VBP	grab
on	IN	on
.	SENT	.
How	WRB	how
do	VBP	do
they	PP	they
do	VBP	do
it	PP	it
then	RB	then
?	SENT	?
Believe	VB	believe
it	PP	it
or	CC	or
not	RB	not
,	,	,
they	PP	they
grab	VBP	grab
on	IN	on
by	IN	by
intermolecular	JJ	intermolecular
forces	NNS	force
,	,	,
by	IN	by
Van	NP	Van
der	NP	der
Waals	NP	<unknown>
forces	NNS	force
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
you	PP	you
probably	RB	probably
had	VBD	have
this	DT	this
a	DT	a
long	JJ	long
time	NN	time
ago	RB	ago
in	IN	in
chemistry	NN	chemistry
,	,	,
where	WRB	where
you	PP	you
had	VBD	have
these	DT	these
two	CD	two
atoms	NNS	atom
,	,	,
they	PP	they
'	POS	'
re	NN	re
close	NN	close
together	RB	together
,	,	,
and	CC	and
the	DT	the
electrons	NNS	electron
are	VBP	be
moving	VBG	move
around	RP	around
.	SENT	.
That	DT	that
tiny	JJ	tiny
force	NN	force
is	VBZ	be
sufficient	JJ	sufficient
to	TO	to
allow	VB	allow
them	PP	them
to	TO	to
do	VB	do
that	IN	that
because	IN	because
it	PP	it
'	POS	'
s	NN	S
added	VBD	add
up	RP	up
so	IN	so
many	JJ	many
times	NNS	time
with	IN	with
these	DT	these
small	JJ	small
structures	NNS	structure
.	SENT	.
What	WP	what
we	PP	we
'	POS	'
re	NN	re
doing	VBG	do
is	VBZ	be
,	,	,
we	PP	we
'	POS	'
re	NN	re
taking	VBG	take
that	DT	that
inspiration	NN	inspiration
of	IN	of
the	DT	the
hairs	NNS	hair
,	,	,
and	CC	and
with	IN	with
another	DT	another
colleague	NN	colleague
at	IN	at
Berkeley	NP	Berkeley
,	,	,
we	PP	we
'	POS	'
re	NN	re
manufacturing	NN	manufacturing
them	PP	them
.	SENT	.
And	CC	and
just	RB	just
recently	RB	recently
we	PP	we
'	POS	'
ve	NN	ve
made	VBD	make
a	DT	a
breakthrough	NN	breakthrough
,	,	,
where	WRB	where
we	PP	we
now	RB	now
believe	VBP	believe
we	PP	we
'	''	'
re	IN	re
going	VBG	go
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
create	VB	create
the	DT	the
first	JJ	first
synthetic	NN	synthetic
,	,	,
self-cleaning	NN	self-cleaning
,	,	,
dry	JJ	dry
adhesive	NN	adhesive
.	SENT	.
Many	JJ	many
companies	NNS	company
are	VBP	be
interested	JJ	interested
in	IN	in
this	DT	this
.	SENT	.
We	PP	we
also	RB	also
presented	VBD	present
to	TO	to
Nike	NP	Nike
even	RB	even
.	SENT	.
We	PP	we
'	POS	'
ll	NNS	<unknown>
see	VBP	see
where	WRB	where
this	DT	this
goes	VBZ	go
.	SENT	.
We	PP	we
were	VBD	be
so	RB	so
excited	VBN	excite
about	IN	about
this	DT	this
that	WDT	that
we	PP	we
realized	VBD	realize
that	IN	that
that	DT	that
small-size	JJ	small-size
scale	NN	scale
—	:	-
and	CC	and
where	WRB	where
everything	NN	everything
gets	VBZ	get
sticky	JJ	sticky
,	,	,
and	CC	and
gravity	NN	gravity
doesn	NN	<unknown>
'	POS	'
t	NN	t
matter	NN	matter
anymore	RB	anymore
—	:	-
we	PP	we
needed	VBD	need
to	TO	to
look	VB	look
at	IN	at
ants	NNS	ant
and	CC	and
their	PP$	their
feet	NNS	foot
,	,	,
because	IN	because
one	CD	one
of	IN	of
my	PP$	my
other	JJ	other
colleagues	NNS	colleague
at	IN	at
Berkeley	NP	Berkeley
has	VBZ	have
built	VBN	build
a	DT	a
six-millimeter	NN	six-millimeter
silicone	NN	silicone
robot	NN	robot
with	IN	with
legs	NNS	leg
.	SENT	.
But	CC	but
it	PP	it
gets	VBZ	get
stuck	VBN	stick
.	SENT	.
It	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
move	NN	move
very	RB	very
well	RB	well
.	SENT	.
But	CC	but
the	DT	the
ants	NNS	ant
do	VBP	do
,	,	,
and	CC	and
we	PP	we
'	POS	'
ll	NNS	<unknown>
figure	VBP	figure
out	RP	out
why	WRB	why
,	,	,
so	RB	so
that	IN	that
ultimately	RB	ultimately
we	PP	we
'	POS	'
ll	NNS	<unknown>
make	VBP	make
this	DT	this
move	NN	move
.	SENT	.
And	CC	and
imagine	VB	imagine
:	:	:
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
have	VB	have
swarms	NNS	swarm
of	IN	of
these	DT	these
six-millimeter	NN	six-millimeter
robots	NNS	robot
available	JJ	available
to	TO	to
run	VB	run
around	RP	around
.	SENT	.
Where	WRB	where
'	POS	'
s	NNS	<unknown>
this	DT	this
going	NN	going
?	SENT	?
I	PP	I
think	VBP	think
you	PP	you
can	MD	can
see	VB	see
it	PP	it
already	RB	already
.	SENT	.
Clearly	RB	clearly
,	,	,
the	DT	the
Internet	NN	Internet
is	VBZ	be
already	RB	already
having	VBG	have
eyes	NNS	eye
and	CC	and
ears	NNS	ear
,	,	,
you	PP	you
have	VBP	have
web	NN	web
cams	NNS	cam
and	CC	and
so	RB	so
forth	RB	forth
.	SENT	.
But	CC	but
it	PP	it
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
also	RB	also
have	VBP	have
legs	NNS	leg
and	CC	and
hands	NNS	hand
.	SENT	.
You	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
do	VB	do
programmable	JJ	programmable
work	NN	work
through	IN	through
these	DT	these
kinds	NNS	kind
of	IN	of
robots	NNS	robot
,	,	,
so	RB	so
that	IN	that
you	PP	you
can	MD	can
run	VB	run
,	,	,
fly	VBP	fly
and	CC	and
swim	VBP	swim
anywhere	RB	anywhere
.	SENT	.
We	PP	we
saw	VBD	see
David	NP	David
Kelly	NP	Kelly
is	VBZ	be
at	IN	at
the	DT	the
beginning	NN	beginning
of	IN	of
that	DT	that
with	IN	with
his	PP$	his
fish	NN	fish
.	SENT	.
So	RB	so
,	,	,
in	IN	in
conclusion	NN	conclusion
,	,	,
I	PP	I
think	VBP	think
the	DT	the
message	NN	message
is	VBZ	be
clear	JJ	clear
.	SENT	.
If	IN	if
you	PP	you
need	VBP	need
a	DT	a
message	NN	message
,	,	,
if	IN	if
nature	NN	nature
'	POS	'
s	NN	S
not	RB	not
enough	RB	enough
,	,	,
if	IN	if
you	PP	you
care	VBP	care
about	RB	about
search	VB	search
and	CC	and
rescue	VB	rescue
,	,	,
or	CC	or
mine	NN	mine
clearance	NN	clearance
,	,	,
or	CC	or
medicine	NN	medicine
,	,	,
or	CC	or
the	DT	the
various	JJ	various
things	NNS	thing
we	PP	we
'	POS	'
re	NN	re
working	VBG	work
on	IN	on
,	,	,
we	PP	we
must	MD	must
preserve	VB	preserve
nature	NN	nature
'	POS	'
s	NN	S
designs	NNS	design
,	,	,
otherwise	RB	otherwise
these	DT	these
secrets	NNS	secret
will	MD	will
be	VB	be
lost	VBN	lose
forever	RB	forever
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
