Nicholas	NP	Nicholas
,	,	,
and	CC	and
then	RB	then
all	RB	all
eat	VB	eat
the	DT	the
red	JJ	red
pill	NN	pill
.	SENT	.
Well	RB	well
thank	VB	thank
you	PP	you
for	IN	for
that	DT	that
.	SENT	.
Nicholas	NP	Nicholas
Negroponte	NP	Negroponte
.	SENT	.
NN	NP	NN
:	:	:
Thank	VB	thank
you	PP	you
.	SENT	.
