Good	JJ	good
,	,	,
and	CC	and
we	PP	we
'	POS	'
re	NN	re
all	RB	all
familiar	JJ	familiar
with	IN	with
that	DT	that
.	SENT	.
And	CC	and
I	PP	I
have	VBP	have
three	CD	three
little	JJ	little
grandchildren	NNS	grandchild
,	,	,
and	CC	and
when	WRB	when
some	DT	some
of	IN	of
these	DT	these
students	NNS	student
would	MD	would
say	VB	say
to	TO	to
me	PP	me
at	IN	at
high	JJ	high
school	NN	school
or	CC	or
university	NN	university
,	,	,
they	PP	they
'	POS	'
d	NN	d
say	VBP	say
,	,	,
"	''	"
We	PP	we
'	POS	'
re	NN	re
angry	JJ	angry
,	,	,
"	''	"
or	CC	or
"	``	"
We	PP	we
'	POS	'
re	NN	re
filled	VBN	fill
with	IN	with
despair	NN	despair
,	,	,
because	IN	because
we	PP	we
feel	VBP	feel
you	PP	you
'	''	'
ve	NNS	<unknown>
compromised	VBD	compromise
our	PP$	our
future	NN	future
,	,	,
and	CC	and
there	EX	there
'	''	'
s	NN	S
nothing	NN	nothing
we	PP	we
can	MD	can
do	VB	do
about	IN	about
it	PP	it
.	SENT	.
"	``	"
And	CC	and
I	PP	I
looked	VBD	look
in	IN	in
the	DT	the
eyes	NNS	eye
of	IN	of
my	PP$	my
little	JJ	little
grandchildren	NNS	grandchild
,	,	,
and	CC	and
think	VBP	think
how	WRB	how
much	JJ	much
we	PP	we
'	''	'
ve	NNS	<unknown>
harmed	VBD	harm
this	DT	this
planet	NN	planet
since	IN	since
I	PP	I
was	VBD	be
their	PP$	their
age	NN	age
.	SENT	.
I	PP	I
feel	VBP	feel
this	DT	this
deep	JJ	deep
shame	NN	shame
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NN	S
why	WRB	why
in	IN	in
1991	CD	@card@
in	IN	in
Tanzania	NP	Tanzania
,	,	,
I	PP	I
started	VBD	start
a	DT	a
program	NN	program
that	RB	that
'	POS	'
s	NN	S
called	VBD	call
Roots	NP	Roots
and	CC	and
Shoots	NNS	shoot
.	SENT	.
There	EX	there
'	POS	'
s	JJ	<unknown>
little	JJ	little
brochures	NNS	brochure
all	RB	all
around	RB	around
outside	JJ	outside
,	,	,
and	CC	and
if	IN	if
any	DT	any
of	IN	of
you	PP	you
have	VBP	have
anything	NN	anything
to	TO	to
do	VB	do
with	IN	with
children	NNS	child
and	CC	and
care	NN	care
about	IN	about
their	PP$	their
future	NN	future
,	,	,
I	PP	I
beg	VBP	beg
that	IN	that
you	PP	you
pick	VB	pick
up	RP	up
that	DT	that
brochure	NN	brochure
.	SENT	.
And	CC	and
Roots	NP	Roots
and	CC	and
Shoots	NNS	shoot
is	VBZ	be
a	DT	a
program	NN	program
for	IN	for
hope	NN	hope
.	SENT	.
Roots	NNS	root
make	VBP	make
a	DT	a
firm	NN	firm
foundation	NN	foundation
.	SENT	.
Shoots	NNS	shoot
seem	VBP	seem
tiny	JJ	tiny
,	,	,
but	CC	but
to	TO	to
reach	VB	reach
the	DT	the
sun	NN	sun
they	PP	they
can	MD	can
break	VB	break
through	IN	through
brick	NN	brick
walls	NNS	wall
.	SENT	.
See	VB	see
the	DT	the
brick	NN	brick
walls	NNS	wall
as	IN	as
all	PDT	all
the	DT	the
problems	NNS	problem
that	IN	that
we	PP	we
'	POS	'
ve	NN	ve
inflicted	VBD	inflict
on	IN	on
this	DT	this
planet	NN	planet
.	SENT	.
Then	RB	then
,	,	,
you	PP	you
see	VBP	see
,	,	,
it	PP	it
is	VBZ	be
a	DT	a
message	NN	message
of	IN	of
hope	NN	hope
.	SENT	.
Hundreds	NNS	hundred
and	CC	and
thousands	NNS	thousand
of	IN	of
young	JJ	young
people	NNS	people
around	IN	around
the	DT	the
world	NN	world
can	MD	can
break	VB	break
through	RP	through
,	,	,
and	CC	and
can	MD	can
make	VB	make
this	DT	this
a	DT	a
better	JJR	good
world	NN	world
.	SENT	.
And	CC	and
the	DT	the
most	RBS	most
important	JJ	important
message	NN	message
of	IN	of
Roots	NP	Roots
and	CC	and
Shoots	NNS	shoot
is	VBZ	be
that	IN	that
every	DT	every
single	JJ	single
individual	NN	individual
makes	VBZ	make
a	DT	a
difference	NN	difference
.	SENT	.
Every	DT	every
individual	NN	individual
has	VBZ	have
a	DT	a
role	NN	role
to	TO	to
play	VB	play
.	SENT	.
Every	DT	every
one	CD	one
of	IN	of
us	PP	us
impacts	VBZ	impact
the	DT	the
world	NN	world
around	IN	around
us	PP	us
everyday	JJ	everyday
,	,	,
and	CC	and
you	PP	you
scientists	NNS	scientist
know	VBP	know
that	IN	that
you	PP	you
can	MD	can
'	''	'
t	NN	t
actually	RB	actually
—	:	-
even	RB	even
if	IN	if
you	PP	you
stay	VBP	stay
in	IN	in
bed	NN	bed
all	DT	all
day	NN	day
,	,	,
you	PP	you
'	POS	'
re	NN	re
breathing	NN	breathing
oxygen	NN	oxygen
and	CC	and
giving	VBG	give
out	RP	out
CO2	NP	<unknown>
,	,	,
and	CC	and
probably	RB	probably
going	VBG	go
to	TO	to
the	DT	the
loo	NN	loo
,	,	,
and	CC	and
things	NNS	thing
like	IN	like
that	DT	that
—	:	-
you	PP	you
'	POS	'
re	NN	re
making	VBG	make
a	DT	a
difference	NN	difference
in	IN	in
the	DT	the
world	NN	world
.	SENT	.
So	RB	so
,	,	,
the	DT	the
Roots	NP	Roots
and	CC	and
Shoots	NNS	shoot
program	NN	program
involves	VBZ	involve
youth	NN	youth
in	IN	in
three	CD	three
kinds	NNS	kind
of	IN	of
projects	NNS	project
.	SENT	.
And	CC	and
these	DT	these
are	VBP	be
projects	NNS	project
to	TO	to
make	VB	make
the	DT	the
world	NN	world
around	IN	around
them	PP	them
a	DT	a
better	JJR	good
place	NN	place
.	SENT	.
One	CD	one
project	NN	project
to	TO	to
show	VB	show
care	NN	care
and	CC	and
concern	NN	concern
for	IN	for
your	PP$	your
own	JJ	own
human	JJ	human
community	NN	community
.	SENT	.
One	CD	one
for	IN	for
animals	NNS	animal
,	,	,
including	VBG	include
domestic	JJ	domestic
animals	NNS	animal
—	:	-
and	CC	and
I	PP	I
have	VBP	have
to	TO	to
say	VB	say
,	,	,
I	PP	I
learned	VBD	learn
everything	NN	everything
I	PP	I
know	VBP	know
about	RB	about
animal	JJ	animal
behavior	NN	behavior
even	RB	even
before	IN	before
I	PP	I
got	VBD	get
to	TO	to
Gombe	NP	<unknown>
and	CC	and
the	DT	the
chimps	NNS	chimp
from	IN	from
my	PP$	my
dog	NN	dog
,	,	,
Rusty	NP	Rusty
,	,	,
who	WP	who
was	VBD	be
my	PP$	my
childhood	NN	childhood
companion	NN	companion
.	SENT	.
And	CC	and
the	DT	the
third	JJ	third
kind	NN	kind
of	IN	of
project	NN	project
:	:	:
something	NN	something
for	IN	for
the	DT	the
local	JJ	local
environment	NN	environment
.	SENT	.
So	RB	so
what	WP	what
the	DT	the
kids	NNS	kid
do	VBP	do
depends	VBZ	depend
first	JJ	first
of	IN	of
all	DT	all
,	,	,
how	WRB	how
old	JJ	old
are	VBP	be
they	PP	they
—	:	-
and	CC	and
we	PP	we
go	VBP	go
now	RB	now
from	IN	from
pre-school	NN	pre-school
right	NN	right
through	IN	through
university	NN	university
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
depend	VB	depend
whether	IN	whether
they	PP	they
'	POS	'
re	NN	re
inner-city	NN	inner-city
or	CC	or
rural	JJ	rural
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
depend	VB	depend
if	IN	if
they	PP	they
'	POS	'
re	NN	re
wealthy	JJ	wealthy
or	CC	or
impoverished	JJ	impoverished
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
depend	VB	depend
which	WDT	which
part	NN	part
,	,	,
say	VBP	say
,	,	,
of	IN	of
America	NP	America
they	PP	they
'	POS	'
re	NN	re
in	IN	in
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
in	IN	in
every	DT	every
state	NN	state
now	RB	now
,	,	,
and	CC	and
the	DT	the
problems	NNS	problem
in	IN	in
Florida	NP	Florida
are	VBP	be
different	JJ	different
from	IN	from
the	DT	the
problems	NNS	problem
in	IN	in
New	NP	New
York	NP	York
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
depend	VB	depend
on	IN	on
which	WDT	which
country	NN	country
they	PP	they
'	POS	'
re	NN	re
in	IN	in
—	:	-
and	CC	and
we	PP	we
'	POS	'
re	NN	re
already	RB	already
in	IN	in
60-plus	JJ	<unknown>
countries	NNS	country
,	,	,
with	IN	with
about	RB	about
5	CD	@card@
,	,	,
000	CD	@card@
active	JJ	active
groups	NNS	group
—	:	-
and	CC	and
there	EX	there
are	VBP	be
groups	NNS	group
all	RB	all
over	IN	over
the	DT	the
place	NN	place
that	IN	that
I	PP	I
keep	VBP	keep
hearing	VBG	hear
about	RB	about
that	IN	that
I	NP	I
'	POS	'
ve	NN	ve
never	RB	never
even	RB	even
heard	VBN	hear
of	IN	of
,	,	,
because	IN	because
the	DT	the
kids	NNS	kid
are	VBP	be
taking	VBG	take
the	DT	the
program	NN	program
and	CC	and
spreading	VBG	spread
it	PP	it
themselves	PP	themselves
.	SENT	.
Why	WRB	why
?	SENT	?
Because	IN	because
they	PP	they
'	POS	'
re	NN	re
buying	NN	buying
into	IN	into
it	PP	it
,	,	,
and	CC	and
they	PP	they
'	POS	'
re	NN	re
the	DT	the
ones	NNS	one
who	WP	who
get	VBP	get
to	TO	to
decide	VB	decide
what	WP	what
they	PP	they
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
do	VB	do
.	SENT	.
It	PP	it
isn	NP	isn
'	POS	'
t	NN	t
something	NN	something
that	IN	that
their	PP$	their
parents	NNS	parent
tell	VB	tell
them	PP	them
,	,	,
or	CC	or
their	PP$	their
teachers	NNS	teacher
tell	VB	tell
them	PP	them
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
effective	JJ	effective
,	,	,
but	CC	but
if	IN	if
they	PP	they
decide	VBP	decide
themselves	PP	themselves
,	,	,
"	``	"
We	PP	we
want	VBP	want
to	TO	to
clean	VB	clean
this	DT	this
river	NN	river
and	CC	and
put	VB	put
the	DT	the
fish	NN	fish
back	NN	back
that	WDT	that
used	VBD	use
to	TO	to
be	VB	be
there	RB	there
.	SENT	.
We	PP	we
want	VBP	want
to	TO	to
clear	VB	clear
away	RP	away
the	DT	the
toxic	JJ	toxic
soil	NN	soil
from	IN	from
this	DT	this
area	NN	area
and	CC	and
have	VB	have
an	DT	an
organic	JJ	organic
garden	NN	garden
.	SENT	.
We	PP	we
want	VBP	want
to	TO	to
go	VB	go
and	CC	and
spend	VB	spend
time	NN	time
with	IN	with
the	DT	the
old	JJ	old
people	NNS	people
and	CC	and
hear	VB	hear
their	PP$	their
stories	NNS	story
and	CC	and
record	VB	record
their	PP$	their
oral	JJ	oral
histories	NNS	history
.	SENT	.
We	PP	we
want	VBP	want
to	TO	to
go	VB	go
and	CC	and
work	VB	work
in	IN	in
a	DT	a
dog	NN	dog
shelter	NN	shelter
.	SENT	.
We	PP	we
want	VBP	want
to	TO	to
learn	VB	learn
about	IN	about
animals	NNS	animal
.	SENT	.
We	PP	we
want	VBP	want
.	SENT	.
.	SENT	.
.	SENT	.
"	``	"
You	PP	you
know	VBP	know
,	,	,
it	PP	it
goes	VBZ	go
on	IN	on
and	CC	and
on	IN	on
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
very	RB	very
hopeful	JJ	hopeful
for	IN	for
me	PP	me
.	SENT	.
As	IN	as
I	PP	I
travel	VBP	travel
around	IN	around
the	DT	the
world	NN	world
300	CD	@card@
days	NNS	day
a	DT	a
year	NN	year
,	,	,
everywhere	RB	everywhere
there	RB	there
'	''	'
s	VBG	<unknown>
a	DT	a
group	NN	group
of	IN	of
Roots	NP	Roots
and	CC	and
Shoots	NNS	shoot
of	IN	of
different	JJ	different
ages	NNS	age
.	SENT	.
Everywhere	RB	everywhere
there	EX	there
are	VBP	be
children	NNS	child
with	IN	with
shining	VBG	shine
eyes	NNS	eye
saying	VBG	say
,	,	,
"	``	"
Look	VB	look
at	IN	at
the	DT	the
difference	NN	difference
we	PP	we
'	POS	'
ve	NN	ve
made	VBD	make
.	SENT	.
"	''	"
And	CC	and
now	RB	now
comes	VBZ	come
the	DT	the
technology	NN	technology
into	IN	into
it	PP	it
,	,	,
because	IN	because
with	IN	with
this	DT	this
new	JJ	new
way	NN	way
of	IN	of
communicating	VBG	communicate
electronically	RB	electronically
these	DT	these
kids	NNS	kid
can	MD	can
communicate	VB	communicate
with	IN	with
each	DT	each
other	JJ	other
around	IN	around
the	DT	the
world	NN	world
.	SENT	.
And	CC	and
if	IN	if
anyone	NN	anyone
is	VBZ	be
interested	JJ	interested
to	TO	to
help	VB	help
us	PP	us
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
so	RB	so
many	JJ	many
ideas	NNS	idea
but	CC	but
we	PP	we
need	MD	need
help	VB	help
—	:	-
we	PP	we
need	MD	need
help	VB	help
to	TO	to
create	VB	create
the	DT	the
right	JJ	right
kind	NN	kind
of	IN	of
system	NN	system
that	WDT	that
will	MD	will
help	VB	help
these	DT	these
young	JJ	young
people	NNS	people
to	TO	to
communicate	VB	communicate
their	PP$	their
excitement	NN	excitement
.	SENT	.
But	CC	but
also	RB	also
—	:	-
and	CC	and
this	DT	this
is	VBZ	be
so	RB	so
important	JJ	important
—	:	-
to	TO	to
communicate	VB	communicate
their	PP$	their
despair	NN	despair
,	,	,
to	TO	to
say	VB	say
,	,	,
"	''	"
We	PP	we
'	POS	'
ve	NN	ve
tried	VBD	try
this	DT	this
and	CC	and
it	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
work	NN	work
,	,	,
and	CC	and
what	WP	what
shall	MD	shall
we	PP	we
do	VB	do
?	SENT	?
"	''	"
And	CC	and
then	RB	then
,	,	,
lo	NN	lo
and	CC	and
behold	VB	behold
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
another	DT	another
group	NN	group
answering	VBG	answer
these	DT	these
kids	NNS	kid
who	WP	who
may	MD	may
be	VB	be
in	IN	in
America	NP	America
,	,	,
or	CC	or
maybe	RB	maybe
this	DT	this
is	VBZ	be
a	DT	a
group	NN	group
in	IN	in
Israel	NP	Israel
,	,	,
saying	VBG	say
,	,	,
"	''	"
Yeah	RB	yeah
,	,	,
you	PP	you
did	VBD	do
it	PP	it
a	DT	a
little	JJ	little
bit	NN	bit
wrong	JJ	wrong
.	SENT	.
This	DT	this
is	VBZ	be
how	WRB	how
you	PP	you
should	MD	should
do	VB	do
it	PP	it
.	SENT	.
"	''	"
The	DT	the
philosophy	NN	philosophy
is	VBZ	be
very	RB	very
simple	JJ	simple
.	SENT	.
We	PP	we
do	VBP	do
not	RB	not
believe	VB	believe
in	IN	in
violence	NN	violence
.	SENT	.
No	DT	no
violence	NN	violence
,	,	,
no	DT	no
bombs	NNS	bomb
,	,	,
no	DT	no
guns	NNS	gun
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
not	RB	not
the	DT	the
way	NN	way
to	TO	to
solve	VB	solve
problems	NNS	problem
.	SENT	.
Violence	NN	violence
leads	VBZ	lead
to	TO	to
violence	NN	violence
,	,	,
at	IN	at
least	JJS	least
in	IN	in
my	PP$	my
view	NN	view
.	SENT	.
So	RB	so
how	WRB	how
do	VBP	do
we	PP	we
solve	VB	solve
?	SENT	?
The	DT	the
tools	NNS	tool
for	IN	for
solving	VBG	solve
the	DT	the
problems	NNS	problem
are	VBP	be
knowledge	NN	knowledge
and	CC	and
understanding	NN	understanding
.	SENT	.
Know	VB	know
the	DT	the
facts	NNS	fact
,	,	,
but	CC	but
see	VB	see
how	WRB	how
they	PP	they
fit	VBP	fit
in	IN	in
the	DT	the
big	JJ	big
picture	NN	picture
.	SENT	.
Hard	JJ	hard
work	NN	work
and	CC	and
persistence	NN	persistence
—	:	-
don	NN	don
'	POS	'
t	NN	t
give	VBP	give
up	RB	up
—	:	-
and	CC	and
love	NN	love
and	CC	and
compassion	NN	compassion
leading	VBG	lead
to	TO	to
respect	VB	respect
for	IN	for
all	DT	all
life	NN	life
.	SENT	.
How	WRB	how
many	JJ	many
more	JJR	more
minutes	NNS	minute
?	SENT	?
Two	CD	two
,	,	,
one	CD	one
?	SENT	?
Chris	NP	Chris
Anderson	NP	Anderson
:	:	:
One	CD	one
—	:	-
one	CD	one
to	TO	to
two	CD	two
.	SENT	.
Jane	NP	Jane
Goodall	NP	Goodall
:	:	:
Two	CD	two
,	,	,
two	CD	two
,	,	,
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
take	VB	take
two	CD	two
.	SENT	.
Are	VBP	be
you	PP	you
going	VBG	go
to	TO	to
come	VB	come
and	CC	and
drag	VB	drag
me	PP	me
off	RP	off
?	SENT	?
Anyway	RB	anyway
—	:	-
so	RB	so
basically	RB	basically
,	,	,
Roots	NP	Roots
and	CC	and
Shoots	NNS	shoot
is	VBZ	be
beginning	VBG	begin
to	TO	to
change	VB	change
young	JJ	young
people	NNS	people
'	POS	'
s	NN	S
lives	NNS	life
.	SENT	.
It	PP	it
'	POS	'
s	VBG	<unknown>
what	WP	what
I	PP	I
'	POS	'
m	NN	m
devoting	VBG	devote
most	JJS	most
of	IN	of
my	PP$	my
energy	NN	energy
to	TO	to
.	SENT	.
And	CC	and
I	PP	I
believe	VBP	believe
that	IN	that
a	DT	a
group	NN	group
like	IN	like
this	DT	this
can	MD	can
have	VB	have
a	DT	a
very	RB	very
major	JJ	major
impact	NN	impact
,	,	,
not	RB	not
just	RB	just
because	IN	because
you	PP	you
can	MD	can
share	VB	share
technology	NN	technology
with	IN	with
us	PP	us
,	,	,
but	CC	but
because	IN	because
so	RB	so
many	JJ	many
of	IN	of
you	PP	you
have	VBP	have
children	NNS	child
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
take	VBP	take
this	DT	this
program	NN	program
out	RP	out
,	,	,
and	CC	and
give	VB	give
it	PP	it
to	TO	to
your	PP$	your
children	NNS	child
,	,	,
they	PP	they
have	VBP	have
such	PDT	such
a	DT	a
good	JJ	good
opportunity	NN	opportunity
to	TO	to
go	VB	go
out	RP	out
and	CC	and
do	VB	do
good	JJ	good
,	,	,
because	IN	because
they	PP	they
'	POS	'
ve	NN	ve
got	VBD	get
parents	NNS	parent
like	IN	like
you	PP	you
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
so	RB	so
clear	JJ	clear
how	WRB	how
much	JJ	much
you	PP	you
all	DT	all
care	NN	care
about	IN	about
trying	VBG	try
to	TO	to
make	VB	make
this	DT	this
world	NN	world
a	DT	a
better	JJR	good
place	NN	place
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
very	RB	very
encouraging	JJ	encouraging
.	SENT	.
But	CC	but
the	DT	the
kids	NNS	kid
do	VBP	do
ask	VB	ask
me	PP	me
—	:	-
and	CC	and
this	DT	this
won	NN	won
'	POS	'
t	NN	t
take	VB	take
more	JJR	more
than	IN	than
two	CD	two
minutes	NNS	minute
,	,	,
I	PP	I
promise	VBP	promise
—	:	-
the	DT	the
kids	NNS	kid
say	VBP	say
,	,	,
"	``	"
Dr	NP	Dr
.	SENT	.
Jane	NP	Jane
,	,	,
do	VBP	do
you	PP	you
really	RB	really
have	VBP	have
hope	NN	hope
for	IN	for
the	DT	the
future	NN	future
?	SENT	?
You	PP	you
travel	VBP	travel
,	,	,
you	PP	you
see	VBP	see
all	PDT	all
these	DT	these
horrible	JJ	horrible
things	NNS	thing
happening	VBG	happen
.	SENT	.
"	''	"
Firstly	RB	firstly
,	,	,
the	DT	the
human	JJ	human
brain	NN	brain
—	:	-
I	PP	I
don	VBP	don
'	''	'
t	NN	t
need	VBP	need
to	TO	to
say	VB	say
anything	NN	anything
about	IN	about
that	DT	that
.	SENT	.
Now	RB	now
that	IN	that
we	PP	we
know	VBP	know
what	WP	what
the	DT	the
problems	NNS	problem
are	VBP	be
around	IN	around
the	DT	the
world	NN	world
,	,	,
human	JJ	human
brains	NNS	brain
like	IN	like
yours	PP	yours
are	VBP	be
rising	VBG	rise
to	TO	to
solve	VB	solve
those	DT	those
problems	NNS	problem
.	SENT	.
And	CC	and
we	PP	we
'	POS	'
ve	NN	ve
talked	VBD	talk
a	DT	a
lot	NN	lot
about	IN	about
that	DT	that
.	SENT	.
Secondly	RB	secondly
,	,	,
the	DT	the
resilience	NN	resilience
of	IN	of
nature	NN	nature
.	SENT	.
We	PP	we
can	MD	can
destroy	VB	destroy
a	DT	a
river	NN	river
,	,	,
and	CC	and
we	PP	we
can	MD	can
bring	VB	bring
it	PP	it
back	RB	back
to	TO	to
life	NN	life
.	SENT	.
We	PP	we
can	MD	can
see	VB	see
a	DT	a
whole	JJ	whole
area	NN	area
desolated	VBD	desolate
,	,	,
and	CC	and
it	PP	it
can	MD	can
be	VB	be
brought	VBN	bring
back	RB	back
to	TO	to
bloom	VB	bloom
again	RB	again
,	,	,
with	IN	with
time	NN	time
or	CC	or
a	DT	a
little	JJ	little
help	NN	help
.	SENT	.
And	CC	and
thirdly	RB	thirdly
,	,	,
the	DT	the
last	JJ	last
speaker	NN	speaker
talked	VBD	talk
about	RB	about
—	:	-
or	CC	or
the	DT	the
speaker	NN	speaker
before	IN	before
last	JJ	last
,	,	,
talked	VBN	talk
about	IN	about
the	DT	the
indomitable	JJ	indomitable
human	JJ	human
spirit	NN	spirit
.	SENT	.
We	PP	we
are	VBP	be
surrounded	VBN	surround
by	IN	by
the	DT	the
most	RBS	most
amazing	JJ	amazing
people	NNS	people
who	WP	who
do	VBP	do
things	NNS	thing
that	WDT	that
seem	VBP	seem
to	TO	to
be	VB	be
absolutely	RB	absolutely
impossible	JJ	impossible
.	SENT	.
Nelson	NP	Nelson
Mandela	NP	Mandela
—	:	-
I	PP	I
take	VBP	take
a	DT	a
little	JJ	little
piece	NN	piece
of	IN	of
limestone	NN	limestone
from	IN	from
Robben	NP	Robben
Island	NP	Island
Prison	NN	prison
,	,	,
where	WRB	where
he	PP	he
labored	VBD	labor
for	IN	for
27	CD	@card@
years	NNS	year
,	,	,
and	CC	and
came	VBD	come
out	RP	out
with	IN	with
so	RB	so
little	JJ	little
bitterness	NN	bitterness
,	,	,
he	PP	he
could	MD	could
lead	VB	lead
his	PP$	his
people	NNS	people
from	IN	from
the	DT	the
horror	NN	horror
of	IN	of
apartheid	NN	apartheid
without	IN	without
a	DT	a
bloodbath	NN	bloodbath
.	SENT	.
Even	RB	even
after	IN	after
the	DT	the
11th	JJ	11th
of	IN	of
September	NP	September
—	:	-
and	CC	and
I	PP	I
was	VBD	be
in	IN	in
New	NP	New
York	NP	York
and	CC	and
I	PP	I
felt	VBD	feel
the	DT	the
fear	NN	fear
—	:	-
nevertheless	RB	nevertheless
,	,	,
there	EX	there
was	VBD	be
so	RB	so
much	JJ	much
human	JJ	human
courage	NN	courage
,	,	,
so	RB	so
much	JJ	much
love	NN	love
and	CC	and
so	RB	so
much	JJ	much
compassion	NN	compassion
.	SENT	.
And	CC	and
then	RB	then
as	IN	as
I	PP	I
went	VBD	go
around	RP	around
the	DT	the
country	NN	country
after	IN	after
that	WDT	that
and	CC	and
felt	VBD	feel
the	DT	the
fear	NN	fear
—	:	-
the	DT	the
fear	NN	fear
that	WDT	that
was	VBD	be
leading	VBG	lead
to	TO	to
people	NNS	people
feeling	VBG	feel
they	PP	they
couldn	NN	<unknown>
'	POS	'
t	NN	t
worry	NN	worry
about	IN	about
the	DT	the
environment	NN	environment
any	DT	any
more	JJR	more
,	,	,
in	IN	in
case	NN	case
they	PP	they
seemed	VBD	seem
not	RB	not
to	TO	to
be	VB	be
patriotic	JJ	patriotic
—	:	-
and	CC	and
I	PP	I
was	VBD	be
trying	VBG	try
to	TO	to
encourage	VB	encourage
them	PP	them
,	,	,
somebody	NN	somebody
came	VBD	come
up	RP	up
with	IN	with
a	DT	a
little	JJ	little
quotation	NN	quotation
from	IN	from
Mahatma	NN	Mahatma
Gandhi	NP	Gandhi
,	,	,
"	``	"
If	IN	if
you	PP	you
look	VBP	look
back	RB	back
through	IN	through
human	JJ	human
history	NN	history
,	,	,
you	PP	you
see	VBP	see
that	IN	that
every	DT	every
evil	JJ	evil
regime	NN	regime
has	VBZ	have
been	VBN	be
overcome	VBN	overcome
by	IN	by
good	JJ	good
.	SENT	.
"	''	"
And	CC	and
just	RB	just
after	IN	after
that	IN	that
a	DT	a
woman	NN	woman
brought	VBD	bring
me	PP	me
this	DT	this
little	JJ	little
bell	NN	bell
,	,	,
and	CC	and
I	PP	I
want	VBP	want
to	TO	to
end	VB	end
on	IN	on
this	DT	this
note	NN	note
.	SENT	.
She	PP	she
said	VBD	say
,	,	,
"	``	"
If	IN	if
you	PP	you
'	POS	'
re	NN	re
talking	VBG	talk
about	IN	about
hope	NN	hope
and	CC	and
peace	NN	peace
,	,	,
ring	VBP	ring
this	DT	this
.	SENT	.
This	DT	this
bell	NN	bell
is	VBZ	be
made	VBN	make
from	IN	from
metal	NN	metal
from	IN	from
a	DT	a
defused	VBN	defuse
landmine	NN	landmine
,	,	,
from	IN	from
the	DT	the
killing	VBG	kill
fields	NNS	field
of	IN	of
Pol	NP	Pol
Pot	NN	pot
—	:	-
one	CD	one
of	IN	of
the	DT	the
most	RBS	most
evil	JJ	evil
regimes	NNS	regime
in	IN	in
human	JJ	human
history	NN	history
—	:	-
where	WRB	where
people	NNS	people
are	VBP	be
now	RB	now
beginning	VBG	begin
to	TO	to
put	VB	put
their	PP$	their
lives	NNS	life
back	RB	back
together	RB	together
after	IN	after
the	DT	the
regime	NN	regime
has	VBZ	have
crumbled	VBN	crumble
.	SENT	.
So	RB	so
,	,	,
yes	UH	yes
,	,	,
there	EX	there
is	VBZ	be
hope	NN	hope
,	,	,
and	CC	and
where	WRB	where
is	VBZ	be
the	DT	the
hope	NN	hope
?	SENT	?
Is	VBZ	be
it	PP	it
out	RB	out
there	RB	there
with	IN	with
the	DT	the
politicians	NNS	politician
?	SENT	?
It	PP	it
'	POS	'
s	NN	S
in	IN	in
our	PP$	our
hands	NNS	hand
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
in	IN	in
your	PP$	your
hands	NNS	hand
and	CC	and
my	PP$	my
hands	NNS	hand
and	CC	and
those	DT	those
of	IN	of
our	PP$	our
children	NNS	child
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
really	RB	really
up	RB	up
to	TO	to
us	PP	us
.	SENT	.
We	PP	we
'	''	'
re	IN	re
the	DT	the
ones	NNS	one
who	WP	who
can	MD	can
make	VB	make
a	DT	a
difference	NN	difference
.	SENT	.
If	IN	if
we	PP	we
lead	VBP	lead
lives	NNS	life
where	WRB	where
we	PP	we
consciously	RB	consciously
leave	VBP	leave
the	DT	the
lightest	JJS	light
possible	JJ	possible
ecological	JJ	ecological
footprints	NNS	footprint
,	,	,
if	IN	if
we	PP	we
buy	VBP	buy
the	DT	the
things	NNS	thing
that	WDT	that
are	VBP	be
ethical	JJ	ethical
for	IN	for
us	PP	us
to	TO	to
buy	VB	buy
and	CC	and
don	VB	don
'	''	'
t	NN	t
buy	VB	buy
the	DT	the
things	NNS	thing
that	WDT	that
are	VBP	be
not	RB	not
,	,	,
we	PP	we
can	MD	can
change	VB	change
the	DT	the
world	NN	world
overnight	RB	overnight
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
