Most	JJS	most
,	,	,
powerful	JJ	powerful
answer	NN	answer
.	SENT	.
GW	NP	GW
:	:	:
Yes	UH	yes
.	SENT	.
CA	MD	ca
:	:	:
So	RB	so
,	,	,
in	IN	in
terms	NNS	term
of	IN	of
that	DT	that
diagnostic	JJ	diagnostic
technology	NN	technology
that	IN	that
you	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
,	,	,
where	WRB	where
is	VBZ	be
that	IN	that
,	,	,
and	CC	and
when	WRB	when
do	VBP	do
you	PP	you
see	VBP	see
that	IN	that
maybe	RB	maybe
getting	VBG	get
rolled	VBN	roll
out	RP	out
to	TO	to
scale	VB	scale
.	SENT	.
GW	NP	GW
:	:	:
That	WDT	that
'	POS	'
s	NNS	<unknown>
coming	VBG	come
out	RP	out
soon	RB	soon
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
the	DT	the
systems	NNS	system
work	NN	work
,	,	,
and	CC	and
we	PP	we
have	VBP	have
to	TO	to
find	VB	find
out	RP	out
how	WRB	how
to	TO	to
manufacture	VB	manufacture
them	PP	them
and	CC	and
do	VBP	do
things	NNS	thing
of	IN	of
this	DT	this
kind	NN	kind
,	,	,
but	CC	but
the	DT	the
basic	JJ	basic
technology	NN	technology
works	NNS	work
.	SENT	.
CA	MD	ca
:	:	:
You	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
a	DT	a
company	NN	company
set	VBD	set
up	RP	up
to	TO	to
.	SENT	.
.	SENT	.
.	SENT	.
GW	NP	GW
:	:	:
A	DT	a
foundation	NN	foundation
,	,	,
a	DT	a
foundation	NN	foundation
.	SENT	.
Not-for-	JJ	<unknown>
profit	NN	profit
.	SENT	.
CA	MD	ca
:	:	:
All	DT	all
right	NN	right
.	SENT	.
Well	RB	well
,	,	,
thank	VB	thank
you	PP	you
so	RB	so
much	RB	much
for	IN	for
your	PP$	your
talk	NN	talk
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
