Today	NN	today
doesn	NNS	<unknown>
'	POS	'
t	NN	t
always	RB	always
deliver	VB	deliver
.	SENT	.
If	IN	if
we	PP	we
learn	VBP	learn
to	TO	to
speak	VB	speak
to	TO	to
one	CD	one
another	DT	another
,	,	,
albeit	IN	albeit
through	IN	through
translation	NN	translation
,	,	,
then	RB	then
we	PP	we
can	MD	can
begin	VB	begin
to	TO	to
see	VB	see
choice	NN	choice
in	IN	in
all	PDT	all
its	PP$	its
strangeness	NN	strangeness
,	,	,
complexity	NN	complexity
and	CC	and
compelling	JJ	compelling
beauty	NN	beauty
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
Bruno	NP	Bruno
Giussani	NP	<unknown>
:	:	:
Thank	VB	thank
you	PP	you
.	SENT	.
Sheena	NP	Sheena
,	,	,
there	EX	there
is	VBZ	be
a	DT	a
detail	NN	detail
about	IN	about
your	PP$	your
biography	NN	biography
that	IN	that
we	PP	we
have	VBP	have
not	RB	not
written	VBN	write
in	IN	in
the	DT	the
program	NN	program
book	NN	book
.	SENT	.
But	CC	but
by	IN	by
now	RB	now
it	PP	it
'	POS	'
s	NN	S
evident	JJ	evident
to	TO	to
everyone	NN	everyone
in	IN	in
this	DT	this
room	NN	room
.	SENT	.
You	PP	you
'	POS	'
re	NN	re
blind	NN	blind
.	SENT	.
And	CC	and
I	PP	I
guess	VBP	guess
one	PP	one
of	IN	of
the	DT	the
questions	NNS	question
on	IN	on
everybody	NN	everybody
'	POS	'
s	NN	S
mind	NN	mind
is	VBZ	be
:	:	:
How	WRB	how
does	VBZ	do
that	RB	that
influence	VB	influence
your	PP$	your
study	NN	study
of	IN	of
choosing	VBG	choose
because	IN	because
that	DT	that
'	''	'
s	VBG	<unknown>
an	DT	an
activity	NN	activity
that	IN	that
for	IN	for
most	JJS	most
people	NNS	people
is	VBZ	be
associated	VBN	associate
with	IN	with
visual	JJ	visual
inputs	NNS	input
like	IN	like
aesthetics	NNS	aesthetics
and	CC	and
color	NN	color
and	CC	and
so	RB	so
on	IN	on
?	SENT	?
Sheena	NP	Sheena
Iyengar	NP	Iyengar
:	:	:
Well	UH	well
,	,	,
it	PP	it
'	POS	'
s	NN	S
funny	JJ	funny
that	IN	that
you	PP	you
should	MD	should
ask	VB	ask
that	IN	that
because	IN	because
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
that	RB	that
'	''	'
s	NNS	<unknown>
interesting	JJ	interesting
about	IN	about
being	VBG	be
blind	JJ	blind
is	VBZ	be
you	PP	you
actually	RB	actually
get	VBP	get
a	DT	a
different	JJ	different
vantage	NN	vantage
point	NN	point
when	WRB	when
you	PP	you
observe	VBP	observe
the	DT	the
way	NN	way
sighted	VBD	sight
people	NNS	people
make	VB	make
choices	NNS	choice
.	SENT	.
And	CC	and
as	IN	as
you	PP	you
just	RB	just
mentioned	VBD	mention
,	,	,
there	EX	there
'	''	'
s	NN	S
lots	NNS	lot
of	IN	of
choices	NNS	choice
out	IN	out
there	RB	there
that	WDT	that
are	VBP	be
very	RB	very
visual	JJ	visual
these	DT	these
days	NNS	day
.	SENT	.
Yeah	RB	yeah
,	,	,
I	PP	I
—	:	-
as	IN	as
you	PP	you
would	MD	would
expect	VB	expect
—	:	-
get	VB	get
pretty	RB	pretty
frustrated	VBN	frustrate
by	IN	by
choices	NNS	choice
like	IN	like
what	WP	what
nail	NN	nail
polish	NN	polish
to	TO	to
put	VB	put
on	IN	on
because	IN	because
I	PP	I
have	VBP	have
to	TO	to
rely	VB	rely
on	IN	on
what	WP	what
other	JJ	other
people	NNS	people
suggest	VBP	suggest
.	SENT	.
And	CC	and
I	PP	I
can	MD	can
'	''	'
t	NN	t
decide	VB	decide
.	SENT	.
And	CC	and
so	RB	so
one	CD	one
time	NN	time
I	PP	I
was	VBD	be
in	IN	in
a	DT	a
beauty	NN	beauty
salon	NN	salon
,	,	,
and	CC	and
I	PP	I
was	VBD	be
trying	VBG	try
to	TO	to
decide	VB	decide
between	IN	between
two	CD	two
very	RB	very
light	JJ	light
shades	NNS	shade
of	IN	of
pink	NN	pink
.	SENT	.
And	CC	and
one	PP	one
was	VBD	be
called	VBN	call
"	``	"
Ballet	NP	Ballet
Slippers	VBZ	slipper
.	SENT	.
"	''	"
And	CC	and
the	DT	the
other	JJ	other
one	CD	one
was	VBD	be
called	VBN	call
"	``	"
Adorable	NP	Adorable
.	SENT	.
"	``	"
And	CC	and
so	RB	so
I	PP	I
asked	VBD	ask
these	DT	these
two	CD	two
ladies	NNS	lady
,	,	,
and	CC	and
the	DT	the
one	CD	one
lady	NN	lady
told	VBD	tell
me	PP	me
,	,	,
"	``	"
Well	UH	well
,	,	,
you	PP	you
should	MD	should
definitely	RB	definitely
wear	VB	wear
'	''	'
Ballet	NP	Ballet
Slippers	VBZ	slipper
.	SENT	.
'	''	'
"	''	"
"	``	"
Well	UH	well
,	,	,
what	WP	what
does	VBZ	do
it	PP	it
look	VB	look
like	IN	like
?	SENT	?
"	''	"
"	``	"
Well	UH	well
,	,	,
it	PP	it
'	POS	'
s	NN	S
a	DT	a
very	RB	very
elegant	JJ	elegant
shade	NN	shade
of	IN	of
pink	NN	pink
.	SENT	.
"	''	"
"	``	"
Okay	JJ	okay
,	,	,
great	JJ	great
.	SENT	.
"	``	"
The	DT	the
other	JJ	other
lady	NN	lady
tells	VBZ	tell
me	PP	me
to	TO	to
wear	VB	wear
"	``	"
Adorable	NP	Adorable
.	SENT	.
"	''	"
"	``	"
What	WP	what
does	VBZ	do
it	PP	it
look	VB	look
like	IN	like
?	SENT	?
"	''	"
"	``	"
It	PP	it
'	POS	'
s	NN	S
a	DT	a
glamorous	JJ	glamorous
shade	NN	shade
of	IN	of
pink	NN	pink
.	SENT	.
"	''	"
And	CC	and
so	RB	so
I	PP	I
asked	VBD	ask
them	PP	them
,	,	,
"	``	"
Well	UH	well
,	,	,
how	WRB	how
do	VBP	do
I	PP	I
tell	VB	tell
them	PP	them
apart	RB	apart
?	SENT	?
What	WP	what
'	POS	'
s	NNS	<unknown>
different	JJ	different
about	IN	about
them	PP	them
?	SENT	?
"	``	"
And	CC	and
they	PP	they
said	VBD	say
,	,	,
"	``	"
Well	UH	well
,	,	,
one	PP	one
is	VBZ	be
elegant	JJ	elegant
,	,	,
the	DT	the
other	JJ	other
one	CD	one
'	POS	'
s	NNS	<unknown>
glamorous	JJ	glamorous
.	SENT	.
"	''	"
Okay	RB	okay
,	,	,
we	PP	we
got	VBD	get
that	RB	that
.	SENT	.
And	CC	and
the	DT	the
only	JJ	only
thing	NN	thing
they	PP	they
had	VBD	have
consensus	NN	consensus
on	IN	on
:	:	:
well	RB	well
,	,	,
if	IN	if
I	PP	I
could	MD	could
see	VB	see
them	PP	them
,	,	,
I	PP	I
would	MD	would
clearly	RB	clearly
be	VB	be
able	JJ	able
to	TO	to
tell	VB	tell
them	PP	them
apart	RB	apart
.	SENT	.
And	CC	and
what	WP	what
I	PP	I
wondered	VBD	wonder
was	VBD	be
whether	IN	whether
they	PP	they
were	VBD	be
being	VBG	be
affected	VBN	affect
by	IN	by
the	DT	the
name	NN	name
or	CC	or
the	DT	the
content	NN	content
of	IN	of
the	DT	the
color	NN	color
,	,	,
so	RB	so
I	PP	I
decided	VBD	decide
to	TO	to
do	VB	do
a	DT	a
little	JJ	little
experiment	NN	experiment
.	SENT	.
So	RB	so
I	PP	I
brought	VBD	bring
these	DT	these
two	CD	two
bottles	NNS	bottle
of	IN	of
nail	NN	nail
polish	NN	polish
into	IN	into
the	DT	the
laboratory	NN	laboratory
,	,	,
and	CC	and
I	PP	I
stripped	VBD	strip
the	DT	the
labels	NNS	label
off	RP	off
.	SENT	.
And	CC	and
I	PP	I
brought	VBD	bring
women	NNS	woman
into	IN	into
the	DT	the
laboratory	NN	laboratory
,	,	,
and	CC	and
I	PP	I
asked	VBD	ask
them	PP	them
,	,	,
"	''	"
Which	WDT	which
one	CD	one
would	MD	would
you	PP	you
pick	VB	pick
?	SENT	?
"	''	"
50	CD	@card@
percent	NN	percent
of	IN	of
the	DT	the
women	NNS	woman
accused	VBD	accuse
me	PP	me
of	IN	of
playing	VBG	play
a	DT	a
trick	NN	trick
,	,	,
of	IN	of
putting	VBG	put
the	DT	the
same	JJ	same
color	NN	color
nail	NN	nail
polish	NN	polish
in	IN	in
both	CC	both
those	DT	those
bottles	NNS	bottle
.	SENT	.
At	IN	at
which	WDT	which
point	NN	point
you	PP	you
start	VBP	start
to	TO	to
wonder	VB	wonder
who	WP	who
the	DT	the
trick	NN	trick
'	POS	'
s	NN	S
really	RB	really
played	VBD	play
on	RP	on
.	SENT	.
Now	RB	now
,	,	,
of	IN	of
the	DT	the
women	NNS	woman
that	WDT	that
could	MD	could
tell	VB	tell
them	PP	them
apart	RB	apart
,	,	,
when	WRB	when
the	DT	the
labels	NNS	label
were	VBD	be
off	RP	off
,	,	,
they	PP	they
picked	VBD	pick
"	``	"
Adorable	NP	Adorable
,	,	,
"	``	"
and	CC	and
when	WRB	when
the	DT	the
labels	NNS	label
were	VBD	be
on	IN	on
,	,	,
they	PP	they
picked	VBD	pick
"	``	"
Ballet	NP	Ballet
Slippers	VBZ	slipper
.	SENT	.
"	''	"
So	RB	so
as	RB	as
far	RB	far
as	IN	as
I	PP	I
can	MD	can
tell	VB	tell
,	,	,
a	DT	a
rose	VBD	rise
by	IN	by
any	DT	any
other	JJ	other
name	NN	name
probably	RB	probably
does	VBZ	do
look	VB	look
different	JJ	different
and	CC	and
maybe	RB	maybe
even	RB	even
smells	VBZ	smell
different	JJ	different
.	SENT	.
BG	NN	BG
:	:	:
Thank	VB	thank
you	PP	you
.	SENT	.
Sheena	NP	Sheena
Iyengar	NP	Iyengar
.	SENT	.
Thank	VB	thank
you	PP	you
Sheena	NP	Sheena
.	SENT	.
