Well	RB	well
dollars	NNS	dollar
.	SENT	.
I	PP	I
think	VBP	think
it	PP	it
will	MD	will
cost	VB	cost
at	IN	at
least	JJS	least
10	CD	@card@
to	TO	to
20	CD	@card@
before	IN	before
you	PP	you
'	''	'
d	SYM	d
be	VB	be
in	IN	in
a	DT	a
position	NN	position
to	TO	to
help	VB	help
parents	NNS	parent
who	WP	who
'	POS	'
ve	NN	ve
had	VBD	have
an	DT	an
autistic	JJ	autistic
child	NN	child
,	,	,
or	CC	or
think	VBP	think
they	PP	they
may	MD	may
have	VB	have
an	DT	an
autistic	JJ	autistic
child	NN	child
,	,	,
and	CC	and
can	MD	can
we	PP	we
spot	VB	spot
the	DT	the
difference	NN	difference
?	SENT	?
So	IN	so
this	DT	this
same	JJ	same
technique	NN	technique
should	MD	should
probably	RB	probably
look	VB	look
at	IN	at
all	DT	all
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
wonderful	JJ	wonderful
way	NN	way
to	TO	to
find	VB	find
genes	NNS	gene
.	SENT	.
And	CC	and
so	RB	so
,	,	,
I	PP	I
'	POS	'
ll	NNS	<unknown>
conclude	VBP	conclude
by	IN	by
saying	VBG	say
we	PP	we
'	POS	'
ve	NN	ve
looked	VBD	look
at	IN	at
20	CD	@card@
people	NNS	people
with	IN	with
schizophrenia	NN	schizophrenia
.	SENT	.
And	CC	and
we	PP	we
thought	VBD	think
we	PP	we
'	''	'
d	SYM	d
probably	RB	probably
have	VB	have
to	TO	to
look	VB	look
at	IN	at
several	JJ	several
hundred	CD	hundred
before	IN	before
we	PP	we
got	VBD	get
the	DT	the
picture	NN	picture
.	SENT	.
But	CC	but
as	IN	as
you	PP	you
can	MD	can
see	VB	see
,	,	,
there	EX	there
'	''	'
s	VBZ	<unknown>
seven	CD	seven
out	RP	out
of	IN	of
20	CD	@card@
had	VBD	have
a	DT	a
change	NN	change
which	WDT	which
was	VBD	be
very	RB	very
high	JJ	high
.	SENT	.
And	CC	and
yet	RB	yet
,	,	,
in	IN	in
the	DT	the
controls	NNS	control
there	EX	there
were	VBD	be
three	CD	three
.	SENT	.
So	RB	so
what	WP	what
'	POS	'
s	NNS	<unknown>
the	DT	the
meaning	NN	meaning
of	IN	of
the	DT	the
controls	NNS	control
?	SENT	?
Were	VBD	be
they	PP	they
crazy	JJ	crazy
also	RB	also
,	,	,
and	CC	and
we	PP	we
didn	NP	<unknown>
'	POS	'
t	NN	t
know	VB	know
it	PP	it
?	SENT	?
Or	CC	or
,	,	,
you	PP	you
know	VBP	know
,	,	,
were	VBD	be
they	PP	they
normal	JJ	normal
?	SENT	?
I	PP	I
would	MD	would
guess	VB	guess
they	PP	they
'	POS	'
re	NN	re
normal	JJ	normal
.	SENT	.
And	CC	and
what	WP	what
we	PP	we
think	VBP	think
in	IN	in
schizophrenia	NN	schizophrenia
is	VBZ	be
there	EX	there
are	VBP	be
genes	NNS	gene
of	IN	of
predisposure	NN	predisposure
,	,	,
and	CC	and
whether	IN	whether
this	DT	this
is	VBZ	be
one	CD	one
that	WDT	that
predisposes	VBZ	predispose
â	NP	<unknown>
and	CC	and
then	RB	then
there	EX	there
'	''	'
s	NNS	<unknown>
only	RB	only
a	DT	a
sub-segment	NN	sub-segment
of	IN	of
the	DT	the
population	NN	population
that	RB	that
'	POS	'
s	NNS	<unknown>
capable	JJ	capable
of	IN	of
being	VBG	be
schizophrenic	JJ	schizophrenic
.	SENT	.
Now	RB	now
,	,	,
we	PP	we
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
really	RB	really
any	DT	any
evidence	NN	evidence
of	IN	of
it	PP	it
,	,	,
but	CC	but
I	PP	I
think	VBP	think
,	,	,
to	TO	to
give	VB	give
you	PP	you
a	DT	a
hypothesis	NN	hypothesis
,	,	,
the	DT	the
best	JJS	good
guess	NN	guess
is	VBZ	be
that	IN	that
if	IN	if
you	PP	you
'	POS	'
re	NN	re
left-handed	RB	left-handed
,	,	,
you	PP	you
'	POS	'
re	NN	re
prone	JJ	prone
to	TO	to
schizophrenia	NN	schizophrenia
.	SENT	.
30	CD	@card@
percent	NN	percent
of	IN	of
schizophrenic	JJ	schizophrenic
people	NNS	people
are	VBP	be
left-handed	JJ	left-handed
,	,	,
and	CC	and
schizophrenia	NN	schizophrenia
has	VBZ	have
a	DT	a
very	RB	very
funny	JJ	funny
genetics	NNS	genetics
,	,	,
which	WDT	which
means	VBZ	mean
60	CD	@card@
percent	NN	percent
of	IN	of
the	DT	the
people	NNS	people
are	VBP	be
genetically	RB	genetically
left-handed	JJ	left-handed
,	,	,
but	CC	but
only	RB	only
half	JJ	half
of	IN	of
it	PP	it
showed	VBD	show
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
the	DT	the
time	NN	time
to	TO	to
say	VB	say
.	SENT	.
Now	RB	now
,	,	,
some	DT	some
people	NNS	people
who	WP	who
think	VBP	think
they	PP	they
'	''	'
re	IN	re
right-handed	JJ	right-handed
are	VBP	be
genetically	RB	genetically
left-	NN	left-
handed	VBD	hand
.	SENT	.
OK	UH	OK
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
just	RB	just
saying	VBG	say
that	IN	that
,	,	,
if	IN	if
you	PP	you
think	VBP	think
,	,	,
oh	UH	oh
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
carry	VB	carry
a	DT	a
left-handed	JJ	left-handed
gene	NN	gene
so	RB	so
therefore	RB	therefore
my	PP$	my
,	,	,
you	PP	you
know	VBP	know
,	,	,
children	NNS	child
won	VBD	win
'	''	'
t	NN	t
be	VB	be
at	IN	at
risk	NN	risk
of	IN	of
schizophrenia	NN	schizophrenia
.	SENT	.
You	PP	you
might	MD	might
.	SENT	.
OK	UH	OK
?	SENT	?
So	IN	so
it	PP	it
'	POS	'
s	NN	S
,	,	,
to	TO	to
me	PP	me
,	,	,
an	DT	an
extraordinarily	RB	extraordinarily
exciting	JJ	exciting
time	NN	time
.	SENT	.
We	PP	we
ought	MD	ought
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
find	VB	find
the	DT	the
gene	NN	gene
for	IN	for
bipolar	JJ	bipolar
;	:	;
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
relationship	NN	relationship
.	SENT	.
And	CC	and
if	IN	if
I	PP	I
had	VBD	have
enough	JJ	enough
money	NN	money
,	,	,
we	PP	we
'	POS	'
d	NN	d
find	VBP	find
them	PP	them
all	PDT	all
this	DT	this
year	NN	year
.	SENT	.
I	PP	I
thank	VBP	thank
you	PP	you
.	SENT	.
