Thank	VB	thank
really	RB	really
believe	VBP	believe
that	IN	that
it	PP	it
may	MD	may
be	VB	be
possible	JJ	possible
.	SENT	.
These	DT	these
cells	NNS	cell
are	VBP	be
so	RB	so
versatile	JJ	versatile
,	,	,
these	DT	these
cancer	NN	cancer
cells	NNS	cell
are	VBP	be
so	RB	so
versatile	JJ	versatile
—	:	-
we	PP	we
just	RB	just
have	VB	have
to	TO	to
manipulate	VB	manipulate
them	PP	them
in	IN	in
the	DT	the
right	JJ	right
way	NN	way
.	SENT	.
And	CC	and
again	RB	again
,	,	,
some	DT	some
of	IN	of
these	DT	these
may	MD	may
be	VB	be
far-	NN	<unknown>
fetched	VBD	fetch
,	,	,
but	CC	but
I	PP	I
figured	VBD	figure
if	IN	if
there	EX	there
'	''	'
s	NNS	<unknown>
anywhere	RB	anywhere
to	TO	to
present	VB	present
far-fetched	JJ	far-fetched
ideas	NNS	idea
,	,	,
it	PP	it
'	POS	'
s	NN	S
here	RB	here
at	IN	at
TED	VB	ted
,	,	,
so	RB	so
thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
