Whitney	NP	Whitney
shopping	NN	shopping
,	,	,
I	PP	I
still	RB	still
get	VBP	get
the	DT	the
look	NN	look
,	,	,
am	VBP	be
I	PP	I
stealing	VBG	steal
,	,	,
watching	VBG	watch
me	PP	me
as	IN	as
I	PP	I
walk	VBP	walk
around	IN	around
the	DT	the
corner	NN	corner
.	SENT	.
And	CC	and
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
what	WP	what
else	RB	else
or	CC	or
how	WRB	how
else	RB	else
I	PP	I
can	MD	can
look	VB	look
or	CC	or
act	VB	act
any	DT	any
different	JJ	different
,	,	,
so	RB	so
I	PP	I
just	RB	just
act	VBP	act
like	IN	like
myself	PP	myself
.	SENT	.
I	PP	I
used	VBD	use
to	TO	to
get	VB	get
dressed	VBN	dress
to	TO	to
go	VB	go
shopping	NN	shopping
.	SENT	.
Now	RB	now
I	PP	I
never	RB	never
do	VBP	do
that	DT	that
.	SENT	.
If	IN	if
I	PP	I
'	POS	'
m	NN	m
spending	VBG	spend
my	PP$	my
money	NN	money
,	,	,
my	PP$	my
money	NN	money
spends	VBZ	spend
everywhere	RB	everywhere
,	,	,
and	CC	and
if	IN	if
I	PP	I
get	VBP	get
that	IN	that
feeling	VBG	feel
that	IN	that
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
race	VB	race
me	PP	me
around	IN	around
the	DT	the
store	NN	store
,	,	,
then	RB	then
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
leave	VB	leave
,	,	,
and	CC	and
that	IN	that
'	''	'
s	VBG	<unknown>
your	PP$	your
loss	NN	loss
.	SENT	.
But	CC	but
I	PP	I
still	RB	still
get	VBP	get
that	IN	that
,	,	,
and	CC	and
so	RB	so
I	PP	I
worry	VBP	worry
.	SENT	.
So	RB	so
I	PP	I
also	RB	also
try	VBP	try
to	TO	to
help	VB	help
people	NNS	people
understand	VBP	understand
that	IN	that
this	DT	this
is	VBZ	be
not	RB	not
a	DT	a
socioeconomic	JJ	socioeconomic
,	,	,
once	IN	once
you	PP	you
'	POS	'
ve	JJ	<unknown>
sort	NN	sort
of	IN	of
"	``	"
made	VBN	make
it	PP	it
,	,	,
"	''	"
you	PP	you
'	POS	'
re	NN	re
out	RP	out
of	IN	of
the	DT	the
water	NN	water
.	SENT	.
No	UH	no
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
still	RB	still
,	,	,
as	IN	as
someone	NN	someone
with	IN	with
differences	NNS	difference
,	,	,
visible	JJ	visible
differences	NNS	difference
,	,	,
you	PP	you
'	POS	'
re	NN	re
still	RB	still
at	IN	at
risk	NN	risk
.	SENT	.
WPR	NN	WPR
:	:	:
And	CC	and
so	RB	so
much	RB	much
of	IN	of
this	DT	this
conversation	NN	conversation
also	RB	also
is	VBZ	be
about	RB	about
who	WP	who
'	POS	'
s	NN	S
in	IN	in
leadership	NN	leadership
and	CC	and
who	WP	who
'	POS	'
s	NN	S
making	VBG	make
these	DT	these
decisions	NNS	decision
and	CC	and
representation	NN	representation
at	IN	at
high	JJ	high
levels	NNS	level
.	SENT	.
And	CC	and
I	PP	I
know	VBP	know
that	IN	that
you	PP	you
'	POS	'
ve	RB	<unknown>
been	VBN	be
really	RB	really
vocal	JJ	vocal
about	IN	about
your	PP$	your
own	JJ	own
experiences	NNS	experience
as	IN	as
a	DT	a
woman	NN	woman
color	NN	color
,	,	,
person	NN	person
of	IN	of
color	NN	color
,	,	,
as	IN	as
a	DT	a
Black	NP	Black
woman	NN	woman
,	,	,
in	IN	in
these	DT	these
executive	JJ	executive
positions	NNS	position
,	,	,
and	CC	and
often	RB	often
feeling	VBG	feel
you	PP	you
are	VBP	be
the	DT	the
only	JJ	only
one	CD	one
in	IN	in
some	DT	some
rooms	NNS	room
,	,	,
and	CC	and
sort	NN	sort
of	IN	of
the	DT	the
isolation	NN	isolation
of	IN	of
that	DT	that
,	,	,
but	CC	but
also	RB	also
the	DT	the
challenges	NNS	challenge
in	IN	in
making	VBG	make
choices	NNS	choice
and	CC	and
getting	VBG	get
things	NNS	thing
done	VBN	do
when	WRB	when
that	DT	that
'	''	'
s	VBG	<unknown>
the	DT	the
case	NN	case
.	SENT	.
And	CC	and
so	IN	so
I	PP	I
'	POS	'
m	NN	m
curious	JJ	curious
also	RB	also
,	,	,
what	WP	what
are	VBP	be
the	DT	the
opportunities	NNS	opportunity
that	IN	that
this	DT	this
moment	NN	moment
presents	VBZ	present
for	IN	for
us	PP	us
to	TO	to
perhaps	RB	perhaps
approach	VB	approach
this	DT	this
differently	RB	differently
,	,	,
and	CC	and
how	WRB	how
can	MD	can
people	NNS	people
at	IN	at
different	JJ	different
organizations	NNS	organization
who	WP	who
are	VBP	be
looking	VBG	look
to	TO	to
bring	VB	bring
people	NNS	people
in	IN	in
to	TO	to
positions	NNS	position
of	IN	of
leadership	NN	leadership
,	,	,
how	WRB	how
can	MD	can
we	PP	we
approach	VB	approach
this	DT	this
differently	RB	differently
so	RB	so
that	IN	that
we	PP	we
can	MD	can
begin	VB	begin
to	TO	to
see	VB	see
more	JJR	more
people	NNS	people
of	IN	of
color	NN	color
in	IN	in
these	DT	these
roles	NNS	role
?	SENT	?
RB	NP	RB
:	:	:
Sure	JJ	sure
.	SENT	.
It	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
my	PP$	my
experience	NN	experience
that	IN	that
I	PP	I
see	VBP	see
tons	NNS	ton
of	IN	of
great	JJ	great
,	,	,
diverse	JJ	diverse
talent	NN	talent
coming	VBG	come
in	IN	in
to	TO	to
companies	NNS	company
,	,	,
and	CC	and
then	RB	then
they	PP	they
'	POS	'
re	NN	re
stuck	VBD	stick
.	SENT	.
And	CC	and
what	WP	what
I	PP	I
see	VBP	see
is	VBZ	be
the	DT	the
pipeline	NN	pipeline
is	VBZ	be
very	RB	very
weak	JJ	weak
at	IN	at
a	DT	a
certain	JJ	certain
level	NN	level
,	,	,
and	CC	and
once	RB	once
it	PP	it
gets	VBZ	get
to	TO	to
the	DT	the
point	NN	point
of	IN	of
trying	VBG	try
to	TO	to
decide	VB	decide
on	IN	on
a	DT	a
succession	NN	succession
plan	NN	plan
for	IN	for
who	WP	who
'	POS	'
s	NNS	<unknown>
next	JJ	next
in	IN	in
line	NN	line
for	IN	for
the	DT	the
big	JJ	big
jobs	NNS	job
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
this	DT	this
great	JJ	great
talent	NN	talent
that	RB	that
'	POS	'
s	NN	S
like	IN	like
that	DT	that
mid-level	JJ	mid-level
manager	NN	manager
area	NN	area
,	,	,
then	RB	then
there	RB	there
'	''	'
s	VBG	<unknown>
a	DT	a
big	JJ	big
gap	NN	gap
,	,	,
and	CC	and
then	RB	then
there	EX	there
'	''	'
s	VBG	<unknown>
maybe	RB	maybe
two	CD	two
at	IN	at
the	DT	the
top	NN	top
.	SENT	.
And	CC	and
it	PP	it
puts	VBZ	put
a	DT	a
lot	NN	lot
of	IN	of
pressure	NN	pressure
on	IN	on
those	DT	those
two	CD	two
on	IN	on
the	DT	the
top	NN	top
to	TO	to
try	VB	try
and	CC	and
go	VB	go
down	RP	down
and	CC	and
grab	VB	grab
those	DT	those
that	WDT	that
are	VBP	be
just	RB	just
,	,	,
maybe	RB	maybe
been	VBN	be
with	IN	with
the	DT	the
company	NN	company
for	IN	for
two	CD	two
to	TO	to
five	CD	five
years	NNS	year
,	,	,
and	CC	and
lift	VB	lift
them	PP	them
up	RP	up
.	SENT	.
So	RB	so
what	WP	what
I	PP	I
think	VBP	think
about	RB	about
is	VBZ	be
:	:	:
How	WRB	how
do	VBP	do
we	PP	we
give	VB	give
extraordinary	JJ	extraordinary
experiences	NNS	experience
to	TO	to
our	PP$	our
youngest	JJS	young
diverse	JJ	diverse
talent	NN	talent
so	RB	so
that	IN	that
they	PP	they
can	MD	can
get	VB	get
that	DT	that
exposure	NN	exposure
early	JJ	early
on	IN	on
and	CC	and
begin	VB	begin
to	TO	to
develop	VB	develop
early	RB	early
on	IN	on
just	RB	just
like	IN	like
their	PP$	their
white	JJ	white
peers	NNS	peer
?	SENT	?
And	CC	and
I	PP	I
think	VBP	think
sometimes	RB	sometimes
we	PP	we
celebrate	VBP	celebrate
too	RB	too
much	JJ	much
that	IN	that
they	PP	they
are	VBP	be
part	NN	part
of	IN	of
the	DT	the
company	NN	company
,	,	,
but	CC	but
what	WP	what
we	PP	we
need	VBP	need
to	TO	to
celebrate	VB	celebrate
is	VBZ	be
,	,	,
where	WRB	where
is	VBZ	be
their	PP$	their
progression	NN	progression
?	SENT	?
Where	WRB	where
is	VBZ	be
their	PP$	their
opportunity	NN	opportunity
for	IN	for
growth	NN	growth
?	SENT	?
Who	WP	who
'	POS	'
s	NNS	<unknown>
listening	VBG	listen
to	TO	to
them	PP	them
,	,	,
and	CC	and
who	WP	who
has	VBZ	have
their	PP$	their
hands	NNS	hand
on	IN	on
them	PP	them
?	SENT	?
And	CC	and
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
that	IN	that
we	PP	we
'	POS	'
re	NN	re
doing	VBG	do
at	IN	at
Starbucks	NP	Starbucks
is	VBZ	be
really	RB	really
having	VBG	have
structured	VBN	structure
mentorship	NN	<unknown>
.	SENT	.
But	CC	but
the	DT	the
mentorship	NN	<unknown>
looks	VBZ	look
a	DT	a
lot	NN	lot
more	RBR	more
like	IN	like
being	VBG	be
a	DT	a
sponsor	NN	sponsor
.	SENT	.
And	CC	and
so	RB	so
,	,	,
our	PP$	our
executive	JJ	executive
leaders	NNS	leader
will	MD	will
be	VB	be
responsible	JJ	responsible
for	IN	for
the	DT	the
development	NN	development
of	IN	of
our	PP$	our
young	JJ	young
,	,	,
diverse	JJ	diverse
talent	NN	talent
and	CC	and
making	VBG	make
sure	JJ	sure
that	IN	that
they	PP	they
'	''	'
re	IN	re
getting	VBG	get
that	DT	that
exposure	NN	exposure
and	CC	and
those	DT	those
opportunities	NNS	opportunity
.	SENT	.
And	CC	and
just	RB	just
imagine	VB	imagine
if	IN	if
you	PP	you
'	''	'
re	IN	re
a	DT	a
new	JJ	new
hire	NN	hire
in	IN	in
the	DT	the
company	NN	company
,	,	,
and	CC	and
someone	NN	someone
wants	VBZ	want
to	TO	to
meet	VB	meet
with	IN	with
you	PP	you
at	IN	at
a	DT	a
senior	JJ	senior
level	NN	level
once	IN	once
a	DT	a
month	NN	month
,	,	,
twice	RB	twice
a	DT	a
year	NN	year
,	,	,
even	RB	even
--	:	--
that	WDT	that
'	POS	'
s	NN	S
game-changing	NN	game-changing
.	SENT	.
And	CC	and
so	RB	so
we	PP	we
have	VBP	have
to	TO	to
reach	VB	reach
our	PP$	our
young	JJ	young
talent	NN	talent
early	RB	early
,	,	,
and	CC	and
now	RB	now
this	DT	this
pipeline	NN	pipeline
has	VBZ	have
got	VBN	get
to	TO	to
close	VB	close
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
to	TO	to
fill	VB	fill
it	PP	it
up	RP	up
and	CC	and
close	VB	close
this	DT	this
gap	NN	gap
,	,	,
because	IN	because
if	IN	if
not	RB	not
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
see	VB	see
a	DT	a
pathway	NN	pathway
for	IN	for
diverse	JJ	diverse
executives	NNS	executive
,	,	,
C-suite	NP	C-suite
executives	NNS	executive
,	,	,
in	IN	in
the	DT	the
next	JJ	next
,	,	,
I	PP	I
would	MD	would
say	VB	say
,	,	,
three	CD	three
to	TO	to
five	CD	five
years	NNS	year
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
see	VB	see
a	DT	a
lot	NN	lot
of	IN	of
placements	NNS	placement
happening	VBG	happen
.	SENT	.
WPR	NN	WPR
:	:	:
And	CC	and
are	VBP	be
you	PP	you
hopeful	JJ	hopeful
in	IN	in
this	DT	this
moment	NN	moment
?	SENT	?
Do	VB	do
you	PP	you
feel	VB	feel
like	IN	like
we	PP	we
are	VBP	be
making	VBG	make
progress	NN	progress
towards	IN	towards
this	DT	this
?	SENT	?
RB	NN	RB
:	:	:
It	PP	it
'	POS	'
s	JJ	<unknown>
early	JJ	early
days	NNS	day
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
hopeful	NN	hopeful
.	SENT	.
I	PP	I
feel	VBP	feel
good	JJ	good
about	IN	about
the	DT	the
conversations	NNS	conversation
that	WDT	that
are	VBP	be
happening	VBG	happen
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
seeing	VBG	see
change	NN	change
in	IN	in
people	NNS	people
thinking	VBG	think
more	JJR	more
about	IN	about
themselves	PP	themselves
when	WRB	when
my	PP$	my
white	JJ	white
counterparts	NNS	counterpart
are	VBP	be
questioning	VBG	question
some	DT	some
of	IN	of
their	PP$	their
actions	NNS	action
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
feel	VBP	feel
like	IN	like
we	PP	we
can	MD	can
'	''	'
t	NN	t
let	VB	let
this	DT	this
moment	NN	moment
leave	VB	leave
us	PP	us
,	,	,
and	CC	and
what	WP	what
we	PP	we
'	POS	'
re	NN	re
learning	VBG	learn
about	IN	about
it	PP	it
.	SENT	.
I	PP	I
think	VBP	think
what	WP	what
I	PP	I
'	POS	'
m	NN	m
really	RB	really
optimistic	JJ	optimistic
about	RB	about
is	VBZ	be
that	IN	that
now	RB	now
I	PP	I
think	VBP	think
more	JJR	more
people	NNS	people
will	MD	will
understand	VB	understand
that	IN	that
the	DT	the
less	RBR	less
diverse	JJ	diverse
and	CC	and
less	RBR	less
inclusive	JJ	inclusive
we	PP	we
are	VBP	be
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
more	RBR	more
than	IN	than
a	DT	a
business	NN	business
imperative	NN	imperative
.	SENT	.
When	WRB	when
we	PP	we
combine	VBP	combine
the	DT	the
pandemic	NN	pandemic
and	CC	and
we	PP	we
see	VBP	see
the	DT	the
inequities	NNS	inequity
of	IN	of
a	DT	a
pandemic	NN	pandemic
on	IN	on
a	DT	a
diverse	JJ	diverse
community	NN	community
,	,	,
and	CC	and
we	PP	we
talk	VBP	talk
about	RB	about
how	WRB	how
that	DT	that
happens	VBZ	happen
,	,	,
how	WRB	how
people	NNS	people
are	VBP	be
underrepresented	VBN	underrepresent
in	IN	in
health	NN	health
care	NN	care
,	,	,
underrepresented	VBN	underrepresent
in	IN	in
their	PP$	their
housing	NN	housing
,	,	,
they	PP	they
can	MD	can
see	VB	see
that	IN	that
this	DT	this
is	VBZ	be
a	DT	a
groundswell	NN	groundswell
moment	NN	moment
.	SENT	.
And	CC	and
the	DT	the
more	JJR	more
we	PP	we
realize	VBP	realize
that	IN	that
and	CC	and
talk	NN	talk
about	IN	about
that	DT	that
complexity	NN	complexity
,	,	,
then	RB	then
the	DT	the
solutions	NNS	solution
begin	VBP	begin
to	TO	to
happen	VB	happen
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
that	IN	that
'	POS	'
s	NNS	<unknown>
happening	VBG	happen
more	JJR	more
and	CC	and
more	JJR	more
,	,	,
so	IN	so
I	PP	I
'	POS	'
m	NN	m
optimistic	JJ	optimistic
about	RB	about
that	IN	that
,	,	,
because	IN	because
we	PP	we
'	POS	'
re	NN	re
looking	VBG	look
at	IN	at
the	DT	the
ills	NNS	ill
of	IN	of
lack	NN	lack
of	IN	of
diversity	NN	diversity
and	CC	and
inclusion	NN	inclusion
,	,	,
and	CC	and
maybe	RB	maybe
looking	VBG	look
at	IN	at
much	RB	much
broader	JJR	broad
solutions	NNS	solution
for	IN	for
it	PP	it
than	IN	than
what	WP	what
we	PP	we
have	VBP	have
in	IN	in
the	DT	the
past	NN	past
.	SENT	.
WPR	NN	WPR
:	:	:
Thank	VB	thank
you	PP	you
so	RB	so
much	RB	much
,	,	,
Roz	NP	Roz
.	SENT	.
This	DT	this
was	VBD	be
such	PDT	such
a	DT	a
meaningful	JJ	meaningful
conversation	NN	conversation
.	SENT	.
It	PP	it
was	VBD	be
great	JJ	great
to	TO	to
hear	VB	hear
your	PP$	your
insights	NNS	insight
.	SENT	.
RB	NN	RB
:	:	:
Thank	VB	thank
you	PP	you
.	SENT	.
