One	CD	one
say	VBP	say
,	,	,
they	PP	they
are	VBP	be
branded	VBN	brand
,	,	,
they	PP	they
have	VBP	have
a	DT	a
clear	JJ	clear
identity	NN	identity
,	,	,
so	RB	so
they	PP	they
don	VB	don
'	''	'
t	NN	t
get	VB	get
lost	VBN	lose
in	IN	in
a	DT	a
busy	JJ	busy
world	NN	world
.	SENT	.
That	IN	that
'	POS	'
s	JJ	<unknown>
something	NN	something
we	PP	we
can	MD	can
learn	VB	learn
from	IN	from
.	SENT	.
I	PP	I
want	VBP	want
to	TO	to
conclude	VB	conclude
.	SENT	.
Really	RB	really
what	WP	what
I	PP	I
want	VBP	want
to	TO	to
say	VB	say
is	VBZ	be
for	IN	for
many	JJ	many
of	IN	of
you	PP	you
who	WP	who
are	VBP	be
operating	VBG	operate
in	IN	in
a	DT	a
range	NN	range
of	IN	of
different	JJ	different
fields	NNS	field
,	,	,
there	EX	there
is	VBZ	be
something	NN	something
to	TO	to
learn	VB	learn
from	IN	from
the	DT	the
example	NN	example
of	IN	of
religion	NN	religion
â	NP	<unknown>
even	RB	even
if	IN	if
you	PP	you
don	NN	don
'	POS	'
t	NN	t
believe	VBP	believe
any	DT	any
of	IN	of
it	PP	it
.	SENT	.
If	IN	if
you	PP	you
'	POS	'
re	NN	re
involved	VBN	involve
in	IN	in
anything	NN	anything
that	RB	that
'	POS	'
s	NNS	<unknown>
communal	JJ	communal
,	,	,
that	WDT	that
involves	VBZ	involve
lots	NNS	lot
of	IN	of
people	NNS	people
getting	VBG	get
together	RB	together
,	,	,
there	EX	there
are	VBP	be
things	NNS	thing
for	IN	for
you	PP	you
in	IN	in
religion	NN	religion
.	SENT	.
If	IN	if
you	PP	you
'	POS	'
re	NN	re
involved	VBD	involve
,	,	,
say	VBP	say
,	,	,
in	IN	in
a	DT	a
travel	NN	travel
industry	NN	industry
in	IN	in
any	DT	any
way	NN	way
,	,	,
look	NN	look
at	IN	at
pilgrimage	NN	pilgrimage
.	SENT	.
Look	VB	look
very	RB	very
closely	RB	closely
at	IN	at
pilgrimage	NN	pilgrimage
.	SENT	.
We	PP	we
haven	NN	haven
'	POS	'
t	NN	t
begun	VBN	begin
to	TO	to
scratch	VB	scratch
the	DT	the
surface	NN	surface
of	IN	of
what	WP	what
travel	NN	travel
could	MD	could
be	VB	be
because	IN	because
we	PP	we
haven	NN	haven
'	POS	'
t	NN	t
looked	VBD	look
at	IN	at
what	WP	what
religions	NNS	religion
do	VBP	do
with	IN	with
travel	NN	travel
.	SENT	.
If	IN	if
you	PP	you
'	POS	'
re	NN	re
in	IN	in
the	DT	the
art	NN	art
world	NN	world
,	,	,
look	NN	look
at	IN	at
the	DT	the
example	NN	example
of	IN	of
what	WP	what
religions	NNS	religion
are	VBP	be
doing	VBG	do
with	IN	with
art	NN	art
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
'	''	'
re	IN	re
an	DT	an
educator	NN	educator
in	IN	in
any	DT	any
way	NN	way
,	,	,
again	RB	again
,	,	,
look	VBP	look
at	IN	at
how	WRB	how
religions	NNS	religion
are	VBP	be
spreading	VBG	spread
ideas	NNS	idea
.	SENT	.
You	PP	you
may	MD	may
not	RB	not
agree	VB	agree
with	IN	with
the	DT	the
ideas	NNS	idea
,	,	,
but	CC	but
my	PP$	my
goodness	NN	goodness
,	,	,
they	PP	they
'	POS	'
re	NN	re
highly	RB	highly
effective	JJ	effective
mechanisms	NNS	mechanism
for	IN	for
doing	VBG	do
so	RB	so
.	SENT	.
So	RB	so
really	RB	really
my	PP$	my
concluding	VBG	conclude
point	NN	point
is	VBZ	be
you	PP	you
may	MD	may
not	RB	not
agree	VB	agree
with	IN	with
religion	NN	religion
,	,	,
but	CC	but
at	IN	at
the	DT	the
end	NN	end
of	IN	of
the	DT	the
day	NN	day
,	,	,
religions	NNS	religion
are	VBP	be
so	RB	so
subtle	JJ	subtle
,	,	,
so	RB	so
complicated	VBN	complicate
,	,	,
so	RB	so
intelligent	JJ	intelligent
in	IN	in
many	JJ	many
ways	NNS	way
that	IN	that
they	PP	they
'	POS	'
re	NN	re
not	RB	not
fit	VBP	fit
to	TO	to
be	VB	be
abandoned	VBN	abandon
to	TO	to
the	DT	the
religious	JJ	religious
alone	RB	alone
;	:	;
they	PP	they
'	POS	'
re	NN	re
for	IN	for
all	DT	all
of	IN	of
us	PP	us
.	SENT	.
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
Chris	NP	Chris
Anderson	NP	Anderson
:	:	:
Now	RB	now
this	DT	this
is	VBZ	be
actually	RB	actually
a	DT	a
courageous	JJ	courageous
talk	NN	talk
,	,	,
because	IN	because
you	PP	you
'	POS	'
re	NN	re
kind	NN	kind
of	IN	of
setting	VBG	set
up	IN	up
yourself	PP	yourself
in	IN	in
some	DT	some
ways	NNS	way
to	TO	to
be	VB	be
ridiculed	VBN	ridicule
in	IN	in
some	DT	some
quarters	NNS	quarter
.	SENT	.
AB	NP	AB
:	:	:
You	PP	you
can	MD	can
get	VB	get
shot	NN	shot
by	IN	by
both	DT	both
sides	NNS	side
.	SENT	.
You	PP	you
can	MD	can
get	VB	get
shot	NN	shot
by	IN	by
the	DT	the
hard-headed	JJ	hard-headed
atheists	NNS	atheist
,	,	,
and	CC	and
you	PP	you
can	MD	can
get	VB	get
shot	NN	shot
by	IN	by
those	DT	those
who	WP	who
fully	RB	fully
believe	VBP	believe
.	SENT	.
CA	MD	ca
:	:	:
Incoming	JJ	incoming
missiles	NNS	missile
from	IN	from
North	NP	North
Oxford	NP	Oxford
at	IN	at
any	DT	any
moment	NN	moment
.	SENT	.
AB	NP	AB
:	:	:
Indeed	UH	indeed
.	SENT	.
CA	MD	ca
:	:	:
But	CC	but
you	PP	you
left	VBD	leave
out	RP	out
one	CD	one
aspect	NN	aspect
of	IN	of
religion	NN	religion
that	IN	that
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
might	MD	might
say	VB	say
your	PP$	your
agenda	NN	agenda
could	MD	could
borrow	VB	borrow
from	IN	from
,	,	,
which	WDT	which
is	VBZ	be
this	DT	this
sense	NN	sense
â	NP	<unknown>
that	WDT	that
'	POS	'
s	NN	S
actually	RB	actually
probably	RB	probably
the	DT	the
most	RBS	most
important	JJ	important
thing	NN	thing
to	TO	to
anyone	NN	anyone
who	WP	who
'	POS	'
s	NN	S
religious	JJ	religious
â	NP	<unknown>
of	IN	of
spiritual	JJ	spiritual
experience	NN	experience
,	,	,
of	IN	of
some	DT	some
kind	NN	kind
of	IN	of
connection	NN	connection
with	IN	with
something	NN	something
that	RB	that
'	''	'
s	NN	S
bigger	JJR	big
than	IN	than
you	PP	you
are	VBP	be
.	SENT	.
Is	VBZ	be
there	RB	there
any	DT	any
room	NN	room
for	IN	for
that	DT	that
experience	NN	experience
in	IN	in
Atheism	NN	atheism
2	CD	@card@
.	SENT	.
0	CD	@card@
?	SENT	?
AB	NP	AB
:	:	:
Absolutely	RB	absolutely
.	SENT	.
I	PP	I
,	,	,
like	IN	like
many	JJ	many
of	IN	of
you	PP	you
,	,	,
meet	VB	meet
people	NNS	people
who	WP	who
say	VBP	say
things	NNS	thing
like	VBP	like
,	,	,
"	''	"
But	CC	but
isn	NP	isn
'	POS	'
t	NN	t
there	RB	there
something	NN	something
bigger	JJR	big
than	IN	than
us	PP	us
,	,	,
something	NN	something
else	RB	else
?	SENT	?
"	``	"
And	CC	and
I	PP	I
say	VBP	say
,	,	,
"	''	"
Of	IN	of
course	NN	course
.	SENT	.
"	``	"
And	CC	and
they	PP	they
say	VBP	say
,	,	,
"	''	"
So	IN	so
aren	NNS	<unknown>
'	POS	'
t	NN	t
you	PP	you
sort	VBP	sort
of	IN	of
religious	JJ	religious
?	SENT	?
"	``	"
And	CC	and
I	PP	I
go	VBP	go
,	,	,
"	``	"
No	UH	no
.	SENT	.
"	``	"
Why	WRB	why
does	VBZ	do
that	DT	that
sense	NN	sense
of	IN	of
mystery	NN	mystery
,	,	,
that	DT	that
sense	NN	sense
of	IN	of
the	DT	the
dizzying	JJ	dizzying
scale	NN	scale
of	IN	of
the	DT	the
universe	NN	universe
,	,	,
need	VBP	need
to	TO	to
be	VB	be
accompanied	VBN	accompany
by	IN	by
a	DT	a
mystical	JJ	mystical
feeling	NN	feeling
?	SENT	?
Science	NP	Science
and	CC	and
just	RB	just
observation	NN	observation
gives	VBZ	give
us	PP	us
that	IN	that
feeling	VBG	feel
without	IN	without
it	PP	it
,	,	,
so	RB	so
I	PP	I
don	VB	don
'	''	'
t	NN	t
feel	VBP	feel
the	DT	the
need	NN	need
.	SENT	.
The	DT	the
universe	NN	universe
is	VBZ	be
large	JJ	large
and	CC	and
we	PP	we
are	VBP	be
tiny	JJ	tiny
,	,	,
without	IN	without
the	DT	the
need	NN	need
for	IN	for
further	JJR	further
religious	JJ	religious
superstructure	NN	superstructure
.	SENT	.
So	RB	so
one	PP	one
can	MD	can
have	VB	have
so-called	JJ	so-called
spiritual	JJ	spiritual
moments	NNS	moment
without	IN	without
belief	NN	belief
in	IN	in
the	DT	the
spirit	NN	spirit
.	SENT	.
CA	MD	ca
:	:	:
Actually	RB	actually
,	,	,
let	VB	let
me	PP	me
just	RB	just
ask	VBP	ask
a	DT	a
question	NN	question
.	SENT	.
How	WRB	how
many	JJ	many
people	NNS	people
here	RB	here
would	MD	would
say	VB	say
that	DT	that
religion	NN	religion
is	VBZ	be
important	JJ	important
to	TO	to
them	PP	them
?	SENT	?
Is	VBZ	be
there	RB	there
an	DT	an
equivalent	JJ	equivalent
process	NN	process
by	IN	by
which	WDT	which
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
sort	NN	sort
of	IN	of
bridge	NN	bridge
between	IN	between
what	WP	what
you	PP	you
'	POS	'
re	NN	re
talking	VBG	talk
about	RB	about
and	CC	and
what	WP	what
you	PP	you
would	MD	would
say	VB	say
to	TO	to
them	PP	them
?	SENT	?
AB	NP	AB
:	:	:
I	PP	I
would	MD	would
say	VB	say
that	IN	that
there	EX	there
are	VBP	be
many	JJ	many
,	,	,
many	JJ	many
gaps	NNS	gap
in	IN	in
secular	JJ	secular
life	NN	life
and	CC	and
these	DT	these
can	MD	can
be	VB	be
plugged	VBD	plug
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
as	RB	as
though	RB	though
,	,	,
as	IN	as
I	PP	I
try	VBP	try
to	TO	to
suggest	VB	suggest
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
as	RB	as
though	RB	though
either	CC	either
you	PP	you
have	VBP	have
religion	NN	religion
and	CC	and
then	RB	then
you	PP	you
have	VBP	have
to	TO	to
accept	VB	accept
all	DT	all
sorts	NNS	sort
of	IN	of
things	NNS	thing
,	,	,
or	CC	or
you	PP	you
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
religion	NN	religion
and	CC	and
then	RB	then
you	PP	you
'	POS	'
re	NN	re
cut	VBD	cut
off	RP	off
from	IN	from
all	PDT	all
these	DT	these
very	RB	very
good	JJ	good
things	NNS	thing
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
so	RB	so
sad	JJ	sad
that	IN	that
we	PP	we
constantly	RB	constantly
say	VBP	say
,	,	,
"	``	"
I	PP	I
don	VBP	don
'	''	'
t	NN	t
believe	VBP	believe
so	RB	so
I	PP	I
can	MD	can
'	''	'
t	NN	t
have	VBP	have
community	NN	community
,	,	,
so	IN	so
I	PP	I
'	POS	'
m	NN	m
cut	VBD	cut
off	RP	off
from	IN	from
morality	NN	morality
,	,	,
so	RB	so
I	PP	I
can	MD	can
'	''	'
t	NN	t
go	VB	go
on	IN	on
a	DT	a
pilgrimage	NN	pilgrimage
.	SENT	.
"	''	"
One	PP	one
wants	VBZ	want
to	TO	to
say	VB	say
,	,	,
"	''	"
Nonsense	NN	nonsense
.	SENT	.
Why	WRB	why
not	RB	not
?	SENT	?
"	''	"
And	CC	and
that	IN	that
'	POS	'
s	NN	S
really	RB	really
the	DT	the
spirit	NN	spirit
of	IN	of
my	PP$	my
talk	NN	talk
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
so	RB	so
much	RB	much
we	PP	we
can	MD	can
absorb	VB	absorb
.	SENT	.
Atheism	NN	atheism
shouldn	NN	<unknown>
'	POS	'
t	NN	t
cut	VBD	cut
itself	PP	itself
off	RP	off
from	IN	from
the	DT	the
rich	JJ	rich
sources	NNS	source
of	IN	of
religion	NN	religion
.	SENT	.
CA	MD	ca
:	:	:
It	PP	it
seems	VBZ	seem
to	TO	to
me	PP	me
that	IN	that
there	EX	there
'	''	'
s	NN	S
plenty	NN	plenty
of	IN	of
people	NNS	people
in	IN	in
the	DT	the
TED	VBP	ted
community	NN	community
who	WP	who
are	VBP	be
atheists	NNS	atheist
.	SENT	.
But	CC	but
probably	RB	probably
most	JJS	most
people	NNS	people
in	IN	in
the	DT	the
community	NN	community
certainly	RB	certainly
don	NN	don
'	POS	'
t	NN	t
think	VBP	think
that	IN	that
religion	NN	religion
is	VBZ	be
going	VBG	go
away	RP	away
any	DT	any
time	NN	time
soon	RB	soon
and	CC	and
want	VBP	want
to	TO	to
find	VB	find
the	DT	the
language	NN	language
to	TO	to
have	VB	have
a	DT	a
constructive	JJ	constructive
dialogue	NN	dialogue
and	CC	and
to	TO	to
feel	VB	feel
like	IN	like
we	PP	we
can	MD	can
actually	RB	actually
talk	VB	talk
to	TO	to
each	DT	each
other	JJ	other
and	CC	and
at	IN	at
least	JJS	least
share	NN	share
some	DT	some
things	NNS	thing
in	IN	in
common	JJ	common
.	SENT	.
Are	VBP	be
we	PP	we
foolish	JJ	foolish
to	TO	to
be	VB	be
optimistic	JJ	optimistic
about	IN	about
the	DT	the
possibility	NN	possibility
of	IN	of
a	DT	a
world	NN	world
where	WRB	where
,	,	,
instead	RB	instead
of	IN	of
religion	NN	religion
being	VBG	be
the	DT	the
great	JJ	great
rallying	NN	rallying
cry	NN	cry
of	IN	of
divide	NN	divide
and	CC	and
war	NN	war
,	,	,
that	IN	that
there	EX	there
could	MD	could
be	VB	be
bridging	VBG	bridge
?	SENT	?
AB	NP	AB
:	:	:
No	UH	no
,	,	,
we	PP	we
need	VBP	need
to	TO	to
be	VB	be
polite	JJ	polite
about	IN	about
differences	NNS	difference
.	SENT	.
Politeness	NN	politeness
is	VBZ	be
a	DT	a
much-overlooked	JJ	<unknown>
virtue	NN	virtue
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
seen	VBN	see
as	IN	as
hypocrisy	NN	hypocrisy
.	SENT	.
But	CC	but
we	PP	we
need	VBP	need
to	TO	to
get	VB	get
to	TO	to
a	DT	a
stage	NN	stage
when	WRB	when
you	PP	you
'	POS	'
re	NN	re
an	DT	an
atheist	NN	atheist
and	CC	and
someone	NN	someone
says	VBZ	say
,	,	,
"	``	"
Well	RB	well
you	PP	you
know	VBP	know
,	,	,
I	PP	I
did	VBD	do
pray	VB	pray
the	DT	the
other	JJ	other
day	NN	day
,	,	,
"	''	"
you	PP	you
politely	RB	politely
ignore	VBP	ignore
it	PP	it
.	SENT	.
You	PP	you
move	VBP	move
on	IN	on
.	SENT	.
Because	IN	because
you	PP	you
'	POS	'
ve	NN	ve
agreed	VBD	agree
on	IN	on
90	CD	@card@
percent	NN	percent
of	IN	of
things	NNS	thing
,	,	,
because	IN	because
you	PP	you
have	VBP	have
a	DT	a
shared	VBN	share
view	NN	view
on	IN	on
so	RB	so
many	JJ	many
things	NNS	thing
,	,	,
and	CC	and
you	PP	you
politely	RB	politely
differ	VBP	differ
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
that	DT	that
'	''	'
s	NNS	<unknown>
what	WP	what
the	DT	the
religious	JJ	religious
wars	NNS	war
of	IN	of
late	JJ	late
have	VBP	have
ignored	VBN	ignore
.	SENT	.
They	PP	they
'	POS	'
ve	NN	ve
ignored	VBD	ignore
the	DT	the
possibility	NN	possibility
of	IN	of
harmonious	JJ	harmonious
disagreement	NN	disagreement
.	SENT	.
CA	MD	ca
:	:	:
And	CC	and
finally	RB	finally
,	,	,
does	VBZ	do
this	DT	this
new	JJ	new
thing	NN	thing
that	IN	that
you	PP	you
'	''	'
re	IN	re
proposing	VBG	propose
that	DT	that
'	''	'
s	NNS	<unknown>
not	RB	not
a	DT	a
religion	NN	religion
but	CC	but
something	NN	something
else	RB	else
,	,	,
does	VBZ	do
it	PP	it
need	VBP	need
a	DT	a
leader	NN	leader
,	,	,
and	CC	and
are	VBP	be
you	PP	you
volunteering	VBG	volunteer
to	TO	to
be	VB	be
the	DT	the
pope	NN	pope
?	SENT	?
AB	NP	AB
:	:	:
Well	UH	well
,	,	,
one	CD	one
thing	NN	thing
that	IN	that
we	PP	we
'	''	'
re	IN	re
all	DT	all
very	RB	very
suspicious	JJ	suspicious
of	IN	of
is	VBZ	be
individual	JJ	individual
leaders	NNS	leader
.	SENT	.
It	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
need	VBP	need
it	PP	it
.	SENT	.
What	WP	what
I	PP	I
'	POS	'
ve	NN	ve
tried	VBD	try
to	TO	to
lay	VB	lay
out	RP	out
is	VBZ	be
a	DT	a
framework	NN	framework
and	CC	and
I	PP	I
'	POS	'
m	NN	m
hoping	VBG	hope
that	IN	that
people	NNS	people
can	MD	can
just	RB	just
fill	VB	fill
it	PP	it
in	RP	in
.	SENT	.
I	NP	I
'	POS	'
ve	NN	ve
sketched	VBD	sketch
a	DT	a
sort	NN	sort
of	IN	of
broad	JJ	broad
framework	NN	framework
.	SENT	.
But	CC	but
wherever	WRB	wherever
you	PP	you
are	VBP	be
,	,	,
as	IN	as
I	PP	I
say	VBP	say
,	,	,
if	IN	if
you	PP	you
'	POS	'
re	NN	re
in	IN	in
the	DT	the
travel	NN	travel
industry	NN	industry
,	,	,
do	VBP	do
that	IN	that
travel	NN	travel
bit	NN	bit
.	SENT	.
If	IN	if
you	PP	you
'	POS	'
re	NN	re
in	IN	in
the	DT	the
communal	JJ	communal
industry	NN	industry
,	,	,
look	NN	look
at	IN	at
religion	NN	religion
and	CC	and
do	VB	do
the	DT	the
communal	JJ	communal
bit	NN	bit
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
a	DT	a
wiki	NP	<unknown>
project	NN	project
.	SENT	.
CA	MD	ca
:	:	:
Alain	NP	Alain
,	,	,
thank	VBP	thank
you	PP	you
for	IN	for
sparking	VBG	spark
many	JJ	many
conversations	NNS	conversation
later	RBR	later
.	SENT	.
