Hi	NP	Hi
just	RB	just
used	VBD	use
the	DT	the
food	NN	food
that	WDT	that
was	VBD	be
around	IN	around
us	PP	us
.	SENT	.
So	RB	so
we	PP	we
should	MD	should
just	RB	just
be	VB	be
making	VBG	make
our	PP$	our
own	JJ	own
pantries	NNS	pantry
that	WDT	that
tastes	NNS	taste
like	VBP	like
where	WRB	where
we	PP	we
are	VBP	be
,	,	,
what	WP	what
makes	VBZ	make
us	PP	us
unique	JJ	unique
in	IN	in
our	PP$	our
own	JJ	own
region	NN	region
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
why	WRB	why
we	PP	we
should	MD	should
have	VB	have
Native	JJ	native
American	JJ	American
food	NN	food
restaurants	NNS	restaurant
all	RB	all
over	IN	over
the	DT	the
nation	NN	nation
,	,	,
run	VBN	run
by	IN	by
Indigenous	JJ	indigenous
peoples	NNS	people
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
so	RB	so
much	JJ	much
to	TO	to
explore	VB	explore
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
so	IN	so
much	JJ	much
flavor	NN	flavor
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
so	IN	so
much	JJ	much
health	NN	health
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
just	RB	just
super	JJ	super
healthy	JJ	healthy
,	,	,
you	PP	you
know	VBP	know
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	JJ	<unknown>
fun	NN	fun
for	IN	for
chefs	NNS	chef
to	TO	to
create	VB	create
and	CC	and
play	VB	play
with	IN	with
all	PDT	all
these	DT	these
flavors	NNS	flavor
.	SENT	.
Chefs	NNS	chef
should	MD	should
be	VB	be
really	RB	really
excited	VBN	excite
about	IN	about
getting	VBG	get
to	TO	to
learn	VB	learn
all	DT	all
of	IN	of
these	DT	these
plants	NNS	plant
that	IN	that
aren	NNS	<unknown>
'	POS	'
t	NN	t
in	IN	in
their	PP$	their
diet	NN	diet
because	IN	because
they	PP	they
'	POS	'
re	NN	re
just	RB	just
going	VBG	go
out	RP	out
of	IN	of
a	DT	a
French	JJ	French
cookbook	NN	cookbook
.	SENT	.
And	CC	and
for	IN	for
us	PP	us
,	,	,
we	PP	we
just	RB	just
want	VBP	want
to	TO	to
get	VB	get
this	DT	this
food	NN	food
back	RB	back
into	IN	into
tribal	JJ	tribal
communities	NNS	community
especially	RB	especially
,	,	,
and	CC	and
make	VB	make
people	NNS	people
healthy	JJ	healthy
and	CC	and
happy	JJ	happy
and	CC	and
break	VB	break
a	DT	a
lot	NN	lot
of	IN	of
the	DT	the
cycle	NN	cycle
of	IN	of
,	,	,
you	PP	you
know	VBP	know
,	,	,
government	NN	government
reliance	NN	reliance
on	IN	on
food	NN	food
and	CC	and
huge	JJ	huge
rates	NNS	rate
of	IN	of
type	NN	type
2	CD	@card@
diabetes	NN	diabetes
and	CC	and
obesity	NN	obesity
and	CC	and
heart	NN	heart
disease	NN	disease
because	IN	because
of	IN	of
this	DT	this
low	JJ	low
nutritional	JJ	nutritional
food	NN	food
base	NN	base
that	IN	that
the	DT	the
government	NN	government
'	POS	'
s	RB	<unknown>
been	VBN	be
feeding	VBG	feed
us	PP	us
for	IN	for
too	RB	too
long	JJ	long
.	SENT	.
And	CC	and
we	PP	we
just	RB	just
need	VBP	need
to	TO	to
think	VB	think
about	RB	about
how	WRB	how
we	PP	we
can	MD	can
adjust	VB	adjust
and	CC	and
make	VB	make
a	DT	a
better	JJR	good
lifestyle	NN	lifestyle
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
use	VB	use
our	PP$	our
land	NN	land
spaces	NNS	space
better	RBR	well
.	SENT	.
Lawns	NNS	lawn
are	VBP	be
fucking	VBG	fuck
stupid	JJ	stupid
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
really	RB	really
do	VB	do
something	NN	something
better	RBR	well
.	SENT	.
We	PP	we
could	MD	could
just	RB	just
be	VB	be
growing	VBG	grow
food	NN	food
out	IN	out
there	RB	there
,	,	,
you	PP	you
know	VBP	know
?	SENT	?
We	PP	we
could	MD	could
just	RB	just
be	VB	be
putting	VBG	put
food	NN	food
plants	NNS	plant
everywhere	RB	everywhere
.	SENT	.
We	PP	we
need	VBP	need
more	JJR	more
community	NN	community
gardens	NNS	garden
,	,	,
more	JJR	more
permacultural	JJ	permacultural
landscapes	NNS	landscape
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
that	IN	that
easy	JJ	easy
.	SENT	.
If	IN	if
we	PP	we
can	MD	can
grow	VB	grow
30	CD	@card@
golf	NN	golf
courses	NNS	course
in	IN	in
Palm	NP	Palm
Springs	NP	Springs
in	IN	in
the	DT	the
middle	NN	middle
of	IN	of
the	DT	the
desert	NN	desert
,	,	,
just	RB	just
think	VBP	think
what	WP	what
we	PP	we
could	MD	could
do	VB	do
if	IN	if
we	PP	we
just	RB	just
did	VBD	do
that	IN	that
for	IN	for
good	JJ	good
and	CC	and
just	RB	just
put	VB	put
food	NN	food
everywhere	RB	everywhere
,	,	,
you	PP	you
know	VBP	know
?	SENT	?
An	DT	an
organic	JJ	organic
food	NN	food
,	,	,
food	NN	food
that	WDT	that
wants	VBZ	want
to	TO	to
grow	VB	grow
in	IN	in
that	DT	that
certain	JJ	certain
region	NN	region
.	SENT	.
So	RB	so
,	,	,
you	PP	you
know	VBP	know
,	,	,
Indigenous	JJ	indigenous
diet	NN	diet
is	VBZ	be
really	RB	really
the	DT	the
most	RBS	most
ideal	JJ	ideal
diet	NN	diet
.	SENT	.
It	PP	it
'	POS	'
s	JJ	<unknown>
healthy	JJ	healthy
fats	NNS	fat
.	SENT	.
It	PP	it
'	POS	'
s	JJ	<unknown>
diverse	JJ	diverse
proteins	NNS	protein
,	,	,
it	PP	it
'	POS	'
s	JJ	<unknown>
low	JJ	low
carbs	NNS	carb
,	,	,
it	PP	it
'	POS	'
s	JJ	<unknown>
low	JJ	low
salt	NN	salt
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
ton	NN	ton
of	IN	of
plant	NN	plant
diversity	NN	diversity
.	SENT	.
It	PP	it
'	POS	'
s	JJ	<unknown>
organic	JJ	organic
agriculture	NN	agriculture
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
celebrating	VBG	celebrate
cultural	JJ	cultural
and	CC	and
regional	JJ	regional
diversity	NN	diversity
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
seasonal	JJ	seasonal
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
just	RB	just
really	RB	really
good	JJ	good
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
like	IN	like
what	WP	what
the	DT	the
paleo	NN	<unknown>
diet	NN	diet
wishes	VBZ	wish
it	PP	it
was	VBD	be
,	,	,
when	WRB	when
it	PP	it
comes	VBZ	come
down	RP	down
to	TO	to
it	PP	it
,	,	,
because	IN	because
that	WDT	that
just	RB	just
makes	VBZ	make
sense	NN	sense
,	,	,
you	PP	you
know	VBP	know
,	,	,
and	CC	and
we	PP	we
need	VBP	need
to	TO	to
protect	VB	protect
this	DT	this
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
get	VB	get
this	DT	this
out	RB	out
there	RB	there
.	SENT	.
And	CC	and
again	RB	again
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
unique	JJ	unique
here	RB	here
.	SENT	.
There	EX	there
'	POS	'
s	JJ	<unknown>
Indigenous	JJ	indigenous
peoples	NNS	people
all	RB	all
around	IN	around
the	DT	the
world	NN	world
and	CC	and
there	EX	there
'	''	'
s	VBG	<unknown>
an	DT	an
Indigenous	JJ	indigenous
knowledge	NN	knowledge
base	NN	base
that	RB	that
'	POS	'
s	NN	S
basically	RB	basically
untapped	JJ	untapped
because	IN	because
of	IN	of
the	DT	the
colonial	JJ	colonial
structure	NN	structure
that	RB	that
'	POS	'
s	RB	<unknown>
been	VBN	be
put	VBN	put
everywhere	RB	everywhere
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
be	VB	be
protecting	VBG	protect
people	NNS	people
in	IN	in
Africa	NP	Africa
and	CC	and
India	NP	India
and	CC	and
Southeast	NP	Southeast
Asia	NP	Asia
and	CC	and
Australia	NP	Australia
,	,	,
New	NP	New
Zealand	NP	Zealand
,	,	,
Hawaii	NP	Hawaii
,	,	,
South	NP	South
America	NP	America
,	,	,
North	NP	North
America	NP	America
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
protect	VB	protect
those	DT	those
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
be	VB	be
celebrating	VBG	celebrate
diversity	NN	diversity
instead	RB	instead
of	IN	of
trying	VBG	try
to	TO	to
build	VB	build
stupid	JJ	stupid
walls	NNS	wall
to	TO	to
keep	VB	keep
people	NNS	people
out	RP	out
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
have	VB	have
,	,	,
you	PP	you
know	VBP	know
,	,	,
healthy	JJ	healthy
food	NN	food
access	NN	access
,	,	,
cultural	JJ	cultural
food	NN	food
producers	NNS	producer
,	,	,
regional	JJ	regional
food	NN	food
systems	NNS	system
,	,	,
local	JJ	local
control	NN	control
of	IN	of
food	NN	food
systems	NNS	system
,	,	,
not	RB	not
governmental	JJ	governmental
control	NN	control
,	,	,
access	NN	access
to	TO	to
Indigenous	JJ	indigenous
education	NN	education
and	CC	and
environmental	JJ	environmental
protections	NNS	protection
to	TO	to
protect	VB	protect
a	DT	a
lot	NN	lot
of	IN	of
this	DT	this
natural	JJ	natural
food	NN	food
that	WDT	that
surround	VBP	surround
us	PP	us
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
be	VB	be
better	RBR	well
connected	VBN	connect
to	TO	to
our	PP$	our
nature	NN	nature
around	IN	around
us	PP	us
and	CC	and
really	RB	really
,	,	,
truly	RB	truly
understand	VB	understand
how	WRB	how
it	PP	it
'	POS	'
s	NN	S
a	DT	a
symbiotic	JJ	symbiotic
relationship	NN	relationship
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
not	RB	not
above	IN	above
it	PP	it
,	,	,
right	RB	right
?	SENT	?
If	IN	if
we	PP	we
can	MD	can
control	VB	control
our	PP$	our
food	NN	food
,	,	,
we	PP	we
can	MD	can
control	VB	control
our	PP$	our
future	NN	future
.	SENT	.
And	CC	and
for	IN	for
us	PP	us
,	,	,
it	PP	it
'	POS	'
s	NN	S
an	DT	an
exciting	JJ	exciting
time	NN	time
to	TO	to
be	VB	be
Indigenous	JJ	indigenous
because	IN	because
we	PP	we
are	VBP	be
taking	VBG	take
all	RB	all
of	IN	of
these	DT	these
lessons	NNS	lesson
from	IN	from
our	PP$	our
ancestors	NNS	ancestor
that	WDT	that
should	MD	should
have	VB	have
been	VBN	be
passed	VBN	pass
down	RP	down
to	TO	to
us	PP	us
,	,	,
relearning	VBG	relearn
them	PP	them
and	CC	and
utilizing	VBG	utilize
the	DT	the
world	NN	world
today	NN	today
with	IN	with
everything	NN	everything
it	PP	it
has	VBZ	have
to	TO	to
offer	VB	offer
and	CC	and
becoming	VBG	become
something	NN	something
different	JJ	different
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
at	IN	at
the	DT	the
stage	NN	stage
where	WRB	where
we	PP	we
'	POS	'
re	NN	re
ready	JJ	ready
to	TO	to
evolve	VB	evolve
.	SENT	.
This	DT	this
is	VBZ	be
an	DT	an
Indigenous	JJ	indigenous
evolution	NN	evolution
and	CC	and
revolution	NN	revolution
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
.	SENT	.
So	RB	so
I	PP	I
hope	VBP	hope
someday	RB	someday
that	IN	that
you	PP	you
can	MD	can
drive	VB	drive
across	IN	across
this	DT	this
nation	NN	nation
,	,	,
stop	NN	stop
at	IN	at
Indigenous-run	JJ	<unknown>
food	NN	food
businesses	NNS	business
and	CC	and
see	VB	see
this	DT	this
amazing	JJ	amazing
amount	NN	amount
of	IN	of
diversity	NN	diversity
out	IN	out
there	RB	there
and	CC	and
just	RB	just
think	VBP	think
about	IN	about
it	PP	it
,	,	,
you	PP	you
know	VBP	know
.	SENT	.
