Pat	NP	Pat
have	VBP	have
something	RB	something
else	RB	else
next	JJ	next
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NNS	<unknown>
OK	JJ	OK
.	SENT	.
"	``	"
You	PP	you
know	VBP	know
,	,	,
that	IN	that
'	POS	'
s	NNS	<unknown>
OK	JJ	OK
,	,	,
to	TO	to
take	VB	take
a	DT	a
second	JJ	second
,	,	,
you	PP	you
know	VBP	know
?	SENT	?
The	DT	the
door	NN	door
is	VBZ	be
not	RB	not
going	VBG	go
to	TO	to
close	VB	close
.	SENT	.
The	DT	the
door	NN	door
is	VBZ	be
not	RB	not
going	VBG	go
to	TO	to
close	VB	close
,	,	,
and	CC	and
if	IN	if
it	PP	it
does	VBZ	do
,	,	,
I	PP	I
'	POS	'
ve	NN	ve
got	VBD	get
my	PP$	my
liberated	JJ	liberated
territory	NN	territory
.	SENT	.
I	NP	I
'	POS	'
ll	NN	ll
just	RB	just
be	VB	be
right	JJ	right
over	IN	over
here	RB	here
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
OK	JJ	OK
.	SENT	.
But	CC	but
it	PP	it
'	POS	'
s	NN	S
the	DT	the
first	JJ	first
time	NN	time
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
,	,	,
and	CC	and
it	PP	it
feels	VBZ	feel
really	RB	really
nice	JJ	nice
.	SENT	.
PM	NN	pm
:	:	:
Well	RB	well
,	,	,
the	DT	the
door	NN	door
is	VBZ	be
definitely	RB	definitely
not	RB	not
going	VBG	go
to	TO	to
close	VB	close
.	SENT	.
And	CC	and
to	TO	to
go	VB	go
back	RB	back
to	TO	to
"	``	"
Origin	NN	origin
"	''	"
and	CC	and
the	DT	the
way	NN	way
that	IN	that
I	PP	I
felt	VBD	feel
,	,	,
watching	VBG	watch
this	DT	this
film	NN	film
and	CC	and
the	DT	the
way	NN	way
I	PP	I
'	POS	'
ve	NN	ve
thought	VBD	think
about	IN	about
it	PP	it
so	RB	so
many	JJ	many
times	NNS	time
since	RB	since
,	,	,
I	PP	I
wonder	VBP	wonder
what	WP	what
is	VBZ	be
your	PP$	your
highest	JJS	high
,	,	,
deepest	JJS	deep
aspiration	NN	aspiration
for	IN	for
the	DT	the
way	NN	way
people	NNS	people
will	MD	will
respond	VB	respond
?	SENT	?
What	WP	what
would	MD	would
be	VB	be
the	DT	the
change	NN	change
,	,	,
what	WP	what
do	VBP	do
you	PP	you
want	VBP	want
the	DT	the
response	NN	response
to	TO	to
be	VB	be
?	SENT	?
AD	NN	ad
:	:	:
I	PP	I
usually	RB	usually
resist	VBP	resist
answering	VBG	answer
that	DT	that
question	NN	question
,	,	,
because	IN	because
I	PP	I
don	NN	don
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
prescribe	VB	prescribe
--	:	--
everyone	NN	everyone
comes	VBZ	come
in	IN	in
with	IN	with
their	PP$	their
own	JJ	own
stuff	NN	stuff
.	SENT	.
I	PP	I
just	RB	just
want	VBP	want
--	:	--
I	PP	I
feel	VBP	feel
emotional	JJ	emotional
.	SENT	.
I	PP	I
want	VBP	want
people	NNS	people
to	TO	to
.	SENT	.
.	SENT	.
.	SENT	.
enter	VB	enter
into	IN	into
the	DT	the
film	NN	film
with	IN	with
an	DT	an
open	JJ	open
heart	NN	heart
and	CC	and
mind	NN	mind
.	SENT	.
Because	IN	because
I	PP	I
'	POS	'
ve	JJ	<unknown>
seen	VBN	see
that	IN	that
when	WRB	when
people	NNS	people
do	VBP	do
that	IN	that
with	IN	with
this	DT	this
work	NN	work
,	,	,
for	IN	for
whatever	WDT	whatever
reason	NN	reason
.	SENT	.
.	SENT	.
.	SENT	.
good	JJ	good
things	NNS	thing
happen	VBP	happen
.	SENT	.
And	CC	and
you	PP	you
just	RB	just
have	VB	have
to	TO	to
stay	VB	stay
open	JJ	open
.	SENT	.
And	CC	and
,	,	,
so	RB	so
often	RB	often
,	,	,
I	PP	I
turn	VBP	turn
on	IN	on
the	DT	the
TV	NN	TV
,	,	,
or	CC	or
I	PP	I
'	POS	'
m	NN	m
watching	VBG	watch
or	CC	or
reading	VBG	read
something	NN	something
,	,	,
kind	NN	kind
of	IN	of
with	IN	with
my	PP$	my
mental	JJ	mental
arms	NNS	arm
folded	VBD	fold
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
"	``	"
I	PP	I
know	VBP	know
what	WP	what
I	PP	I
feel	VBP	feel
about	IN	about
this	DT	this
,	,	,
and	CC	and
I	PP	I
already	RB	already
have	VBP	have
an	DT	an
opinion	NN	opinion
.	SENT	.
"	''	"
And	CC	and
the	DT	the
hope	NN	hope
is	VBZ	be
that	IN	that
,	,	,
folks	NNS	folk
,	,	,
that	IN	that
this	DT	this
film	NN	film
engenders	VBZ	engender
the	DT	the
spirit	NN	spirit
of	IN	of
,	,	,
"	``	"
Let	VB	let
me	PP	me
just	RB	just
go	VBP	go
in	IN	in
open	JJ	open
,	,	,
and	CC	and
see	VB	see
what	WP	what
it	PP	it
'	POS	'
s	NN	S
about	RB	about
,	,	,
and	CC	and
see	VB	see
what	WP	what
it	PP	it
brings	VBZ	bring
up	RP	up
in	IN	in
me	PP	me
.	SENT	.
"	``	"
That	RB	that
'	''	'
s	VBG	<unknown>
my	PP$	my
hope	NN	hope
.	SENT	.
PM	NN	pm
:	:	:
I	PP	I
can	MD	can
only	RB	only
say	VB	say
that	IN	that
that	DT	that
is	VBZ	be
what	WP	what
happens	VBZ	happen
.	SENT	.
PM	NN	pm
:	:	:
I	PP	I
think	VBP	think
it	PP	it
'	''	'
s	NN	S
quite	PDT	quite
a	DT	a
gift	NN	gift
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
create	VB	create
art	NN	art
,	,	,
to	TO	to
tell	VB	tell
stories	NNS	story
,	,	,
to	TO	to
create	VB	create
narrative	NN	narrative
that	WDT	that
really	RB	really
does	VBZ	do
change	VB	change
the	DT	the
way	NN	way
people	NNS	people
see	VBP	see
the	DT	the
world	NN	world
.	SENT	.
PM	NN	pm
:	:	:
And	CC	and
you	PP	you
have	VBP	have
done	VBN	do
that	IN	that
,	,	,
Ava	NP	Ava
DuVernay	NP	<unknown>
.	SENT	.
AD	NN	ad
:	:	:
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
privilege	NN	privilege
.	SENT	.
PM	NN	pm
:	:	:
Thank	VB	thank
you	PP	you
for	IN	for
sharing	NN	sharing
.	SENT	.
AD	NN	ad
:	:	:
Thank	VB	thank
you	PP	you
for	IN	for
sharing	VBG	share
with	IN	with
me	PP	me
.	SENT	.
AD	NN	ad
:	:	:
I	PP	I
appreciate	VBP	appreciate
you	PP	you
.	SENT	.
PM	NN	pm
:	:	:
Thank	VB	thank
you	PP	you
so	RB	so
much	RB	much
.	SENT	.
AD	NN	ad
:	:	:
Thank	VB	thank
you	PP	you
.	SENT	.
These	DT	these
boots	NNS	boot
.	SENT	.
AD	NN	ad
:	:	:
Thanks	NNS	thanks
folks	NNS	folk
.	SENT	.
