Two	CD	two
a	DT	a
promise	NN	promise
basically	RB	basically
.	SENT	.
They	PP	they
asked	VBD	ask
me	PP	me
,	,	,
"	``	"
Please	UH	please
,	,	,
make	VB	make
our	PP$	our
story	NN	story
travel	NN	travel
with	IN	with
you	PP	you
.	SENT	.
"	``	"
So	RB	so
I	PP	I
did	VBD	do
.	SENT	.
That	IN	that
'	POS	'
s	JJ	<unknown>
Paris	NP	Paris
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
Rio	NN	Rio
.	SENT	.
In	IN	in
each	DT	each
place	NN	place
,	,	,
we	PP	we
built	VBD	build
exhibitions	NNS	exhibition
with	IN	with
a	DT	a
story	NN	story
,	,	,
and	CC	and
the	DT	the
story	NN	story
traveled	VBD	travel
.	SENT	.
You	PP	you
understand	VBP	understand
the	DT	the
full	JJ	full
scope	NN	scope
of	IN	of
the	DT	the
project	NN	project
.	SENT	.
That	IN	that
'	POS	'
s	JJ	<unknown>
London	NP	London
.	SENT	.
New	NP	New
York	NP	York
.	SENT	.
And	CC	and
today	NN	today
,	,	,
they	PP	they
are	VBP	be
with	IN	with
you	PP	you
in	IN	in
Long	NP	Long
Beach	NP	Beach
.	SENT	.
All	DT	all
right	NN	right
,	,	,
recently	RB	recently
I	PP	I
started	VBD	start
a	DT	a
public	JJ	public
art	NN	art
project	NN	project
where	WRB	where
I	PP	I
don	VBP	don
'	''	'
t	NN	t
use	VB	use
my	PP$	my
artwork	NN	artwork
anymore	RB	anymore
.	SENT	.
I	PP	I
use	VBP	use
Man	NP	Man
Ray	NP	Ray
,	,	,
Helen	NP	Helen
Levitt	NP	Levitt
,	,	,
Giacomelli	NP	Giacomelli
,	,	,
other	JJ	other
people	NNS	people
'	POS	'
s	NN	S
artwork	NN	artwork
.	SENT	.
It	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
matter	NN	matter
today	NN	today
if	IN	if
it	PP	it
'	''	'
s	VBG	<unknown>
your	PP$	your
photo	NN	photo
or	CC	or
not	RB	not
.	SENT	.
The	DT	the
importance	NN	importance
is	VBZ	be
what	WP	what
you	PP	you
do	VBP	do
with	IN	with
the	DT	the
images	NNS	image
,	,	,
the	DT	the
statement	NN	statement
it	PP	it
makes	VBZ	make
where	WRB	where
it	PP	it
'	POS	'
s	NN	S
pasted	VBD	paste
.	SENT	.
So	RB	so
for	IN	for
example	NN	example
,	,	,
I	PP	I
pasted	VBD	paste
the	DT	the
photo	NN	photo
of	IN	of
the	DT	the
minaret	NN	minaret
in	IN	in
Switzerland	NP	Switzerland
a	DT	a
few	JJ	few
weeks	NNS	week
after	IN	after
they	PP	they
voted	VBD	vote
the	DT	the
law	NN	law
forbidding	VBG	forbid
minarets	NNS	minaret
in	IN	in
the	DT	the
country	NN	country
.	SENT	.
This	DT	this
image	NN	image
of	IN	of
three	CD	three
men	NNS	man
wearing	VBG	wear
gas	NN	gas
masks	NNS	mask
was	VBD	be
taken	VBN	take
in	IN	in
Chernobyl	NP	Chernobyl
originally	RB	originally
,	,	,
and	CC	and
I	PP	I
pasted	VBD	paste
it	PP	it
in	IN	in
Southern	NP	Southern
Italy	NP	Italy
,	,	,
where	WRB	where
the	DT	the
mafia	NN	mafia
sometimes	RB	sometimes
bury	VBP	bury
the	DT	the
garbage	NN	garbage
under	IN	under
the	DT	the
ground	NN	ground
.	SENT	.
In	IN	in
some	DT	some
ways	NNS	way
,	,	,
art	NN	art
can	MD	can
change	VB	change
the	DT	the
world	NN	world
.	SENT	.
Art	NP	Art
is	VBZ	be
not	RB	not
supposed	VBN	suppose
to	TO	to
change	VB	change
the	DT	the
world	NN	world
,	,	,
to	TO	to
change	VB	change
practical	JJ	practical
things	NNS	thing
,	,	,
but	CC	but
to	TO	to
change	VB	change
perceptions	NNS	perception
.	SENT	.
Art	NP	Art
can	MD	can
change	VB	change
the	DT	the
way	NN	way
we	PP	we
see	VBP	see
the	DT	the
world	NN	world
.	SENT	.
Art	NP	Art
can	MD	can
create	VB	create
an	DT	an
analogy	NN	analogy
.	SENT	.
Actually	RB	actually
the	DT	the
fact	NN	fact
that	IN	that
art	NN	art
cannot	MD	can
change	VB	change
things	NNS	thing
makes	VBZ	make
it	PP	it
a	DT	a
neutral	JJ	neutral
place	NN	place
for	IN	for
exchanges	NNS	exchange
and	CC	and
discussions	NNS	discussion
,	,	,
and	CC	and
then	RB	then
enables	VBZ	enable
you	PP	you
to	TO	to
change	VB	change
the	DT	the
world	NN	world
.	SENT	.
When	WRB	when
I	PP	I
do	VBP	do
my	PP$	my
work	NN	work
,	,	,
I	PP	I
have	VBP	have
two	CD	two
kinds	NNS	kind
of	IN	of
reactions	NNS	reaction
.	SENT	.
People	NNS	people
say	VBP	say
,	,	,
"	``	"
Oh	UH	oh
,	,	,
why	WRB	why
don	NN	don
'	POS	'
t	NN	t
you	PP	you
go	VBP	go
in	IN	in
Iraq	NP	Iraq
or	CC	or
Afghanistan	NP	Afghanistan
.	SENT	.
They	PP	they
would	MD	would
be	VB	be
really	RB	really
useful	JJ	useful
.	SENT	.
"	''	"
Or	CC	or
,	,	,
"	``	"
How	WRB	how
can	MD	can
we	PP	we
help	VB	help
?	SENT	?
"	``	"
I	PP	I
presume	VBP	presume
that	IN	that
you	PP	you
belong	VBP	belong
to	TO	to
the	DT	the
second	JJ	second
category	NN	category
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NNS	<unknown>
good	JJ	good
,	,	,
because	IN	because
for	IN	for
that	DT	that
project	NN	project
,	,	,
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
ask	VB	ask
you	PP	you
to	TO	to
take	VB	take
the	DT	the
photos	NNS	photo
and	CC	and
paste	VB	paste
them	PP	them
.	SENT	.
So	RB	so
now	RB	now
my	PP$	my
wish	NN	wish
is	VBZ	be
:	:	:
I	PP	I
wish	VBP	wish
for	IN	for
you	PP	you
to	TO	to
stand	VB	stand
up	RP	up
for	IN	for
what	WP	what
you	PP	you
care	VBP	care
about	RB	about
by	IN	by
participating	VBG	participate
in	IN	in
a	DT	a
global	JJ	global
art	NN	art
project	NN	project
,	,	,
and	CC	and
together	RB	together
we	PP	we
'	POS	'
ll	NNS	<unknown>
turn	VBP	turn
the	DT	the
world	NN	world
inside	RB	inside
out	RB	out
.	SENT	.
And	CC	and
this	DT	this
starts	VBZ	start
right	RB	right
now	RB	now
.	SENT	.
Yes	UH	yes
,	,	,
everyone	NN	everyone
in	IN	in
the	DT	the
room	NN	room
.	SENT	.
Everyone	NN	everyone
watching	NN	watching
.	SENT	.
I	PP	I
wanted	VBD	want
that	DT	that
wish	NN	wish
to	TO	to
actually	RB	actually
start	VB	start
now	RB	now
.	SENT	.
So	IN	so
a	DT	a
subject	JJ	subject
you	PP	you
'	''	'
re	IN	re
passionate	JJ	passionate
about	RB	about
,	,	,
a	DT	a
person	NN	person
who	WP	who
you	PP	you
want	VBP	want
to	TO	to
tell	VB	tell
their	PP$	their
story	NN	story
or	CC	or
even	RB	even
your	PP$	your
own	JJ	own
photos	NNS	photo
—	:	-
tell	VB	tell
me	PP	me
what	WP	what
you	PP	you
stand	VBP	stand
for	IN	for
.	SENT	.
Take	VB	take
the	DT	the
photos	NNS	photo
,	,	,
the	DT	the
portraits	NNS	portrait
,	,	,
upload	VB	upload
it	PP	it
—	:	-
I	PP	I
'	POS	'
ll	NNS	<unknown>
give	VBP	give
you	PP	you
all	PDT	all
the	DT	the
details	NNS	detail
—	:	-
and	CC	and
I	PP	I
'	POS	'
ll	NNS	<unknown>
send	VBP	send
you	PP	you
back	VB	back
your	PP$	your
poster	NN	poster
.	SENT	.
Join	VB	join
by	IN	by
groups	NNS	group
and	CC	and
reveal	VB	reveal
things	NNS	thing
to	TO	to
the	DT	the
world	NN	world
.	SENT	.
The	DT	the
full	JJ	full
data	NN	data
is	VBZ	be
on	IN	on
the	DT	the
website	NN	website
—	:	-
insideoutproject	NN	insideoutproject
.	SENT	.
net	NN	net
—	:	-
that	WDT	that
is	VBZ	be
launching	VBG	launch
today	NN	today
.	SENT	.
What	WP	what
we	PP	we
see	VBP	see
changes	NNS	change
who	WP	who
we	PP	we
are	VBP	be
.	SENT	.
When	WRB	when
we	PP	we
act	VBP	act
together	RB	together
,	,	,
the	DT	the
whole	JJ	whole
thing	NN	thing
is	VBZ	be
much	RB	much
more	JJR	more
than	IN	than
the	DT	the
sum	NN	sum
of	IN	of
the	DT	the
parts	NNS	part
.	SENT	.
So	RB	so
I	PP	I
hope	VBP	hope
that	IN	that
,	,	,
together	RB	together
,	,	,
we	PP	we
'	POS	'
ll	NNS	<unknown>
create	VBP	create
something	NN	something
that	IN	that
the	DT	the
world	NN	world
will	MD	will
remember	VB	remember
.	SENT	.
And	CC	and
this	DT	this
starts	VBZ	start
right	RB	right
now	RB	now
and	CC	and
depends	VBZ	depend
on	IN	on
you	PP	you
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
