Bruno bruno
conflict conflict
. .
How how
should should
we we
think think
of of
that that
? ?
IB ib
: :
Yeah yeah
, ,
we we
don don
' '
t t
like like
it it
when when
Putin putin
uses use
the the
N-word n-word
, ,
and and
there there
' '
s s
no no
question question
, ,
I i
mean mean
, ,
he he
and and
his his
direct direct
reports report
have have
rattled rattle
nuclear nuclear
sabers saber
on on
at at
least least
five five
times time
that that
I i
' '
ve ve
seen see
in in
the the
past past
few few
weeks week
. .
I i
think think
that that
. .
. .
. .
In in
1962 @card@
, ,
I i
wasn wasn
' '
t t
alive alive
, ,
we we
had have
the the
Cuban cuban
Missile missile
Crisis crisis
. .
There there
was be
a a
real real
possibility possibility
of of
nuclear nuclear
confrontation confrontation
between between
the the
world world
' '
s s
two two
superpowers superpower
. .
At at
least least
for for
the the
last last
30 @card@
years year
, ,
there there
' '
s s
been be
no no
chance chance
of of
that that
. .
Functionally functionally
, ,
no no
chance chance
of of
that that
. .
I i
think think
we we
' '
re re
now now
back back
in in
a a
world world
where where
a a
Cuban cuban
Missile missile
Crisis crisis
is be
again again
a a
reality reality
. .
Now now
, ,
that that
doesn doesn
' '
t t
mean mean
that that
I i
think think
nuclear nuclear
war war
is be
likely likely
or or
imminent imminent
. .
I i
don don
' '
t t
. .
And and
in in
fact fact
, ,
there there
is be
active active
deconfliction deconfliction
going go
on on
even even
today today
: :
the the
Americans americans
and and
Russians russians
with with
a a
new new
hotline hotline
, ,
the the
secretary secretary
general general
of of
the the
UN un
, ,
with with
the the
Russian russian
defense defense
minister minister
engaging engage
in in
deconfliction deconfliction
measures measure
with with
UN un
offices office
being be
invited invite
to to
Moscow moscow
. .
So so
as as
bad bad
as as
it it
is be
right right
now now
, ,
people people
that that
have have
been be
doing do
this this
for for
a a
long long
time time
are be
trying try
to to
avoid avoid
nuclear nuclear
war war
. .
But but
that that
' '
s s
the the
point point
. .
Is be
we we
' '
re re
now now
in in
a a
situation situation
where where
the the
conflict conflict
that that
we we
' '
re re
going go
to to
experience experience
needs need
to to
be be
actively actively
managed manage
because because
of of
the the
danger danger
of of
nuclear nuclear
confrontation confrontation
. .
So so
it it
now now
becomes become
a a
risk risk
on on
the the
horizon horizon
that that
we we
must must
be be
continually continually
aware aware
of of
, ,
even even
if if
only only
at at
a a
low low
level level
, ,
as as
we we
take take
and and
consider consider
further further
actions action
, ,
as as
we we
consider consider
diplomacy diplomacy
, ,
as as
we we
consider consider
escalation escalation
. .
It it
is be
now now
on on
the the
table table
in in
a a
way way
that that
frankly frankly
is be
so so
debilitating debilitating
. .
I i
mean mean
, ,
as as
human human
beings being
all all
on on
this this
call call
, ,
one one
of of
the the
most most
painful painful
things thing
to to
think think
about about
is be
the the
fact fact
that that
we we
still still
have have
these these
5 @card@
, ,
000 @card@
nuclear nuclear
warheads warhead
in in
Russia russia
and and
5 @card@
, ,
000 @card@
the the
United united
States states
that that
are be
still still
pointed point
at at
each each
other other
, ,
and and
they they
still still
have have
the the
potential potential
to to
destroy destroy
the the
planet planet
. .
And and
we we
haven haven
' '
t t
had have
any any
real real
lessons lesson
that that
we we
' '
ve ve
been be
able able
to to
learn learn
institutionally institutionally
from from
1962 @card@
. .
BG bg
: :
5 @card@
, ,
000 @card@
being be
a a
generic generic
figure figure
, ,
not not
the the
exact exact
figure figure
, ,
but but
we we
are be
kind kind
of of
in in
that that
order order
of of
magnitude magnitude
. .
Then then
of of
course course
, ,
there there
is be
the the
question question
of of
civilian civilian
nuclear nuclear
, ,
so so
the the
two two
power power
plants plant
, ,
nuclear nuclear
power power
plants plant
, ,
that that
have have
been be
seized seize
by by
the the
Russians russians
. .
One one
has have
been be
slightly slightly
damaged damage
by by
a a
bomb bomb
, ,
the the
other other
has have
been be
turned turn
off off
. .
But but
those those
are be
also also
potentially potentially
gigantic gigantic
nuclear nuclear
problems problem
just just
waiting wait
to to
happen happen
. .
IB ib
: :
Chemical chemical
weapons weapon
, ,
biological biological
weapons weapon
. .
I i
mean mean
, ,
look look
, ,
we we
have have
had have
two two
million million
refugees refugee
from from
Ukraine ukraine
in in
two two
weeks week
. .
As as
this this
continues continue
, ,
you you
' '
re re
looking look
at at
five five
to to
10 @card@
million million
refugees refugee
. .
I i
mean mean
, ,
it it
is be
hard hard
-- --
Just just
take take
a a
step step
for for
a a
moment moment
just just
as as
a a
human human
being be
. .
Imagine imagine
what what
it it
would would
take take
for for
a a
quarter quarter
of of
your your
country country
' '
s s
population population
to to
say say
: :
" "
I i
am be
not not
living live
here here
anymore anymore
. .
I i
am be
leaving leave
everything everything
because because
of of
the the
condition condition
of of
the the
country country
, ,
because because
of of
this this
unjust unjust
war war
that that
has have
been be
imposed impose
upon upon
you you
by by
your your
neighbor neighbor
. .
" "
That that
' '
s s
what what
we we
' '
re re
looking look
at at
. .
And and
again again
, ,
it it
' '
s s
important important
for for
us us
to to
, ,
you you
know know
, ,
not not
lose lose
the the
humanity humanity
of of
this this
crisis crisis
and and
the the
extraordinary extraordinary
hardship hardship
that that
is be
being be
visited visit
upon upon
44 @card@
million million
Ukrainians ukrainians
that that
have have
done do
nothing nothing
wrong wrong
, ,
they they
have have
committed commit
no no
sin sin
other other
than than
their their
desire desire
to to
have have
an an
independent independent
country country
. .
BG bg
: :
One one
other other
country country
that that
has have
not not
yet yet
taken take
a a
very very
clear clear
position position
is be
India india
. .
IB ib
: :
Well well
, ,
they they
' '
re re
a a
member member
of of
the the
Quad quad
, ,
and and
their their
relationship relationship
with with
China china
is be
pretty pretty
bad bad
, ,
and and
that that
' '
s s
mutual mutual
. .
But but
in in
terms term
of of
Russia russia
, ,
there there
' '
s s
been be
a a
longstanding longstanding
relationship relationship
, ,
trade trade
relationship relationship
, ,
defense defense
relationship relationship
between between
India india
and and
Russia russia
that that
the the
Russians russians
are be
not not
going go
to to
jettison jettison
, ,
and and
they they
see see
no no
reason reason
to to
jettison jettison
it it
. .
And and
as as
long long
as as
you you
' '
ve ve
got get
a a
whole whole
bunch bunch
of of
other other
countries country
out out
there there
that that
are be
substantial substantial
, ,
that that
are be
willing willing
to to
say say
, ,
we we
' '
re re
going go
to to
keep keep
playing play
ball ball
with with
the the
Russians russians
then then
the the
Indians indians
will will
too too
. .
And and
that that
' '
s s
why why
you you
' '
ve ve
got get
the the
abstention abstention
in in
the the
United united
Nations nations
vote vote
. .
And and
that that
' '
s s
why why
you you
' '
ve ve
had have
very very
careful careful
comments comment
as as
opposed oppose
to to
overt overt
and and
strong strong
condemnation condemnation
coming come
from from
the the
Indian indian
leadership leadership
. .
BG bg
: :
Phil phil
in in
the the
chat chat
is be
asking ask
, ,
" "
Will will
this this
cause cause
a a
fragmentation fragmentation
of of
the the
financial financial
system system
with with
kind kind
of of
a a
Western western
system system
and and
an an
Eastern eastern
system system
? ?
" "
So so
two two
different different
SWIFT-like swift-like
systems system
, ,
two two
different different
credit credit
card card
systems system
, ,
crypto crypto
, ,
what what
' '
s s
the the
role role
of of
crypto crypto
in in
all all
this this
? ?
IB ib
: :
I i
hope hope
not not
. .
I i
mean mean
, ,
I i
will will
tell tell
you you
that that
before before
the the
invasion invasion
started start
, ,
if if
you you
talk talk
to to
most most
Western western
CEOs ceo
, ,
and and
I i
' '
m m
talking talk
across across
the the
entire entire
sweep sweep
of of
sectors sector
, ,
so so
it it
' '
s s
finance finance
and and
it it
' '
s s
manufacturing manufacturing
and and
its its
services service
and and
it it
' '
s s
tech tech
, ,
most most
of of
them them
would would
have have
told tell
you you
that that
they they
did do
not not
in in
any any
way way
plan plan
on on
reducing reduce
their their
footprint footprint
in in
China china
, ,
and and
a a
lot lot
of of
them them
said say
that that
China china
was be
their their
most most
important important
growth growth
market market
in in
the the
world world
. .
Not not
a a
surprise surprise
. .
China china
is be
going go
to to
be be
the the
largest large
economy economy
in in
the the
world world
in in
2030 @card@
. .
So so
, ,
you you
know know
, ,
a a
world world
that that
you you
' '
re re
decoupling decoupling
is be
not not
a a
good good
world world
when when
China china
is be
going go
to to
be be
number number
one one
economically economically
. .
I i
mean mean
, ,
that that
obviously obviously
is be
going go
to to
hurt hurt
the the
West west
in in
a a
big big
way way
. .
So so
there there
are be
strong strong
incentives incentive
against against
that that
, ,
and and
there there
remain remain
very very
strong strong
and and
powerful powerful
entrenched entrenched
interests interest
in in
the the
United united
States states
and and
Europe europe
that that
will will
resist resist
direct direct
decoupling decoupling
. .
Despite despite
the the
fact fact
that that
there there
are be
these these
more more
incremental incremental
moves move
towards towards
friendsourcing friendsource
and and
insourcing insource
because because
, ,
you you
know know
, ,
Chinese chinese
labor labor
is be
more more
expensive expensive
, ,
you you
don don
' '
t t
need need
as as
much much
labor labor
to to
get get
capital capital
moving moving
, ,
given give
robotics robotic
and and
big big
data datum
, ,
deep deep
learning learn
all all
of of
those those
things thing
. .
But but
I i
do do
think think
that that
the the
Russia russia
conflict conflict
risks risk
a a
level level
of of
second-order second-order
decoupling decoupling
. .
Because because
if if
the the
Russians russians
end end
up up
financially financially
integrated integrate
with with
China china
in in
their their
own own
, ,
not-as-effective not-as-effective
SWIFT swift
system system
, ,
and and
all all
of of
their their
energy energy
ends end
up up
going go
to to
China china
and and
the the
Chinese chinese
build build
that that
infrastructure infrastructure
and and
they they
get get
a a
discount discount
on on
it it
, ,
and and
Russia russia
' '
s s
technology technology
and and
their their
military military
industrial industrial
complex complex
gets get
serviced service
by by
Chinese chinese
semiconductors semiconductor
and and
Chinese chinese
componentry componentry
, ,
well well
, ,
I i
do do
think think
that that
there there
will will
be be
knock-on knock-on
decoupling decoupling
that that
will will
be be
longer long
term term
and and
more more
strategic strategic
from from
the the
United united
States states
, ,
from from
the the
Europeans europeans
and and
even even
from from
Japan japan
and and
South south
Korea korea
. .
So so
that that
is be
a a
worry worry
, ,
and and
I i
think think
the the
Chinese chinese
are be
highly highly
aware aware
of of
that that
. .
And and
over over
the the
coming come
months month
, ,
they they
will will
do do
everything everything
they they
can can
, ,
both both
with with
the the
Europeans europeans
in in
particular particular
, ,
but but
also also
, ,
I i
expect expect
at at
least least
with with
some some
of of
the the
Asian asian
economies economy
, ,
to to
try try
to to
limit limit
the the
impact impact
of of
that that
. .
Now now
, ,
keep keep
in in
mind mind
, ,
we we
haven haven
' '
t t
talked talk
at at
all all
about about
Asia asia
yet yet
outside outside
of of
China china
. .
The the
new new
Japanese japanese
Prime prime
Minister minister
Kishida kishida
is be
at at
least least
as as
hawkish hawkish
in in
his his
orientation orientation
towards towards
China china
and and
Russia russia
as as
Abe abe
was be
. .
He he
is be
providing provide
support support
for for
the the
Ukrainians ukrainians
, ,
including include
some some
military military
capacity capacity
-- --
unheard unheard
of of
for for
the the
Japanese japanese
. .
He he
' '
s s
allowing allow
Ukrainian ukrainian
refugees refugee
-- --
unheard unheard
of of
for for
the the
Japanese japanese
. .
And and
yesterday yesterday
, ,
the the
South south
Koreans koreans
had have
a a
very very
, ,
very very
tight tight
election election
, ,
and and
Yoon yoon
is be
now now
in in
charge charge
. .
He he
is be
on on
the the
right right
, ,
and and
he he
is be
the the
guy guy
that that
is be
strongly strongly
anti-China anti-china
, ,
was be
talking talk
about about
South south
Korea korea
having have
nuclear nuclear
capabilities capability
, ,
wants want
a a
new new
THAAD thaad
missile missile
defense defense
system system
for for
the the
South south
Koreans koreans
and and
wants want
to to
rebuild rebuild
the the
relationship relationship
with with
Tokyo tokyo
. .
That that
matters matter
. .
And and
that that
' '
s s
a a
big big
strategic strategic
change change
in in
the the
geopolitical geopolitical
map map
that that
will will
look look
more more
problematic problematic
on on
the the
decoupling decoupling
front front
from from
Beijing beijing
' '
s s
perspective perspective
. .
BG bg
: :
Three three
final final
quick quick
questions question
that that
all all
come come
from from
the the
chat chat
, ,
Ian ian
. .
One one
is be
, ,
because because
you you
mentioned mention
the the
rest rest
of of
Asia asia
outside outside
of of
China china
, ,
" "
What what
about about
the the
rest rest
of of
the the
world world
? ?
What what
about about
Africa africa
and and
Latin latin
America america
? ?
How how
do do
they they
factor factor
into into
this this
conversation conversation
or or
don don
' '
t t
they they
? ?
" "
IB ib
: :
They they
factor factor
in in
. .
I i
mean mean
, ,
those those
that that
have have
significant significant
commodities commodity
do do
well well
because because
the the
prices price
are be
going go
to to
be be
so so
high high
. .
Those those
that that
don don
' '
t t
are be
going go
to to
be be
under under
massive massive
pressure pressure
for for
reasons reason
we we
already already
talked talk
about about
, ,
but but
they they
are be
not not
going go
to to
be be
forced force
to to
pick pick
a a
side side
on on
this this
one one
. .
I i
just just
don don
' '
t t
see see
it it
. .
In in
the the
same same
way way
that that
if if
you you
were be
Colombia colombia
in in
the the
last last
couple couple
of of
years year
, ,
you you
know know
, ,
you you
found find
, ,
even even
though though
you you
' '
re re
working work
very very
closely closely
with with
an an
American american
ally ally
, ,
you you
' '
re re
still still
dealing deal
with with
Huawei huawei
and and
5G 5g
. .
This this
is be
knock-on knock-on
effects effect
of of
all all
of of
this this
. .
These these
are be
countries country
that that
are be
not not
going go
to to
take take
on on
significant significant
economic economic
burden burden
, ,
given give
how how
much much
they they
' '
re re
suffering suffer
right right
now now
geopolitically geopolitically
. .
BG bg
: :
Another another
one one
is be
about about
sanctions sanction
. .
How how
do do
we we
even even
know know
when when
and and
how how
, ,
at at
what what
point point
we we
start start
rolling roll
back back
sanctions sanction
? ?
IB ib
: :
I i
think think
that that
as as
long long
as as
Ukraine ukraine
is be
occupied occupy
by by
the the
Russian russian
government government
for for
the the
foreseeable foreseeable
future future
and and
Putin putin
is be
there there
, ,
I i
can can
' '
t t
see see
these these
sanctions sanction
getting get
unwound unwind
. .
Now now
, ,
if if
a a
rump rump
Ukrainian ukrainian
government government
that that
is be
democratically democratically
elected elect
were be
prepared prepare
to to
sue sue
for for
peace peace
and and
retakes retake
most most
of of
Ukraine ukraine
, ,
but but
they they
give give
away away
Crimea crimea
and and
they they
give give
away away
the the
Donbass donbass
, ,
could could
you you
see see
in in
that that
environment environment
some some
of of
these these
sanctions sanction
unwound unwind
? ?
Sure sure
. .
But but
I i
mean mean
, ,
I i
am be
suggesting suggest
that that
I i
think think
that that
many many
of of
these these
sanctions sanction
are be
functionally functionally
permanent permanent
. .
They they
reflect reflect
a a
new new
way way
of of
doing do
business business
. .
And and
when when
people people
ask ask
me me
what what
' '
s s
going go
to to
happen happen
when when
this this
is be
over over
, ,
my my
response response
is be
, ,
what what
do do
you you
mean mean
over over
? ?
What what
' '
s s
over over
is be
the the
peace peace
dividend dividend
. .
We we
are be
now now
in in
a a
new new
environment environment
. .
BG bg
: :
And and
one one
of of
the the
figures figure
of of
this this
new new
environment environment
and and
I i
want want
to to
close close
with with
that that
, ,
is be
President president
Zelenskyy zelenskyy
of of
Ukraine ukraine
, ,
who who
was be
not not
taken take
very very
seriously seriously
when when
he he
was be
elected elect
, ,
he he
has have
come come
out out
as as
a a
significant significant
figure figure
in in
this this
war war
. .
What what
do do
you you
make make
of of
President president
Zelenskyy zelenskyy
? ?
How how
do do
you you
read read
this this
character character
? ?
IB ib
: :
He he
' '
s s
very very
courageous courageous
. .
I i
' '
m m
obviously obviously
inspired inspire
by by
his his
ability ability
to to
communicate communicate
and and
rally rally
his his
people people
and and
take take
personal personal
risk risk
in in
Kyiv kyiv
while while
this this
invasion invasion
is be
going go
on on
. .
But but
I i
' '
m m
very very
conflicted conflict
because because
I i
think think
many many
of of
the the
steps step
that that
Zelenskyy zelenskyy
took take
in in
the the
run-up run-up
to to
this this
conflict conflict
actually actually
made make
the the
likelihood likelihood
of of
conflict conflict
worse worse
. .
He he
was be
unwilling unwilling
to to
take take
the the
advice advice
of of
the the
Americans americans
and and
Europeans europeans
seriously seriously
in in
the the
months month
leading lead
up up
to to
the the
conflict conflict
. .
He he
was be
unwilling unwilling
to to
mobilize mobilize
his his
people people
to to
ready ready
them them
for for
the the
potential potential
of of
conflict conflict
. .
He he
was be
certainly certainly
unwilling unwilling
to to
give give
an an
inch inch
in in
terms term
of of
Ukraine ukraine
' '
s s
desire desire
to to
be be
a a
member member
of of
NATO nato
, ,
even even
though though
he he
knew know
completely completely
that that
no no
one one
in in
NATO nato
was be
prepared prepare
to to
offer offer
a a
membership membership
action action
plan plan
, ,
let let
alone alone
actually actually
bring bring
them them
in in
as as
members member
. .
And and
part part
of of
that that
is be
a a
lack lack
of of
experience experience
and and
lack lack
of of
any any
business business
being be
in in
that that
position position
in in
the the
run-up run-up
to to
this this
crisis crisis
. .
So so
I i
' '
m m
very very
deeply deeply
conflicted conflict
in in
my my
personal personal
views view
on on
Zelenskyy zelenskyy
, ,
given give
the the
way way
he he
behaved behave
before before
the the
invasion invasion
, ,
compared compare
to to
the the
extraordinary extraordinary
leadership leadership
that that
he he
has have
displayed display
to to
all all
of of
us us
over over
the the
last last
two two
weeks week
. .
BG bg
: :
Ian ian
, ,
thank thank
you you
for for
taking take
the the
time time
, ,
for for
sharing share
your your
knowledge knowledge
, ,
and and
your your
analysis analysis
with with
us us
. .
We we
deeply deeply
appreciate appreciate
it it
. .
Thank thank
you you
very very
much much
. .
IB ib
: :
Good good
to to
see see
all all
of of
you you
. .
[ [
Get get
access access
to to
thought-provoking thought-provoking
events event
you you
won win
' '
t t
want want
to to
miss miss
. .
] ]
[ [
Become become
a a
TED ted
Member member
at at
ted ted
. .
com com
/ /
membership membership
] ]
