Alisa	NP	Alisa
.	SENT	.
We	PP	we
did	VBD	do
.	SENT	.
We	PP	we
raised	VBD	raise
the	DT	the
money	NN	money
,	,	,
and	CC	and
we	PP	we
'	POS	'
re	NN	re
thrilled	VBD	thrill
that	IN	that
we	PP	we
did	VBD	do
,	,	,
because	IN	because
in	IN	in
this	DT	this
phase	NN	phase
of	IN	of
one	CD	one
'	POS	'
s	NN	S
life	NN	life
,	,	,
the	DT	the
incredibly	RB	incredibly
scarce	JJ	scarce
resource	NN	resource
is	VBZ	be
time	NN	time
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
'	POS	'
re	NN	re
really	RB	really
passionate	JJ	passionate
about	IN	about
what	WP	what
you	PP	you
do	VBP	do
every	DT	every
day	NN	day
â	NP	<unknown>
which	WDT	which
we	PP	we
are	VBP	be
â	NP	<unknown>
and	CC	and
you	PP	you
'	POS	'
re	NN	re
also	RB	also
passionate	JJ	passionate
about	IN	about
your	PP$	your
relationship	NN	relationship
,	,	,
this	DT	this
is	VBZ	be
the	DT	the
only	JJ	only
way	NN	way
we	PP	we
know	VBP	know
how	WRB	how
to	TO	to
do	VB	do
it	PP	it
.	SENT	.
And	CC	and
so	RB	so
the	DT	the
final	JJ	final
question	NN	question
that	IN	that
we	PP	we
would	MD	would
ask	VB	ask
is	VBZ	be
:	:	:
can	MD	can
we	PP	we
collectively	RB	collectively
bend	VB	bend
that	DT	that
happiness	NN	happiness
chart	NN	chart
upwards	RB	upwards
?	SENT	?
It	PP	it
'	POS	'
s	NN	S
great	JJ	great
that	IN	that
we	PP	we
have	VBP	have
these	DT	these
transcendent	JJ	transcendent
moments	NNS	moment
of	IN	of
joy	NN	joy
,	,	,
but	CC	but
they	PP	they
'	POS	'
re	NN	re
sometimes	RB	sometimes
pretty	RB	pretty
quick	JJ	quick
.	SENT	.
And	CC	and
so	RB	so
how	WRB	how
about	RB	about
that	DT	that
average	JJ	average
baseline	NN	baseline
of	IN	of
happiness	NN	happiness
?	SENT	?
Can	MD	can
we	PP	we
move	VB	move
that	IN	that
up	RB	up
a	DT	a
little	JJ	little
bit	NN	bit
?	SENT	?
AV	NP	AV
:	:	:
And	CC	and
we	PP	we
kind	RB	kind
of	IN	of
feel	VB	feel
that	IN	that
the	DT	the
happiness	NN	happiness
gap	NN	gap
,	,	,
which	WDT	which
we	PP	we
talked	VBD	talk
about	RB	about
,	,	,
is	VBZ	be
really	RB	really
the	DT	the
result	NN	result
of	IN	of
walking	VBG	walk
into	IN	into
parenting	VBG	parent
â	NP	<unknown>
and	CC	and
really	RB	really
any	DT	any
long-term	JJ	long-term
partnership	NN	partnership
for	IN	for
that	DT	that
matter	NN	matter
â	NP	<unknown>
with	IN	with
the	DT	the
wrong	JJ	wrong
expectations	NNS	expectation
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
have	VBP	have
the	DT	the
right	JJ	right
expectations	NNS	expectation
and	CC	and
expectation	NN	expectation
management	NN	management
,	,	,
we	PP	we
feel	VBP	feel
like	IN	like
it	PP	it
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
be	VB	be
a	DT	a
pretty	RB	pretty
gratifying	JJ	gratifying
experience	NN	experience
.	SENT	.
RG	NP	RG
:	:	:
And	CC	and
so	RB	so
this	DT	this
is	VBZ	be
what	WP	what
â	NP	<unknown>
And	CC	and
we	PP	we
think	VBP	think
that	IN	that
a	DT	a
lot	NN	lot
of	IN	of
parents	NNS	parent
,	,	,
when	WRB	when
you	PP	you
get	VBP	get
in	IN	in
there	RB	there
â	NP	<unknown>
in	IN	in
our	PP$	our
case	NN	case
anyway	RB	anyway
â	NP	<unknown>
you	PP	you
pack	VBP	pack
your	PP$	your
bags	NNS	bag
for	IN	for
a	DT	a
trip	NN	trip
to	TO	to
Europe	NP	Europe
,	,	,
and	CC	and
you	PP	you
'	POS	'
re	NN	re
really	RB	really
excited	VBN	excite
to	TO	to
go	VB	go
.	SENT	.
Get	VB	get
out	RP	out
of	IN	of
the	DT	the
airplane	NN	airplane
,	,	,
it	PP	it
turns	VBZ	turn
out	IN	out
you	PP	you
'	POS	'
re	NN	re
trekking	VBG	trek
in	IN	in
Nepal	NP	Nepal
.	SENT	.
And	CC	and
trekking	VBG	trek
in	IN	in
Nepal	NP	Nepal
is	VBZ	be
an	DT	an
extraordinary	JJ	extraordinary
experience	NN	experience
,	,	,
particularly	RB	particularly
if	IN	if
you	PP	you
pack	VBP	pack
your	PP$	your
bags	NNS	bag
properly	RB	properly
and	CC	and
you	PP	you
know	VBP	know
what	WP	what
you	PP	you
'	POS	'
re	NN	re
getting	VBG	get
in	IN	in
for	IN	for
and	CC	and
you	PP	you
'	POS	'
re	NN	re
psyched	VBD	psych
.	SENT	.
So	IN	so
the	DT	the
point	NN	point
of	IN	of
all	PDT	all
this	DT	this
for	IN	for
us	PP	us
today	NN	today
is	VBZ	be
not	RB	not
just	RB	just
hopefully	RB	hopefully
honesty	NN	honesty
for	IN	for
the	DT	the
sake	NN	sake
of	IN	of
honesty	NN	honesty
,	,	,
but	CC	but
a	DT	a
hope	NN	hope
that	IN	that
by	IN	by
being	VBG	be
more	JJR	more
honest	JJ	honest
and	CC	and
candid	JJ	candid
about	IN	about
these	DT	these
experiences	NNS	experience
,	,	,
that	WDT	that
we	PP	we
can	MD	can
all	RB	all
collectively	RB	collectively
bend	VB	bend
that	DT	that
happiness	NN	happiness
baseline	NN	baseline
up	IN	up
a	DT	a
little	JJ	little
bit	NN	bit
.	SENT	.
RG	NP	RG
+	SYM	+
AV	NP	AV
:	:	:
Thank	VB	thank
you	PP	you
.	SENT	.
