Let	NP	Let
:	:	:
Why	WRB	why
are	VBP	be
we	PP	we
fighting	VBG	fight
it	PP	it
?	SENT	?
I	PP	I
mean	VBP	mean
,	,	,
let	VBP	let
'	POS	'
s	NNS	<unknown>
ask	VB	ask
ourselves	PP	ourselves
:	:	:
Why	WRB	why
are	VBP	be
we	PP	we
fighting	VBG	fight
it	PP	it
?	SENT	?
Because	IN	because
we	PP	we
don	NN	don
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
move	VB	move
genes	NNS	gene
around	RB	around
?	SENT	?
This	DT	this
is	VBZ	be
about	RB	about
moving	VBG	move
genes	NNS	gene
around	RB	around
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
about	IN	about
chemicals	NNS	chemical
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
about	IN	about
our	PP$	our
ridiculous	JJ	ridiculous
passion	NN	passion
for	IN	for
hormones	NNS	hormone
,	,	,
our	PP$	our
insistence	NN	insistence
on	IN	on
having	VBG	have
bigger	JJR	big
food	NN	food
,	,	,
better	JJR	good
food	NN	food
,	,	,
singular	JJ	singular
food	NN	food
.	SENT	.
This	DT	this
isn	NN	isn
'	POS	'
t	NN	t
about	IN	about
Rice	NP	Rice
Krispies	NP	Krispies
,	,	,
this	DT	this
is	VBZ	be
about	RB	about
keeping	VBG	keep
people	NNS	people
alive	JJ	alive
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
about	IN	about
time	NN	time
we	PP	we
started	VBD	start
to	TO	to
understand	VB	understand
what	WP	what
that	DT	that
meant	VBD	mean
.	SENT	.
Because	RB	because
,	,	,
you	PP	you
know	VBP	know
something	NN	something
?	SENT	?
If	IN	if
we	PP	we
don	NN	don
'	POS	'
t	NN	t
,	,	,
if	IN	if
we	PP	we
continue	VBP	continue
to	TO	to
act	VB	act
the	DT	the
way	NN	way
we	PP	we
'	POS	'
re	NN	re
acting	NN	acting
,	,	,
we	PP	we
'	POS	'
re	NN	re
guilty	JJ	guilty
of	IN	of
something	NN	something
that	IN	that
I	PP	I
don	VB	don
'	''	'
t	NN	t
think	VBP	think
we	PP	we
want	VBP	want
to	TO	to
be	VB	be
guilty	JJ	guilty
of	IN	of
:	:	:
high-tech	JJ	high-tech
colonialism	NN	colonialism
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
other	JJ	other
way	NN	way
to	TO	to
describe	VB	describe
what	WP	what
'	POS	'
s	NNS	<unknown>
going	VBG	go
on	IN	on
here	RB	here
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
selfish	JJ	selfish
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
ugly	JJ	ugly
,	,	,
it	PP	it
'	POS	'
s	NN	S
beneath	IN	beneath
us	PP	us
,	,	,
and	CC	and
we	PP	we
really	RB	really
have	VB	have
to	TO	to
stop	VB	stop
it	PP	it
.	SENT	.
So	RB	so
after	IN	after
this	DT	this
amazingly	RB	amazingly
fun	NN	fun
conversation	NN	conversation
,	,	,
you	PP	you
might	MD	might
want	VB	want
to	TO	to
say	VB	say
,	,	,
"	''	"
So	RB	so
,	,	,
you	PP	you
still	RB	still
want	VBP	want
to	TO	to
get	VB	get
in	IN	in
this	DT	this
ridiculous	JJ	ridiculous
time	NN	time
machine	NN	machine
and	CC	and
go	VB	go
forward	RB	forward
?	SENT	?
"	''	"
Absolutely	RB	absolutely
.	SENT	.
Absolutely	RB	absolutely
,	,	,
I	PP	I
do	VBP	do
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
stuck	VBD	stick
in	IN	in
the	DT	the
present	JJ	present
right	NN	right
now	RB	now
,	,	,
but	CC	but
we	PP	we
have	VBP	have
an	DT	an
amazing	JJ	amazing
opportunity	NN	opportunity
.	SENT	.
We	PP	we
can	MD	can
set	VB	set
that	DT	that
time	NN	time
machine	NN	machine
on	IN	on
anything	NN	anything
we	PP	we
want	VBP	want
.	SENT	.
We	PP	we
can	MD	can
move	VB	move
it	PP	it
where	WRB	where
we	PP	we
want	VBP	want
to	TO	to
move	VB	move
it	PP	it
,	,	,
and	CC	and
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
move	VB	move
it	PP	it
where	WRB	where
we	PP	we
want	VBP	want
to	TO	to
move	VB	move
it	PP	it
.	SENT	.
We	PP	we
have	VBP	have
to	TO	to
have	VB	have
these	DT	these
conversations	NNS	conversation
and	CC	and
we	PP	we
have	VBP	have
to	TO	to
think	VB	think
,	,	,
but	CC	but
when	WRB	when
we	PP	we
get	VBP	get
in	IN	in
the	DT	the
time	NN	time
machine	NN	machine
and	CC	and
we	PP	we
go	VBP	go
ahead	RB	ahead
,	,	,
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
be	VB	be
happy	JJ	happy
we	PP	we
do	VBP	do
.	SENT	.
I	PP	I
know	VBP	know
that	IN	that
we	PP	we
can	MD	can
,	,	,
and	CC	and
as	RB	as
far	RB	far
as	IN	as
I	PP	I
'	POS	'
m	NN	m
concerned	JJ	concerned
,	,	,
that	WDT	that
'	POS	'
s	JJ	<unknown>
something	NN	something
the	DT	the
world	NN	world
needs	VBZ	need
right	RB	right
now	RB	now
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
