Hey	UH	hey
to	TO	to
prove	VB	prove
your	PP$	your
strength	NN	strength
,	,	,
that	WDT	that
you	PP	you
can	MD	can
'	''	'
t	NN	t
you	PP	you
can	MD	can
'	''	'
t	NN	t
hide	NN	hide
from	IN	from
the	DT	the
emotions	NNS	emotion
altogether	RB	altogether
?	SENT	?
Yeah	RB	yeah
,	,	,
I	PP	I
think	VBP	think
the	DT	the
thing	NN	thing
that	IN	that
I	PP	I
would	MD	would
ask	VB	ask
I	PP	I
would	MD	would
ask	VB	ask
the	DT	the
great	JJ	great
contributions	NNS	contribution
that	IN	that
they	PP	they
made	VBD	make
without	IN	without
taking	VBG	take
off	RP	off
the	DT	the
mask	NN	mask
,	,	,
how	WRB	how
much	JJ	much
greater	JJR	great
could	MD	could
they	PP	they
have	VB	have
been	VBN	be
?	SENT	?
What	WP	what
changes	NNS	change
could	MD	could
they	PP	they
have	VB	have
made	VBN	make
had	VBD	have
they	PP	they
had	VBD	have
that	DT	that
combination	NN	combination
of	IN	of
intellect	NN	intellect
plus	CC	plus
humanity	NN	humanity
and	CC	and
,	,	,
you	PP	you
know	VBP	know
,	,	,
reading	VBG	read
think	NN	think
again	RB	again
was	VBD	be
a	DT	a
catalyst	NN	catalyst
for	IN	for
me	PP	me
,	,	,
re-examining	VBG	re-examine
my	PP$	my
.	SENT	.
Bad	JJ	bad
assumption	NN	assumption
that	IN	that
we	PP	we
'	''	'
re	IN	re
all	DT	all
hungry	JJ	hungry
for	IN	for
brave	JJ	brave
leadership	NN	leadership
.	SENT	.
Thank	VB	thank
you	PP	you
,	,	,
Renee	NP	Renee
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
honored	VBD	honor
that	IN	that
you	PP	you
read	VBD	read
my	PP$	my
book	NN	book
,	,	,
Think	VBP	think
Again	RB	again
,	,	,
let	VBD	let
alone	RB	alone
that	IN	that
it	PP	it
struck	VBD	strike
a	DT	a
chord	NN	chord
.	SENT	.
It	PP	it
kind	RB	kind
of	IN	of
grabbed	VBD	grab
me	PP	me
by	IN	by
the	DT	the
shoulders	NNS	shoulder
and	CC	and
gave	VBD	give
him	PP	him
gave	VBD	give
me	PP	me
a	DT	a
little	JJ	little
shake	NN	shake
,	,	,
like	IN	like
a	DT	a
big	JJ	big
shake	NN	shake
,	,	,
actually	RB	actually
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
think	VBP	think
we	PP	we
can	MD	can
make	VB	make
the	DT	the
mistake	NN	mistake
of	IN	of
assuming	VBG	assume
that	DT	that
everyone	NN	everyone
wants	VBZ	want
brave	JJ	brave
leadership	NN	leadership
.	SENT	.
Yes	UH	yes
,	,	,
because	IN	because
brave	JJ	brave
leadership	NN	leadership
puts	VBZ	put
demands	NNS	demand
on	IN	on
people	NNS	people
to	TO	to
also	RB	also
be	VB	be
courageous	JJ	courageous
,	,	,
to	TO	to
also	RB	also
be	VB	be
self-aware	JJ	self-aware
,	,	,
to	TO	to
also	RB	also
put	VB	put
more	JJR	more
importance	NN	importance
on	IN	on
getting	VBG	get
things	NNS	thing
right	RB	right
than	IN	than
being	VBG	be
right	JJ	right
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
think	VBP	think
brave	JJ	brave
leadership	NN	leadership
for	IN	for
the	DT	the
leader	NN	leader
or	CC	or
for	IN	for
the	DT	the
people	NNS	people
who	WP	who
are	VBP	be
being	VBG	be
led	VBN	lead
is	VBZ	be
for	IN	for
the	DT	the
faint	NN	faint
of	IN	of
heart	NN	heart
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
m	NN	m
not	RB	not
so	RB	so
sure	JJ	sure
that	IN	that
everyone	NN	everyone
wants	VBZ	want
courageous	JJ	courageous
leadership	NN	leadership
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
a	DT	a
tough	JJ	tough
thing	NN	thing
,	,	,
don	NN	don
'	POS	'
t	NN	t
you	PP	you
think	VBP	think
?	SENT	?
Yeah	RB	yeah
,	,	,
I	PP	I
agree	VBP	agree
.	SENT	.
I	PP	I
think	VBP	think
the	DT	the
first	JJ	first
thing	NN	thing
that	WDT	that
comes	VBZ	come
to	TO	to
mind	VB	mind
is	VBZ	be
I	PP	I
read	VBP	read
some	DT	some
research	NN	research
earlier	RBR	earlier
this	DT	this
week	NN	week
showing	VBG	show
that	IN	that
when	WRB	when
leaders	NNS	leader
have	VBP	have
employees	NNS	employee
who	WP	who
are	VBP	be
courageous	JJ	courageous
and	CC	and
daring	JJ	daring
,	,	,
that	IN	that
sometimes	RB	sometimes
they	PP	they
feel	VBP	feel
like	IN	like
that	WDT	that
gives	VBZ	give
them	PP	them
a	DT	a
pass	VBP	pass
and	CC	and
they	PP	they
say	VBP	say
,	,	,
OK	UH	OK
,	,	,
you	PP	you
know	VBP	know
,	,	,
my	PP$	my
people	NNS	people
have	VBP	have
got	VBN	get
this	DT	this
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
don	VB	don
'	''	'
t	NN	t
have	VBP	have
to	TO	to
demonstrate	VB	demonstrate
the	DT	the
same	JJ	same
integrity	NN	integrity
,	,	,
which	WDT	which
,	,	,
of	IN	of
course	NN	course
,	,	,
is	VBZ	be
the	DT	the
exact	JJ	exact
opposite	NN	opposite
of	IN	of
what	WP	what
you	PP	you
would	MD	would
want	VB	want
to	TO	to
see	VB	see
.	SENT	.
And	CC	and
it	PP	it
goes	VBZ	go
to	TO	to
something	NN	something
I	NP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
wondering	VBG	wonder
about	RB	about
that	IN	that
your	PP$	your
work	NN	work
has	VBZ	have
really	RB	really
pushed	VBN	push
me	PP	me
to	TO	to
think	VB	think
a	DT	a
lot	NN	lot
about	RB	about
,	,	,
which	WDT	which
is	VBZ	be
,	,	,
you	PP	you
know	VBP	know
,	,	,
if	IN	if
if	IN	if
if	IN	if
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
play	VB	play
who	WP	who
who	WP	who
believes	VBZ	believe
in	IN	in
the	DT	the
value	NN	value
of	IN	of
courage	NN	courage
and	CC	and
vulnerability	NN	vulnerability
.	SENT	.
But	CC	but
I	PP	I
have	VBP	have
a	DT	a
boss	NN	boss
or	CC	or
a	DT	a
leader	NN	leader
who	WP	who
doesn	NP	<unknown>
'	POS	'
t	NN	t
get	VB	get
it	PP	it
.	SENT	.
Well	RB	well
,	,	,
how	WRB	how
do	VBP	do
I	PP	I
manage	VB	manage
up	RP	up
?	SENT	?
I	PP	I
mean	VBP	mean
,	,	,
obviously	RB	obviously
,	,	,
in	IN	in
an	DT	an
ideal	JJ	ideal
world	NN	world
,	,	,
I	PP	I
would	MD	would
just	RB	just
leave	VB	leave
.	SENT	.
But	CC	but
if	IN	if
I	PP	I
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
that	DT	that
option	NN	option
,	,	,
is	VBZ	be
there	RB	there
anything	NN	anything
I	PP	I
can	MD	can
do	VB	do
to	TO	to
nudge	VB	nudge
a	DT	a
leader	NN	leader
to	TO	to
take	VB	take
off	RP	off
the	DT	the
armor	NN	armor
,	,	,
to	TO	to
not	RB	not
be	VB	be
so	RB	so
ashamed	JJ	ashamed
to	TO	to
to	TO	to
be	VB	be
a	DT	a
little	JJ	little
bit	NN	bit
more	RBR	more
real	JJ	real
?	SENT	?
So	RB	so
one	CD	one
thing	NN	thing
is	VBZ	be
I	PP	I
never	RB	never
tell	VBP	tell
people	NNS	people
to	TO	to
leave	VB	leave
because	IN	because
I	PP	I
mean	VBP	mean
,	,	,
leave	VBP	leave
if	IN	if
you	PP	you
can	MD	can
.	SENT	.
But	CC	but
I	PP	I
just	RB	just
you	PP	you
know	VBP	know
,	,	,
I	PP	I
think	VBP	think
you	PP	you
and	CC	and
I	PP	I
are	VBP	be
both	DT	both
careful	JJ	careful
about	RB	about
that	IN	that
in	IN	in
our	PP$	our
in	IN	in
our	PP$	our
work	NN	work
.	SENT	.
Right	RB	right
.	SENT	.
Because	IN	because
the	DT	the
reality	NN	reality
is	VBZ	be
you	PP	you
may	MD	may
have	VB	have
a	DT	a
sick	JJ	sick
kid	NN	kid
and	CC	and
this	DT	this
is	VBZ	be
your	PP$	your
insurance	NN	insurance
,	,	,
you	PP	you
know	VBP	know
,	,	,
like	IN	like
or	CC	or
this	DT	this
is	VBZ	be
how	WRB	how
you	PP	you
know	VBP	know
,	,	,
definitely	RB	definitely
when	WRB	when
I	PP	I
tell	VBP	tell
people	NNS	people
to	TO	to
leave	VB	leave
in	IN	in
this	DT	this
job	NN	job
market	NN	market
right	RB	right
now	RB	now
.	SENT	.
So	RB	so
we	PP	we
try	VBP	try
to	TO	to
give	VB	give
people	NNS	people
real	JJ	real
tools	NNS	tool
.	SENT	.
No	UH	no
,	,	,
you	PP	you
can	MD	can
'	''	'
t	NN	t
manage	VBP	manage
by	IN	by
teaching	VBG	teach
your	PP$	your
boss	NN	boss
this	DT	this
work	NN	work
and	CC	and
asking	VBG	ask
her	PP	her
to	TO	to
take	VB	take
off	RP	off
the	DT	the
armor	NN	armor
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
it	PP	it
just	RB	just
doesn	NN	<unknown>
'	POS	'
t	NN	t
work	NN	work
like	IN	like
that	DT	that
.	SENT	.
What	WP	what
I	PP	I
would	MD	would
say	VB	say
is	VBZ	be
,	,	,
let	VBP	let
'	POS	'
s	NNS	<unknown>
say	VBP	say
you	PP	you
'	''	'
re	IN	re
my	PP$	my
boss	NN	boss
and	CC	and
you	PP	you
'	POS	'
re	IN	re
you	PP	you
'	''	'
re	IN	re
a	DT	a
pretty	RB	pretty
armored	JJ	armored
.	SENT	.
You	PP	you
'	''	'
re	IN	re
not	RB	not
your	PP$	your
you	PP	you
don	VBP	don
'	''	'
t	NN	t
do	VBP	do
vulnerability	NN	vulnerability
.	SENT	.
And	CC	and
we	PP	we
just	RB	just
had	VBD	have
a	DT	a
big	JJ	big
disappointment	NN	disappointment
setback	NN	setback
in	IN	in
our	PP$	our
team	NN	team
.	SENT	.
And	CC	and
,	,	,
you	PP	you
know	VBP	know
,	,	,
your	PP$	your
style	NN	style
is	VBZ	be
to	TO	to
just	RB	just
move	VB	move
forward	RB	forward
.	SENT	.
And	CC	and
so	IN	so
what	WP	what
I	PP	I
might	MD	might
say	VB	say
,	,	,
instead	RB	instead
of	IN	of
saying	VBG	say
,	,	,
you	PP	you
know	VBP	know
,	,	,
look	VBP	look
,	,	,
I	PP	I
think	VBP	think
we	PP	we
need	VBP	need
to	TO	to
be	VB	be
vulnerable	JJ	vulnerable
and	CC	and
take	VB	take
the	DT	the
armor	NN	armor
off	RP	off
and	CC	and
,	,	,
you	PP	you
know	VBP	know
,	,	,
really	RB	really
embrace	VB	embrace
this	DT	this
failure	NN	failure
that	RB	that
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
get	VB	get
you	PP	you
fired	VBN	fire
or	CC	or
in	IN	in
trouble	NN	trouble
.	SENT	.
So	RB	so
what	WP	what
I	PP	I
would	MD	would
say	VB	say
to	TO	to
this	DT	this
person	NN	person
and	CC	and
depending	VBG	depend
on	IN	on
how	WRB	how
they	PP	they
are	VBP	be
,	,	,
is	VBZ	be
I	PP	I
would	MD	would
say	VB	say
,	,	,
hey	UH	hey
,	,	,
Adam	NP	Adam
.	SENT	.
I	PP	I
have	VBP	have
a	DT	a
question	NN	question
for	IN	for
you	PP	you
.	SENT	.
Do	VBP	do
you	PP	you
think	VBP	think
it	PP	it
could	MD	could
be	VB	be
helpful	JJ	helpful
for	IN	for
us	PP	us
to	TO	to
dig	VB	dig
in	IN	in
around	IN	around
what	WP	what
happened	VBD	happen
as	IN	as
a	DT	a
group	NN	group
?	SENT	?
What	WP	what
I	PP	I
'	POS	'
m	NN	m
seeing	VBG	see
,	,	,
as	IN	as
I	PP	I
think	VBP	think
people	NNS	people
are	VBP	be
making	VBG	make
up	RP	up
different	JJ	different
stories	NNS	story
about	RB	about
how	WRB	how
we	PP	we
ended	VBD	end
up	RP	up
in	IN	in
this	DT	this
setback	NN	setback
,	,	,
and	CC	and
I	PP	I
wonder	VBP	wonder
if	IN	if
it	PP	it
'	''	'
d	SYM	d
be	VB	be
helpful	JJ	helpful
if	IN	if
we	PP	we
sat	VBD	sit
down	RB	down
and	CC	and
just	RB	just
talked	VBD	talk
through	IN	through
it	PP	it
so	IN	so
we	PP	we
could	MD	could
get	VB	get
on	IN	on
the	DT	the
same	JJ	same
page	NN	page
and	CC	and
figure	VB	figure
out	RP	out
just	RB	just
as	IN	as
a	DT	a
group	NN	group
what	WP	what
went	VBD	go
wrong	JJ	wrong
so	IN	so
we	PP	we
could	MD	could
embed	VB	embed
that	IN	that
in	IN	in
our	PP$	our
team	NN	team
and	CC	and
not	RB	not
repeat	VB	repeat
it	PP	it
.	SENT	.
So	RB	so
I	PP	I
would	MD	would
just	RB	just
practice	VB	practice
the	DT	the
work	NN	work
.	SENT	.
Not	RB	not
try	VB	try
to	TO	to
influence	VB	influence
people	NNS	people
to	TO	to
do	VB	do
the	DT	the
work	NN	work
.	SENT	.
Does	NNS	doe
that	WDT	that
make	VBP	make
sense	NN	sense
?	SENT	?
It	PP	it
does	VBZ	do
.	SENT	.
It	PP	it
does	VBZ	do
.	SENT	.
And	CC	and
to	TO	to
me	PP	me
,	,	,
what	WP	what
'	POS	'
s	NN	S
so	RB	so
clever	JJ	clever
about	IN	about
that	DT	that
approach	NN	approach
is	VBZ	be
it	PP	it
takes	VBZ	take
the	DT	the
leader	NN	leader
out	RP	out
of	IN	of
the	DT	the
spotlight	NN	spotlight
a	DT	a
little	JJ	little
bit	NN	bit
.	SENT	.
Right	RB	right
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
m	NN	m
not	RB	not
attacking	VBG	attack
or	CC	or
criticizing	VBG	criticize
my	PP$	my
boss	NN	boss
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
actually	RB	actually
saying	VBG	say
,	,	,
hey	UH	hey
,	,	,
you	PP	you
know	VBP	know
what	WP	what
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
are	VBP	be
?	SENT	?
I	PP	I
love	VBP	love
your	PP$	your
phrase	NN	phrase
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
the	DT	the
story	NN	story
I	PP	I
'	POS	'
m	NN	m
making	VBG	make
up	RB	up
is	VBZ	be
and	CC	and
here	RB	here
you	PP	you
'	''	'
re	IN	re
saying	VBG	say
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
are	VBP	be
making	VBG	make
up	RP	up
different	JJ	different
stories	NNS	story
.	SENT	.
And	CC	and
so	RB	so
,	,	,
you	PP	you
know	VBP	know
,	,	,
maybe	RB	maybe
we	PP	we
need	VBP	need
to	TO	to
actually	RB	actually
get	VB	get
the	DT	the
either	RB	either
set	VBN	set
the	DT	the
record	NN	record
straight	RB	straight
or	CC	or
learn	VB	learn
from	IN	from
something	NN	something
from	IN	from
this	DT	this
experience	NN	experience
.	SENT	.
And	CC	and
so	IN	so
you	PP	you
'	POS	'
re	NN	re
almost	RB	almost
inviting	VBG	invite
the	DT	the
leader	NN	leader
to	TO	to
be	VB	be
a	DT	a
problem	NN	problem
solver	NN	solver
as	RB	as
opposed	VBD	oppose
to	TO	to
.	SENT	.
Yes	UH	yes
.	SENT	.
Calling	VBG	call
them	PP	them
the	DT	the
problem	NN	problem
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
right	NN	right
.	SENT	.
And	CC	and
so	RB	so
it	PP	it
is	VBZ	be
.	SENT	.
We	PP	we
have	VBP	have
this	DT	this
list	NN	list
of	IN	of
kind	NN	kind
of	IN	of
we	PP	we
you	PP	you
know	VBP	know
,	,	,
we	PP	we
call	VBP	call
hard	JJ	hard
conversations	NNS	conversation
,	,	,
rumbles	VBZ	rumble
.	SENT	.
And	CC	and
in	IN	in
fact	NN	fact
,	,	,
I	PP	I
have	VBP	have
one	CD	one
schedule	NN	schedule
today	NN	today
and	CC	and
it	PP	it
literally	RB	literally
says	VBZ	say
in	IN	in
my	PP$	my
calendar	NN	calendar
,	,	,
ad	NN	ad
sales	NNS	sale
rumball	NN	<unknown>
four	CD	four
o	NN	o
'	POS	'
clock	NN	clock
.	SENT	.
And	CC	and
so	IN	so
what	WP	what
I	PP	I
know	VBP	know
what	WP	what
that	DT	that
means	NN	means
in	IN	in
our	PP$	our
organization	NN	organization
,	,	,
our	PP$	our
culture	NN	culture
is	VBZ	be
we	PP	we
'	''	'
re	IN	re
expecting	VBG	expect
a	DT	a
lot	NN	lot
of	IN	of
different	JJ	different
opinions	NNS	opinion
.	SENT	.
We	PP	we
'	''	'
re	IN	re
expecting	VBG	expect
a	DT	a
lot	NN	lot
of	IN	of
competing	VBG	compete
priorities	NNS	priority
.	SENT	.
Bring	VB	bring
up	RP	up
a	DT	a
point	NN	point
of	IN	of
view	NN	view
,	,	,
bring	VB	bring
a	DT	a
lot	NN	lot
of	IN	of
curiosity	NN	curiosity
,	,	,
be	VB	be
prepared	VBN	prepare
to	TO	to
listen	VB	listen
more	JJR	more
than	IN	than
you	PP	you
talk	VB	talk
and	CC	and
be	VB	be
prepared	VBN	prepare
from	IN	from
for	IN	for
some	DT	some
discomfort	NN	discomfort
,	,	,
because	IN	because
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
stay	VB	stay
in	IN	in
this	DT	this
until	IN	until
we	PP	we
understand	VBP	understand
each	DT	each
other	JJ	other
better	JJR	good
.	SENT	.
And	CC	and
so	IN	so
it	PP	it
'	POS	'
s	NN	S
just	RB	just
an	DT	an
attention	NN	attention
set	VBN	set
up	RP	up
for	IN	for
us	PP	us
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
rumble	VB	rumble
.	SENT	.
And	CC	and
so	RB	so
we	PP	we
have	VBP	have
these	DT	these
rumble	NN	rumble
starters	NNS	starter
and	CC	and
language	NN	language
that	IN	that
we	PP	we
give	VBP	give
people	NNS	people
who	WP	who
go	VBP	go
through	IN	through
our	PP$	our
training	NN	training
where	WRB	where
.	SENT	.
If	IN	if
I	PP	I
again	RB	again
,	,	,
if	IN	if
I	PP	I
'	POS	'
m	NN	m
talking	VBG	talk
to	TO	to
you	PP	you
and	CC	and
we	PP	we
have	VBP	have
different	JJ	different
takes	VBZ	take
on	IN	on
,	,	,
you	PP	you
know	VBP	know
,	,	,
the	DT	the
perks	NNS	perk
of	IN	of
vulnerability	NN	vulnerability
,	,	,
I	PP	I
'	POS	'
m	NN	m
just	RB	just
practicing	VBG	practice
my	PP$	my
work	NN	work
with	IN	with
you	PP	you
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
m	NN	m
saying	VBG	say
,	,	,
you	PP	you
know	VBP	know
,	,	,
I	PP	I
hear	VBP	hear
you	PP	you
,	,	,
Adam	NP	Adam
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
not	RB	not
my	PP$	my
experience	NN	experience
of	IN	of
how	WRB	how
OP	NN	OP
showed	VBD	show
up	RP	up
in	IN	in
that	DT	that
meeting	NN	meeting
.	SENT	.
Can	MD	can
you	PP	you
walk	VB	walk
me	PP	me
through	IN	through
what	WP	what
you	PP	you
saw	VBD	see
that	IN	that
that	WDT	that
is	VBZ	be
leading	VBG	lead
you	PP	you
to	TO	to
this	DT	this
belief	NN	belief
?	SENT	?
There	EX	there
'	POS	'
s	NN	S
just	RB	just
language	NN	language
tools	NNS	tool
that	IN	that
we	PP	we
can	MD	can
use	VB	use
.	SENT	.
Yeah	RB	yeah
,	,	,
and	CC	and
,	,	,
you	PP	you
know	VBP	know
,	,	,
I	PP	I
have	VBP	have
to	TO	to
ask	VB	ask
,	,	,
because	IN	because
this	DT	this
term	NN	term
rumbles	VBZ	rumble
from	IN	from
is	VBZ	be
is	VBZ	be
such	PDT	such
a	DT	a
great	JJ	great
reframe	NN	reframe
of	IN	of
these	DT	these
hard	JJ	hard
conversations	NNS	conversation
that	IN	that
many	JJ	many
of	IN	of
us	PP	us
avoid	VBP	avoid
.	SENT	.
And	CC	and
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
part	NN	part
of	IN	of
me	PP	me
that	WDT	that
thinks	VBZ	think
,	,	,
OK	UH	OK
,	,	,
you	PP	you
'	POS	'
re	IN	re
you	PP	you
'	POS	'
re	NN	re
activating	VBG	activate
a	DT	a
new	JJ	new
mindset	NN	mindset
.	SENT	.
It	PP	it
'	''	'
s	VBG	<unknown>
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
into	IN	into
WWE	NP	WWE
.	SENT	.
Let	NP	Let
'	POS	'
s	NNS	<unknown>
get	VBP	get
ready	JJ	ready
to	TO	to
rumble	VB	rumble
.	SENT	.
And	CC	and
I	PP	I
can	MD	can
'	''	'
t	NN	t
wait	VB	wait
this	DT	this
this	NN	this
could	MD	could
be	VB	be
fun	NN	fun
,	,	,
but	CC	but
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
part	NN	part
of	IN	of
me	PP	me
that	WDT	that
also	RB	also
thinks	VBZ	think
,	,	,
oh	UH	oh
,	,	,
do	VB	do
you	PP	you
do	VB	do
you	PP	you
actually	RB	actually
do	VBP	do
you	PP	you
ruminate	VB	ruminate
even	RB	even
more	RBR	more
going	VBG	go
into	IN	into
them	PP	them
thinking	VBG	think
,	,	,
oh	UH	oh
,	,	,
God	NP	God
,	,	,
I	NP	I
'	POS	'
ve	NN	ve
got	VBD	get
to	TO	to
rumble	VB	rumble
.	SENT	.
This	DT	this
is	VBZ	be
going	VBG	go
to	TO	to
be	VB	be
horrible	JJ	horrible
.	SENT	.
Does	VBZ	do
the	DT	the
framing	NN	framing
help	NN	help
or	CC	or
hurt	VBN	hurt
?	SENT	?
It	PP	it
depends	VBZ	depend
.	SENT	.
I	PP	I
think	VBP	think
it	PP	it
depends	VBZ	depend
on	IN	on
the	DT	the
culture	NN	culture
.	SENT	.
Right	RB	right
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
funny	JJ	funny
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
the	DT	the
age	NN	age
difference	NN	difference
maybe	RB	maybe
because	IN	because
I	PP	I
'	POS	'
ve	NN	ve
got	VBD	get
I	PP	I
think	VBP	think
I	PP	I
'	''	'
ve	NNS	<unknown>
probably	RB	probably
got	VBD	get
a	DT	a
decade	NN	decade
on	IN	on
you	PP	you
.	SENT	.
And	CC	and
so	RB	so
when	WRB	when
I	PP	I
think	VBP	think
of	IN	of
rumble	NN	rumble
,	,	,
I	PP	I
think	VBP	think
of	IN	of
West	NP	West
Side	NP	Side
Story	NP	Story
,	,	,
I	PP	I
think	VBP	think
musicals	NNS	musical
,	,	,
you	PP	you
know	VBP	know
.	SENT	.
And	CC	and
so	RB	so
to	TO	to
me	PP	me
,	,	,
that	WDT	that
'	POS	'
s	NN	S
where	WRB	where
it	PP	it
came	VBD	come
from	IN	from
.	SENT	.
It	PP	it
came	VBD	come
from	IN	from
this	DT	this
idea	NN	idea
of	IN	of
a	DT	a
rumble	NN	rumble
in	IN	in
West	NP	West
Side	NP	Side
Story	NP	Story
was	VBD	be
part	NN	part
part	NN	part
argument	NN	argument
,	,	,
part	NN	part
dance	NN	dance
,	,	,
because	RB	because
,	,	,
you	PP	you
know	VBP	know
,	,	,
as	IN	as
a	DT	a
musical	NN	musical
.	SENT	.
So	RB	so
in	IN	in
our	PP$	our
culture	NN	culture
,	,	,
where	WRB	where
my	PP$	my
number	NN	number
one	CD	one
job	NN	job
is	VBZ	be
that	IN	that
as	IN	as
the	DT	the
kind	NN	kind
of	IN	of
CEO	NN	CEO
of	IN	of
this	DT	this
organization	NN	organization
that	IN	that
I	PP	I
lead	VBP	lead
is	VBZ	be
to	TO	to
normalize	VB	normalize
discomfort	NN	discomfort
,	,	,
we	PP	we
onboard	JJ	onboard
for	IN	for
discomfort	NN	discomfort
.	SENT	.
We	PP	we
teach	VBP	teach
you	PP	you
how	WRB	how
to	TO	to
fail	VB	fail
and	CC	and
get	VB	get
back	RB	back
up	RB	up
when	WRB	when
you	PP	you
are	VBP	be
brand	NN	brand
new	JJ	new
and	CC	and
weak	JJ	weak
one	CD	one
like	IN	like
we	PP	we
normalize	VBP	normalize
discomfort	NN	discomfort
because	IN	because
I	PP	I
just	RB	just
can	MD	can
'	''	'
t	NN	t
have	VBP	have
people	NNS	people
working	VBG	work
for	IN	for
me	PP	me
who	WP	who
are	VBP	be
only	RB	only
doing	VBG	do
what	WP	what
they	PP	they
'	POS	'
re	NN	re
already	RB	already
good	JJ	good
at	IN	at
doing	VBG	do
.	SENT	.
I	PP	I
just	RB	just
that	RB	that
'	''	'
s	NNS	<unknown>
not	RB	not
that	RB	that
'	''	'
s	NNS	<unknown>
not	RB	not
effective	JJ	effective
.	SENT	.
Like	IN	like
,	,	,
that	WDT	that
'	POS	'
s	NN	S
not	RB	not
innovative	JJ	innovative
.	SENT	.
So	RB	so
for	IN	for
me	PP	me
,	,	,
it	PP	it
just	RB	just
means	VBZ	mean
like	IN	like
,	,	,
I	PP	I
will	MD	will
definitely	RB	definitely
have	VB	have
people	NNS	people
who	WP	who
are	VBP	be
two	CD	two
levels	NNS	level
,	,	,
you	PP	you
know	VBP	know
,	,	,
apart	RB	apart
from	IN	from
me	PP	me
,	,	,
who	WP	who
,	,	,
you	PP	you
know	VBP	know
,	,	,
their	PP$	their
bosses	NNS	boss
boss	NN	boss
report	NN	report
to	TO	to
me	PP	me
and	CC	and
they	PP	they
will	MD	will
say	VB	say
to	TO	to
me	PP	me
,	,	,
hey	UH	hey
,	,	,
Brian	NP	Brian
,	,	,
can	MD	can
I	PP	I
rumble	VB	rumble
with	IN	with
you	PP	you
on	IN	on
the	DT	the
social	JJ	social
media	NN	media
strategy	NN	strategy
?	SENT	?
I	PP	I
am	VBP	be
not	RB	not
I	NP	I
'	POS	'
m	NN	m
not	RB	not
down	RB	down
with	IN	with
it	PP	it
yet	RB	yet
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
get	VB	get
it	PP	it
.	SENT	.
And	CC	and
Michael	NP	Michael
Rumble	NP	Rumble
what	WP	what
'	POS	'
s	VBG	<unknown>
what	WP	what
'	POS	'
s	NNS	<unknown>
what	WP	what
do	VBP	do
you	PP	you
think	VBP	think
?	SENT	?
And	CC	and
as	IN	as
you	PP	you
and	CC	and
I	PP	I
both	CC	both
know	VB	know
,	,	,
one	CD	one
way	NN	way
to	TO	to
really	RB	really
measure	VB	measure
embedded	VBN	embed
change	NN	change
in	IN	in
in	IN	in
cultures	NNS	culture
,	,	,
which	WDT	which
is	VBZ	be
a	DT	a
hard	JJ	hard
thing	NN	thing
to	TO	to
do	VB	do
.	SENT	.
Right	RB	right
,	,	,
is	VBZ	be
language	NN	language
like	IN	like
language	NN	language
is	VBZ	be
a	DT	a
big	JJ	big
indicator	NN	indicator
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
think	VBP	think
you	PP	you
can	MD	can
'	''	'
t	NN	t
just	RB	just
start	VBP	start
using	VBG	use
the	DT	the
word	NN	word
rumble	NN	rumble
if	IN	if
it	PP	it
'	POS	'
s	NN	S
not	RB	not
paired	VBN	pair
with	IN	with
a	DT	a
deeper	JJR	deep
culture	NN	culture
change	NN	change
.	SENT	.
I	PP	I
think	VBP	think
that	WDT	that
makes	VBZ	make
a	DT	a
lot	NN	lot
of	IN	of
sense	NN	sense
,	,	,
and	CC	and
it	PP	it
it	PP	it
leaves	VBZ	leave
me	PP	me
wondering	VBG	wonder
a	DT	a
little	JJ	little
bit	NN	bit
if	IN	if
if	IN	if
actually	RB	actually
wondering	VBG	wonder
